[00:28.730 --> 01:01.780]  Hey Dr. Anubis, how are you?
[09:15.390 --> 09:24.390]  I'm not sure exactly what it was recommended, but whatever it says on the label, you're not really going to want to store it much longer than that.
[09:24.390 --> 09:30.390]  And it's going to, you know, be dramatically uneffective, but it will work great.
[09:30.390 --> 09:42.390]  Another thing that you might be interested in looking into is some sort of nematodes that will help take care of some of the root aphids.
[09:42.390 --> 09:47.390]  But I'm currently dealing with some myself and I just use some Bovary Bassiana.
[09:47.390 --> 09:52.390]  But yeah, I would not recommend mixing large amounts of that and storing it.
[09:53.390 --> 10:05.390]  I want to concur with everything that Johnny's saying just really quickly and also say, you know, it really I'm a big fan of Bovary Bassiana also.
[10:05.390 --> 10:10.390]  And I feel like it needs to be part of generally a three pronged approach.
[10:10.390 --> 10:15.390]  Anytime you have a more serious issue with something like that.
[10:16.390 --> 10:25.390]  And I just was sending a friend recently some, you know, it depends because you're already so far in flower, but there are certain things I'm not sure what market you're in.
[10:25.390 --> 10:30.390]  You're allowed to use certain things in different states and not in others.
[10:30.390 --> 10:34.390]  And I feel like usually what's recommended is some sort of like drench or sprench.
[10:35.390 --> 10:45.390]  And I've found very good luck with Asagard in addition to like I'm a big fan of not all the Bovary Bassiana is created equal, I will say.
[10:45.390 --> 10:52.390]  So what Johnny is pointing to with efficacy, I will say that there are definitely superior products on the market.
[10:52.390 --> 11:05.390]  And, you know, I know what I feel comfortable using, but I definitely see different efficacy with different, I guess it would be strains of the Bovary Bassiana.
[11:05.390 --> 11:09.390]  So I just want to put that out there as well. And also, yeah, you can't store it.
[11:09.390 --> 11:13.390]  Even I mean, it needs to be used like day of and mixed very well.
[11:13.390 --> 11:20.390]  And also, I definitely want to just put it out there because this is other people are listening is that you need to wear a mask when you're mixing that as well.
[11:21.390 --> 11:24.390]  It's not good to inhale. So just a few things about that.
[11:26.390 --> 11:31.390]  If I can jump in here too as well. So, I just wanted to ask a question.
[11:31.390 --> 11:37.390]  I think I don't know for sure, but you said that you were going to flip your plants in the flower and you heard that they would leave.
[11:37.390 --> 11:41.390]  So your main problem is essentially you have an aphid population.
[11:41.390 --> 11:45.390]  And do you have a photo of the like the type of aphid that they are?
[11:45.390 --> 11:49.390]  Do you have cover crop and they're on your cover crop? Are they on your physical plants?
[11:49.390 --> 11:55.390]  Are they starting to really chow in there? Like what level of situation are we talking here?
[11:55.390 --> 12:00.390]  It sounds like they're pretty dire, but like, just can you clarify a little?
[12:00.390 --> 12:08.390]  Like, are your plants going to, are they dying or are you mitigating the problem pretty well and they're still in the vegetative state?
[12:09.390 --> 12:16.390]  Okay. So I have reference from a woman on Instagram named Suzanne Bug Lady.
[12:16.390 --> 12:19.390]  I'm sure a bunch of you guys are probably familiar with her.
[12:19.390 --> 12:23.390]  She identified the bug as the rice root aphid.
[12:23.390 --> 12:26.390]  And she's the one that's been guiding me through this process.
[12:26.390 --> 12:29.390]  So that's another thing that's confusing to me, right?
[12:29.390 --> 12:32.390]  Because I noticed it on the transplant.
[12:32.390 --> 12:39.390]  She told me to put the yellow strips at the bottom of my plastic pots where the holes are for early sign of detection.
[12:39.390 --> 12:41.390]  And she did say to use a three-step process.
[12:41.390 --> 12:48.390]  So the other process that I'm using is safer soap or I use suffix oil for killing the adults.
[12:48.390 --> 12:50.390]  And that is done every three days.
[12:50.390 --> 12:54.390]  And then every four days I'm doing a 90 second soil dunk.
[12:54.390 --> 12:55.390]  I've done this twice.
[12:56.390 --> 13:02.390]  So now I'm doing a lot of this work to keep these things at bay, I guess.
[13:02.390 --> 13:04.390]  I still see them moving when I check.
[13:04.390 --> 13:10.390]  But what's confusing to me is all of my plants and flower are extremely healthy.
[13:10.390 --> 13:13.390]  So it's like, I'm not sure which way to go.
[13:13.390 --> 13:16.390]  I'm going to flower everything and reset.
[13:16.390 --> 13:18.390]  I've taken clones of my mother's.
[13:18.390 --> 13:19.390]  Everything will be reset.
[13:20.390 --> 13:27.390]  But my plants are extremely healthy and it doesn't seem like any of the Basiana that I'm using is killing them.
[13:30.390 --> 13:37.390]  So Gabe, that stuff has like a seven day window before it really starts to do its thing.
[13:37.390 --> 13:45.390]  So I don't know if you started applying kind of recently, but yeah, you want to at least give it like a week to see it in action.
[13:45.390 --> 13:54.390]  If your plants are healthy and you're treating it like this, you're not in a horrible place because I'm sure that stuff will start to do its thing.
[13:54.390 --> 13:57.390]  And it works really well once it starts working.
[13:59.390 --> 14:05.390]  It sounds like you're taking the right steps to getting a hold on this.
[14:06.390 --> 14:07.390]  Totally.
[14:07.390 --> 14:19.390]  I would agree with Johnny and just say that pretty much in my world, what Suzanne the Bug Lady says is pretty much like, we listen to what she says pretty strictly.
[14:19.390 --> 14:28.390]  I will say I'm a huge fan of the products that she recommends and that you're using.
[14:28.390 --> 14:34.390]  I find that Cephoil X is one of the most beneficial products that I found in a really long time.
[14:34.390 --> 14:40.390]  I just want to point out since you already mentioned it, it works really incredibly well for spider mites.
[14:40.390 --> 14:45.390]  I've actually never found some people do take issue with mineral oil because of like plant cuticle stuff.
[14:45.390 --> 14:52.390]  But I honestly, I feel like plants like it and I think it works really effectively and it's just a more natural product.
[14:52.390 --> 15:03.390]  I will say that, you know, I have worked with Kip from BioWorks, Biosafe Solutions, and I just I love their recommendations.
[15:03.390 --> 15:11.390]  And so I'm assuming that you're using BioCeres WP when you say that you're doing that, because that's I think one of the better.
[15:11.390 --> 15:14.390]  And like Johnny said, it does take a second to work.
[15:14.390 --> 15:23.390]  But, you know, I will say for root aphids, what Kip recommended to me was the Drench and Sprench with Asagard.
[15:24.390 --> 15:31.390]  And, you know, I've had it all depends on kind of like what sort of knockdown you're looking for.
[15:31.390 --> 15:38.390]  But I feel like if your plants are healthy and you're pretty close to flower, I wouldn't really worry about that.
[15:38.390 --> 15:47.390]  I will say that when you reset your room, making sure that you're really doing a thorough job cleaning because they're super sneaky buggers.
[15:47.390 --> 15:55.390]  So I would just be extra cautious on your next turn and really follow extra protocols to make sure that you are not continuing the problem.
[15:57.390 --> 16:00.390]  And now a root aphid a little bit more. Oh, sorry, Ted or Bob. Go ahead.
[16:02.390 --> 16:06.390]  I was just going to say there's also the approach of predatory insects.
[16:06.390 --> 16:13.390]  I'm not sure which ones necessarily affect or will go after root aphids.
[16:14.390 --> 16:24.390]  But I would imagine some Swirsky or H. miles, rove beetles and such would be a good thing to introduce for the soil dwelling larvae and such.
[16:26.390 --> 16:33.390]  And there's even some, I know this is going to sound crazy, but there are some, what's the term I'm looking for?
[16:34.390 --> 16:47.390]  Some other, I guess, aggressive aphids that you can bring in that will knock those down too.
[16:47.390 --> 16:53.390]  I think it's Aphidus ervi and then Cucamaris as well.
[16:54.390 --> 17:13.390]  But one thing too, cold press on top of everything, cold press neem, when done back to back can really start to at least knock them down to get more control.
[17:15.390 --> 17:16.390]  Which is another one.
[17:16.390 --> 17:20.390]  I want to say, I think that both Cheddar Bob and Matt are correct.
[17:20.390 --> 17:26.390]  And I just will say that if Suzanne the bug lady didn't recommend beneficials right out the gate for a problem,
[17:26.390 --> 17:35.390]  one of the reasons you don't always want to start with beneficials is because if you have a serious enough population or infestation,
[17:35.390 --> 17:41.390]  and I'm more just saying this for the audience in general, because if you have a more serious problem,
[17:42.390 --> 17:48.390]  sometimes it requires some sort of knockdown before you can actually introduce beneficials.
[17:48.390 --> 17:53.390]  I'm a huge fan of that route and just using bio controls in general.
[17:53.390 --> 18:01.390]  But I will say that if you're having an actual pretty serious infestation, it just can become kind of like a waste of money,
[18:01.390 --> 18:06.390]  especially if you're in some sort of skilled production and you also don't want to kill the beneficials.
[18:07.390 --> 18:11.390]  And I know that in some markets you can't use just straight neem.
[18:11.390 --> 18:17.390]  So that's why the Asagard or there are certain products that are allowed generally within the regulated market.
[18:17.390 --> 18:20.390]  And California has some of the most stringent rules.
[18:20.390 --> 18:27.390]  So that's where when you can't use neem, you can use a neem based product like Asagard or something along those lines.
[18:28.390 --> 18:45.390]  Totally. And that's like such a fantastic point to even kind of bring up with IPM to note that the processes in which you kind of like initiate these things are very important.
[18:45.390 --> 18:55.390]  Because you can, like you kind of noted, put something in and then turn around and think that you're doing great by spraying neem or spraying Asagard
[18:55.390 --> 18:57.390]  and just delete everything that you just like put in.
[18:57.390 --> 19:07.390]  So it's best to find a very systematic way to go about your controls.
[19:08.390 --> 19:12.390]  I learned that the hard way, I will say too.
[19:12.390 --> 19:15.390]  I just want to say I'm a huge fan of beneficial insects.
[19:15.390 --> 19:19.390]  And I think I learned the hard way that if the problem is too extreme,
[19:19.390 --> 19:23.390]  then I think that Suzanne has helped back that up over time for me in my head where it's like,
[19:23.390 --> 19:31.390]  it's just like getting a hold of the situation before you just jump in and respond with bio controls.
[19:32.390 --> 19:36.390]  You're also in an interesting situation, Gabe, because it's a root aphid.
[19:36.390 --> 19:38.390]  And I'm not like, I mean, rover beetles.
[19:38.390 --> 19:46.390]  Yeah, there's not like hypo is not really going to be able to take on like such a large,
[19:47.390 --> 19:49.390]  like it's just probably not going to work.
[19:49.390 --> 19:54.390]  I'm not really clear on a lot of large predatory root defending.
[19:55.390 --> 20:01.390]  Is anybody else aware of any like I heard the rover, I heard the hypo, but these kind of like rover I can see,
[20:01.390 --> 20:03.390]  but I don't know about hypo.
[20:03.390 --> 20:07.390]  I'm wondering if there's anything else that anybody's seen available on the market or in general.
[20:07.390 --> 20:15.390]  There was also a secondary question that is very related to this is where would you guys suggest purchasing beneficial microbes?
[20:15.390 --> 20:20.390]  Because this is actually not beneficial microbes, but beneficial predatory insects.
[20:20.390 --> 20:24.390]  And I think this is really important because if you don't get them fresh, they're fucked.
[20:24.390 --> 20:28.390]  So like buying them off eBay is sometimes not the best idea.
[20:28.390 --> 20:31.390]  So if you guys want to jump in, it looks like Cheddar Bob is opening up.
[20:31.390 --> 20:32.390]  You want to start?
[20:33.390 --> 20:42.390]  Yeah, I fortunately I started my bet off with beneficials and I always add them about every three or four months.
[20:43.390 --> 20:50.390]  But I use beneficial insectary who you can order through green method.com.
[20:51.390 --> 20:52.390]  That's who I use.
[20:52.390 --> 20:56.390]  And I forgot the other thing that I was going to say.
[20:56.390 --> 20:58.390]  So there we are.
[21:02.390 --> 21:07.390]  Did you have a have a predatory insect for root aphids?
[21:07.390 --> 21:08.390]  Is that maybe?
[21:08.390 --> 21:09.390]  Yeah, thank you.
[21:09.390 --> 21:19.390]  I was thinking like I'm not sure about how well is it millipedes or centipedes, whichever ones or maybe pill bugs might might help a little bit in there.
[21:19.390 --> 21:24.390]  But those are the two I was thinking of for some some penetration down deep.
[21:26.390 --> 21:29.390]  You know, like this whole conversation and I just figured out who it was.
[21:29.390 --> 21:38.390]  I was like, man, somebody's been posting about root aphid or about rice root aphids and it's sink sink angel.
[21:39.390 --> 21:44.390]  He's got a couple of posts on it right now, which is pretty, pretty timely, I guess.
[21:45.390 --> 21:56.390]  I was going to say the same thing is that I'm pretty sure Matthew Gates is going to do like a root aphid, some sort of IPM primer.
[21:56.390 --> 22:02.390]  And maybe if he's working on a future cannibals project also, Linda, I just wanted to point that out because I think it's coming up.
[22:02.390 --> 22:09.390]  And I have a friend whose facility is having major issues as part of like, it's like fresh in my mind because I've just been sending them all of my data.
[22:09.390 --> 22:13.390]  Because I think it's actually one of those things that I haven't had to deal with as frequently.
[22:13.390 --> 22:16.390]  But when they do come, I mean, I just think they're gross.
[22:16.390 --> 22:20.390]  I'm not big. Aphids are like the nemesis at this point.
[22:20.390 --> 22:31.390]  So I will say and I will say, I'm just curious what your concept is there with the pill bugs, because I've actually had them turn, especially in like living soil.
[22:31.390 --> 22:41.390]  In the past, I've had issues where they actually started to eat the cannabis plants, like got like out of control and just started to really like hit the cannabis plants hard.
[22:41.390 --> 22:43.390]  So I always view them as a beneficial.
[22:43.390 --> 22:51.390]  I view them as beneficial in the compost, but I've had them get out of control a few different times and actually start eating like the stems of the plants.
[22:51.390 --> 23:01.390]  Yeah, I've also seen that. And it seems to the instances I've seen, they seem to be in like newly transplanted or younger plants.
[23:02.390 --> 23:12.390]  I know Blue of Green Tank has had a few times where he's had issues and he's actually just wrapped the stock with aluminum foil and kind of tulip it out.
[23:12.390 --> 23:17.390]  And that stops them from going up the stock and chewing on it.
[23:17.390 --> 23:23.390]  So, but yeah, they can get out of hand. It's something to definitely keep your eye on.
[23:24.390 --> 23:38.390]  Yeah, I've had them kind of get out of hand and in my living soil bed where they were definitely at night, they would come up when the lights were off and really like just be hitting the base of my plants really, really hard.
[23:38.390 --> 23:45.390]  And then once the lights came on, they'd kind of go back to wherever their little holes were so they can get out of hand quick.
[23:46.390 --> 23:51.390]  But yeah, it's crazy how serendipitous things have been with the root aphids.
[23:51.390 --> 23:59.390]  Like I've seen all those posts in question and then I'm like just kind of looking at all my plants, checking out the roots.
[23:59.390 --> 24:04.390]  And one plant's not doing so hot compared to the rest of the others.
[24:04.390 --> 24:09.390]  And sure enough, like I was thinking about root aphids. I'd seen it a bunch.
[24:09.390 --> 24:16.390]  I pop the pot off and I'm looking at it. And of course, yeah, there's freaking root aphids all on this plant.
[24:16.390 --> 24:24.390]  It was actually from a teen that I bought at the Emerald Cup. I bought like four or five clones in a teen.
[24:24.390 --> 24:28.390]  And of course, the one that actually had soil mass gets through.
[24:28.390 --> 24:33.390]  I usually I have an IPM protocol before I bring things into my house.
[24:33.390 --> 24:37.390]  It involves soap dunks and sulfur.
[24:38.390 --> 24:42.390]  And of course, you know, soap dunks and sulfur aren't going to kill root aphids.
[24:42.390 --> 24:48.390]  So, yeah, they like snuck past my regimen and I brought them in the house.
[24:48.390 --> 24:53.390]  But yeah, they're just they're super prevalent. And honestly, I've had them in my 4x8 bed.
[24:53.390 --> 24:57.390]  And I was really worried that they would be like a persistent chronic problem.
[24:57.390 --> 25:05.390]  And after a few treatments with it was either Bio Series or Botanigard.
[25:05.390 --> 25:10.390]  One of the two Boveria Bossiana products in it, they were gone.
[25:10.390 --> 25:15.390]  You know, they never resurfaced in my 4x8 bed. So there's definitely hope on getting rid of them.
[25:15.390 --> 25:21.390]  They're not like something I'm super, super concerned with.
[25:21.390 --> 25:24.390]  But yeah, interesting stuff.
[25:24.390 --> 25:30.390]  I think that's a really good point. I mean, I think also that what you said before, Johnny, that they can take a little bit of time.
[25:30.390 --> 25:36.390]  So being patient with those products sometimes is because they don't work immediately.
[25:36.390 --> 25:43.390]  But I will say, too, just on the where to look for good bio controls is I've also had good luck with BioBest.
[25:43.390 --> 25:47.390]  And I've worked with a bunch of different companies over the years.
[25:47.390 --> 25:52.390]  I think for me, it's like the ease of shipping is a big deal for me.
[25:52.390 --> 25:58.390]  And then also, like the population, I think when you start to learn who you can trust and who you can't trust.
[25:58.390 --> 26:09.390]  And I feel like making sure that you're very clear with your tracking, because if you definitely the sort of thing you do not want to forget about in your mailbox, especially when it's hot outside.
[26:09.390 --> 26:14.390]  So just keep that in mind, because that has also happened.
[26:14.390 --> 26:18.390]  Like nobody checked the mail to get the thing. And it's like it's just a bad.
[26:18.390 --> 26:24.390]  You know, it's a very they're very expensive and you want to just treat them like gold a little bit.
[26:28.770 --> 26:31.770]  Go for it, Matt. You wanted to jump in there. Go ahead.
[26:31.770 --> 26:44.770]  Oh, I just like pill bugs are just so, so fun. Like every time this conversation comes up, I always like to bring up the fact that their land crustaceans just like a mindfuck.
[26:44.770 --> 26:53.770]  You know, like, I don't know. It's just really cool. They're like in the same family that crabs and everything.
[26:54.770 --> 27:00.770]  We have so I'm like next to the ocean being in Vancouver, BC. I mean, it'll probably be relatively the same thing.
[27:00.770 --> 27:05.770]  There's probably a few people on the panel here. They're relatively the same space. And we have masses of them.
[27:05.770 --> 27:15.770]  I can actually set up a small plastic container and put it up against the wall during spring and fall and collect them by the by the dozens.
[27:15.770 --> 27:22.770]  Like, I mean, huge volumes of them. And but they're not. I find there's a food mitigation issue.
[27:22.770 --> 27:28.770]  Like they'll attack your plants if there isn't stuff to go to. And there's a few plants that they really goddamn like is turnips.
[27:29.770 --> 27:36.770]  They really like eating my turnips. So if you throw some turnips down, it might be a little bit helpful with that type of thing.
[27:36.770 --> 27:40.770]  But I think there's also needs to be this food sources that imbalance there.
[27:40.770 --> 27:48.770]  I think we touched on a great couple of points with like a not jumping right to beneficial pests and making sure that you follow kind of not beneficial pests.
[27:48.770 --> 27:56.770]  That's a terrible term. Beneficial insects, you know, predator pests, predator bugs and and using those.
[27:56.770 --> 28:01.770]  But after a certain amount of time and making sure that you're not just going to throw throw them into a neem infested area.
[28:01.770 --> 28:05.770]  I myself have used BioBest. I think they have a great lineup of products.
[28:06.770 --> 28:13.770]  And there's a lot of interesting stuff out there. We actually have an amazing panelist that we're going to bring on next week at the Dank Hour 2.
[28:13.770 --> 28:20.770]  That is a Canadian Quebec company. And they have some like they do a lot of work with the universities here in Canada.
[28:20.770 --> 28:27.770]  I'm not going to speak for him, but they do a lot of work with the universities and a lot of other crops in Canada.
[28:27.770 --> 28:32.770]  And it has found a couple of new and interesting kind of pests that they've been rearing.
[28:32.770 --> 28:38.770]  So that'll be kind of neat to check out. There's this one that's apparently just a voracious eater of aphids.
[28:38.770 --> 28:45.770]  And it's a little and it's a spider mite. And it's a large, but it's a large little large, large little red spider.
[28:45.770 --> 28:48.770]  So it's pretty cool. Jason, welcome to this stage as well.
[28:48.770 --> 28:57.770]  Did you have an alternative method that is not commonly thought of for dealing with root aphids, rice root aphids to be exactly specific?
[28:57.770 --> 28:59.770]  Since I've already said your name.
[29:00.770 --> 29:04.770]  I do not.
[29:09.000 --> 29:10.000]  I just want to add one quick thing.
[29:10.000 --> 29:12.000]  Can I just jump in real quick and say.
[29:14.000 --> 29:15.000]  Go ahead, Dave.
[29:15.000 --> 29:19.000]  Oh, sorry. So I just so I wanted to say thank you guys so much for all your information.
[29:19.000 --> 29:32.000]  And then the two things that I I wanted that I think it was really important about what everybody said was, first of all, I've noticed it is a three prong attack.
[29:32.000 --> 29:35.000]  You can't just do one thing and expect it to go away.
[29:35.000 --> 29:44.000]  It's a diligent process and very meticulous in you just have to be very meticulous and and not give up relentless on killing them.
[29:44.000 --> 29:48.000]  First thing. The second thing is we had mentioned to people.
[29:48.000 --> 29:55.000]  Suzanne Bug Lady helps me 100 percent for free on all angles and all levels.
[29:55.000 --> 30:00.000]  And Zenthal wanted to charge me two hundred fifty dollars for console.
[30:00.000 --> 30:02.000]  So he's very good.
[30:02.000 --> 30:07.000]  I'm sure all things good. But for the audience, Suzanne is willing to help 100 percent for free.
[30:07.000 --> 30:09.000]  No, I did take her after, but she's a very helpful.
[30:09.000 --> 30:11.000]  Gives a lot of information for free. Thank you.
[30:11.000 --> 30:12.000]  That's all I got.
[30:12.000 --> 30:18.000]  And Suzanne, the bug lady. Yeah, she's like she's pretty much like the authority in the space and has been for a long time.
[30:18.000 --> 30:20.000]  So I really I really appreciate her.
[30:20.000 --> 30:23.000]  I've learned so much from her and just on the topic of her.
[30:23.000 --> 30:44.000]  I believe that I just wanted to point everybody on the panel to one of my absolute favorite conferences that I've missed the past couple of years because of the pandemic is the is the bio controls and bio stimulants conference that is going to be back on this year,
[30:44.000 --> 30:47.000]  which I'm really excited about. So it's March 1st and 2nd.
[30:48.000 --> 30:53.000]  And if you're interested in learning, it's learning about bio controls and bio stimulants.
[30:53.000 --> 31:00.000]  It literally is such an incredible agricultural event and just so much information.
[31:00.000 --> 31:09.000]  It's usually very cutting edge and they do a full day tracked for cannabis, which is so it's like you're alongside also a lot of other agricultural crops.
[31:09.000 --> 31:14.000]  Like there's like the point I've learned a ton from like the point study of people over the years.
[31:14.000 --> 31:18.000]  And Suzanne, the bug lady will often be a speaker there as well.
