[00:00.000 --> 00:02.000]  And how do you pronounce your name?
[03:12.460 --> 03:18.460]  The electrical contribution from biochar is what holds the terpene together.
[03:18.460 --> 03:20.460]  The center point of that is a carbon ring.
[03:20.460 --> 03:25.460]  So, how strong that carbon ring is determines whether it's going to gas off or stay on the finished product.
[03:25.460 --> 03:31.460]  So, we were able to not only we went from 4% capture of oil to biomass,
[03:31.460 --> 03:37.460]  and we got that thing up to 7% with doubling the terpenes, some almost tripling.
[03:37.460 --> 03:42.460]  So, these are the kind of things where, you know, it used to make sense for the cultivator
[03:42.460 --> 03:45.460]  and the connoisseur to use char because we have a terpene-rich product.
[03:45.460 --> 03:50.460]  But to get the spreadsheet people on board, they have to know a different set of numbers.
[03:50.460 --> 03:54.460]  So, being able to put that information together, show them you're going to capture more oil,
[03:54.460 --> 03:59.460]  you're going to have more terpene-rich oil, and then that moves you into a different market for retail.
[03:59.460 --> 04:02.460]  Now, they won't build a field without biochar.
[04:02.460 --> 04:04.460]  That's the expenditure that they automatically think about now.
[04:04.460 --> 04:08.460]  But that project that we did last year, the expense is so high for biochar.
[04:08.460 --> 04:12.460]  That's why a lot of you guys ain't using it because it's not in the budget.
[04:12.460 --> 04:16.460]  And to try to get your managers to say, I'm going to use up half my budget for biochar,
[04:16.460 --> 04:20.460]  they ask questions you can't answer, you know, you may not have the knowledge.
[04:20.460 --> 04:25.460]  But I was fortunate enough, Springwater Organics and Bob Sand Farms both believed in biochar enough
[04:25.460 --> 04:29.460]  to let me run that field at the percentage I thought would be good at.
[04:29.460 --> 04:31.460]  And that was a 15% ratio at that field.
[04:32.460 --> 04:33.460]  15% ratio.
[04:33.460 --> 04:40.460]  And on the half of the field where I tilled the char in, I charged that stuff up with Bokashi and EM
[04:40.460 --> 04:43.460]  and gave it a chance to really get going.
[04:43.460 --> 04:47.460]  But it was raw when I got going, and all my colleagues were saying, you can't use raw char.
[04:47.460 --> 04:52.460]  But because I have been using EM, effective microbes, for so long, and I know how good that that brew is,
[04:52.460 --> 04:58.460]  I was confident enough that they were going to inoculate the char and increase the indigenous microbes
[04:58.460 --> 05:02.460]  already in the area that it was a win-win.
[05:02.460 --> 05:03.460]  So we did it.
[05:03.460 --> 05:10.460]  We did that on both sides using the EM Bokashi on raw char, and it just had good results.
[05:11.460 --> 05:17.460]  So with the, all right, when we're talking raw, you're saying with the raw,
[05:17.460 --> 05:21.460]  you also put in the Bokashi with the EM one and all that stuff.
[05:21.460 --> 05:25.460]  And then the charged was, what would the charged be?
[05:25.460 --> 05:26.460]  The charge.
[05:26.460 --> 05:28.460]  So the charge is going to be the EM Bokashi.
[05:28.460 --> 05:30.460]  The biochar I got was raw.
[05:30.460 --> 05:31.460]  There was nothing on it.
[05:31.460 --> 05:33.460]  It was completely fresh from the manufacturer.
[05:33.460 --> 05:40.460]  So when I hit it with the EM, the EM is usually becomes a food source for all the other microbes around there.
[05:40.460 --> 05:44.460]  It doesn't like come in to take over, and you can hardly even find them when you scope the EM,
[05:44.460 --> 05:45.460]  after you put them into the soil.
[05:45.460 --> 05:50.460]  But they really become the catalyst for the microbes that want to do the work.
[05:50.460 --> 05:56.460]  So I basically put in a buffet on that char, so then the other guys can just move in and get going right away.
[05:56.460 --> 06:03.460]  So that's why I was able to have success so fast, because the EM was feeding the native microbes.
[06:03.460 --> 06:11.460]  As to oppose when people use regular char, the consortium that they put in may not accelerate the microbial growth fast enough to justify,
[06:11.460 --> 06:14.460]  you know, the plant begins to show deficiencies.
[06:14.460 --> 06:17.460]  And then this is why people scratch the Bokashi.
[06:17.460 --> 06:20.460]  But partnering it with the EM or scratch the biochar.
[06:20.460 --> 06:26.460]  But when you partner it with the right microbial consortia, then you have things happen a lot faster.
[06:26.460 --> 06:31.460]  So with, and this was straight into a field.
[06:31.460 --> 06:35.460]  So these were these were plants that went straight into the ground.
[06:35.460 --> 06:40.460]  Yeah, correct. It's a tier two OLCC producer farm in Oregon here.
[06:40.460 --> 06:48.460]  So big field, you know, we have 400 foot rows, you know, eight of them in one section.
[06:48.460 --> 06:55.460]  And then I think there's four 200 foot rows in another. So they are real size fields.
[06:55.460 --> 07:00.460]  And typically, so so is this something you've done before?
[07:00.460 --> 07:08.460]  Like is or is this kind of the first time you've done this and you're seeing the results so that you can show people the data?
[07:08.460 --> 07:13.460]  Yeah, that's a great question. You know, I come from California, became medical in 97.
[07:13.460 --> 07:17.460]  Was fortunate enough to be in the Emerald Triangle with a heart of regenerative farming is.
[07:17.460 --> 07:23.460]  And we've done this all the time. The reason why you haven't heard it is because whatever goes to market,
[07:23.460 --> 07:26.460]  nobody cares how you're growing something. They're just looking for the bottom line price.
[07:26.460 --> 07:33.460]  But now with all the terpene tests and all the tests that are required to show the power of regenerative farming.
[07:33.460 --> 07:36.460]  Now people are looking at a different. But we've done this all the time.
[07:36.460 --> 07:40.460]  Of course, not in field size like this. You know, there was legalities that limited us that.
[07:40.460 --> 07:46.460]  But we always see success in our own medical productions and in our friends fields.
[07:46.460 --> 07:54.460]  We would just see that this was the was making the fire and people who even had the herb wanted our herb because it was so rich in terpene.
[07:54.460 --> 07:58.460]  I love it. Look at this here. That's our thinking cap for today. I love it.
[07:58.460 --> 08:04.460]  So, yeah, that's what it was. We always done it. So then when we become to get jobs in the legal industry,
[08:04.460 --> 08:07.460]  you know, we're working with bottom line people and they don't even use cannabis.
[08:07.460 --> 08:11.460]  So they don't know what the difference between a terpene rich flower and a non terpene rich flower.
[08:11.460 --> 08:15.460]  They only know the spreadsheet talk. So this is where we when we're moving into a different sector,
[08:15.460 --> 08:21.460]  when you're able to partner with management that believes in, OK, I kind of see what this job is talking about.
[08:21.460 --> 08:27.460]  That's where why it's such a miracle, because we're able to not only shift the regenerative thinking in the field,
[08:27.460 --> 08:34.460]  but the regenerative thinking in the office and the management where that eludes them a lot of times.
[08:34.460 --> 08:42.460]  So can we talk? I mean, because for me, it's like, you know, you mentioned sourcing biochar from the manufacturer,
[08:42.460 --> 08:55.460]  which implies that someone's like to me, it's kind of like there's biochar that maybe you use the wood on your own property and you know how to do it and make it versus sourcing it and having it sent.
[08:56.460 --> 09:04.460]  Kind of, I guess my question is like the sustainability of biochar that that's sourced from like a manufacturer.
[09:04.460 --> 09:09.460]  Good question. My whole background in biochar is with a nonprofit called Sonoma Biochar Initiative.
[09:09.460 --> 09:17.460]  That's what we do. We teach people how to convert biomass on their field so that you don't have to buy the stuff in the cannabis industry.
[09:17.460 --> 09:21.460]  You know, they don't have the time and the resource, but they have the resources,
[09:21.460 --> 09:26.460]  but they don't have the time to then go through the steps you'll see on the biocharinitiative.org website.
[09:26.460 --> 09:29.460]  But that's that's what we do and been doing, not just with cannabis.
[09:29.460 --> 09:35.460]  We have lots and lots of vineyards around Napa Sonoma area that they just rip out fields, throw away.
[09:35.460 --> 09:39.460]  It costs about 20,000 to dump them. You know, it depends how many blocks are thrown away.
[09:39.460 --> 09:45.460]  But when they can when we can train the management to then burn that in a way that doesn't pollute the air,
[09:45.460 --> 09:51.460]  we call that a conservation burn or a top lit burn where a lot of those particles go right into the flame front.
[09:51.460 --> 09:56.460]  And you end up with about 98 percent less particles going up into the air.
[09:56.460 --> 10:00.460]  They're able to then with the cost of their team doing it about three thousand dollars.
[10:00.460 --> 10:03.460]  Plus, they have a byproduct of biochar. So that's the whole goal.
[10:03.460 --> 10:06.460]  We want people to then trap their biomass.
[10:06.460 --> 10:12.460]  And now the science is looking at all the different electrical components within the different carbons being processed.
[10:12.460 --> 10:18.460]  And hemp and cannabis is about 200 percent more conductive than anything else they're finding.
[10:18.460 --> 10:25.460]  So the fact that we're like throwing away this super high quality conductive material, it's like part of that missing link in our business.
[10:25.460 --> 10:30.460]  And then when you think about the forest and how that grows itself based on the old fire,
[10:30.460 --> 10:38.460]  anybody doing a seed program and not using old stocks from those plants that have the information going on to the next seed.
[10:38.460 --> 10:45.460]  This is all part of what nature does. The new growth of the forest is always healthier because it has the burn from the old tree.
[10:45.460 --> 10:51.460]  So when we put our old tree back into the soil, those new seeds that come around, a different kind of fire comes out of them.
[10:51.460 --> 10:56.460]  And that's what makes your next guest so important because he had all his seeds seem to have that fire.
[10:56.460 --> 11:00.460]  You know, certain cultivators seem to capture that in their seed.
[11:00.460 --> 11:05.460]  That's where it comes from. It's mimicking the patterns of nature, putting those into the soil.
[11:05.460 --> 11:09.460]  And then you're able to recreate those dynamics within your cultivation site.
[11:09.460 --> 11:13.460]  I mean, it's interesting. I know you just go ahead, Josh.
[11:13.460 --> 11:29.460]  Well, I was going to ask, maybe you guys already talked about this before I got on, but I've heard this rule of like if you're constructing a soil or if you're applying a biochar that you don't want more than 15, even maybe as far as 20 percent in the overall mix.
[11:30.460 --> 11:38.460]  And so I was just curious and I've took that as I've been making custom soils from a new. But how do you approach that on a cyclical year after year basis?
[11:38.460 --> 11:49.460]  Excellent question. But when we look at the originating place of where the biochar comes from in the Amazon, it's terra preta is what the research is.
[11:49.460 --> 11:58.460]  It's called Black Earth. When you look at the composites Cornell took of the Black Earth, where all this research began back in the 60s, you know, we're finding that soil is 40, 45 percent carbon.
[11:59.460 --> 12:05.460]  Because they would always use the continual village fires on all the village burn. So it would accumulate over time.
[12:05.460 --> 12:14.460]  So when we are doing data output for projects that are so new going out there, the numbers are going to be way different.
[12:14.460 --> 12:19.460]  And if you look at the year things are published, they change over time because of the quality of char control that we have.
[12:19.460 --> 12:22.460]  So you just think of the biochar as like early years of compost.
[12:23.460 --> 12:29.460]  They just used to call it compost. But now we have specific designer compost. And we know more about compost.
[12:29.460 --> 12:33.460]  You know, like it's not all the same shit. It's different stuff happening.
[12:33.460 --> 12:42.460]  So when you when you research the biochar, because it's so new to science side, you know, take all that information knowing it's going to change.
[12:42.460 --> 12:46.460]  But when you look at the indigenous knowledge of biochar, that doesn't change.
[12:46.460 --> 12:53.460]  And that's always been the same. And our soils are very high above anything being recommended by any of the major agencies today.
[12:53.460 --> 12:54.460]  So a little bit different.
[12:54.460 --> 13:09.460]  Well, it kind of makes sense. Like if I think about hugelkultur tech and like when you build a hugelkultur, that wood, that carbon is sucking up the available nutrients until it reaches saturation and everything starts to break down and it flips and goes the other way.
[13:10.460 --> 13:19.460]  And so, you know, maybe that's part of the process as long as you're keeping it within check and you're not overloading too much that, you know, because as I was asking the question, I'm thinking the same thing.
[13:19.460 --> 13:22.460]  Historically, that's how we've done burn and rotate, you know?
[13:22.460 --> 13:28.460]  Yeah. Yeah, that makes sense. And because if you put so much char, it's just trying to grab everything to suck all that juice out of everything.
[13:28.460 --> 13:33.460]  So I can see where the limitations are. Don't try to get indigenous soil quality your first run.
[13:33.460 --> 13:45.460]  You want to build up to that. You want that to be years and years of successions before it gets that high. But you start low and build your way up. It's nonstop. You'll see your plants live. Everything works well.
[13:45.460 --> 13:51.460]  So what I was going to say before is I remember, you know, every time I like, isn't it like almond trees?
[13:51.460 --> 13:58.460]  They basically have to rip them out every X number of years. And then like I'd always drive by those orchards and they just have these big burns.
[13:58.460 --> 14:13.460]  And I was like, that's so devastating. And I talked to a guy a long time ago about the idea of, you know, the for energy, you know, if you could get I mean, we're talking biochar here.
[14:13.460 --> 14:20.460]  But that conversation was about using it in the same way you'd have like a natural gas powered generator.
[14:21.460 --> 14:32.460]  But instead of using something like natural gas, you'd use all this wood from these orchards. But that that seems like something where like they're just burning it currently. And if you could just teach them how to make biochar.
[14:32.460 --> 14:46.460]  I mean, they could put it all over their almond orchards too, right? Like you can just burning it where it just, you know, you lose it. But somebody asked. So I don't want or are you are you parked?
[14:47.460 --> 14:48.460]  Oh, yeah.
[14:48.460 --> 15:08.460]  I didn't want to show something to be like read this and then have you crash. But no, you're good. So so key salmon asked, what do you do to activate them? So you get raw biochar. That's just the carbon structure. It's the housing. What's your kind of sequential next steps to activate it?
[15:09.460 --> 15:22.460]  I always try to apply this information based on your standard, whatever you're growing method you're using. If you've got a compost pile going, mix the char with your compost going into the compost pile. That seems to work very well. Probably the easiest way.
[15:23.460 --> 15:33.460]  This is a cannabis production site, wine production site. You're going to have a raw char that you're either going to mix a 50 50 to compost and then drop on top in the field.
[15:34.460 --> 15:53.460]  We can do the mixes 10 to 15 percent in with your soil and then drop those into your soil, into your beds or your bags, whatever you're growing, growing with. One of my favorite ways is to get a we load up the 275 tote with water and then I load that sock up full of Bokashi and some other good ingredients in there.
[15:53.460 --> 16:06.460]  Some one shot and then let that squeeze out for just probably about five, 10 minutes and running our aerator. And then that should get nice and foamy. Then I can pump that right onto the fresh char being planted.
[16:07.460 --> 16:20.460]  So if I mix my soil, like I told you, half that bad, I was only able to dig out holes and then mix the char and put all that stuff back into the hole. I didn't plant right away into it. I waited about five days, but I hit it two times with that Bokashi water. I just explained.
[16:20.460 --> 16:32.460]  So using your compost teas on that biochar really gets it going really quick to adding the molasses to your compost tea gives your your your your your microbes a food source.
[16:33.460 --> 16:48.460]  So once they get onto that char, they have their sugars. They can really get rolling too. So, you know, thinking about what stage you're in, there's so many ways to charge it. But I like the Bokashi. I like the compost tea and I like compost. All those together seem to do really well.
[16:49.460 --> 17:06.740]  And then people are talking. So, by the way, everyone in the chat, I my microphone's either way too loud or way too soft. So am I OK right now? Or am I either blowing you guys out of the water or can you barely hear me?
[17:06.740 --> 17:26.740]  I'm OK. All right. Well, anyway, people were talking about kind of like if you want to move in a fungally dominant direction or a bacterial dominant. Do you have kind of preferences in terms of when you're starting or when you're charging it?
[17:26.740 --> 17:48.740]  No, I try to run a 50 50. I like to use the liquid EM, which has both consortia fungal and bacterial. And this is because each plant, depending on where they're located in that land race chart, they're going to partner with, you know, some prefer more of the grassier bacterial soils. Some prefer more of the fungal dominant soils.
[17:48.740 --> 18:07.740]  Since we've hybrid so many things, I try not to predict what that relationship is. The EM allows the plant to pick and partner with the ones that it needs to survive and nurture in that environment. So I like to just make sure I have the liquid EM right at the roots, especially during like from clone stage right off the bat.
[18:07.740 --> 18:26.740]  Then they can begin to foster the relationship from the microbe that's going to benefit them most. So I wouldn't I wouldn't go either or find a consortium that supports both that because the plants we grow require both some more than others in their selections.
[18:27.740 --> 18:53.740]  If you do find something fungal, run the wood chip, the wood chip. And then it goes wood chip, anything leafy. You know, we can buy the wood chip from any feed store now. Real nice cedar and it works good for like gnats and stuff too. And spider mites, the cedar is great for that. So anything and anything mulch is going to boost your fungal. And then sugary run the molasses when you're watering. That'll get your bacterials real nice.
[18:54.740 --> 19:03.740]  Josh, have you been playing with biochar at all?
[19:04.740 --> 19:27.740]  I have definitely used biochar in a lot of my mixes. If I'm going to make like I was saying earlier, if I'm making a mix from scratch, it's definitely 15% biochar is in the mix. And I put that in like as an addition. So I make my whole soil mix. It's a third aeration, a third compost, a third whatever it's going to be. I've used peat in the past. I'm struggling with that and still don't have a good answer.
[19:28.740 --> 19:34.740]  I know there's alternatives, but I'm not really satisfied on what I'm seeing yet. But then I add the additional 15%.
[19:34.740 --> 19:35.740]  So it would be a...
[19:35.740 --> 19:37.740]  Let me get one of those alternatives. Keep talking.
[19:39.740 --> 19:42.740]  Don't throw me with any pit moss shit either.
[19:42.740 --> 20:01.740]  I have and I've charged it with compost pea and let it sit for a year before I put it into a compost mix. I've kind of done that stuff. But there's a company up here where I'm from that I'm really impressed with the research there, Black Owl Biochar. I don't know if you know of them.
[20:01.740 --> 20:03.740]  Yeah, 100%. Yep. Yep.
[20:04.740 --> 20:13.740]  Yeah, she's a good lady. We spent some time on the phone and she kind of verified that I was going down the right track. And so I kind of just didn't go deeper down the rabbit hole, to be honest.
[20:14.740 --> 20:24.740]  Yeah, it's, you know, even using like say you got your bag set and you haven't used biochar, you can go grab that activated carbon. You know, they're selling that at the grocery outlet nowadays.
[20:24.740 --> 20:35.740]  And because it's so micronized, you drop that into your teas. It goes right into the soil and dirt. But that's where you begin. Like people who are kind of on the fence with biochar, I'll have them run that activated carbon.
[20:36.740 --> 20:47.740]  So the plants just get jonesed off that, that the next run of the char, they always are hitting me up for the char ratios. Because you can just, you can play with that. And it's so light, it's micronized.
[20:47.740 --> 20:49.740]  Are you putting out a product yourself?
[20:49.740 --> 20:51.740]  Say again?
[20:51.740 --> 20:54.740]  Are you putting a product out yourself at this point?
[20:54.740 --> 20:59.740]  No, no, I just do education. I don't sell no products.
[20:59.740 --> 21:01.740]  Okay, I was just curious.
[21:02.740 --> 21:12.740]  So what one of the things this company Pitmoss, which is basically recycled. Do you know him, Josh?
[21:12.740 --> 21:16.740]  I just said something stupid. I was just knocking on it and then you brought it up.
[21:18.740 --> 21:22.740]  Well, now I want to try it. Tell me your thoughts.
[21:22.740 --> 21:41.740]  I don't want to knock it. I already stuck my foot in my mouth. So I just am not so sold on the idea of using recycled cardboard in my soil and for my body. Like that's just that. I don't want that shit. That's my base thought on it. But I could be, they could have something they do. They remediate stuff. I have no idea. I'm speaking out my ass.
[21:42.740 --> 22:10.740]  Well, that's why I want to bring their lead scientist on to kind of understand what their process is. Like, are they literally just taking all the like, you know, newspaper and cardboard recycling? Like, anyway, I'd love to learn about it. But yeah, you know, I know the other one is Delano, you know, and the palm fronds, which are, you know, super sustainable because they I mean, not where you guys live, but down here they they grow.
[22:10.740 --> 22:24.740]  I mean, I can see them right outside my house. And like when the winds blow, you have the fronds all over the streets and stuff. So but anyway, it's interesting to think about like alternatives to cocoa and.
[22:25.740 --> 22:50.740]  Well, and to be honest, any more from my perspective, like I used to make these potting soil mixes. And that's the key term potting soil, potting, potting. It's for pots to move around to be light. When I got taught to make soil for growing cannabis originally was not for pots to be moved around. And we use sand, a third sand and we oil that sort of stuff.
[22:51.740 --> 23:17.740]  And so now that's really what I'm doing. I'm building up my native soil, I grow in beds. And even if I'm indoors, I bring that soil, native soil indoors. And I go from there rather than trying to start with this, this base, you know, even if PEMAS was sustainable, I still have to buy it. And I still have to work with it to get it to a usable state. And I'm just kind of done with with pots, you know, I said, in general, I still need to use them for transplanting and in my process.
[23:18.740 --> 23:22.740]  So I'm not totally out of it, but I'm shifting that way.
[23:24.740 --> 23:39.740]  So we have olfactory genetics coming on any minute. So do you want to talk about I mean, you know, you do you want to actually I have I have Leo calling in right now.
[23:40.740 --> 23:41.740]  Yeah. Give me a second.
[23:51.060 --> 23:55.060]  Josh, I'm going to kill your video while you do this just so we have great audio.
[24:00.800 --> 24:03.800]  Can you hear me? You're muted.
[24:07.800 --> 24:08.800]  Can you hear me? Yeah.
[24:10.800 --> 24:13.800]  Hey, Leo, what's going on? I'm live with Peter on the future cannabis.
[24:33.240 --> 24:36.240]  Can you guys hear him? Yeah. Okay.
[24:39.240 --> 24:41.240]  Go ahead, Leo. We can we can we can hear you. Well.
[24:42.240 --> 25:03.040]  They moved us out of the quarantine and put us all together over a year. So that really helps us now be able to keep it up.
[25:16.000 --> 25:21.000]  Hell yeah, man. We got another big one going up Wednesday night on the Dark Horse feed.
[25:22.000 --> 25:28.000]  We're actually going to do a takeover and take over everyone's feet at the same time and just be a fucking mass.
[25:29.000 --> 26:18.550]  Yeah, man. Well, we're all we're all there with, you know, sending our love and our positive vibes and whatever we can do and doing our end.
[26:19.550 --> 26:25.550]  So it's good to hear your voice and have a little verification out there that there's no bullshit going on, you know.
[26:31.530 --> 27:05.860]  Yeah, yeah, yeah. Well, we're just send you guys lots of love, man.
[27:08.860 --> 27:10.860]  Appreciate you taking the time, you know, to call in.
[27:16.860 --> 27:20.860]  We're actually just that we were talking biochar and we're about to pop on with Avery.
[27:21.860 --> 27:26.860]  I think you might remember him from olfactory genetics. And he's going to tell us about what he what he's up to.
[27:27.860 --> 27:31.860]  He was on there when you you were there raising money for the fire relief. I believe.
[27:32.860 --> 27:38.450]  Yeah. Yeah. So we're just about to start with him.
[27:39.450 --> 27:42.450]  But it was it perfect timing to do the switchover. So thanks again, man.
[27:42.450 --> 28:08.370]  Right. Yeah, man. Well, you paid forward. So it's kind of in some ways we're paying you back type deal.
[28:09.370 --> 28:23.240]  That's how it feels. That's cool.
[28:45.070 --> 28:50.070]  Hell yeah, man. Peter, you have anything?
[28:53.790 --> 28:59.790]  Now, just, you know, we we we're all here. We're all trying to do what we can.
[28:59.790 --> 29:04.790]  I mean, I think it seems like, you know, Josh and a couple other people are the people you can talk to.
[29:05.790 --> 29:14.790]  So just let them know what you need. You know, we talked about like the the real estate lawyer as something that's critical as well.
[29:15.790 --> 29:19.790]  So I think Josh has been working on that. And then I talked to a couple.
[29:20.790 --> 29:27.790]  Do you know who who your lawyer is or do you have a court appointed or did you pick a lawyer?
[29:27.790 --> 29:30.790]  Yeah, we ended up picking a local lawyer.
[29:31.790 --> 30:06.770]  I was going to say, Josh, if you can take down that guy's name and I'll run it by some of the other lawyers to just get a like, you know, two thumbs up.
[30:07.770 --> 30:10.770]  He's awesome. Or, oh, my God, don't go with that guy. Or yeah, I wrote it.
[30:11.770 --> 30:13.770]  Someone said it. Did he just say Robert Paulson?
[30:14.770 --> 30:15.770]  No, Robert Willful.
[30:16.770 --> 30:21.870]  How do you spell Will? How do you spell the last name?
[30:21.870 --> 30:22.870]  A little bit.
[30:30.970 --> 30:31.970]  OK, we'll figure it out.
[30:33.970 --> 31:43.790]  And have you crossed paths with Christian Carter, who's also locked up there?
[31:45.790 --> 32:17.060]  Gotcha.
[32:19.060 --> 32:20.060]  So I didn't know Chris.
[32:25.080 --> 32:26.080]  I think he went back.
[32:27.080 --> 32:28.080]  Oh, he went back?
[32:29.080 --> 32:30.080]  Yeah.
[32:30.080 --> 32:38.370]  Yeah, it's a very good photo.
[32:38.370 --> 32:44.370]  Yeah, we had some of the people from Eldorado County that were, you know, Growers Alliance or whatever.
[32:45.370 --> 32:47.370]  They were talking about the rampage the sheriff's been on.
[33:02.100 --> 33:03.100]  Yeah, it's really, really shitty.
[33:05.100 --> 33:06.100]  We're sorry to you, man.
[33:40.540 --> 33:45.540]  Well, it's cool you coming on because Peter can chop this up and put out a little video that folks can share.
[33:46.540 --> 33:48.540]  And that'll just kind of get around a little bit better and be helpful.
[33:49.540 --> 34:32.530]  So we'll for sure get it out, man.
[34:47.130 --> 34:48.130]  Yeah, fuck yeah, man.
[34:49.130 --> 34:50.130]  It's really cool.
[34:55.410 --> 34:56.410]  Dude.
[35:18.200 --> 35:22.200]  How do we address it? You say the C-block?
[36:27.060 --> 36:32.060]  All right, man. Well, we'll get it out and really appreciate you, dude.
[36:33.060 --> 36:52.300]  Yeah, man.
[36:53.300 --> 36:58.960]  I'll talk to you again soon.
[36:58.960 --> 36:59.960]  All right, dude. Take care.
[37:00.960 --> 37:01.960]  Later.
[37:08.010 --> 37:16.010]  It's insane what they're I mean, Christian, I think they were looking they wanted him to take or am I muted?
[37:17.010 --> 37:18.010]  No, no.
[37:18.010 --> 37:21.010]  They wanted him to take a plea deal of nine years.
[37:21.010 --> 37:24.010]  And I was just like, it's fucking insane.
[37:29.010 --> 37:33.010]  All right. Well, to change the topic.
[37:34.010 --> 37:35.010]  Welcome.
[37:35.010 --> 37:36.010]  Yeah.
[37:36.010 --> 37:37.010]  A little change of pace.
[37:39.010 --> 37:40.010]  How are you guys doing?
[37:41.010 --> 37:42.010]  On another note.
[37:42.010 --> 37:44.010]  Very holy with the light shining in.
[37:46.010 --> 37:47.010]  Yeah, that's nice.
[37:48.010 --> 37:51.010]  It's I'm down in sunny Florida these days.
[37:51.010 --> 37:54.010]  So I'm sitting next to a pool next to a pond.
[37:54.010 --> 37:55.010]  Double waters.
[37:55.010 --> 37:56.010]  Could be worse, I suppose.
[37:58.010 --> 38:00.010]  Yeah, double, double up sitting in a birdhouse.
[38:01.010 --> 38:03.010]  Yeah, double, double up sitting in a birdcage.
[38:03.010 --> 38:13.470]  Mr. V was just about to set you up and kind of talk about what makes you special as a breeder.
[38:14.470 --> 38:16.470]  So is he is he still he's.
[38:17.470 --> 38:18.470]  Yeah, I'm here.
[38:18.470 --> 38:20.470]  I don't know why the dang video went off.
[38:20.470 --> 38:21.470]  I don't know how to fix that.
[38:22.470 --> 38:23.470]  Farmer.
[38:23.470 --> 38:26.470]  I don't know how to mess with this technology, but maybe I'll come back.
[38:27.470 --> 38:28.470]  His phone's not made out of microbes.
[38:28.470 --> 38:29.470]  He doesn't know.
