[00:00.000 --> 00:04.680]  All right, everybody tell me if we are live in the chat
[12:46.700 --> 12:51.580]  Gems here and there if they go to like any given interview i'll talk to you guys like this, you know what I mean?
[12:53.660 --> 12:55.260]  How's it going
[12:55.260 --> 12:57.980]  That's one of the reasons why we wanted to reach out to you man
[12:57.980 --> 13:01.900]  Is because we're trying to build a platform where we can have open dialogue and let's talk
[13:02.220 --> 13:06.080]  Let's air certain things out without like drama sake, you know, we're just having a conversation
[13:06.460 --> 13:11.260]  Bunch of men sitting around having a conversation. I feel like that sadly is missing in our industry
[13:11.340 --> 13:15.660]  Yeah, instagram. Everybody has a rock and and they're just throwing it at each other. They don't give a fuck
[13:16.220 --> 13:19.420]  They'll never see each other and when you do they're just like
[13:20.060 --> 13:26.940]  Like dude you were talking all that stuff man, what's up with you now? They're like, oh you're crazy masonic. Okay, whatever i'm crazy
[13:26.940 --> 13:28.940]  I'm the crazy person
[13:31.020 --> 13:33.020]  Love it dude, love it
[13:33.660 --> 13:34.780]  so
[13:34.780 --> 13:39.820]  There's been some uh drama in the industry that i'd like to air out. Um
[13:40.780 --> 13:43.900]  I believe recently you got a cut of acapulco gold
[13:44.380 --> 13:50.940]  Yeah, man, that's this is crazy this is I didn't even know uh that that acapulco gold shit man
[13:50.940 --> 13:53.980]  That guy is a scumbag. Not not not michael
[13:54.780 --> 14:01.820]  The fucking steven lindow, whatever the fuck his name is. I knew him through his instagram tag through two short
[14:02.620 --> 14:07.020]  Uh interactions. Yo, I got these cool cuts you want them? Fuck. Yeah. I don't know nothing about dude
[14:07.020 --> 14:09.020]  I just know that he has these cool cuts
[14:09.020 --> 14:10.380]  Cool cuts
[14:10.380 --> 14:12.400]  Met him once got a starfighter
[14:13.100 --> 14:19.600]  And a couple other things whatever that was like back in march or some shit. Then he recently comes in october
[14:20.140 --> 14:20.940]  like
[14:20.940 --> 14:24.940]  fucking fifth or fourth or some shit like two days before you know, uh
[14:25.580 --> 14:32.700]  That crazy shit happened and and and and fucking little did I know there was a fucking psychopath sitting in front of me
[14:32.780 --> 14:34.780]  for for like an hour
[14:34.940 --> 14:39.180]  For for a fucking trade and then and then fucking two days later
[14:40.540 --> 14:43.900]  Dudes that know me hit me up. They're like they're like, hey, dude, you're homie
[14:44.140 --> 14:47.020]  I'm, like dude miss know your boy people like to say your boy
[14:47.340 --> 14:52.380]  And i'm like man miss me that with your boy shit because my only boy is is at school right now
[14:52.460 --> 14:57.900]  He's in front of his fucking class. I don't have boys. I have you know, I keep it short. I keep it tight
[14:58.140 --> 15:00.620]  I'd have a lot of interactions. I have a big platform
[15:00.700 --> 15:05.180]  I'm, very polarized and of course everybody's gonna be my boy if you look at it from that perspective
[15:05.340 --> 15:10.220]  But yeah, that guy's a fucking shithead scumbag and as far as the alcapoco goals, uh concern
[15:10.540 --> 15:17.740]  It's under my 24 hour light greenie nice and clean tuck and with that proceeds anything I do with that is gonna go
[15:18.060 --> 15:19.660]  to his lady
[15:19.660 --> 15:21.660]  for any you know, uh
[15:22.220 --> 15:27.340]  Voids that can be filled with with that, you know, because because that's that's that's a shit show man. I'm not
[15:27.980 --> 15:31.180]  I do not condone murdering especially somebody so
[15:31.900 --> 15:37.040]  I didn't know michael. I didn't know nobody dude. I didn't know nothing. All I knew was I was trading genetics
[15:37.820 --> 15:41.340]  And and if you want to take it that far we can get like spiritual the plant
[15:42.060 --> 15:48.560]  Made it here. You know what I mean? And and it's gonna freaking end up in people's hands because that's what I do. I encapsulate
[15:49.500 --> 15:50.600]  freaking
[15:50.600 --> 15:55.900]  Profile and and put it in people's hands and and I can do it in in a good way too where I can
[15:56.300 --> 15:59.260]  Actually give you know money to his uh
[15:59.820 --> 16:06.380]  Estate or whatever it is that that might need some money. You know what I mean? And and freaking rest in peace. Michael hendon
[16:07.020 --> 16:10.780]  Uh, steven lindow, whatever the fuck his name is. I hope you rot in jail
[16:11.580 --> 16:13.580]  That's my two cents on that
[16:14.380 --> 16:18.620]  Oh, dude, I I'm so happy to hear that. I mean michael was a genius
[16:19.260 --> 16:20.540]  huge heart
[16:20.540 --> 16:25.340]  Uh loving soul, you know his relationship with brianna is is beyond
[16:26.060 --> 16:30.300]  Words for what love really is and and steven was a part of their fucking crew
[16:30.860 --> 16:37.100]  So poor brianna got her fucking ass handed to her, you know a part of her crew for six seven years murders her fucking man
[16:37.580 --> 16:43.100]  Over this shit. I don't even know any of this. Like yeah. Yeah. No, I know. I know i'm just hey, it's all good, dude
[16:43.180 --> 16:44.220]  I'm, just airing this shit out
[16:44.220 --> 16:46.620]  Oh, no, that's why like just to give you perspective like yeah
[16:46.700 --> 16:51.580]  Like all this is new to me and it's crazy man, and and I fucking and it sucks, you know what I mean?
[16:51.820 --> 16:56.620]  Dude it does I was with her yesterday and i'm like, you know girl i'ma i'ma bring this up
[16:56.700 --> 17:01.900]  I'm gonna lay it out and and I believe he's probably gonna be you know behind all this shit and for you to say that
[17:01.980 --> 17:06.060]  Is just beautiful man. It's just an honor to meet another honest person and peter
[17:06.060 --> 17:10.380]  Will you throw up that uh, go fund me page so the listeners out there can help?
[17:10.700 --> 17:15.660]  I mean, I know this community rowels if you look at this screen, it's it's right under all of us
[17:16.280 --> 17:20.620]  Beautiful, uh, you know help help this girl out man. She's trying to carry on his work
[17:21.180 --> 17:25.580]  She's trying to you know make a go at living here and and finishing stuff
[17:25.740 --> 17:30.300]  Um and not bailing and going back to florida where she'd be lost and and all of his you know
[17:30.380 --> 17:32.620]  Years of work would be lost. So yeah
[17:34.300 --> 17:41.500]  Let me say one last thing I am not gonna release any of the cuts i'm gonna encapsulate it in the seed cross to wilson
[17:41.660 --> 17:43.900]  So that that all that hard work
[17:49.040 --> 17:53.200]  There he is, there's our boy you can have it, you know what I mean? Uh
[17:54.960 --> 18:00.480]  Random joe schmoe. They are not allowed to have this this this, you know this thing, you know what I mean?
[18:00.560 --> 18:02.560]  It's not it's not worth it for them
[18:03.040 --> 18:09.440]  And you know, I totally believe in the spirituality and the universe hard at work and that you needed to get that fucking cut
[18:09.920 --> 18:12.560]  You need it. You hit it right on the head. You hit it right on the right
[18:13.280 --> 18:20.160]  And uh, she's she's gonna roll out a seed company because she's got a ton of his work that that she's now carrying on
[18:20.720 --> 18:23.760]  Uh peter, can you flip up that um that ig?
[18:24.320 --> 18:28.880]  Logo so people can see that as well. And I just hope the community rallies around her
[18:29.440 --> 18:34.080]  Brings her big love and support as she rolls out these seeds and you know
[18:34.320 --> 18:40.480]  Michael was all about getting the genetics out and giving people stuff to work with some elite shit some stuff that no one's got
[18:41.040 --> 18:44.880]  And so, you know when she when she releases these seeds, they're going to the market
[18:44.960 --> 18:47.120]  They're they're for the people by the people
[18:47.680 --> 18:53.040]  And she's hoping that people really take it to the next level with with her work now and his work that was
[18:53.760 --> 18:55.520]  So, you know
[18:55.520 --> 19:02.800]  Community get behind her, you know, just give her love give her support and uh and help help this tragedy turn into something beautiful
[19:04.640 --> 19:06.320]  Fuck yeah, man
[19:06.320 --> 19:10.800]  Uh as far as any any any help that she might need i'll you know, I got her on
[19:11.520 --> 19:14.180]  You know letting everybody all the whole masonic demographic
[19:14.880 --> 19:16.880]  they will be very privy to
[19:16.880 --> 19:22.640]  uh, I I'm first time pronouncing it but modern genetics modern pi genetics like
[19:24.080 --> 19:26.180]  Epigenetics epigenetic modern epigenetics
[19:27.840 --> 19:34.080]  Modern epigenetics all masonic demographic. They're gonna know very much. Well what that is
[19:35.360 --> 19:39.620]  Thank you for carrying his name and his work on bro. So so deeply respectful
[19:40.340 --> 19:45.940]  Yeah, and i'll do it in the right way, you know, there's there's ways that I approach things and this is the way i'll do this
[19:45.940 --> 19:47.940]  Everything has its approach
[19:49.220 --> 19:51.220]  Nice nice and you know, I
[19:51.700 --> 19:54.820]  I needed to say that and thank you for accepting it and thank you guys
[19:54.820 --> 19:58.020]  You know for allowing me to air this shit out because you know, he was
[19:58.660 --> 20:04.820]  He was like my son for christ's sake he and I were geeking every sunday for a few months on on his work and and
[20:05.060 --> 20:08.740]  He's got a formula a nutrient system that is fast release
[20:09.060 --> 20:11.060]  for plant food
[20:11.060 --> 20:16.100]  It's a foliar and I took it and I fucked around with it in a compost pile to see how it would react
[20:16.260 --> 20:18.260]  And week three and four
[20:18.580 --> 20:22.900]  The growth of organisms outpaced the growth of my system
[20:23.460 --> 20:26.340]  So I know it works both biologically as well as foliar
[20:26.900 --> 20:31.380]  And I know that you know, this is getting closer and closer to full genetic potential
[20:31.380 --> 20:33.380]  Which you know was one of his dreams
[20:34.260 --> 20:40.840]  So that that that that product will roll out, you know, hopefully within a year hopefully less, um, there are some formulations
[20:41.460 --> 20:44.260]  Or he was working literally reformulating this shit
[20:44.660 --> 20:50.740]  You know the day and nights before this all went down and he finished it. He fucking finished it
[20:51.220 --> 20:57.380]  So i'm helping her get that into a chemist hands so that it can get dialed the fuck in
[20:57.700 --> 21:01.460]  Um and then put in a manner that it's easy to work with right now
[21:01.460 --> 21:04.820]  It's still you know a little bit tricky to measure out all this shit
[21:05.220 --> 21:08.260]  Um, so we're going to get it into like a part a b c
[21:08.900 --> 21:11.940]  Easy for the people to use they don't have to formulate the shit
[21:12.500 --> 21:15.460]  Um, so hopefully just keep your eyes out, you know when we roll this out
[21:15.620 --> 21:18.340]  I'm sure we'll we'll blast it out. Let everybody know all about it
[21:18.980 --> 21:20.980]  For sure, man. That's thank you
[21:21.460 --> 21:25.060]  Rest in peace. Michael hinden. Yeah, rest in peace brother, man rock on
[21:25.540 --> 21:31.140]  So anyway, uh, let's get back to the grind here. Um, so what is what is your future plans, bro?
[21:31.140 --> 21:35.620]  I mean, you're just gonna just keep rolling out. Uh, all this stuff as fast as you can produce it
[21:36.420 --> 21:39.860]  Uh, well like I was saying earlier I work lines
[21:39.860 --> 21:46.020]  I have males that i've backcrossed before but fucking I like to do everything absolutely everything
[21:46.660 --> 21:52.740]  Land races. Oh, you got that clone. Bring it boom here. Wilson bam got seeds of it
[21:53.140 --> 21:53.940]  Got seeds of it
[21:53.940 --> 22:00.900]  It's just literally do everything and and it just so happens in everything everything happens to follow in everything whether it be a land race
[22:01.300 --> 22:08.340]  Whether it be a washer whether it be a flower producer even the shitty ones, you know, like everything falls under that category
[22:08.420 --> 22:12.580]  so I kind of just hit every because I see people like what should I hit guys like
[22:12.900 --> 22:16.020]  I got these plants that are potential things I can hit just hit them all
[22:16.420 --> 22:19.540]  Fucking get knock that out figure it out. You know what I mean?
[22:19.540 --> 22:23.300]  But and and it used to be you know, uh, and it still is
[22:24.100 --> 22:26.740]  Uh, it's it's it's a matter of time and space
[22:26.820 --> 22:30.180]  Well, you know if you got the time in the space fucking do it. I got all the time
[22:30.500 --> 22:32.500]  I got as much space as I need
[22:32.820 --> 22:36.660]  Knock it out. You know what I mean? It used to be really really illegal to grow weed
[22:36.740 --> 22:40.420]  So it's harder to find cool shit because you can only grow in a basement or some shit
[22:40.660 --> 22:43.940]  And you you didn't want to compromise your basement just to make seed stock
[22:44.740 --> 22:46.740]  We're in a different time
[22:47.300 --> 22:50.740]  Nice and you know what you're actually doing which is a beautiful thing. Um
[22:51.300 --> 22:57.220]  been in a lot of groups and and discussions about patenting shit and you know, my my
[22:57.920 --> 23:02.500]  Philosophy has always been look if you guys are out pacing what they can fucking patent
[23:03.060 --> 23:08.500]  Then you don't have to worry about these genetic crosses because they can't blank and patent anything anymore
[23:08.980 --> 23:15.140]  And so your greatest security is to keep on fucking running and and blowing lines out as fast as you can
[23:15.460 --> 23:20.500]  And keep crossing them with each other because there's just there's no way they can keep up with the work that you're doing
[23:20.900 --> 23:23.860]  So, you know kudos to you for like really powering through
[23:24.340 --> 23:28.100]  You know the fear of of oh my god, they're gonna patent this plan and take it away from me
[23:28.340 --> 23:32.740]  They can't fucking keep up with you man. You're traveling at the speed of fucking light and it's beautiful, dude
[23:32.900 --> 23:38.260]  It's fucking beautiful and i'm actually doing the legwork like i'm actually planting the seed
[23:38.340 --> 23:41.700]  I'm actually seeing what the flower does as far as you know
[23:42.180 --> 23:45.220]  What I remember because i'm not out there with a journal I got you know
[23:45.460 --> 23:50.900]  This this is my method and and people forget that they they just see the memes. They see the ha ha has they see the live?
[23:50.980 --> 23:56.180]  They see me taking dabs. No, I get dirty. I get nasty like when my workers see me get in the trenches
[23:56.180 --> 24:01.140]  They're like, oh like get the fuck out of here. You sweaty nasty got weed all over you man, and they're like
[24:01.940 --> 24:02.820]  You know what? I mean?
[24:02.820 --> 24:08.020]  Not that they're office people but like they i'm barely teaching them how to get in the trenches, you know, and it's outdoor
[24:08.020 --> 24:15.780]  It's not a clean little indoor like there's bird shit everywhere. I got chickens everywhere, you know, it's fucking like it's it's a farm
[24:15.860 --> 24:20.340]  You know, it's fucking and and and I get down and dirty. I actually pop the seeds
[24:20.340 --> 24:23.540]  I just went through my whole seed collection, which is like
[24:24.180 --> 24:26.020]  freaking probably
[24:26.020 --> 24:32.500]  10 15 one gallon, you know bags full of seeds just stuffed in there and I managed to pick out like
[24:32.900 --> 24:36.740]  Well, it's like 20 actually and I got like five that I picked that I need to sort through those
[24:36.980 --> 24:40.420]  So I can go get dirty again and start popping shit and getting in the dirt
[24:42.020 --> 24:47.140]  Nice so are most of those like f1s that you're just playing with or no, it's everybody's gear
[24:47.220 --> 24:52.420]  It's all of exotics gear all the jungle boys gear some bode gear some shit that homeboy made, you know
[24:52.500 --> 24:56.740]  Some shit that you would made i'll throw it in there. I pop everything man. I like everything
[24:57.620 --> 25:00.820]  Nice and then do you feno hunt from there or you just keep doing it?
[25:00.820 --> 25:04.900]  Like like I you know, of course call the males and the coolest moms
[25:04.900 --> 25:08.100]  I do keep cuts of everything too. Like all my little you know
[25:08.100 --> 25:11.940]  I have a group of people that I work with it's not just me. I can't handle everything by myself
[25:12.260 --> 25:15.860]  I I keep as much as I can I go have my homies come and
