[00:00.000 --> 00:02.560]  Oh, we're here we're in here now cool
[05:43.360 --> 05:45.360]  You know the hind quarters
[05:45.560 --> 05:51.520]  The four quarters the basically the all the legs everything intact head and you would basically break that down
[05:51.760 --> 05:58.000]  Right and now if you're a butcher you get a hind quarter if you're lucky a lot of butchers get manufactured cuts
[05:58.000 --> 06:02.760]  So they just get the rib eyes in and they might get a loin where they cut it into actual steaks
[06:02.960 --> 06:06.760]  But they're not getting a whole cow. I mean, that's just it's very different
[06:06.760 --> 06:12.120]  And so like that's what I mean by it dying art, you know, and it goes across the board with so many different forms of art
[06:12.120 --> 06:13.400]  They're dying
[06:13.400 --> 06:17.920]  You know and not necessarily put what people consider art, but I consider butchery and art, you know, it's a trade
[06:18.800 --> 06:20.800]  cooking everything's being
[06:20.800 --> 06:25.640]  Commercialized and simplified, you know, and I think to a degree some of that stuff has to happen
[06:25.640 --> 06:29.240]  But it's really sad when you lose something so artisanal, you know
[06:29.240 --> 06:34.600]  It's like bread making and all these things and then you can you know, there's obviously people can fetch a higher price for something
[06:34.600 --> 06:39.740]  It's artisanal, but I would like to see it more across the board more artisanal cannabis, too
[06:40.240 --> 06:42.520]  you know, I think you know diversity and we
[06:43.040 --> 06:48.640]  So often focus on things like what's happening now with cannabis is like gelato, right?
[06:48.840 --> 06:55.160]  We all like gelato and everybody's breeding towards a lot of what we've forgotten about 50 other amazing flavors and
[06:55.920 --> 07:01.480]  You know everything comes and goes and you know, I obviously we have people that are conscious of it
[07:01.480 --> 07:03.360]  We have people in other countries working towards it
[07:03.360 --> 07:10.040]  But we need to try to not try to not bottleneck stuff. We need to try to move forward and be creative
[07:10.040 --> 07:10.680]  Yeah
[07:10.680 --> 07:15.840]  they're gonna go home and amongst all the people they're gonna go on their bags and they're gonna choose what they like and they're gonna
[07:15.840 --> 07:21.000]  Make another namesake of some sort I'd imagine who knows it'll happen like we're stuck with cookies
[07:21.000 --> 07:26.560]  But with this day that we had yesterday probably opened up the bottleneck a little bit and you know next year
[07:26.560 --> 07:29.720]  You know, we open up the gap for more possibilities besides
[07:30.400 --> 07:32.700]  You know the hype. Yeah
[07:34.120 --> 07:36.120]  Now James are you a
[07:36.320 --> 07:38.400]  I'm still sticking on the meat
[07:39.360 --> 07:45.020]  Are you if you had your choice of steak cut like I don't really like filet mignon
[07:45.260 --> 07:48.780]  Like I just think it's a kind of a boring cut. Like what what's your?
[07:50.700 --> 07:57.260]  Valentine's Day surf and turf sort of cut, you know, you put it with lobster. It's very tender. It has its own benefits
[07:57.260 --> 08:00.580]  I personally am like a a5 Wagyu
[08:01.580 --> 08:09.800]  From from Kobe Japan that Wagyu a5, New York. I like that. I like the Wagyu the skirt steaks
[08:09.800 --> 08:11.060]  I like
[08:11.060 --> 08:14.820]  Creative stuff too, you know, I mean and I do like a good ribeye or a prime rib
[08:14.820 --> 08:19.900]  I don't eat a lot of steak. But what I do I like, you know, I like some fat. I like some flavor
[08:19.900 --> 08:21.900]  I think marbling is good
[08:22.260 --> 08:25.580]  Even tri-tip if you do try to correctly try tips freaking amazing
[08:25.580 --> 08:28.660]  And the funny thing is we're in California, so we all know what tri-tip is
[08:28.660 --> 08:32.240]  But you go to a lot of places they still don't know what tri-tip is even Texas
[08:32.240 --> 08:37.300]  It's not one of the more popular cuts. Texas is a brisket state. Those guys rock brisket like nothing else
[08:38.100 --> 08:44.980]  They break brisket for breakfast lunch and dinner over there seriously, yeah, I mean people were raised on brisket diets
[08:45.780 --> 08:47.780]  So and it shows
[08:48.900 --> 08:50.900]  But yeah, Peter what's your favorite cut
[08:52.660 --> 09:00.100]  As far as specific cuts, I mean I I like I mean I like stuff with bone in I like marbling I like grizzle
[09:01.580 --> 09:03.580]  Yeah, I
[09:04.780 --> 09:06.780]  What's that you eat the gristle
[09:07.380 --> 09:12.020]  Yeah, I mean not if it's like a ton of grizzle I won't like eat at all
[09:12.020 --> 09:14.340]  But like I definitely eat some of it
[09:15.140 --> 09:18.300]  Yeah, I mean, I don't like getting meat sweats anymore when I was younger
[09:18.300 --> 09:24.060]  I would go out to eat we do Korean barbecue something like that where you get the meat sweats afterwards and like literally
[09:25.060 --> 09:29.660]  Yeah, it was it was rough. It was really bad. Yeah, I thought those were fun times now
[09:29.660 --> 09:35.620]  I'm like, I don't ever want to do that again. I've never had the meats Brazilian barbecue Korea Korean barbecue
[09:36.620 --> 09:39.380]  I've been but I've never like diagnosed
[09:42.140 --> 09:44.140]  And then you feel pregnant
[09:44.580 --> 09:50.540]  Well Edgar where you are in on Fairfax, you're close to K-town right? Have you hit some of those?
[09:53.380 --> 09:58.420]  Nina too. They got some spots like yellow cow out there. We go to their Diana like Korean barbecue
[09:58.420 --> 10:02.500]  yeah, we go to the the H market the Korean market and we buy all the
[10:02.540 --> 10:07.900]  The sides for the Korean barbecue and we buy the meats and we go home and we have two
[10:08.460 --> 10:14.500]  Korean barbecue burners and we'll put on the projector and watch a movie and cook Korean barbecue outside
[10:14.500 --> 10:17.660]  If you've never had meat sweats though, it's because you haven't eaten enough meat
[10:17.660 --> 10:21.860]  I need to eat more meat. You need to crush it to where you feel sick and then you just eat even more
[10:21.860 --> 10:28.140]  Oh, you don't drink anymore. So that's good. It's been over a year now, right? It's been a year and some days. Congratulations. That's crazy
[10:28.500 --> 10:34.300]  That's that's awesome. Yeah, I used to love drinking I still do but I can't do it anymore. Yeah, but the meat sweats
[10:34.300 --> 10:40.700]  It's usually the combination of alcohol and meat and for some reason your your brain doesn't get the signal that you're completely full and you just
[10:40.700 --> 10:44.120]  Keep eating. Oh, you look pregnant like literally
[10:45.180 --> 10:47.180]  Your stomach like it's that bad
[10:49.300 --> 10:51.300]  Call Carlos
[10:55.500 --> 10:57.500]  So so
[10:57.540 --> 11:04.780]  Trevor said that his kid opened up the the Masonic action figure. Do you have one lying around?
[11:07.500 --> 11:11.540]  And is there a James Loud action figure in the works
[11:17.540 --> 11:24.180]  Does it come with a chicken oh, yeah a chicken a plant and there's even a little joint on the side right here
[11:24.180 --> 11:26.180]  Yeah, yeah, yeah, yeah
[11:26.180 --> 11:29.420]  There's a little joint. Yeah, it's pretty sick. Pretty neat
[11:29.940 --> 11:33.380]  So one thing with Masonic and myself
[11:33.940 --> 11:37.220]  One of the things we have in common is we're both huge comic fans. I
[11:37.900 --> 11:43.940]  Recently started collecting again, but growing up I had boxes and boxes and boxes of comic books
[11:44.700 --> 11:50.340]  And then my lawyer actually came to me and was showing me how much his comics are worth and like show me these amazing comics
[11:50.340 --> 11:53.340]  And my dad had him stashed away his house. He just dropped him off
[11:53.340 --> 11:58.660]  But like there's yeah, I used to try to collect Wolverine and I almost had every appearance of Wolverine by the 90s
[11:58.660 --> 12:02.380]  Yeah now and then after that it blew up, but I have like 600 comics at the house
[12:02.380 --> 12:08.260]  Nice, and I'm going through and I'm collecting comics again. I absolutely love comics. You are a reader though. Yeah, I read them
[12:08.260 --> 12:14.300]  I don't collect like any arcs or anything. I read whatever's current. Yeah every now and then I'll go and there's classics
[12:14.300 --> 12:18.260]  You know, there's infinite crisis. There's six-part comics. There's a lot of comics
[12:18.260 --> 12:26.700]  You know, there's infinite crisis. There's Civil War. There's you know, all the the Thanos whatever thing like there's there's the classics
[12:26.700 --> 12:32.840]  You know and I'll go by like an issue that's on the shelf from like the arc and I'll just start in my collection
[12:32.840 --> 12:38.660]  But I'm a reader. So like I'll go by whatever Batman issues out right now. I'm reading that whatever spider-man's out
[12:38.660 --> 12:42.860]  I'm reading it. I'm up to date every time they throw a new show on TV
[12:42.860 --> 12:48.140]  I'm like the hipster that's like already read it like why the last man is gonna air on Hulu in two days
[12:48.140 --> 12:52.500]  I already read that whole book sweet tooth just aired on Netflix read that like ten years ago
[12:52.700 --> 12:55.900]  So I'm an avid reader of comic books. I like to read
[12:57.500 --> 13:01.400]  In certain terms of like kind of the mom-and-pop like
[13:01.860 --> 13:08.420]  Shops that carry comic books like where where are you getting comic books now versus like 25 years ago?
[13:08.500 --> 13:12.820]  So so there's still some established comic book stores like comic Colt
[13:13.020 --> 13:18.980]  No comic bug is they have a store over here and I go to Manhattan Beach to get my books
[13:19.180 --> 13:22.140]  But you know prior to that it was Jeffries comics and they were
[13:28.660 --> 13:33.380]  Yeah explosion yeah, but it's a table it's safe nothing happened
[13:34.260 --> 13:40.780]  No one was injured in the back comic bug comics are still alive and thriving people to go. There's a line sometimes
[13:41.180 --> 13:46.740]  They sell out of some issues it's still alive and well, yeah, I got a flying colors comics
[13:46.740 --> 13:50.540]  I haven't been in a little bit, but that I grew up going to flying colors comics
[13:50.540 --> 13:55.700]  I had a box that every month they would fill a box with a whole bunch of comics. This was 25 years ago and
[13:56.380 --> 13:58.380]  I collected a lot of like cool
[13:58.660 --> 14:04.020]  X-men from 25 years ago that who would have thought new mutants number 98 would be worth like three thousand dollars
[14:04.020 --> 14:06.940]  I have it in a nine eight and it's like I paid cover price for some of that stuff
[14:07.740 --> 14:13.340]  And by that he means three dollars and 99 cents, yeah, no, I think it was only a dollar 99 dollar
[14:15.100 --> 14:19.860]  Yes, so when I'm over here reading comics like I'm not thinking of the valley
[14:19.860 --> 14:24.540]  But you know one day I might look back and my my books and they might be worth something
[14:24.620 --> 14:27.580]  Yeah, bag them up and you never know bag been tagged. Yeah
[14:32.020 --> 14:34.020]  You guys see this one I
[14:34.940 --> 14:41.220]  Job shadowed John Bogdan of a back in the 90s. He drew Superman for DC Comics
[14:41.820 --> 14:47.140]  Awesome. Yeah, I'm that's a little bit past my time, but I am aware of Superman's death. I did read it
[14:49.100 --> 14:54.060]  So I I think just with movies I got lost when it was like the
[14:54.500 --> 15:01.980]  47th version of like a spider-man movie where and it's just like what what are your thoughts on kind of like all the Marvel
[15:02.940 --> 15:04.260]  DC movies
[15:04.260 --> 15:06.700]  They the first ones cuz there was a bunch of shitty ones
[15:06.700 --> 15:08.500]  Even the Ang Lee Hulk was kind of shitty
[15:08.500 --> 15:14.180]  But the thing is is like you have to go through these learning experiences for them to get good and now the Marvel Universe is
[15:14.180 --> 15:18.740]  Crazy, it's like fucking mind-blowing where you're having the these complex stories
[15:18.740 --> 15:23.740]  There's Easter eggs and all these that are planted before the the show and it's the next the next movie
[15:23.740 --> 15:29.620]  It could be five years from now. They're planting Easter eggs to evolve this this universe and there's multi
[15:29.860 --> 15:31.540]  It's actually even the multiverse
[15:31.540 --> 15:36.380]  But are you talking about in the comic books themselves or in the movies or in both?
[15:36.580 --> 15:41.140]  TV show the comics like one spider-man art might be like a
[15:42.020 --> 15:47.780]  Parallel universe like it's not always the same uncle Ben. It's not always not just a very you know, it's the multiverse
[15:47.780 --> 15:53.820]  It's everything so when you watch a spider-man movie and you're like wait up like isn't that supposed to happen?
[15:53.820 --> 15:56.540]  Like no, it's it's it can change every time
[15:56.540 --> 16:02.700]  It doesn't have to abide by one the original ones some some superheroes die. Yeah, that's only in that universe
[16:02.700 --> 16:05.100]  so like in these the multiverse a
[16:05.220 --> 16:11.300]  Whole different storyline can be happening and and and I'm about the nerd out and like we're just really diving down the rabbit hole
[16:11.300 --> 16:15.880]  But currently in the X-Men arcs anybody can die and they come back in an egg
[16:15.880 --> 16:23.100]  So like this is where we are in the comic world like currently like if they brought back fucking Phoenix married, whatever her name
[16:23.900 --> 16:27.860]  Cyclops his wife like it is like anything is possible in
[16:28.380 --> 16:34.300]  Jean-grey anything is possible in the books. Yeah, but I'll tell you one thing comic books are different than seeds
[16:34.300 --> 16:35.700]  So we'll get back on track with the seeds
[16:35.700 --> 16:39.260]  I was talking to somebody that just collect seeds yesterday and actually we were at
[16:39.420 --> 16:45.460]  The slightly stupid show backstage with this guy tone and we were talking about seed collections. He has this massive seed collection
[16:45.460 --> 16:48.220]  I said, you know seeds are a lot like money
[16:48.220 --> 16:53.700]  it's value is in its use and not as possession and I think that's an important thing to learn because
[16:54.980 --> 16:58.460]  It doesn't matter if you have gold and you store it away and you never use it
[16:58.460 --> 17:00.260]  You might as well have a rock in that place
[17:00.260 --> 17:03.400]  and one of my friends a long time ago gave me that analogy that
[17:03.740 --> 17:08.860]  money's use is in its value not in its possession if you have those seeds and you just hoard them and you collect them and
[17:08.860 --> 17:12.740]  You don't pop them and they get old and they're no good anymore. That's really bad
[17:12.740 --> 17:17.700]  But even if you know you you wait ten years and you pop them that you know, it's not
[17:18.500 --> 17:22.740]  As good as using them right now and finding those phenos. There's no time better
[17:23.300 --> 17:26.740]  Than right now to use those seeds to germinate them
[17:26.740 --> 17:30.340]  I mean as long as you can grow them out, you don't necessarily have to keep them alive
[17:30.340 --> 17:34.740]  But I mean not just say you guys keep collecting for all you collectors, you know, right?
[17:38.060 --> 17:41.360]  But pop those seeds, I mean I think collecting seeds is great
[17:41.460 --> 17:47.260]  You don't know that'll pop do something but really the value of them is not having those seeds in the closet
[17:47.260 --> 17:51.260]  It's having that plant and having that smoke and living library is where it's really at
[17:52.900 --> 17:54.900]  Gold never gets old
[17:55.620 --> 17:59.700]  You know what it's it's funny because you can't compare gold to seeds what I'm just saying is that
[18:00.460 --> 18:05.300]  Gold and seeds like if you basically put your gold and you never spend it and you die
[18:05.820 --> 18:08.340]  You could have just had a rock the whole time, right?
[18:08.340 --> 18:10.620]  You could have just had a table on that level
[18:10.620 --> 18:12.380]  Of course, I didn't give it to your children
[18:12.780 --> 18:17.540]  Of course old gold is better than old seeds, but old seed is way worse, but yeah
[18:20.340 --> 18:23.740]  The whole point is is like put it to use yeah put it to you
[18:23.740 --> 18:28.120]  Yeah, go grab that gold and maybe open a taco cart or something. I don't you can make money with it
[18:28.120 --> 18:30.940]  You can I mean I don't waste it but you know, I
[18:32.700 --> 18:35.180]  Have a question for James I had two different strains
[18:36.180 --> 18:39.020]  That's one on five C's three hermed on me
[18:40.020 --> 18:46.060]  Is it something to stay away from I would say that it has those intersexual traits in the plant and
[18:46.900 --> 18:50.620]  You know, the funny thing is is every once in a while, you'll get a bag seed
[18:50.620 --> 18:55.820]  You might have a whole bunch that Herman then you have one that doesn't you know, and you could grow that but there's a chance
[18:55.820 --> 19:01.580]  That it's gonna have that intersexual trait for sure and any sort of stress what I would do is I'd stress test it
[19:01.780 --> 19:08.620]  You have those two if you really really like it you stress test it you try to get them to basically express intersexual traits
[19:09.020 --> 19:14.380]  I think that's a way way to do it where you can kind of protect yourself now if you're gonna breed it
[19:14.780 --> 19:18.740]  That's where you run into problems because a lot of stuff already has intersexual traits
[19:18.740 --> 19:23.420]  So if you have something that you know that has intersexual traits and you pair that with something else, you know
[19:23.420 --> 19:29.900]  These hermaphroditic intersexual traits you cross those two together more than likely you're gonna get stuff that expresses really poorly
[19:30.900 --> 19:32.900]  Really? Well, I guess depending on how you look at it
[19:34.700 --> 19:37.020]  Edgar what what breeding question?
[19:37.500 --> 19:42.980]  If you had James loud sitting right next to you what questions would you ask him about breeding? Oh
[19:43.700 --> 19:50.420]  Man, I'm like a master breeder. So I don't even know what I'd ask him. I'm thinking that's a really good question Peter
[19:53.300 --> 19:56.340]  You know, I know it all I'm just kidding damn
[19:57.180 --> 20:03.060]  You know, I'm like what's something you're struggling with right now or thinking about or right now, man
[20:03.420 --> 20:08.020]  He needs to be able to make more seats cuz he's selling so damn many of them I'm
[20:09.300 --> 20:11.300]  what just uh
[20:12.260 --> 20:15.800]  My thing is like a pedigree and just you know
[20:16.740 --> 20:18.460]  Good cuts having you know
[20:18.460 --> 20:23.860]  The source if James could help me with anything is getting actual shit for my breeding stock
[20:23.860 --> 20:27.120]  I mean I have actual shit, but you know, it's who you know
[20:27.300 --> 20:29.740]  Yeah, and I think a lot of it goes back to
[20:30.420 --> 20:36.300]  You can call something anything but what is it really are you getting in getting it from the source is usually the best way to
[20:36.300 --> 20:38.420]  Go or somebody who you know, that's trustworthy
[20:38.580 --> 20:43.780]  It's just cuz you bought some fucking sherbert cutoffs and do that Fairfax doesn't mean it's sherbert
[20:43.780 --> 20:45.780]  Yeah, and that's one thing with me
[20:45.780 --> 20:50.980]  I'm very open like if I have snips like if I got GMO root beer, it's from skunk tech
[20:50.980 --> 20:56.580]  You know if I got sour diesel it's from skunk tech if I if I got you know sunset sherb from milky
[20:56.580 --> 21:04.120]  That's who it's from you know, and and that's I'm very honest about and who's milky like nobody cares. It's just like saying John Doe
[21:04.740 --> 21:10.820]  But that's that's the case like it's who you know, and if anything he could help me with is his pedigree
[21:11.060 --> 21:16.520]  That's about it because I'm I'm already doing well my systems working, you know, I'm I'm growing plants
[21:16.520 --> 21:22.420]  I'm crossing them to to Wilson and that's kind of the the system and it's working trust, but verify
[21:23.500 --> 21:25.500]  That's what I believe girls left out
[21:26.820 --> 21:28.700]  You know, it's like it's really you know
[21:28.700 --> 21:32.740]  I mean a lot of breeders also want to protect their work so they tell you their crosses are different than they are
[21:34.420 --> 21:36.700]  You know and that's just been common practice forever
[21:38.540 --> 21:43.380]  So trust but verify grow your stuff out if you're breeding grow it out make sure you're selling good seeds
[21:43.380 --> 21:45.380]  I think those are important things. Yeah
[21:45.980 --> 21:48.820]  Transparency for transparency. You don't necessarily have to grow it out
[21:48.820 --> 21:50.340]  But be transparent if you're growing it out
[21:50.340 --> 21:56.660]  You're putting a picture of the female that you used but you never go down and test it tell them it's the
[21:56.980 --> 22:00.660]  Exactly. That's the this is the mom. This is the dad respect that more than
[22:01.460 --> 22:08.660]  Just lying to their face a menu with everything across the runs brand new line is that's that's not as commendable as like
[22:08.700 --> 22:12.300]  Hey, here's some untested gear, you know, just it is what it is
[22:12.300 --> 22:16.820]  You know, it is what it is and and not not to say you should go out and do that
[22:16.820 --> 22:22.580]  Like I'm I'm a 29 years old. I've only been making seeds breeding for four years like it. I
[22:23.260 --> 22:29.820]  Level up I grow so and you know people might say yo, he's releasing untested gear. Well, I'm working on that
[22:30.420 --> 22:37.980]  You know like I'm planning on making my my customer base more, you know respectable and you know
[22:38.300 --> 22:41.580]  Whatever the case I'm transparent and and I'm working on
[22:42.700 --> 22:44.700]  upping my craft and and
[22:45.220 --> 22:47.220]  Testing your shit
[22:47.420 --> 22:52.220]  Does up you up like a lot of fucking points, but you test a lot of stuff you breed with right?
[22:52.220 --> 22:56.660]  Yes, I I grow a lot of stuff. I test I grow so much seed stock like ridiculous
[22:56.660 --> 22:59.180]  I keep that seed stock my Wilson melt
[22:59.180 --> 23:04.820]  I built that right and I've been running that for like two years now and I crossed that and you know
[23:04.820 --> 23:09.520]  I'm looking at anything that intersexes dies as far as from seed stock any clone that I use
[23:09.520 --> 23:12.100]  I it's getting flowered out or I already flowered it out
[23:12.100 --> 23:18.140]  If your stuff expresses intersexual traits, you should probably get rid of it if it expresses hoplate and viroid we've now
[23:18.140 --> 23:19.980]  You know, I've done a whole bunch of shows on it
[23:19.980 --> 23:24.480]  But and it can be passed through we were on the fence of if you can get it through seed or not
[23:24.740 --> 23:30.660]  Purple City genetics according to Joe Ramadi. I haven't verified this through them, but that was through him
[23:30.660 --> 23:34.020]  He said that it can be passed at the rate of around 10% through seeds
[23:34.020 --> 23:38.860]  So if you have hoplate and viroid which your plant starts to dead out if it looks funny and veg
[23:39.140 --> 23:43.100]  Get rid of it. These are especially if you're breeding, you know, if you're growing do whatever you want
[23:43.100 --> 23:45.740]  But honestly if you're breeding those are those are things that are gonna
[23:46.420 --> 23:50.420]  Improve your lines. Yeah, you know sexual stability is important
[23:50.420 --> 23:56.460]  So over time those things matter, especially a lot of us, you know, we breed stuff together within our within our wheelhouse
[23:56.460 --> 24:01.740]  we're constantly breeding stuff together and if you're using stuff that has intersexual traits a lot of your stuff is gonna express it and
[24:02.700 --> 24:08.700]  The thing is is sometimes if you're an indoor breeder you breed specifically for indoor and then those seeds get taken out
[24:08.700 --> 24:11.140]  And they're taken outside or into a greenhouse
[24:11.140 --> 24:15.860]  that's when you can run into real problems, but especially with intersexual traits if you've never stress tested your stuff and
[24:16.180 --> 24:19.500]  Somebody buys it and then they grow it outdoors. They're gonna think your seeds are garbage
[24:19.500 --> 24:25.900]  Yeah, I grow a lot of people's gear in my greenie without any kind of controls. Yeah, and
[24:27.060 --> 24:32.740]  Everybody shit herms in there and I'm very good about calling those and only rocking the good ones
[24:32.820 --> 24:35.260]  Well, it's a great way to stress test. Yeah, I think that's awesome
[24:35.460 --> 24:39.540]  So someone asked what's the difference between a breeder and a pollen chucker I
[24:40.540 --> 24:42.300]  think everybody
[24:42.300 --> 24:47.380]  Wants to think they're breeders but breeders are people that are breeding towards specific traits
[24:47.380 --> 24:52.020]  I called you know, you say pollen chucker seed producer. There's a lot of people are just producing seeds
[24:52.020 --> 24:55.020]  They're using other people's mails. They're not doing any work
[24:55.020 --> 24:59.780]  They're just basically putting either a male on or reversing a plant, but they're not breeding towards goals
[24:59.780 --> 25:02.660]  They're not breeding past that f1 and there's nothing wrong with that
[25:02.660 --> 25:07.860]  I mean, I think I think that that's great is if you're doing some work as far as making the seeds, that's great
[25:07.860 --> 25:11.860]  you know, it's especially if you're using it leaves a bad taste in my mouth when
[25:12.700 --> 25:15.860]  like you just have to someone should and that's your namesake or
[25:16.380 --> 25:22.980]  you just grab a male from a pack of seeds that you didn't make and that's your namesake like
[25:23.420 --> 25:28.280]  There's nothing you can do whatever you want. I know I preach that I say that but like
[25:28.640 --> 25:32.960]  You're not getting points in my book because you have to my Wilson or my
[25:33.320 --> 25:37.520]  Poonchang pie Wilson, whatever the case like that's a dope-ass train like the works already done
[25:38.040 --> 25:40.560]  you're just copying it almost so
[25:41.320 --> 25:45.200]  Whatever, you know to each their own and everybody's gonna do what they want to do
