[00:14.720 --> 00:17.440]  Welcome back, Cannabis community.
[01:42.960 --> 01:45.040]  It's Pueblo for Sensible Cannabis Laws.
[01:45.040 --> 01:46.000]  Well done, sir.
[01:46.000 --> 01:48.240]  Yeah, see, I tried to do a decent intro for my guys.
[01:48.240 --> 01:49.840]  Yeah, you got a point.
[01:49.840 --> 01:53.320]  Mike posts a whole bunch of great cannabis-related news
[01:53.320 --> 01:54.360]  and information.
[01:55.480 --> 01:58.840]  There are several Facebook pages that are cannabis haters,
[01:58.840 --> 02:01.240]  and they like to post a bunch of bullshit.
[02:01.240 --> 02:02.600]  And Mike only posts the truth.
[02:02.600 --> 02:05.480]  I support 99% of what Mike posts.
[02:05.480 --> 02:09.040]  And what I don't agree with is just opinionated stuff
[02:09.080 --> 02:11.200]  from other writers having opinions on things.
[02:11.200 --> 02:13.320]  The science and the facts and the politics,
[02:13.320 --> 02:14.640]  I fucking agree.
[02:14.640 --> 02:17.560]  It's fun, because I get hate on that page
[02:17.560 --> 02:19.960]  from both sides of the cannabis argument.
[02:19.960 --> 02:22.000]  I get activists that are upset
[02:22.000 --> 02:24.480]  that I won't post their latest meme.
[02:24.480 --> 02:28.080]  And I get anti-pop people pissed that I exist at all
[02:28.080 --> 02:30.400]  and keep debunking their bullshit.
[02:30.400 --> 02:33.960]  The meme game is a whole different, that's middle school.
[02:33.960 --> 02:37.400]  And we're trying to play college-level cannabis politics here.
[02:37.560 --> 02:41.480]  Articulate the argument is sort of the page's basic concept.
[02:41.480 --> 02:42.800]  I'm gonna go ahead and fade that music out.
[02:42.800 --> 02:44.040]  It's awkward when it's that low.
[02:44.040 --> 02:45.360]  Bring it down.
[02:45.360 --> 02:46.360]  Fade it out.
[02:46.360 --> 02:47.680]  You've been listening to the beautiful sounds
[02:47.680 --> 02:49.080]  of Mystic Roots.
[02:50.880 --> 02:53.000]  Relax to the mellow sounds of the rain.
[02:53.000 --> 02:54.800]  So let me do a little correction.
[02:54.800 --> 02:57.400]  On the last episode, there's a group called PL Grow
[02:57.400 --> 02:59.760]  that's gonna send me a test item.
[02:59.760 --> 03:01.920]  They've got a product for me to review.
[03:01.920 --> 03:03.080]  They haven't quite gotten it to me yet.
[03:03.080 --> 03:04.440]  I've been in contact with them.
[03:04.440 --> 03:05.280]  I fucked up, you guys.
[03:05.280 --> 03:07.200]  I said they are from Australia.
[03:08.000 --> 03:08.920]  They are not from Australia.
[03:08.920 --> 03:10.080]  They're from the UK.
[03:10.080 --> 03:11.280]  So correction.
[03:12.280 --> 03:13.400]  Important correction.
[03:13.400 --> 03:14.240]  Yeah, yeah.
[03:14.240 --> 03:15.720]  I just gotta rep the right people.
[03:15.720 --> 03:16.560]  I felt bad.
[03:16.560 --> 03:18.080]  They emailed me, they're like, just one small thing.
[03:18.080 --> 03:19.160]  We're from the UK.
[03:19.160 --> 03:20.800]  We're not from Australia.
[03:20.800 --> 03:22.520]  So yeah, big shout out to them.
[03:22.520 --> 03:24.000]  Yeah, I apologize, you guys.
[03:24.000 --> 03:26.200]  And now you got two shout outs on the show
[03:26.200 --> 03:29.240]  instead of just one because I made a mistake.
[03:29.240 --> 03:30.240]  All right, so.
[03:31.720 --> 03:33.560]  Gosh, Mike, I don't know what happened, dude.
[03:33.560 --> 03:36.160]  Mike went down to go smoke a cigarette before the podcast.
[03:36.160 --> 03:37.760]  And while he was out there, I just started coughing.
[03:37.760 --> 03:39.560]  My throat just started acting like,
[03:39.560 --> 03:41.200]  and my lungs started juicing up on me.
[03:41.200 --> 03:42.040]  I'm like, what the hell happened?
[03:42.040 --> 03:43.040]  When we were dabbing before the show,
[03:43.040 --> 03:45.520]  my traditional cough didn't really materialize.
[03:45.520 --> 03:46.640]  Did you get it?
[03:46.640 --> 03:48.160]  I may have taken your cough.
[03:48.160 --> 03:50.920]  I may have a sympathy cough for you.
[03:50.920 --> 03:51.880]  Is that possible?
[03:51.880 --> 03:53.000]  Is that a real thing?
[03:53.000 --> 03:54.160]  Dabs are magic, bro.
[03:54.160 --> 03:56.360]  Magic sympathy dab cough.
[03:56.360 --> 03:57.200]  I took plenty of dabs.
[03:57.200 --> 03:58.320]  Maybe I had a delayed cough.
[03:58.320 --> 04:00.120]  I was smoking some of the, what did I have?
[04:00.120 --> 04:03.280]  The Killer Queen high cannabinoid full spectrum extract.
[04:04.120 --> 04:04.960]  Yeah.
[04:04.960 --> 04:05.800]  So we were dabbing, whatever it was,
[04:06.440 --> 04:07.280]  it was really tasty.
[04:07.280 --> 04:09.000]  It made me dabbed out, but after a couple of minutes,
[04:09.000 --> 04:10.600]  it just made me start like, ugh.
[04:11.720 --> 04:13.000]  He starts eating the banger
[04:13.000 --> 04:14.920]  and immediately the room smelled delicious.
[04:14.920 --> 04:17.120]  That's because I've been smoking,
[04:17.120 --> 04:19.280]  the beautiful Miss Jenny Beth went to Apothecary
[04:19.280 --> 04:22.400]  and she got some of the Clementine.
[04:22.400 --> 04:23.560]  She got the, I don't remember,
[04:23.560 --> 04:26.040]  I think she had the high cannabinoid full spectrum extract.
[04:26.040 --> 04:28.640]  And I picked up some of the high terp full spectrum extract.
[04:28.640 --> 04:30.800]  So we were tag team dabbing each other.
[04:30.800 --> 04:33.160]  And then we went a little hard on the terps
[04:33.160 --> 04:34.560]  and put it in the nail.
[04:34.560 --> 04:36.600]  And it just tastes like that forever.
[04:36.600 --> 04:37.920]  And then I've been pouring a lot of the,
[04:37.920 --> 04:39.640]  I've got these little Lemon Jeffrey high terpene
[04:39.640 --> 04:41.040]  full spectrum extract.
[04:41.040 --> 04:42.320]  That's the flavor.
[04:42.320 --> 04:43.160]  Is that what's in there?
[04:43.160 --> 04:44.520]  I just pour this in there, dude.
[04:44.520 --> 04:46.020]  I just pour these little things like,
[04:46.020 --> 04:47.520]  but two, maybe three or four drops,
[04:47.520 --> 04:48.960]  depending on where I'm trying to go.
[04:48.960 --> 04:51.480]  Just a small dab and four drops of this.
[04:51.480 --> 04:52.760]  And dude, you just blow clouds.
[04:52.760 --> 04:54.760]  And there's something in these little terps right here.
[04:54.760 --> 04:56.520]  The dudes, there's cannabinoids in this.
[04:56.520 --> 04:59.680]  It's not just pure terps, but it's mostly terps.
[04:59.680 --> 05:02.640]  Terps have a lot to do with where the high goes.
[05:02.640 --> 05:03.920]  Absolutely.
[05:04.280 --> 05:08.960]  I think the THC makes you go, it makes you go up.
[05:08.960 --> 05:11.600]  And then the terps decide if you get the munchies,
[05:11.600 --> 05:13.260]  if you get an eye high, if you get creative,
[05:13.260 --> 05:15.920]  if you want to do the dishes, if you get panicky.
[05:15.920 --> 05:17.440]  I think the terps are all about.
[05:17.440 --> 05:18.320]  Pain relief.
[05:18.320 --> 05:19.160]  Pain relief, okay.
[05:19.160 --> 05:21.240]  You think the terps have a lot to do with the pain relief.
[05:21.240 --> 05:23.640]  A bunch of different stuff that the terps are affecting.
[05:23.640 --> 05:26.840]  It's not just fun aspects of the high.
[05:26.840 --> 05:29.040]  It's medical aspects of it too.
[05:29.040 --> 05:29.880]  All right.
[05:29.880 --> 05:32.800]  I think the limonene, which is what this is mainly.
[05:32.840 --> 05:34.000]  That's my personal take.
[05:34.000 --> 05:36.600]  I feel like the, so I talk about it way too much
[05:36.600 --> 05:37.420]  on the show.
[05:37.420 --> 05:38.260]  I've got a brain injury.
[05:38.260 --> 05:42.120]  Sometimes it feels like my brain skips like an old CD.
[05:42.120 --> 05:42.960]  And I can feel it.
[05:42.960 --> 05:45.480]  It just fucking, the song will be played.
[05:45.480 --> 05:47.040]  Remember when you had a Discman?
[05:47.040 --> 05:51.560]  A lot of people are going, what?
[05:51.560 --> 05:53.340]  Remember CDs, you guys, back in the day?
[05:53.340 --> 05:54.880]  These silver shiny things?
[05:54.880 --> 05:56.640]  So a lot of those used to skip.
[05:56.640 --> 05:58.560]  And it would sound like this.
[05:58.560 --> 06:03.560]  Do, do, do, do, do, do, do, do, do, do, do, do, do.
[06:05.000 --> 06:06.800]  Sometimes my brain does the part
[06:06.800 --> 06:08.420]  and it's from a fucking traumatic brain injury.
[06:08.420 --> 06:11.440]  There's a dent in my brain where information skips.
[06:11.440 --> 06:12.280]  I don't know.
[06:12.280 --> 06:13.120]  It just falls out sometimes.
[06:13.120 --> 06:14.880]  And there it goes.
[06:14.880 --> 06:16.000]  And it seems like dumb shit
[06:16.000 --> 06:17.880]  that I don't really need to remember is what left.
[06:17.880 --> 06:20.160]  A lot of the important shit has been coming back.
[06:20.160 --> 06:22.320]  But I feel like the limonene puts a little patch
[06:22.320 --> 06:23.160]  in the divot.
[06:23.160 --> 06:24.200]  It puts some Bondo in the brain dent
[06:24.200 --> 06:26.440]  and it helps that the bridge that got broken.
[06:26.440 --> 06:28.280]  It helps it reconnect.
[06:29.040 --> 06:30.740]  When I get the black cherry flavor,
[06:32.480 --> 06:35.720]  I know that along with that flavor,
[06:35.720 --> 06:38.440]  I'm going to get a really nice hit of pain relief
[06:38.440 --> 06:40.680]  in about four to eight minutes.
[06:40.680 --> 06:45.200]  And it's part that cannabinoid
[06:45.200 --> 06:47.280]  that's really helping with the pain relief.
[06:47.280 --> 06:48.120]  The CBD?
[06:48.120 --> 06:49.800]  CBD, I'm sorry, I'm frying.
[06:49.800 --> 06:51.680]  Yeah, I can tell when you can't think about CBD.
[06:51.680 --> 06:55.320]  I'm looking at new lights flashing on the board across
[06:55.320 --> 06:57.280]  for me and I got distracted and dabbed out.
[06:57.280 --> 06:58.120]  Sorry, folks.
[06:58.960 --> 06:59.800]  With the iPads, you can't see the screen also.
[06:59.800 --> 07:01.800]  But CBD and then common terpenes
[07:01.800 --> 07:05.520]  that you find alongside CBD that add that flavor to it.
[07:06.760 --> 07:09.560]  My tongue knows that when that hits,
[07:09.560 --> 07:12.120]  my eyes light up and I start looking for where it came from
[07:12.120 --> 07:13.160]  and where I can get more of it.
[07:13.160 --> 07:15.600]  I did an episode a while back called Follow Your Nose
[07:15.600 --> 07:20.440]  because I believe that your body and your nose know
[07:20.440 --> 07:21.480]  what's best for you.
[07:21.480 --> 07:23.480]  That's why oranges smell.
[07:23.480 --> 07:24.760]  And I said this in the other episode.
[07:24.760 --> 07:26.120]  I'm just repeating myself at this point.
[07:26.160 --> 07:27.720]  But that's why I said oranges smell good
[07:27.720 --> 07:28.760]  and shit smells bad.
[07:28.760 --> 07:30.080]  You're supposed to eat oranges.
[07:30.080 --> 07:31.320]  Oranges make you feel good.
[07:31.320 --> 07:32.880]  They have vitamin C, they have natural sugar,
[07:32.880 --> 07:34.720]  there's fiber, there's other stuff in there.
[07:34.720 --> 07:36.000]  I don't know if there's fiber in there,
[07:36.000 --> 07:37.360]  but I assume there'd be fiber and calcium
[07:37.360 --> 07:38.200]  in a goddamn orange.
[07:38.200 --> 07:39.920]  Shit, you're not supposed to eat that.
[07:39.920 --> 07:40.800]  That's why it smells bad.
[07:40.800 --> 07:41.760]  There's shit in there.
[07:41.760 --> 07:42.760]  It's already been done.
[07:42.760 --> 07:46.720]  There's a reason 99% of people salivate
[07:46.720 --> 07:48.560]  when they smell meat over fire.
[07:48.560 --> 07:49.400]  Yeah.
[07:49.400 --> 07:51.600]  That's how people didn't die of starvation
[07:51.600 --> 07:53.200]  for most of our history.
[07:53.200 --> 07:56.040]  A thing in your brain that goes, oh yeah.
[07:56.880 --> 07:58.600]  Same thing with fresh fruit.
[07:58.600 --> 08:00.040]  When you're in a supermarket
[08:00.040 --> 08:01.280]  and you're just a little bit hungry
[08:01.280 --> 08:03.080]  and you get hit with that fresh fruit smell,
[08:03.080 --> 08:04.560]  like off the oranges for me.
[08:04.560 --> 08:05.760]  Yep, I was just saying oranges.
[08:05.760 --> 08:06.880]  I stare at them and I'm like,
[08:06.880 --> 08:09.080]  all right, now I have to buy four.
[08:09.080 --> 08:11.240]  That doesn't happen so much with the pears for me.
[08:11.240 --> 08:12.840]  Miss Jenny Beth, she loves oranges.
[08:12.840 --> 08:14.080]  Oranges is her terp.
[08:14.080 --> 08:15.680]  That's the one that fixes her,
[08:17.080 --> 08:19.080]  that's her medical and her recreational smoke.
[08:19.080 --> 08:21.000]  My kid goes mad for citrus.
[08:21.000 --> 08:21.840]  Anything citrus.
[08:21.840 --> 08:23.480]  I love the lemon terps.
[08:23.480 --> 08:25.160]  My friend Kelly, she doesn't smoke cannabis.
[08:25.200 --> 08:26.440]  I'll tell you Matt Kelly,
[08:26.440 --> 08:27.960]  she doesn't consume cannabis,
[08:27.960 --> 08:29.800]  but she hates the smell of oranges.
[08:29.800 --> 08:32.520]  She's like orange anything, I can't stand it.
[08:32.520 --> 08:35.480]  So I'm curious, lavender is what she likes.
[08:35.480 --> 08:37.760]  She told me that lavender and lilacs are her type of thing,
[08:37.760 --> 08:40.840]  which is really funny because lilacs and lavender
[08:40.840 --> 08:42.880]  make me feel like I inhaled something.
[08:42.880 --> 08:44.080]  I feel particles.
[08:44.080 --> 08:45.280]  I like all three of those.
[08:45.280 --> 08:48.120]  Yeah, lilacs and lavender are not for me.
[08:48.120 --> 08:49.760]  Yep, but the two don't make me hungry.
[08:49.760 --> 08:51.400]  And the third one does.
[08:51.400 --> 08:54.800]  They're supposed to be calming and relaxing smells.
[08:55.440 --> 08:56.640]  And they honestly just bother the fuck out of me.
[08:56.640 --> 08:58.480]  I'm not a calm and relaxed person.
[08:58.480 --> 09:00.560]  My whole house reeks of lavender,
[09:00.560 --> 09:02.920]  like constantly we use it on everything.
[09:04.040 --> 09:05.760]  All right, I won't be there.
[09:07.640 --> 09:09.640]  Ladies and gentlemen, I do have a podcast planned,
[09:09.640 --> 09:10.480]  but when Mike comes.
[09:10.480 --> 09:11.800]  I do like it when we're around.
[09:11.800 --> 09:13.880]  I love the comfort of when you just show up, bro.
[09:13.880 --> 09:15.400]  It's fun working with you now.
[09:15.400 --> 09:17.520]  This wasn't a planned show necessarily.
[09:17.520 --> 09:20.200]  It was we both finally found 45 free minutes.
[09:20.200 --> 09:21.040]  Yeah, yeah.
[09:21.040 --> 09:22.040]  I was like, bro, what are you doing tonight?
[09:22.040 --> 09:23.200]  And he's like, I don't know, podcast.
[09:23.200 --> 09:24.240]  I was like, yes, come over.
[09:24.680 --> 09:25.520]  And so he called me and he's here.
[09:25.520 --> 09:27.720]  Dude, thanks for taking time away from the kid.
[09:27.720 --> 09:28.560]  Yeah.
[09:28.560 --> 09:29.400]  And the wife also.
[09:29.400 --> 09:30.240]  Shout out to Jen.
[09:30.240 --> 09:31.760]  I know you don't listen, but hey, shout out wife.
[09:31.760 --> 09:33.120]  Hey, baby.
[09:33.120 --> 09:37.360]  So let's move on to some shit on a podcast, bro.
[09:37.360 --> 09:39.080]  We promised them a show.
[09:39.080 --> 09:41.720]  Let's talk about some stuff.
[09:41.720 --> 09:43.720]  Okay, so somebody the other day,
[09:43.720 --> 09:45.720]  a friend of mine is building a grow.
[09:45.720 --> 09:49.560]  And he was like, so Rasta Jeff, what is the secret weapon?
[09:49.560 --> 09:52.360]  Is there a magic bullet for my grow that I can buy
[09:52.360 --> 09:55.160]  that will give me the highest THC, the best flavor,
[09:55.160 --> 09:56.640]  the biggest yields?
[09:56.640 --> 09:57.880]  What can I buy?
[09:57.880 --> 10:00.200]  Okay, so my answer is yes.
[10:00.200 --> 10:02.760]  And I have a specific reason and a specific bullet.
[10:02.760 --> 10:03.600]  Okay.
[10:03.600 --> 10:04.440]  What's your answer?
[10:04.440 --> 10:05.260]  Well, I want to hear yours
[10:05.260 --> 10:07.040]  because I get to talk a lot on a show.
[10:07.040 --> 10:08.920]  100% yes, there's a magic bullet.
[10:08.920 --> 10:10.280]  It's a fucking grow book.
[10:11.160 --> 10:13.480]  Go buy the grow book, read the grow book.
[10:13.480 --> 10:14.600]  That's your silver bullet.
[10:14.600 --> 10:15.760]  Well, there goes the episode I wrote.
[10:15.760 --> 10:17.160]  I'm fucking, we're done.
[10:17.160 --> 10:19.080]  Take a fad dab, give your mama a hug for me.
[10:19.080 --> 10:21.480]  There's a reason that's the only silver bullet.
[10:23.360 --> 10:24.200]  I think I'm high.
[10:24.200 --> 10:25.040]  You need to, you,
[10:25.040 --> 10:25.960]  I'm giddy, this was fun.
[10:25.960 --> 10:29.560]  If you've never grown cannabis before,
[10:29.560 --> 10:31.400]  you don't know what you're getting into.
[10:31.400 --> 10:33.240]  You don't know what the parameters are.
[10:33.240 --> 10:36.560]  You don't know what its needs are
[10:36.560 --> 10:38.840]  and are going to be down the line
[10:38.840 --> 10:41.240]  as it progresses through its life cycle.
[10:41.240 --> 10:42.080]  Well, he's got,
[10:42.080 --> 10:44.080]  And the easiest way to get that shit figured out
[10:44.080 --> 10:47.720]  and get going successfully is to go to a bookstore,
[10:47.720 --> 10:51.360]  pick out any grow book on the shelf, buy it and read it.
[10:51.360 --> 10:54.120]  This guy's got two or three of the best cannabis growers
[10:54.120 --> 10:55.120]  as teachers.
[10:55.960 --> 10:57.680]  I'm one of his teachers.
[10:57.680 --> 10:59.160]  He sees me on a daily basis.
[10:59.160 --> 11:01.720]  He's got another guy that is a very good teacher
[11:01.720 --> 11:04.160]  that's been to his grow also and will help him out.
[11:04.160 --> 11:05.960]  But he was, and you're right, Mike,
[11:05.960 --> 11:07.040]  you're fucking so right.
[11:07.040 --> 11:08.480]  I can't believe I didn't tell him,
[11:08.480 --> 11:10.360]  yes, go buy a damn grow book, dude.
[11:10.360 --> 11:13.680]  But I was like, no, honestly, there is no one magic bullet.
[11:13.680 --> 11:16.120]  He thought that if he bought a specific light
[11:16.120 --> 11:17.040]  that he would do it.
[11:17.040 --> 11:18.400]  He thought that maybe I could tell him,
[11:18.400 --> 11:20.640]  buy this bottle and it would do it.
[11:20.640 --> 11:23.400]  But I had to tell him there's no secret weapon, dude.
[11:23.400 --> 11:24.320]  There's no ninja sword.
[11:24.320 --> 11:26.760]  There's no, you can't just get one thing.
[11:26.760 --> 11:28.800]  What I had to explain to him was,
[11:28.800 --> 11:30.080]  and this is just my opinion.
[11:30.080 --> 11:32.120]  The grow book is the secret weapon, you guys.
[11:32.120 --> 11:33.400]  To everything, knowledge is key.
[11:33.400 --> 11:35.040]  So go get yourself a grow book.
[11:35.040 --> 11:38.080]  I recommend, there's an Ed Rosenthal book.
[11:38.080 --> 11:39.940]  It's the Oakster Damn Course Guide.
[11:39.940 --> 11:41.280]  I highly recommend that book.
[11:41.280 --> 11:42.440]  That is a good book.
[11:42.440 --> 11:44.640]  The problem with the grow book is like every six months,
[11:44.640 --> 11:45.560]  they're fucking outdated.
[11:45.560 --> 11:46.720]  That's why I do a podcast.
[11:46.720 --> 11:51.160]  Well, the nice thing about any grow guide,
[11:51.160 --> 11:52.960]  I mean, even some of the more advanced ones,
[11:52.960 --> 11:57.960]  the more topical ones, they're gonna cover the basics.
[11:58.080 --> 11:59.800]  And I mean, it's like anything.
[11:59.800 --> 12:02.000]  There is an advanced class.
[12:02.000 --> 12:04.280]  Knowing a lot more will produce
[12:04.280 --> 12:05.840]  significantly better results.
[12:05.840 --> 12:08.600]  But if you know the basic rules of the game,
[12:08.600 --> 12:11.640]  you can take your ass to any fucking field and play.
[12:11.640 --> 12:15.040]  And if you sit down and read any grow book,
[12:15.040 --> 12:18.760]  it's gonna lay out, here's the A, B, C, D, E,
[12:18.760 --> 12:23.320]  basic level one checklist that you need to go through.
[12:23.320 --> 12:26.360]  Here's what you need to know super basic about lighting.
[12:26.360 --> 12:29.200]  Here's what you need to know super basic about feeding.
[12:30.120 --> 12:31.960]  Light and dark periods.
[12:31.960 --> 12:33.040]  Harvesting.
[12:33.880 --> 12:36.840]  Here's a small list of common pitfalls
[12:36.840 --> 12:38.680]  that people fall into to look out for.
[12:38.680 --> 12:40.720]  All right, so you actually just nailed a couple of things
[12:40.720 --> 12:43.120]  that I was gonna mention to the person
[12:43.120 --> 12:44.880]  that asked me this question.
[12:45.720 --> 12:46.560]  Basically what I told him was
[12:46.560 --> 12:48.640]  there's no magic secret weapon, it's everything.
[12:48.640 --> 12:50.680]  Everything is what matters the most.
[12:50.680 --> 12:52.320]  You have to dial in everything.
[12:52.320 --> 12:53.800]  The plants start at a 10.
[12:53.800 --> 12:55.800]  The plants start at their highest potential.
[12:55.800 --> 12:56.960]  They are 10s.
[12:56.960 --> 12:59.640]  And basically we fuck them up by limiting them.
[12:59.640 --> 13:02.720]  So you have to find out how to limit them
[13:02.720 --> 13:06.000]  and get out of their way as much as you can.
[13:06.000 --> 13:07.720]  And I wrote down LAWS,
[13:07.720 --> 13:09.920]  LAWS is something that every grower should know about.
[13:09.920 --> 13:11.960]  It's lights, air, water, and soil.
[13:11.960 --> 13:14.280]  Those are the main things you need to worry about.
[13:14.280 --> 13:16.600]  You have to have the best lighting you can get.
[13:17.480 --> 13:19.880]  And I know I just said you have to have the best you can get.
[13:19.880 --> 13:24.520]  Put the best lighting you can afford and maintain
[13:24.520 --> 13:26.000]  in your grow space, yes.
[13:26.000 --> 13:27.280]  If you've got a small space,
[13:27.280 --> 13:29.800]  don't put a 2000 watt fucking setup in there.
[13:29.800 --> 13:32.000]  If you've got a small space, go get yourself a T5,
[13:32.000 --> 13:35.400]  go get yourself a fucking LED and put it in the small space.
[13:35.400 --> 13:38.760]  If you've got big space, put big lights in there.
[13:38.760 --> 13:40.680]  Every time I answer this question,
[13:40.680 --> 13:43.640]  the person I'm talking to seems incredibly hesitant
[13:44.000 --> 13:46.480]  to take the advice of go buy the book
[13:46.480 --> 13:48.400]  because they're excited.
[13:48.400 --> 13:49.520]  It can't be that hard.
[13:49.520 --> 13:50.640]  It's a weed.
[13:50.640 --> 13:53.240]  Your high ass can do it, right?
[13:53.240 --> 13:56.080]  It doesn't seem complicated at the beginning.
[13:56.080 --> 13:59.200]  And honestly, if you could just take the seed
[13:59.200 --> 14:02.120]  you found in your bag out in your backyard
[14:02.120 --> 14:03.640]  and water it with your sprinklers
[14:03.640 --> 14:05.160]  like you do your flower bed
[14:06.680 --> 14:10.920]  and not get robbed and killed or arrested for doing so,
[14:10.920 --> 14:12.480]  it would be a lot simpler.
[14:12.480 --> 14:15.280]  But because you're attempting to take something
[14:15.280 --> 14:18.840]  out of its environment and create an environment
[14:18.840 --> 14:21.120]  where it will thrive artificially,
[14:21.120 --> 14:22.960]  there's some ground rules that you just need
[14:22.960 --> 14:25.040]  to familiarize yourself with.
[14:25.040 --> 14:28.880]  And honestly, until you sit down and write the book,
[14:28.880 --> 14:31.360]  you don't really triple check,
[14:31.360 --> 14:34.240]  am I hitting every point that a new person
[14:34.240 --> 14:37.480]  is gonna need to know to be successful?
[14:37.480 --> 14:39.360]  I went and did a consult for a dude
[14:39.360 --> 14:42.080]  when I was first starting out doing consulting.
[14:42.680 --> 14:44.200]  And I forgot like three important things
[14:44.200 --> 14:45.360]  when I was there the first day
[14:45.360 --> 14:47.440]  that I didn't think about till I got home.
[14:47.440 --> 14:48.800]  And I sent the dude a long email.
[14:48.800 --> 14:49.920]  I was like, dude, I'm really sorry,
[14:49.920 --> 14:52.320]  but this, this, and this.
[14:52.320 --> 14:54.440]  Don't know why that didn't occur to me yesterday.
[14:54.440 --> 14:57.480]  Really sorry I didn't include all of this information
[14:57.480 --> 14:59.000]  during your physical consult.
[15:00.080 --> 15:02.360]  Feel free to ask me more questions over email.
[15:02.360 --> 15:04.720]  Sorry, bro, not driving back to North Glen.
[15:04.720 --> 15:05.880]  Oh man, North Glen.
[15:07.160 --> 15:08.840]  But it just happens.
[15:08.840 --> 15:11.600]  When you get to the point of publishing a grow guide,
[15:12.120 --> 15:13.720]  you and a couple other growers have gone over
[15:13.720 --> 15:15.680]  and been like, yep, bro, you hit all the steps.
[15:15.680 --> 15:19.040]  That's how you go from the dugout to home plate.
[15:19.040 --> 15:20.340]  Right, but once you got the book,
[15:20.340 --> 15:21.520]  you still gotta worry about,
[15:21.520 --> 15:22.840]  you've got the grow built,
[15:22.840 --> 15:24.960]  and now your plants are growing.
[15:24.960 --> 15:27.180]  And you still can't just buy one thing
[15:27.180 --> 15:28.020]  to put in that grow.
[15:28.020 --> 15:29.360]  You've gotta get good lights.
[15:29.360 --> 15:30.240]  And then you gotta get,
[15:30.240 --> 15:32.240]  I recommend the Govitas if you've got a big space.
[15:32.240 --> 15:33.180]  If you've got a little space,
[15:33.180 --> 15:35.680]  get the Govita 750s or the 650s.
[15:35.680 --> 15:37.720]  And then just work your way down based on your space.
[15:37.720 --> 15:39.440]  Then you need good nutrients.
[15:39.440 --> 15:40.640]  If you don't have,
[15:40.640 --> 15:42.480]  and there's no magic nutrients you can buy.
[15:42.480 --> 15:43.600]  You gotta do the research,
[15:43.600 --> 15:44.680]  and you gotta find,
[15:44.680 --> 15:46.480]  figure out if you wanna use organic.
[15:46.480 --> 15:48.240]  Figure out if you wanna use non-organic.
[15:48.240 --> 15:51.320]  Figure out, it's up to you how you wanna do it.
[15:51.320 --> 15:53.560]  And it's all, the more non-organic,
