[00:05.950 --> 00:25.920]  Welcome back, Podcast World.
[05:18.120 --> 05:20.560]  I try to talk and be, what's the word?
[05:20.560 --> 05:21.640]  Succinct might be the word.
[05:21.640 --> 05:22.640]  I don't know.
[05:22.640 --> 05:23.640]  Text me, email me.
[05:23.640 --> 05:24.640]  Let me know if that's even a word.
[05:24.640 --> 05:28.560]  I try to get it right the first time, but I'm human and I'm also a stoner.
[05:28.560 --> 05:29.560]  I'm not a robot.
[05:29.560 --> 05:30.560]  I'm not a human.
[05:30.560 --> 05:31.560]  A lot of people say I'm an alien, a hundred percent human.
[05:31.560 --> 05:36.080]  I'm going to make some mistakes and thank you for giving me the opportunity to do updates
[05:36.080 --> 05:40.440]  and corrections and also forgive me when I do make more mistakes in the future because
[05:40.440 --> 05:42.800]  I promise I'm going to fuck up again.
[05:42.800 --> 05:48.640]  But for now I do have some updates, some corrections, some more info for the silver thiosulfate
[05:48.640 --> 05:49.640]  episode.
[05:49.640 --> 05:50.640]  Let's jump into it.
[05:50.640 --> 05:52.020]  Here goes the update.
[05:52.020 --> 05:54.640]  Silver thiosulfate part two.
[05:54.640 --> 05:59.600]  Most of these questions came from emails from the YouTube channel, through the I read
[05:59.600 --> 06:02.040]  genetics grow help tab on the website.
[06:02.040 --> 06:03.040]  Check out the website.
[06:03.040 --> 06:04.620]  There's a tab there that says grow help.
[06:04.620 --> 06:07.000]  If you have questions about anything, you can reach me through there.
[06:07.000 --> 06:08.480]  Just skip the grow help part.
[06:08.480 --> 06:09.480]  Type in your question at the bottom.
[06:09.480 --> 06:10.480]  I'll still get that.
[06:10.480 --> 06:11.480]  I will still answer that.
[06:11.480 --> 06:15.600]  If I have not answered your email or your tester application, once again, I do apologize.
[06:15.600 --> 06:18.280]  It's just me going to stay on track.
[06:18.280 --> 06:21.580]  A lot of the questions were about storing the solution.
[06:21.580 --> 06:25.860]  We would mix up part a mix up part B then mix them into a solution.
[06:25.860 --> 06:27.180]  Then we would dilute that.
[06:27.180 --> 06:29.180]  There were many questions about storage.
[06:29.180 --> 06:31.380]  Here is the straightforward answer.
[06:31.380 --> 06:36.140]  It is best to, okay, it will last longest, I think is the way that I should say this
[06:36.140 --> 06:38.100]  for best preservation of the product.
[06:38.100 --> 06:40.780]  It will last longest in the powder form.
[06:40.780 --> 06:44.100]  Once we mix it into the waters, we are the water.
[06:44.100 --> 06:47.540]  We are now reducing the shelf life of that product.
[06:47.540 --> 06:52.900]  Once we combine those two sources together, we are now even greatly more reducing the
[06:52.900 --> 06:54.380]  shelf life of that product.
[06:54.380 --> 06:59.100]  Once we dilute it, we have even more drastically reduced the shelf life of that product.
[06:59.100 --> 07:03.920]  Every time we dilute it, every time we mix it, we are reducing the shelf life and the
[07:03.920 --> 07:06.480]  viability of that product.
[07:06.480 --> 07:08.540]  What I recommend is I mix up one liter.
[07:08.540 --> 07:12.940]  I know that one liter is going to get me through my multiple days of spraying, my multiple
[07:12.940 --> 07:13.940]  applications.
[07:13.940 --> 07:17.740]  I can spray several plants several times, several days by mixing up one liter.
[07:17.740 --> 07:20.300]  That one liter recipe is really easy to make.
[07:20.300 --> 07:21.300]  The recipe is simple.
[07:21.300 --> 07:25.420]  The amount of water you need, the measuring equipment, 500 mils, the half gram, two and
[07:25.420 --> 07:26.420]  a half grams.
[07:26.420 --> 07:30.540]  The math works out very well and that's about how much I need to get my reversals done.
[07:30.540 --> 07:32.860]  So I make that one liter.
[07:32.860 --> 07:37.680]  That one liter stores long enough to get me through the 21 days worth of application without
[07:37.680 --> 07:39.480]  having any problems.
[07:39.480 --> 07:44.560]  If you do see discoloration or coloration, I guess any sort of color happening in there,
[07:44.560 --> 07:49.720]  sometimes you'll see dark granules or black chunks at the bottom of the mix.
[07:49.720 --> 07:50.720]  That's probably bad.
[07:50.720 --> 07:52.760]  You need to pour that out and remix.
[07:52.760 --> 07:56.040]  So I don't have a tried and true shelf life for this product.
[07:56.040 --> 08:00.440]  What I do know is that when I make that liter and I throw that liter in the refrigerator,
[08:00.440 --> 08:02.680]  that's something we're going to talk about here is storage.
[08:02.680 --> 08:05.640]  I keep it in a refrigerator and it is clearly labeled.
[08:05.640 --> 08:09.640]  It's a big jar and it says silver thiosulfate solution on it.
[08:09.640 --> 08:13.240]  So where nobody in my house, it's just me here, but I make sure that nobody that shows
[08:13.240 --> 08:15.700]  up comes over, is going to drink out of that.
[08:15.700 --> 08:17.540]  Maybe Mike comes over, takes a giant dab.
[08:17.540 --> 08:19.040]  Maybe Clint pops by.
[08:19.040 --> 08:23.280]  He doesn't dab because he's kind of not that cool yet, but maybe he hits the dab pen and
[08:23.280 --> 08:26.160]  he gets a little fuzzy and he goes to the fridge and needs something cold to drink.
[08:26.160 --> 08:29.500]  I want to make sure none of my crew, none of my friends, none of my family reach into
[08:29.500 --> 08:32.720]  my refrigerator and drink the silver thiosulfate solution.
[08:32.720 --> 08:35.040]  I don't think it would cause them drastic health problems.
[08:35.040 --> 08:36.480]  I don't want to find out.
[08:36.480 --> 08:39.120]  So it is clearly labeled in the fridge.
[08:39.120 --> 08:40.720]  Keep it in a cool, dry, dark place.
[08:40.720 --> 08:44.560]  If you can put it in a brown paper bag, like some bum wine, just put your clear jar in
[08:44.560 --> 08:46.960]  a brown bag that will protect it from the light.
[08:46.960 --> 08:48.280]  The light is off in the fridge.
[08:48.280 --> 08:49.680]  When you close the door, the light goes off.
[08:49.680 --> 08:50.760]  I don't fuck with the fridge a lot.
[08:50.760 --> 08:52.200]  I'm a single, not a single dude.
[08:52.200 --> 08:55.680]  I'm a bachelor living alone here by myself.
[08:55.680 --> 08:56.840]  The fridge doesn't get opened a lot.
[08:56.840 --> 09:00.420]  So it stays nice and cool, dry and dark in there.
[09:00.420 --> 09:03.740]  So honestly, it's effective for me.
[09:03.740 --> 09:06.500]  Over that course of 21 days, it does not lose its strength.
[09:06.500 --> 09:08.340]  It does not lose its viability.
[09:08.340 --> 09:13.620]  It does not lose its effectiveness over that 21 day period while it is kept in my fridge.
[09:13.620 --> 09:18.300]  So what I do is I'll take the one, the liter, I'll take out the amount that I need, put
[09:18.300 --> 09:20.620]  that in my spray bottle, dilute it.
[09:20.620 --> 09:23.980]  Usually I can get two applications from one spray bottle worth.
[09:23.980 --> 09:28.700]  I'm using just the spray bottle that you probably use to put cleaner in and spray the windows
[09:28.700 --> 09:31.340]  or some sort of just a basic spray bottles.
[09:31.340 --> 09:35.860]  I think it's 450 milliliters is what it's marked up to on the side of the bottle.
[09:35.860 --> 09:40.100]  I can get two applications of three semi-large plants out of that one bottle.
[09:40.100 --> 09:45.220]  So I mix it, I dilute it, I mix it, I fill that bottle, I shake the shit out of it, I
[09:45.220 --> 09:46.220]  spray.
[09:46.220 --> 09:47.820]  I leave that bottle sitting in a cool, dry, dark place.
[09:47.820 --> 09:49.820]  It's honestly in just my mix area.
[09:49.820 --> 09:52.020]  When I'm not in there, the lights in the mix area are off.
[09:52.020 --> 09:54.220]  It's cool, it's dry, it's dark.
[09:54.220 --> 09:55.740]  It's a comfortable environment for a person.
[09:55.740 --> 09:58.020]  I think that would be a decent environment for that solution.
[09:58.020 --> 09:59.420]  That sits there.
[09:59.420 --> 10:02.500]  Three days later, I shake the shit out of it again, apply it to the plants.
[10:02.500 --> 10:03.500]  Now my spray bottle is empty.
[10:03.500 --> 10:05.500]  At that time, I'll clean it out.
[10:05.500 --> 10:07.500]  When it's time to make more, I will make the dilution.
[10:07.500 --> 10:11.740]  I'll pour my 10 or 30 whatever percent into the container.
[10:11.740 --> 10:16.380]  Then I'll mix the 70 or 90% distilled water into there, shake the shit out of it.
[10:16.380 --> 10:19.700]  Then I can get once again two more applications out of that.
[10:19.700 --> 10:23.540]  By the time that jar, that mix is getting empty, my plants are done.
[10:23.540 --> 10:24.980]  They're reversed, they're getting cut down.
[10:24.980 --> 10:26.020]  It's already done the magic.
[10:26.020 --> 10:30.620]  So the storage, they store best as powders.
[10:30.620 --> 10:32.340]  They store a little less longer.
[10:32.340 --> 10:37.180]  Every time you mix them and dilute them, they start to lose their shelf life.
[10:37.180 --> 10:40.940]  I'm not a scientist, I'm not a chemistry major to be 100% honest with you.
[10:40.940 --> 10:44.700]  But in my experience, from the best of my knowledge, from what I've been taught, read
[10:44.700 --> 10:50.620]  and learned, they do last longest as the powder, shorter as they get wetter and more diluted,
[10:50.620 --> 10:51.620]  more dissolved.
[10:51.620 --> 10:53.060]  So keep them in a fridge.
[10:53.100 --> 10:56.140]  I keep them in a cool, dry, dark place, clearly labeled.
[10:56.140 --> 10:59.540]  Make sure that once again, if you have family, if you've got kids, especially if you've got
[10:59.540 --> 11:02.380]  kids, this may be a weird detail.
[11:02.380 --> 11:05.860]  If somebody, if you, if somebody in your house drinks alcohol, that's when we make a lot
[11:05.860 --> 11:06.860]  of silly mistakes.
[11:06.860 --> 11:08.580]  We do a lot of weird shit.
[11:08.580 --> 11:12.020]  Maybe put it somewhere that you cannot accidentally drink it if you're drunk.
[11:12.020 --> 11:15.500]  Put it in the bottom somewhere in the crisper drawer, in the bottom somewhere you just won't
[11:15.500 --> 11:16.500]  get to it.
[11:16.500 --> 11:18.380]  Set yourself up for success is what I'm saying.
[11:18.380 --> 11:22.980]  We don't want to be that grower, that breeder, that seed maker, that dipshit getting somebody
[11:22.980 --> 11:27.340]  sick because we didn't properly label and or store the things we're using for our growth.
[11:27.340 --> 11:30.900]  So put that in a safe, designated place, make sure it's labeled.
[11:30.900 --> 11:35.820]  Also keep in mind, drunk people, young people, sometimes old people, sometimes normal people
[11:35.820 --> 11:36.900]  can't fucking read.
[11:36.900 --> 11:39.660]  So set yourself up, your home up for success.
[11:39.660 --> 11:43.260]  I've seen people take a ring of duct tape and put it right around the top just because
[11:43.260 --> 11:45.620]  when people grab it, they're going to go, why the fuck is there duct tape around here?
[11:45.620 --> 11:49.580]  That'll slow them down, make them think not to drink the silver thiosulfate solution.
[11:49.580 --> 11:50.820]  I don't keep mine for very long.
[11:50.820 --> 11:52.580]  I use it and I make more.
[11:52.580 --> 11:58.020]  I keep that 100% solution in the refrigerator and I dilute it as I need it.
[11:58.020 --> 11:59.020]  I apply it.
[11:59.020 --> 12:02.540]  Usually I can get two sprays out of a solution, out of a mix.
[12:02.540 --> 12:08.060]  And that is basically the storage of the silver thiosulfate solutions.
[12:08.060 --> 12:09.060]  Now let's move forward.
[12:09.060 --> 12:10.980]  I spray with the lights off.
[12:10.980 --> 12:13.260]  One of the questions was, when do I spray?
[12:13.260 --> 12:16.540]  I try to spray any spray application with the lights off.
[12:16.540 --> 12:20.380]  This doesn't matter if you've got to turn, it's best if you can hit it right when the
[12:20.380 --> 12:21.840]  lights go off in the grow space.
[12:21.840 --> 12:25.080]  If you can time it to where like, you know, the lights go off at seven, you're in there
[12:25.080 --> 12:30.080]  at like 659, you start spraying, those lights go off and then you can finish spraying, close
[12:30.080 --> 12:31.440]  up and get out of there real quick.
[12:31.440 --> 12:32.440]  That's not a problem.
[12:32.440 --> 12:36.240]  That couple of minutes worth of spraying those plants with silver won't disrupt anything.
[12:36.240 --> 12:40.680]  If you could pull the plants out just before nighttime, take them to another location and
[12:40.680 --> 12:44.480]  spray them, then right as the lights go off, return them to their home and then let them
[12:44.480 --> 12:46.560]  sleep, that is probably best.
[12:46.560 --> 12:50.400]  So I always spray with the lights off if the plants are removed from the grow lights or
[12:50.400 --> 12:55.240]  you just don't want them under those intense lights for a couple of reasons.
[12:55.240 --> 12:57.840]  Remember when we were kids, some of us did this, some didn't.
[12:57.840 --> 13:01.880]  You could burn, if you watch Beavis and Butthead, you saw this, you could burn ants with a magnifying
[13:01.880 --> 13:02.880]  glass.
[13:02.880 --> 13:06.440]  If you get a bubble on your leaf when you're spraying with the big grow light on and that
[13:06.440 --> 13:10.000]  intense light hits that bubble, it could make a little burn mark on your plant.
[13:10.000 --> 13:13.040]  Also there's a thing called phototoxicity.
[13:13.040 --> 13:16.920]  Sometimes the things we spray on our plants may have a photo reaction with the light,
[13:16.920 --> 13:17.920]  with the heat.
[13:17.920 --> 13:21.040]  Something may cause an interaction to cause a problem on your plant.
[13:21.040 --> 13:22.960]  So let's not spray with the lights on.
[13:22.960 --> 13:26.040]  If you can drag those plants out of there, spray them right before the lights go off,
[13:26.040 --> 13:28.480]  right as the lights go off, put them back in the room so they're not getting hit with
[13:28.480 --> 13:30.200]  that big light while they're wet.
[13:30.200 --> 13:31.200]  That would be ideal.
[13:31.200 --> 13:34.880]  Be careful not to get the silver solution on other plants.
[13:34.880 --> 13:37.600]  You only want this on plants that are going to get sprayed.
[13:37.600 --> 13:41.280]  If you're putting them in a room with other plants, make sure that those plants, that
[13:41.280 --> 13:46.040]  the sprayed plants are dry before you introduce them back to the population.
[13:46.160 --> 13:51.240]  Another thing is I usually spray and then that first time I spray is about seven to
[13:51.240 --> 13:52.600]  10 days before a flower.
[13:52.600 --> 13:55.160]  So that one I just spray, lights go out, I spray.
[13:55.160 --> 13:56.960]  We're in veg, not a big deal.
[13:56.960 --> 13:59.240]  Once I go into flower, I will wait.
[13:59.240 --> 14:01.000]  So I've got my room set to 1212.
[14:01.000 --> 14:03.920]  It's going to come on at 9am or 9pm, however you're living.
[14:03.920 --> 14:04.960]  It comes on, right?
[14:04.960 --> 14:06.800]  So that light will come on whenever you got it scheduled.
[14:06.800 --> 14:08.520]  I don't know how your setup is going.
[14:08.520 --> 14:10.260]  The lights come on, boom, the plant's in there.
[14:10.260 --> 14:12.400]  This is its first day of 1212.
[14:12.400 --> 14:16.560]  When I know that that timer is about to go off, maybe 10, 15 minutes before that, I'll
[14:16.560 --> 14:19.720]  go grab that plant, pull it far from the light and spray it.
[14:19.720 --> 14:21.680]  Now this is day one for that plant.
[14:21.680 --> 14:24.920]  So I'm going to spray it with a silver solution, let it kind of dry up.
[14:24.920 --> 14:27.520]  Then when the lights go off, I'll just move it back to its normal spot.
[14:27.520 --> 14:30.160]  So that tomorrow when the light comes on, it's back in its home.
[14:30.160 --> 14:31.360]  That is its first day.
[14:31.360 --> 14:35.360]  I like to spray it right before the lights go off, then put it into darkness.
[14:35.360 --> 14:38.720]  Give it that first day of darkness right after that spray.
[14:38.720 --> 14:39.960]  That seems to work for me.
[14:39.960 --> 14:41.700]  That seems to be effective.
[14:41.700 --> 14:43.260]  That is the way I've been doing it.
[14:43.260 --> 14:44.820]  So that is when.
[14:44.820 --> 14:46.820]  So we've covered storage of the solution.
[14:46.820 --> 14:47.980]  We've covered when to spray.
[14:47.980 --> 14:50.500]  Spray with the lights off, spray in the dark.
[14:50.500 --> 14:52.000]  Make sure not to spray the other plants.
[14:52.000 --> 14:56.520]  If you've got to pull these plants out of the room and spray them, that may be ideal.
[14:56.520 --> 14:59.680]  That should be what you're doing anyway, because you want to flower these plants a little bit
[14:59.680 --> 15:00.740]  ahead of the females.
[15:00.740 --> 15:01.980]  We're going to talk more about that.
[15:01.980 --> 15:04.740]  That may be getting close to where we are.
[15:04.740 --> 15:08.460]  You want to get these male plants in a room by themselves if you can, or the pollen donor
[15:08.460 --> 15:12.300]  plants, I should say, in a room by themselves if you can and get them ahead of the girls
[15:12.300 --> 15:14.300]  when making fem seeds.
[15:14.300 --> 15:18.500]  Let's talk about one of the big questions we got was pollen collection and storage of
[15:18.500 --> 15:19.500]  the pollen.
[15:19.500 --> 15:20.900]  That is a really good question.
[15:20.900 --> 15:23.620]  Our main goal here is to create feminized pollen.
[15:23.620 --> 15:27.380]  What are we going to do with the pollen once we've created that?
[15:27.380 --> 15:30.780]  What I do, I've got two separate areas.
[15:30.780 --> 15:35.100]  I've got a main room with a three by three tent inside of that room.
[15:35.100 --> 15:37.080]  So my girls are in one area.
[15:37.080 --> 15:38.300]  They're vegging.
[15:39.140 --> 15:40.140]  They're under a light.
[15:40.140 --> 15:41.140]  They're getting vegged.
[15:41.140 --> 15:43.260]  Then I will move my male plant into the tent or my pollen donor.
[15:43.260 --> 15:46.580]  I should correct my nomenclature, my wordage here, my verbiage.
[15:46.580 --> 15:47.580]  This is a pollen donor.
[15:47.580 --> 15:49.220]  It's a female being moved to a tent.
[15:49.220 --> 15:51.380]  Three of them get moved to a tent.
[15:51.380 --> 15:52.380]  They are on their own light.
[15:52.380 --> 15:55.700]  Now I'll put them under 12-12 and spray them.
[15:55.700 --> 15:56.940]  They're going to start making pollen.
[15:56.940 --> 15:58.560]  You've got a couple of options.
[15:58.560 --> 16:02.020]  What I do, I grab those pollen donor plants.
[16:02.020 --> 16:06.620]  When I know it's about time, I grab them and I move them strategically throughout the grow
[16:06.620 --> 16:07.620]  space.
[16:07.940 --> 16:09.380]  One goes in the middle of all the females.
[16:09.380 --> 16:12.860]  One goes on this end of the females because there's an extraction fan on this end.
[16:12.860 --> 16:15.620]  So I want it to kind of pull the air right over there.
[16:15.620 --> 16:18.460]  The other one kind of sits off to the side because I'm saving that one.
[16:18.460 --> 16:23.020]  I want that one to make a bunch of pollen so that's my backup, my second pollination.
[16:23.020 --> 16:27.300]  So you can just put one at the edge of the plants, at the edge of the canopy and just
[16:27.300 --> 16:29.180]  let that pollen dust in.
[16:29.180 --> 16:30.460]  Or you can collect the pollen.
[16:30.460 --> 16:33.980]  If you want to collect it, keep the males in their own area, the pollen donors in their
[16:33.980 --> 16:34.980]  own area.
[16:35.020 --> 16:37.940]  And as the pollen starts coming out, you can tap it.
[16:37.940 --> 16:40.460]  I use, oftentimes, I'll get a Pyrex dish.
[16:40.460 --> 16:41.460]  It's going to be heavy.
[16:41.460 --> 16:43.820]  A Pyrex dish is much heavier than you anticipate.
[16:43.820 --> 16:44.860]  Get a good grip on it.
[16:44.860 --> 16:46.340]  Don't drop that bad bitch in the grow.
[16:46.340 --> 16:48.060]  You'll break some stuff, maybe even the dish.
[16:48.060 --> 16:49.140]  It will suck.
[16:49.140 --> 16:50.300]  So I've got the Pyrex dish.
[16:50.300 --> 16:51.420]  I've got a grip on it.
[16:51.420 --> 16:52.420]  I'm a drummer.
[16:52.420 --> 16:53.420]  I've got a drumstick handy.
[16:53.420 --> 16:58.660]  I'll grab a drumstick and just tap that plant and it'll tap the pollen right into that Pyrex
[16:58.660 --> 16:59.660]  dish.
[16:59.660 --> 17:00.660]  Just give it a few taps.
[17:00.660 --> 17:01.740]  You can do this every few days.
[17:01.740 --> 17:03.380]  It will start giving you pollen.
[17:03.380 --> 17:04.380]  It'll make more pollen.
[17:04.780 --> 17:08.580]  Just know that every time you touch this plant, pollen is going to go all over the place.
[17:08.580 --> 17:09.580]  There's going to be pollen everywhere.
[17:09.580 --> 17:10.580]  You're going to sneeze.
[17:10.580 --> 17:11.580]  It's going to taste gross.
[17:11.580 --> 17:12.980]  It's going to get in your eyes.
[17:12.980 --> 17:13.980]  It'll be funky.
[17:13.980 --> 17:18.780]  So you can drag that pollen donor over to the rest of the plant, over to the population
[17:18.780 --> 17:23.580]  when you're ready, or you can collect the pollen by tapping it, or you can take that
[17:23.580 --> 17:27.580]  Pyrex dish and you can straight up chop the tops off of your plant, your pollen donor
[17:27.580 --> 17:31.360]  plant, and lay it in that Pyrex dish and the pollen will fall out.
[17:31.360 --> 17:34.020]  As the plant dries, pollen will land into your dish.
[17:34.660 --> 17:35.660]  You could tap it.
[17:35.660 --> 17:36.660]  You could tap it with a drumstick, with your fingers.
[17:36.660 --> 17:39.020]  Smack the plant onto the dish carefully, gently.
[17:39.020 --> 17:40.020]  Don't blow the pollen everywhere.
[17:40.020 --> 17:41.020]  It's sensitive.
[17:41.020 --> 17:42.660]  The wind will make it go crazy.
[17:42.660 --> 17:43.660]  Tap it.
[17:43.660 --> 17:44.660]  Tap that plant onto the dish.
[17:44.660 --> 17:46.780]  The pollen will fall out.
[17:46.780 --> 17:52.220]  One of the most important things about pollen is let it get dry.
[17:52.220 --> 17:53.620]  Moisture will destroy pollen.
[17:53.620 --> 17:56.180]  That's something we're going to talk about a lot here.
[17:56.180 --> 17:57.300]  Moisture destroys pollen.
[17:57.300 --> 18:02.860]  If you have got a desiccant pack, not a Boveda pack, you want the opposite.
