[00:11.450 --> 00:19.760]  Welcome back, Cannabis community.
[03:10.840 --> 03:11.680]  I couldn't think of the word act.
[03:11.680 --> 03:15.760]  There are several now it's kind of nice that I'm not totally alone anymore.
[03:15.800 --> 03:18.000]  Do you want to give two or three of them some shout outs?
[03:18.000 --> 03:20.080]  Anybody that may deserve a big fat thumbs up?
[03:20.480 --> 03:23.840]  Um, juicy Jay is, uh,
[03:23.880 --> 03:28.760]  been doing a lot of stuff on social media that I love. Um,
[03:28.920 --> 03:30.400]  there's a guy named Brooks.
[03:30.400 --> 03:34.760]  That's been doing a ton of stuff on social media right now. Lots of great, uh,
[03:35.240 --> 03:39.720]  infographic memes, uh, for our side and our fight down here. Uh,
[03:39.760 --> 03:43.000]  he's been doing some amazing work and, uh, I really appreciate it.
[03:43.400 --> 03:47.320]  Some of his work shared to my page has gotten record views and shares and stuff
[03:47.360 --> 03:50.480]  like that. So nice. J and Brooks. Yep.
[03:51.720 --> 03:53.480]  Thanks for supporting the cannabis community. You guys,
[03:53.480 --> 03:57.760]  we need people like you on the team. Uh, Mike dude. Awesome.
[03:57.760 --> 04:00.400]  You showed up with this, uh, orange flavor,
[04:00.400 --> 04:03.640]  re citrusy grapefruit hash. Tell me a little more about that.
[04:03.680 --> 04:08.280]  Lemon thyme, sugar wax, um, from a rock and extracts.
[04:08.280 --> 04:13.160]  It's a new Pueblo company. Um, I really like it. I took it to, uh,
[04:13.280 --> 04:16.640]  just as something fun to take along with me to a meeting of several, uh,
[04:17.280 --> 04:20.960]  dab kids is the wrong term, but it's the closest one we got, I guess. But, uh,
[04:21.400 --> 04:24.480]  several folks getting together, dabbing and it ended up being the talk of the
[04:24.480 --> 04:28.960]  table. Um, which I thought was funny cause we were dabbing raw turps,
[04:29.040 --> 04:31.320]  um, on distillate that night too.
[04:31.840 --> 04:34.400]  Is this a, sorry about the fucked up throw. You guys,
[04:34.400 --> 04:37.600]  we've been taking dabs like we're talking about. Is this a live resin or is this
[04:37.600 --> 04:40.240]  a, a fresh frozen product? How much do you know about that?
[04:40.320 --> 04:44.440]  Um, I'm actually not sure on that particular step. Um,
[04:44.440 --> 04:49.440]  the big part of the big pitch of this company is it's a proprietary mixed gas
[04:51.160 --> 04:54.720]  extraction. That explains a lot to me. Uh, somebody that knows a lot,
[04:54.720 --> 04:58.080]  not a lot, but that smokes a lot of different types of concentrates.
[04:58.280 --> 05:00.800]  I can tell that this, that's why I asked if it was live resin,
[05:01.760 --> 05:05.120]  the texture, the color and texture, the color and texture are not, uh,
[05:05.280 --> 05:08.480]  what I'm used to seeing from a butane extraction unless it's live resin.
[05:08.720 --> 05:11.360]  But that is very, very close to what I see.
[05:11.360 --> 05:16.080]  What do you call that color? Um, man, I don't know what color.
[05:17.040 --> 05:19.480]  And it's a butterscotch color. That's a really good description of it.
[05:19.480 --> 05:20.960]  It's not orange. It's not yellow.
[05:21.520 --> 05:25.720]  And when it was fresh, it had a little more orange yellowish,
[05:27.040 --> 05:32.040]  um, pop to it. Okay. But, uh, it's a propane butane mix.
[05:32.440 --> 05:33.280]  I can see the propane.
[05:34.360 --> 05:38.280]  This is legitimately the first propane hash I've ever dabbed. I've seen it made.
[05:38.280 --> 05:42.520]  There's a great vice media documentary where they go and interview a guy
[05:42.520 --> 05:45.520]  building a propane extraction rig in the,
[05:45.520 --> 05:49.040]  the hash that comes out of that is like frighteningly orange, like cheese at
[05:49.040 --> 05:50.480]  orange. Okay. Wow. What I've, uh,
[05:50.520 --> 05:54.400]  I've smoked a bunch of propane hash oil from our friends at altitude organic
[05:54.400 --> 05:56.840]  medicine. Excuse me for that. You guys,
[05:57.560 --> 06:00.560]  I've smoked a bunch of propane hash from altitude and it's always white,
[06:00.880 --> 06:03.000]  like completely white and it's real, uh,
[06:03.040 --> 06:05.560]  it's kind of mushy and it always tastes really good.
[06:05.800 --> 06:09.400]  What I don't like about it is it kind of makes my lungs feel sort of heavy.
[06:09.720 --> 06:11.480]  It gives me a butter long sort of feeling.
[06:11.760 --> 06:16.120]  Um, I over dabbed myself with some of this one night. I, uh,
[06:16.120 --> 06:20.480]  I way overheated my banger and took, um, an insanely hot dab,
[06:20.480 --> 06:24.320]  just not paying attention. The last one I'd taken a little cool.
[06:24.320 --> 06:26.000]  So I was a little, you know, Johnny,
[06:28.120 --> 06:31.920]  and uh, uh, while I was coughing, the cough seemed to go on quite a while.
[06:31.920 --> 06:35.280]  And for a minute I considered, is it the mixed gas?
[06:35.680 --> 06:39.240]  But, uh, um, from everything I've seen, all the lab testing, it's, uh,
[06:39.280 --> 06:40.320]  it's totally clean.
[06:40.600 --> 06:41.440]  Okay. Well,
[06:41.480 --> 06:45.080]  we talked about lipids and plant fats and all that kind of stuff on an episode
[06:45.080 --> 06:45.520]  previous.
[06:45.520 --> 06:49.240]  So I wonder if there are plant paraffins and lipids and stuff like that left
[06:49.240 --> 06:53.280]  behind in there that they're not taken out either way. It's marvelous.
[06:53.280 --> 06:57.320]  Hash is what I wanted to get to the flavors. Oh my goodness. Yeah. It's like, uh,
[06:57.640 --> 07:00.880]  at first it was like orangey and then I waited a few minutes and as my mouth
[07:00.880 --> 07:04.080]  dried up, it turned to grapefruits, just straight up grapefruits on my tongue.
[07:04.080 --> 07:06.240]  It was really delicious. I didn't want to take a drink for a while,
[07:06.240 --> 07:09.560]  but I had to cause I was still got the grapefruit coating. Now it's really nice.
[07:09.560 --> 07:11.440]  Nice. Uh, good job on bringing the good hash.
[07:11.440 --> 07:15.520]  Big shout out to rock and extracts. You said they're a Pueblo company. Yeah.
[07:15.520 --> 07:18.440]  They're a, they're right at the street from my, or from the shop.
[07:18.480 --> 07:22.600]  That's pretty cool. Uh, yeah. They, uh, good guys.
[07:22.600 --> 07:24.280]  They make several different products.
[07:24.800 --> 07:27.560]  Their deliveries better always be on time. Yeah. They're never,
[07:27.800 --> 07:31.600]  they walk them over. It's cute. Um, but yeah, they're, uh,
[07:31.800 --> 07:35.200]  can you do that legally with the manifest? Can you walk over a product? Yep.
[07:35.440 --> 07:37.120]  All right. Um, they, uh,
[07:38.120 --> 07:40.560]  they make it a couple of different products that I'm enjoying right now.
[07:40.560 --> 07:42.720]  They've also got the first vape pen cartridge.
[07:42.720 --> 07:46.600]  I've actually not felt bad about spending money on. Nice. Yep.
[07:46.800 --> 07:49.360]  Does it come in flavors or is it just one flavor? Uh,
[07:49.360 --> 07:53.160]  right now it's just a single extract run. Uh, so it's a mixed batch,
[07:53.160 --> 07:57.920]  no strain specific sativa or Indica, a hybrid blend. Of course.
[07:57.960 --> 08:01.160]  Um, they just threw a bunch of shit together. Yeah. It was, well,
[08:01.520 --> 08:04.960]  I have a feeling it's half Clementine half blue dream, um,
[08:04.960 --> 08:09.600]  is honestly what I think it is. Fuck blue dream. Um, but yeah,
[08:09.600 --> 08:12.640]  I've been enjoying the hell out of the sugar wax. Super tasty hash,
[08:12.640 --> 08:13.880]  high quality. So I'm high as shit.
[08:13.880 --> 08:16.080]  When you guys go into your local weed store,
[08:16.080 --> 08:18.160]  if that's the thing where you are asking what, uh,
[08:18.160 --> 08:20.680]  what new stuff is in and check out new stuff. Don't, uh,
[08:20.680 --> 08:23.600]  don't get set in a total routine. There's a lot of new cool stuff coming out.
[08:23.600 --> 08:25.000]  You should check out what's new. You know,
[08:25.000 --> 08:27.040]  I kind of stepped out of my little box. I was,
[08:27.440 --> 08:29.200]  I was really familiar with Turpex. I mean,
[08:29.200 --> 08:31.760]  I grow the product at green and healthy. We take it to Turpex.
[08:31.760 --> 08:34.760]  They turn it into concentrates for us. Why wouldn't I buy that?
[08:34.760 --> 08:38.920]  You know what I mean? But lately I've been buying, uh, the craft extracts. Uh,
[08:38.920 --> 08:42.680]  the craft makes really good products. I've been getting extracts ink. Uh,
[08:42.680 --> 08:44.240]  I think that's what they're called extracts. Yeah.
[08:44.240 --> 08:47.800]  They make really good products. Uh, I had some Darth cookies the other day.
[08:47.800 --> 08:51.080]  It was really tasty stuff. Like I've been stepping out of my normal seven,
[08:51.080 --> 08:53.400]  10 labs. Really good shit. Viola. You know,
[08:53.400 --> 08:56.480]  if you get the right batch of Viola, it'll taste really good. Uh, yeah.
[08:56.640 --> 08:59.160]  Check out new shit. Don't be, don't be afraid to try new stuff.
[08:59.160 --> 09:01.760]  You're going to get a quality product. I'd been, uh,
[09:02.000 --> 09:04.560]  I'd spent a lot of time going through the edible section,
[09:04.560 --> 09:06.720]  making sure I tried kind of one of everything.
[09:07.160 --> 09:09.800]  And I'm doing the same thing with the hash lately. And it's, uh,
[09:09.840 --> 09:12.320]  it's a lot of fun. It's fun watching you step up your hash game.
[09:12.640 --> 09:14.920]  It's so expensive piece by piece.
[09:16.640 --> 09:20.320]  You started off basic. I think I gave you your first stab probably. Yep.
[09:20.480 --> 09:23.760]  I would assume. Yeah. Yeah. It was a downstairs on the swing arm skillet.
[09:23.880 --> 09:26.760]  Oh gosh. The hot oil days. Yeah.
[09:26.800 --> 09:31.760]  The syringe of black CO2 oil on the dabber on the dental pick dabber
[09:31.760 --> 09:35.400]  days. Oh, those days when they were selling us dental pick dabbers at the events
[09:35.400 --> 09:38.440]  for like the price of dab tools and they were just old dental dabbers from
[09:38.440 --> 09:42.520]  Pakistan. Yep. Yeah. Oh man. So, but it's good to see you've stepped up.
[09:42.520 --> 09:45.640]  You went from taking little tiny dabs of just boo boo to now you take pretty
[09:45.640 --> 09:49.760]  good size dabs of some Clementine sugar wax, bro. Right. It's nice.
[09:49.960 --> 09:52.680]  I got you a decent size dab of some pineapple Jack set up there.
[09:52.680 --> 09:55.400]  That's going to make you cough pretty good. The last pineapple Jack,
[09:56.000 --> 10:00.280]  which company made this was a Terp. Yeah, this is from the Turpex. Uh, the,
[10:00.280 --> 10:04.520]  the S the shop got in a shipment of that a long time ago and I ended up with
[10:04.520 --> 10:08.560]  like eight of them at home. By the time we sold out, I had a backstash.
[10:08.600 --> 10:12.520]  I probably grew that. It was delicious. Yeah. That's a really great strain.
[10:12.520 --> 10:15.680]  It grows very well. Very, very well. It's a,
[10:15.720 --> 10:18.280]  it's actually New York pineapple diesel is what it would be.
[10:18.280 --> 10:21.040]  It's a pineapple diesel cross on accident, I think,
[10:21.080 --> 10:23.800]  but there were a bunch of seeds and that's what came out as that phenotype and
[10:23.800 --> 10:28.440]  it grows like a fucking savage. Super sweet. It's a great, it's a great plant.
[10:28.600 --> 10:29.960]  So we've been talking for quite a while here.
[10:29.960 --> 10:32.120]  I don't think we've gotten in the any sort of topic out.
[10:32.120 --> 10:35.800]  Well I'd say just dab. You let the listeners know what the topics. Yeah, yeah.
[10:35.800 --> 10:39.080]  Well the first time I'm going to read a couple of a email, uh, maybe,
[10:39.120 --> 10:41.800]  maybe two depends on how long we go. I'm going to read one email.
[10:41.920 --> 10:44.920]  We'll talk about that. I should find my phone because it's on there. Uh,
[10:44.920 --> 10:48.920]  I wanted to remind everybody that I did promise everybody a podcast about the
[10:49.120 --> 10:51.560]  dabbing granny or featuring the dabbing granny.
[10:51.560 --> 10:55.400]  I recorded that podcast at the Cana Canyon and unfortunately I got home and my
[10:55.400 --> 10:58.480]  memory card would not let me pull the files.
[10:58.520 --> 11:01.200]  It would let me drag the files from the memory card to my desktop,
[11:01.200 --> 11:03.800]  but they will not play. They won't play from the memory card.
[11:03.800 --> 11:05.320]  They won't play from the desktop.
[11:05.720 --> 11:09.920]  I even took the zoom H six and ran the USB cable to the computer and tried to
[11:09.920 --> 11:13.040]  open the files that way and use it as a file reader. It will not do it.
[11:13.640 --> 11:16.600]  So far with my tech skills that that shows lost.
[11:16.600 --> 11:20.240]  So what I've done is I set up another show. Um,
[11:20.440 --> 11:22.760]  I'm not going to tell you when cause you might show up. That's creepy.
[11:22.920 --> 11:25.520]  But in the future, dabbing granny, myself, Brett,
[11:25.560 --> 11:28.680]  Lindsay and maybe a couple of the folks are going to congregate at the Cana
[11:28.680 --> 11:31.880]  Canyon. Mike is going to cough his face off. Hang out, bro.
[11:31.880 --> 11:33.960]  You don't have to run and do it. We'll leave your mic on and everything.
[11:35.160 --> 11:39.360]  He's purple. You guys used to him. He's tomato red, turn a purple again. Uh,
[11:39.400 --> 11:43.080]  but we're going to rerecord the dabbing granny podcast. So stick around.
[11:43.080 --> 11:46.480]  That'll be coming up in the, in the very near future. Uh,
[11:46.480 --> 11:49.560]  we're going to read that email. I said that the one thing I wanted to talk
[11:49.560 --> 11:50.640]  about with Mike, the main thing,
[11:50.640 --> 11:54.120]  cause Mike is our smart friend that comes over with smart shit. Uh,
[11:54.520 --> 11:58.800]  ladies and gentlemen, the DEA has failed to reschedule cannabis.
[11:59.080 --> 12:03.560]  Cannabis is still considered a schedule one drug, which, uh, let me,
[12:03.600 --> 12:04.480]  let me tell you what that means.
[12:04.480 --> 12:08.000]  Schedule one drugs are the most dangerous drugs with the most potential for
[12:08.000 --> 12:10.480]  abuse and psychological dependence.
[12:10.720 --> 12:15.080]  So now cannabis still is in the same category as LSD,
[12:15.200 --> 12:19.240]  as heroin and ecstasy. There is no medicinal value.
[12:20.480 --> 12:21.640]  Mike, how do you feel about that?
[12:23.240 --> 12:26.600]  I saw it coming a mile away, but I'm still a little disappointed.
[12:27.440 --> 12:28.520]  It's 2016.
[12:28.680 --> 12:30.080]  So about 90 days ago,
[12:30.400 --> 12:33.720]  the DEA said that they were considering rescheduling cannabis.
[12:33.920 --> 12:35.520]  They taunted everybody. They teased us.
[12:35.520 --> 12:38.800]  They made us all think that there may be a change. And then in 90 days,
[12:38.880 --> 12:41.240]  they just said, Oh, nevermind. Sorry. We're not going to do that.
[12:41.400 --> 12:44.280]  Well, there was a change and it is big.
[12:44.840 --> 12:48.920]  It's just not as big as the media made it sound. Uh,
[12:48.920 --> 12:53.240]  they didn't reschedule cannabis, but they did open up, um,
[12:53.280 --> 12:58.240]  more research, uh, growths production sites for cannabis, um,
[12:58.280 --> 13:01.640]  for pretty much everybody listening his whole lifetime.
[13:02.120 --> 13:05.680]  The feds have been growing marijuana for research purposes at the university of
[13:05.700 --> 13:10.640]  Mississippi. Sorry, I'm still dabbed out, but, um,
[13:11.880 --> 13:13.480]  uh, that's the only farm that grew it.
[13:13.480 --> 13:16.680]  And if you've been watching Sanjay Gupta's weed one,
[13:16.700 --> 13:20.000]  two and three specials on CNN, they covered the,
[13:20.280 --> 13:24.440]  the research restriction topic pretty well. Basically, uh,
[13:24.480 --> 13:29.360]  there's only one farm growing research marijuana in the U S which means there's
[13:29.360 --> 13:34.160]  almost no variety of cannabis to research in the U S they've only got
[13:34.160 --> 13:37.880]  four strains or some really restricted numbers. Sorry.
[13:37.880 --> 13:39.240]  My lungs are still going a little nuts.
[13:40.000 --> 13:42.400]  We can hear it, but you're good. You're saying you're making enough sense to make
[13:42.400 --> 13:45.640]  it matter. Yeah. I hope you guys are following along.
[13:45.640 --> 13:48.840]  I'm trying really hard not to cough up right into the mic.
[13:48.840 --> 13:50.960]  He's doing really well too. You should see the look on his face.
[13:51.160 --> 13:53.840]  So I'll jump in for a second. This makes you dumb. It's nonsense.
[13:53.840 --> 13:56.680]  You're just stoned. You guys that, uh, that cannabis,
[13:57.040 --> 14:00.960]  I've seen the cannabis that they grow at that facility there in Mississippi and
[14:00.960 --> 14:03.280]  it's garbage. They don't have a proper growth facility.
[14:03.280 --> 14:06.080]  They don't have proper technique. I don't think they have good genetics.
[14:06.200 --> 14:09.440]  I've seen what they're doing and it isn't, it's an embarrassing growth.
[14:09.440 --> 14:11.680]  My girl looked like that. I would put matches to it.
[14:11.880 --> 14:15.040]  They should be ashamed of what they were producing when I saw the last footage in
[14:15.040 --> 14:15.680]  there.
[14:15.680 --> 14:18.560]  There's you can pull up some footage on YouTube,
[14:19.000 --> 14:22.480]  what a lot of it looks like. And when you listen to the researchers talk,
[14:22.480 --> 14:26.080]  they tell you, well, we can produce anything that's requested.
[14:26.080 --> 14:31.080]  We can mix a batch of 19% THC or 10% or 4% or 12% whatever you want.
[14:32.000 --> 14:34.440]  And when you look at what he's talking about, he's basically like, well,
[14:34.440 --> 14:39.440]  we just grind up enough leaf and stem in there to bring the 21 down to 12 or the
[14:40.080 --> 14:44.400]  grind enough bud over the 4% until it's a 9% and it's, yeah,
[14:44.400 --> 14:45.240]  it's not pretty.
[14:45.320 --> 14:48.000]  I've seen their facility and I don't think they ever passed 15%.
[14:48.000 --> 14:48.680]  Um,
[14:48.680 --> 14:53.680]  the feds have run a medical marijuana program since 82 where patients get mailed
[14:55.560 --> 14:59.080]  11 ounces each of pre-rolled joints every month.
[14:59.600 --> 15:00.520]  And like a coffee can,
[15:00.520 --> 15:05.520]  a really cool coffee tin that's actually a bizarre collectible on the U S now
[15:05.520 --> 15:09.000]  because you can find them on eBay from time to time. Um,
[15:09.200 --> 15:11.800]  and one of the federal patients that does a lot of public speaking,
[15:11.800 --> 15:15.600]  we'll give them away for a charity events like silent auctions and stuff.
[15:15.600 --> 15:16.440]  But, uh,
[15:17.120 --> 15:17.560]  um,
[15:17.560 --> 15:22.560]  the marijuana that those patients get is from this farm and some of the video
[15:23.560 --> 15:23.880]  of it,
[15:23.880 --> 15:27.920]  especially that was taken at like conferences in the late nineties and early
[15:28.040 --> 15:28.880]  thousands.
[15:29.080 --> 15:31.000]  The quality is just atrocious.
[15:31.680 --> 15:34.040]  Like they have to unroll the pre-rolled joints,
[15:34.400 --> 15:36.160]  rehydrated in the fridge,
[15:36.200 --> 15:40.960]  like old hippie style with a piece of lettuce or a piece of bread to bring the
[15:40.960 --> 15:43.360]  moisture content up real quick and then reroll it.
[15:44.040 --> 15:46.080]  It's like Mexican brick weed from America.
[15:46.320 --> 15:47.160]  Yep.
[15:48.160 --> 15:49.000]  Why don't they,
[15:49.000 --> 15:49.400]  yeah,
[15:49.400 --> 15:50.480]  they need to hire somebody that,
[15:50.480 --> 15:51.480]  Hey guys in Mississippi,
[15:51.480 --> 15:51.960]  hire me.
[15:51.960 --> 15:52.800]  I know how to grow cannabis.
[15:52.800 --> 15:53.440]  Let's do this.
[15:53.440 --> 15:54.280]  I'll help you out.
[15:54.280 --> 15:57.320]  It's gotten a lot better since a lot of that footage was taken.
[15:57.320 --> 15:58.640]  A lot of that footage was shot.
[15:58.680 --> 15:59.520]  I hope so.
[15:59.760 --> 15:59.800]  Um,
[15:59.800 --> 16:01.520]  did you see the CNN footage?
[16:01.520 --> 16:03.640]  Do you know it well enough to discuss quality from that?
[16:03.720 --> 16:05.400]  I think that's the footage that I saw.
[16:05.400 --> 16:06.440]  They walk into the room with like,
[16:06.440 --> 16:09.360]  it looks like a shitty led and they've got like a small hydro table and the
[16:09.360 --> 16:10.560]  plants just look sad.
[16:11.120 --> 16:11.440]  Um,
[16:11.440 --> 16:13.120]  the plants totally look sad.
[16:13.120 --> 16:13.840]  Yeah.
[16:13.840 --> 16:14.280]  Um,
[16:14.280 --> 16:18.240]  it's definitely not like a Colorado commercial production quality.
[16:18.600 --> 16:20.400]  It's definitely not home grow quality.
[16:20.640 --> 16:21.480]  Yeah.
[16:21.560 --> 16:21.840]  Yeah.
[16:21.840 --> 16:24.440]  Remember the guy we went to his house and he had those super stretchy plants with
[16:24.440 --> 16:25.440]  the UFO light above them.
[16:25.480 --> 16:26.480]  That's what it made me think of.
[16:26.480 --> 16:27.760]  You know who I'm talking about right away.
[16:27.760 --> 16:28.280]  Yeah.
[16:28.280 --> 16:29.560]  It reminded me of that dude's grow.
[16:29.560 --> 16:29.880]  I was like,
[16:29.880 --> 16:30.160]  Oh,
[16:30.160 --> 16:31.160]  that guy's growing over there.
[16:31.160 --> 16:31.880]  Shit.
[16:31.880 --> 16:32.040]  Yeah.
[16:32.040 --> 16:33.080]  Some struggle buds.
[16:33.360 --> 16:33.520]  Yeah.
[16:33.520 --> 16:35.120]  So they can't be very struggle,
[16:35.120 --> 16:35.960]  but it can't be very,
[16:36.120 --> 16:37.720]  very good quality by the looks of it.
[16:38.000 --> 16:38.480]  So there,
[16:38.480 --> 16:41.480]  the DEA claims that cannabis does not have a,
[16:41.520 --> 16:46.000]  a currently accepted medical use in the U S and there is a lack of accepted
[16:46.000 --> 16:50.720]  safety for its use under medical supervision and it has a high potential for
[16:50.720 --> 16:51.560]  abuse.
[16:51.760 --> 16:53.040]  All of that is bullshit.
[16:53.040 --> 16:53.440]  You guys,
[16:53.440 --> 16:53.640]  what,
[16:53.640 --> 16:54.280]  what,
[16:54.280 --> 16:54.800]  why aren't,
[16:54.800 --> 16:55.360]  why?
[16:55.360 --> 16:55.640]  Mike,
[16:55.640 --> 16:58.520]  why isn't the DEA smart enough to see that all of that is bullshit?
[16:59.360 --> 16:59.520]  Oh,
[16:59.520 --> 17:00.440]  they totally do.
[17:00.800 --> 17:01.400]  So what's their,
[17:01.400 --> 17:01.840]  what's their,
[17:01.840 --> 17:02.680]  it's not,
[17:02.720 --> 17:07.720]  it doesn't have anything to do with marijuana itself and everything to do with
[17:09.160 --> 17:10.280]  succeeding power.
[17:10.360 --> 17:11.200]  In my opinion,
[17:11.880 --> 17:15.960]  the marijuana being illegal is an amazingly powerful tool.
[17:16.040 --> 17:19.800]  It does several things that they want to keep happening.
[17:20.800 --> 17:22.000]  If they lose that stick,
[17:22.000 --> 17:22.880]  they lose a lot.
[17:23.640 --> 17:24.480]  Um,
[17:25.080 --> 17:27.320]  there are a lot of things that are built on that pyramid.
[17:27.320 --> 17:28.360]  They crumble after,
[17:29.280 --> 17:30.640]  is it the pharmaceutical industry?
[17:31.280 --> 17:31.800]  Um,
[17:31.800 --> 17:33.600]  there are definitely financial interests.
[17:33.600 --> 17:34.200]  Is it the prison?
[17:34.200 --> 17:35.320]  Is it the prison industry?
[17:35.360 --> 17:36.080]  Um,
[17:36.080 --> 17:38.200]  there's been some good reporting lately.
[17:38.200 --> 17:38.720]  Um,
[17:38.720 --> 17:41.280]  Washington or I don't remember which paper,
[17:41.280 --> 17:42.120]  but uh,
[17:42.360 --> 17:46.600]  looking at the major lobbying efforts recently against marijuana rescheduling
[17:46.600 --> 17:48.320]  against marijuana legalization.
[17:48.720 --> 17:51.240]  And a lot of that's coming from alcohol and pharmaceuticals,
[17:51.520 --> 17:52.200]  alcohol,
[17:52.200 --> 17:53.920]  pharmaceutical prisons.
[17:53.920 --> 17:54.320]  Okay.
[17:54.640 --> 17:54.800]  Well,
[17:54.800 --> 17:58.600]  there's a big report out recently that legal marijuana States and medical
[17:58.600 --> 18:02.680]  marijuana States saw huge reductions in Medicare and Medicaid prescription
[18:02.680 --> 18:03.280]  billing.
[18:03.280 --> 18:04.120]  Oh wow.
[18:04.160 --> 18:05.000]  Um,
[18:05.120 --> 18:10.120]  and it was in enough States and over the same timelines to draw causation
[18:11.280 --> 18:12.120]  conclusions.
[18:12.520 --> 18:12.920]  Um,
[18:12.920 --> 18:15.080]  not a one to one like mathematical,
[18:15.320 --> 18:16.000]  um,
[18:16.000 --> 18:16.800]  conclusion,
[18:16.800 --> 18:21.800]  but enough to infer that where people have easy free legal access to cannabis,
[18:22.800 --> 18:23.440]  um,
[18:23.440 --> 18:25.160]  they can just swing by a store and get it.
[18:25.160 --> 18:30.160]  Basically they consume significantly less prescription drugs and that's a huge
[18:30.480 --> 18:32.200]  loss to a major industry.
[18:32.560 --> 18:33.880]  Same thing with alcohol.
[18:33.960 --> 18:34.800]  Um,
