[00:01.790 --> 00:04.130]  Welcome back podcast world.
[01:58.850 --> 01:59.850]  It's a very cute little rig.
[01:59.850 --> 02:00.730]  It's shaped like a cup.
[02:00.730 --> 02:02.930]  It looks like maybe a small cup that you'd get some,
[02:02.930 --> 02:04.890]  maybe if you ordered orange juice in at McDonald's
[02:04.890 --> 02:06.550]  or something or some fast food joint.
[02:06.550 --> 02:08.010]  It's that style of a cup shape.
[02:08.010 --> 02:10.410]  It's got a straw coming out of it for a mouthpiece.
[02:10.410 --> 02:12.830]  The best part is on the front part of the rig,
[02:12.830 --> 02:15.010]  there is a picture of my boy Adam Ill.
[02:15.010 --> 02:15.890]  He's just looking at you.
[02:15.890 --> 02:17.410]  You can see him going, what?
[02:17.410 --> 02:19.970]  And then it says Adam Ill times Hempur on the bottom there.
[02:19.970 --> 02:20.930]  It's got a disc perk,
[02:20.930 --> 02:22.690]  which was actually done in an amber color.
[02:22.690 --> 02:25.430]  And then the straw itself was done in an amber color also.
[02:25.430 --> 02:27.770]  I like the way that the mouthpiece kind of flares out.
[02:27.770 --> 02:29.650]  I like those flared out mouthpieces.
[02:29.650 --> 02:32.370]  Great little rig from our friends at Adam Ill and Hempur Co.
[02:32.370 --> 02:34.050]  And then also they threw in a banger.
[02:34.050 --> 02:37.090]  So it came with a 14 millimeter banger,
[02:37.090 --> 02:39.130]  a male banger that fits right into the rig.
[02:39.130 --> 02:40.450]  This thing is super thick.
[02:40.450 --> 02:41.890]  It holds heat really well.
[02:41.890 --> 02:44.850]  So pretty much all I needed now was a torch and some dabs
[02:44.850 --> 02:45.690]  and I was able to dab.
[02:45.690 --> 02:47.970]  And of course I've got that, but wait, there's more.
[02:47.970 --> 02:49.610]  They included a whole bunch of sweet accessories.
[02:49.610 --> 02:50.610]  I'm not going to go over everything,
[02:50.610 --> 02:52.850]  but there's a pack of Q-tips in there
[02:52.850 --> 02:54.370]  to keep the new banger clean.
[02:54.370 --> 02:56.350]  And then one of my favorite things was random.
[02:56.350 --> 02:59.490]  There are some snap cap alcohol swabs.
[02:59.490 --> 03:01.290]  They've got alcohol Q-tips.
[03:01.290 --> 03:03.330]  So they're a Q-tip that you crack the tip
[03:03.330 --> 03:05.090]  and then it becomes wet with alcohol.
[03:05.090 --> 03:05.930]  What?
[03:05.930 --> 03:07.450]  So now you've got some alcohol soaked Q-tips
[03:07.450 --> 03:09.730]  to clean your banger, to help clean your stuff up.
[03:09.730 --> 03:10.930]  Super helpful there.
[03:10.930 --> 03:11.930]  There were some papers in there.
[03:11.930 --> 03:13.250]  There's some stickers in there.
[03:13.250 --> 03:15.770]  There's a wristband with a stash pocket on the back of it.
[03:15.770 --> 03:17.130]  That's going to be useful.
[03:17.130 --> 03:19.170]  And then also my favorite part,
[03:19.170 --> 03:22.530]  there's an Adam Il air freshener for your car.
[03:23.410 --> 03:24.970]  There are a few other cool items in here.
[03:24.970 --> 03:27.730]  There's a silicone ashtray with a cone in the middle of it.
[03:27.730 --> 03:29.410]  So you can catch your bowls on that.
[03:29.410 --> 03:31.170]  There's a small torch lighter
[03:31.170 --> 03:32.730]  so that you can light your blunts.
[03:32.730 --> 03:34.570]  There's a hemp wick in here.
[03:34.570 --> 03:36.850]  There are a couple other small accessories,
[03:36.850 --> 03:38.490]  but it's a really well put together package.
[03:38.490 --> 03:39.850]  I think this was well thought out
[03:39.850 --> 03:41.290]  and I wanted to make sure to say thank you
[03:41.290 --> 03:43.530]  to Hemper Co and my buddy Adam Il
[03:43.530 --> 03:45.170]  and also a big shout out to Dab and Granny
[03:45.170 --> 03:48.450]  for making sure I got on the list for one of these boxes.
[03:48.450 --> 03:49.730]  So big shout out to everybody
[03:49.730 --> 03:51.470]  for taking such good care of me.
[03:52.650 --> 03:54.370]  All right, you guys, one more thing to talk about
[03:54.370 --> 03:57.530]  before we get into the main topic of this podcast.
[03:57.530 --> 04:00.850]  A couple of episodes ago, I talked about my strain Arise
[04:00.850 --> 04:03.850]  and I requested my audience to go to Leafly
[04:03.850 --> 04:06.930]  and help me get Arise posted on the website Leafly.
[04:06.930 --> 04:09.310]  Leafly is a website that many people go to
[04:09.310 --> 04:10.970]  to find strain recommendations.
[04:10.970 --> 04:13.290]  They list a lot of strains there.
[04:13.290 --> 04:14.530]  You can click on the strain.
[04:14.530 --> 04:16.370]  You can read reviews from other consumers.
[04:16.370 --> 04:18.210]  You can see what it smokes like.
[04:18.970 --> 04:19.810]  You can see what the high is like.
[04:19.810 --> 04:21.450]  You can see how it smells and tastes.
[04:21.450 --> 04:22.650]  You can also click on the strain
[04:22.650 --> 04:24.970]  and get a bunch of information about how it grows,
[04:24.970 --> 04:26.370]  about how it was bred.
[04:26.370 --> 04:28.850]  Leafly is a great resource for a lot of people
[04:28.850 --> 04:30.650]  who are new to the cannabis industry
[04:30.650 --> 04:32.430]  and want to discover new strains
[04:32.430 --> 04:34.370]  without having to go to the dispensary
[04:34.370 --> 04:35.850]  and biogram of everything.
[04:35.850 --> 04:37.310]  So it's a good place for them to find out
[04:37.310 --> 04:40.130]  what they're interested in and what may get their attention
[04:40.130 --> 04:42.510]  and also what may work for them medically.
[04:42.510 --> 04:47.510]  So I'm trying to get Arise listed on leafly.com.
[04:47.550 --> 04:49.630]  All I did was say, hey guys, go do this for me
[04:49.630 --> 04:52.470]  and I gave vague instructions on how to do so.
[04:52.470 --> 04:54.270]  Since then I've gotten a couple of messages saying,
[04:54.270 --> 04:56.470]  hey dude, how do I do this?
[04:56.470 --> 04:58.150]  I've noticed that it is hard to figure out
[04:58.150 --> 05:00.150]  where to create a new strain review
[05:00.150 --> 05:01.710]  if you're not familiar with Leafly.
[05:01.710 --> 05:05.190]  So this is a brief explanation on how to do a review
[05:05.190 --> 05:08.210]  on a strain that does not exist on Leafly.
[05:08.210 --> 05:10.710]  These instructions are based on using the website,
[05:10.710 --> 05:11.750]  not the application.
[05:11.750 --> 05:13.250]  I don't have the app in my phone.
[05:13.250 --> 05:14.870]  I open up a web browser.
[05:14.870 --> 05:17.230]  I go to leafly.com.
[05:17.950 --> 05:19.670]  Then either log in or create an account.
[05:19.670 --> 05:21.230]  It's really easy to create an account.
[05:21.230 --> 05:22.510]  It won't take you that long.
[05:22.510 --> 05:24.390]  You have to have an account to leave a review
[05:24.390 --> 05:25.690]  or to create a new strain.
[05:25.690 --> 05:28.270]  So create a new account, log in.
[05:28.270 --> 05:32.070]  Then from there, you will click on your name
[05:32.070 --> 05:35.350]  and it will bring a menu with other options.
[05:35.350 --> 05:37.830]  On that menu, it'll say profile, activity.
[05:37.830 --> 05:39.110]  It'll have your location.
[05:39.110 --> 05:40.270]  It'll say settings.
[05:40.270 --> 05:42.390]  Then it says add strain review.
[05:42.390 --> 05:44.770]  That's where you want to click, add strain review.
[05:44.770 --> 05:46.010]  That will take you to the page
[05:46.010 --> 05:48.850]  where you can actually add a new strain.
[05:48.850 --> 05:50.290]  So it says create a new review.
[05:50.290 --> 05:52.150]  It says enter name.
[05:52.150 --> 05:54.970]  In box one right there, just type the word arise.
[05:54.970 --> 05:57.930]  Arise is not currently in Leafly's database.
[05:57.930 --> 06:00.970]  So on step two, where it says select item to review,
[06:00.970 --> 06:03.610]  you will have to click add arise.
[06:03.610 --> 06:05.570]  Then step three is select type.
[06:05.570 --> 06:06.530]  It is a strain.
[06:06.530 --> 06:08.450]  You are not reviewing an edible or a topical.
[06:08.450 --> 06:10.170]  This is a strain.
[06:10.170 --> 06:12.690]  Number four, select category.
[06:12.690 --> 06:14.330]  Arise is a hybrid.
[06:14.330 --> 06:15.950]  It is a sativa dominant hybrid,
[06:16.790 --> 06:17.630]  but it is a hybrid.
[06:17.630 --> 06:18.950]  Now once you've clicked on all of that,
[06:18.950 --> 06:20.750]  it will take you to the next page,
[06:20.750 --> 06:22.550]  which is where you can type a review.
[06:22.550 --> 06:24.310]  It will ask you to rate this strain,
[06:24.310 --> 06:26.830]  overall review, one through five stars.
[06:26.830 --> 06:29.030]  Of course, I encourage you to give five stars,
[06:29.030 --> 06:30.790]  but be honest.
[06:30.790 --> 06:32.550]  If you don't feel like it was worth five,
[06:32.550 --> 06:34.470]  give it what you feel like it deserves.
[06:34.470 --> 06:36.870]  Then it says what do you think about this strain?
[06:36.870 --> 06:38.010]  Talk about the appearance.
[06:38.010 --> 06:39.110]  Talk about the aroma.
[06:39.110 --> 06:40.110]  Talk about the flavor.
[06:40.110 --> 06:41.550]  Talk about the effects.
[06:41.550 --> 06:44.170]  Type in what you like about the strain.
[06:44.170 --> 06:46.610]  Then you get to continue on with the review.
[06:46.610 --> 06:49.370]  The next question is flower or concentrate.
[06:49.370 --> 06:52.170]  Were you smoking buds or was this dabs?
[06:52.170 --> 06:55.090]  Then the next question is smoke or vaporize.
[06:55.090 --> 06:58.050]  Did you roll one up or did you put it in the vaporizer?
[06:58.050 --> 06:58.930]  That's your next option.
[06:58.930 --> 07:02.210]  Then the next thing you get to answer is
[07:02.210 --> 07:05.570]  you get to talk about the effects.
[07:05.570 --> 07:07.050]  Did this get you aroused?
[07:07.050 --> 07:08.050]  Were you creative?
[07:08.050 --> 07:09.170]  Were you energetic?
[07:09.170 --> 07:12.170]  Click on any of the things that you feel like apply to you.
[07:12.170 --> 07:13.730]  Then there is a box for other.
[07:14.250 --> 07:15.610]  You can type in any words there.
[07:15.610 --> 07:17.850]  If it had some sort of an effect on you,
[07:17.850 --> 07:18.970]  make sure you list that.
[07:18.970 --> 07:21.250]  Then the next option is medical effects.
[07:21.250 --> 07:22.950]  If this had some sort of a medical effect,
[07:22.950 --> 07:25.770]  if it eased some sort of a medical condition for you,
[07:25.770 --> 07:26.730]  type that in there.
[07:26.730 --> 07:29.050]  It's already got cramps, depression, eye pressure,
[07:29.050 --> 07:30.690]  and things like that listed.
[07:30.690 --> 07:32.570]  If it did something for you medicinally,
[07:32.570 --> 07:34.050]  please type that in there.
[07:34.050 --> 07:36.010]  Then it's got medical conditions.
[07:36.010 --> 07:37.450]  If it worked for your Alzheimer's,
[07:37.450 --> 07:39.610]  your anorexia, your anxiety,
[07:39.610 --> 07:41.450]  if it worked for anything on this list,
[07:41.450 --> 07:43.570]  please click on that and it'll highlight it
[07:44.410 --> 07:45.250]  and that will add that to your review.
[07:45.250 --> 07:47.130]  There's also that box where it says other.
[07:47.130 --> 07:48.850]  Type in anything that worked for you
[07:48.850 --> 07:50.530]  that is not listed there.
[07:50.530 --> 07:51.530]  I would appreciate that.
[07:51.530 --> 07:53.790]  Then it says add potency information.
[07:53.790 --> 07:55.210]  If you happen to know the potency,
[07:55.210 --> 07:57.170]  if you bought it at a dispensary in Colorado,
[07:57.170 --> 07:58.750]  it will have the potency listed.
[07:58.750 --> 08:00.170]  Just go ahead and type that in.
[08:00.170 --> 08:02.250]  It will say add flavor information.
[08:02.250 --> 08:03.290]  When you click on that tab,
[08:03.290 --> 08:04.530]  it brings up a bunch of things
[08:04.530 --> 08:06.610]  that all you have to do is click on them and highlight them.
[08:06.610 --> 08:07.730]  And if they're highlighted,
[08:07.730 --> 08:09.490]  it will be added to your review.
[08:09.490 --> 08:10.330]  And I really like it.
[08:10.330 --> 08:14.370]  It's got ammonia, apple, berry, butter.
[08:14.370 --> 08:15.970]  There are a bunch of great things listed on here.
[08:15.970 --> 08:17.690]  Honey, lavender.
[08:17.690 --> 08:19.570]  It gives you a lot of options for listing the flavor
[08:19.570 --> 08:20.770]  and you can really get specific.
[08:20.770 --> 08:22.410]  It'll let you click on a bunch of them.
[08:22.410 --> 08:24.490]  So feel free to click on as many flavors
[08:24.490 --> 08:25.650]  as you tasted in there.
[08:25.650 --> 08:26.850]  Click on those.
[08:26.850 --> 08:28.710]  Then the next question is dispensary.
[08:28.710 --> 08:30.490]  If you remember where you picked it up,
[08:30.490 --> 08:31.530]  go ahead and type that in there.
[08:31.530 --> 08:33.330]  If you don't remember, that's okay.
[08:33.330 --> 08:36.330]  If you got it on the street, if you grew it,
[08:36.330 --> 08:37.810]  if you don't want to reveal where it came from,
[08:37.810 --> 08:39.430]  you can leave that tab blank
[08:39.430 --> 08:40.630]  and that will be just fine.
[08:40.630 --> 08:43.510]  Then at the end, you just click save my review.
[08:43.510 --> 08:46.150]  And now you have successfully reviewed Arise
[08:46.150 --> 08:48.670]  and you have helped me get one of my proudest creations
[08:48.670 --> 08:51.530]  listed on the website, leafly.com.
[08:51.530 --> 08:52.910]  You guys, thank you for the support.
[08:52.910 --> 08:55.090]  I truly do appreciate all of your help.
[08:55.090 --> 08:56.710]  I know I ask you guys to do something
[08:56.710 --> 08:57.750]  on every single episode.
[08:57.750 --> 09:01.110]  I either ask for Patreon help or ask for iTunes reviews.
[09:01.110 --> 09:02.790]  And now I'm up here asking for you to go
[09:02.790 --> 09:05.310]  to a totally different website and create a new account
[09:05.310 --> 09:06.830]  and review my strain for me.
[09:06.830 --> 09:08.710]  But I do appreciate all of the support
[09:08.710 --> 09:10.110]  and I couldn't do what I'm doing
[09:10.110 --> 09:12.590]  without your guys' love and support.
[09:12.590 --> 09:13.690]  So thank you for that.
[09:14.590 --> 09:16.790]  You guys, I'm only nine minutes into this show
[09:16.790 --> 09:18.450]  and my throat is starting to sound like crap.
[09:18.450 --> 09:19.930]  My voice is starting to get funky.
[09:19.930 --> 09:21.110]  So I'm gonna press pause.
[09:21.110 --> 09:22.470]  I'm gonna pound a bunch of water.
[09:22.470 --> 09:24.550]  And then when I get back, we're gonna talk about
[09:24.550 --> 09:26.670]  watering our cannabis plants.
[09:51.840 --> 09:53.640]  All right, podcast world, I am back.
[09:53.640 --> 09:55.680]  While I was gone, I took some dabs of some
[09:55.680 --> 09:59.440]  Doctor Who full spectrum extract from Green Dot Labs.
[09:59.440 --> 10:02.800]  This stuff tastes like a strawberry kiwi Snapple.
[10:02.800 --> 10:06.160]  The package says passion fruit, guava, and strawberry taffy,
[10:06.160 --> 10:10.320]  but I got more of a kiwi strawberry Snapple sort of a flavor.
[10:10.320 --> 10:12.260]  Kind of woke me up, snapped me out of that little
[10:12.260 --> 10:13.920]  mellow buzz from the other dabs.
[10:13.920 --> 10:15.560]  I approve.
[10:15.560 --> 10:17.320]  Now, before I pressed pause and took a break
[10:17.320 --> 10:20.520]  and hydrated and medicated, I said I was going to come back
[10:20.520 --> 10:23.200]  and talk about watering our plants.
[10:23.200 --> 10:24.440]  Something that we do every day,
[10:24.440 --> 10:26.080]  something that seems so simple,
[10:26.080 --> 10:28.360]  something that we can really do wrong
[10:28.360 --> 10:30.200]  if we're not paying attention.
[10:30.200 --> 10:33.200]  So let's get right into watering our plants.
[10:33.200 --> 10:35.160]  I'm gonna talk about something that I call
[10:35.160 --> 10:36.720]  one through five water tech.
[10:36.720 --> 10:38.560]  It's something I use to train new employees.
[10:38.560 --> 10:41.200]  It's something I go over with anybody who waters plants.
[10:41.200 --> 10:43.280]  They get trained on one through five water tech.
[10:43.280 --> 10:45.880]  It's something I could recommend to every commercial grow.
[10:45.880 --> 10:48.080]  It's something I can recommend to every home grow.
[10:48.080 --> 10:49.840]  If you're watering with a pitcher,
[10:49.840 --> 10:51.540]  if you're watering with a watering wand,
[10:51.540 --> 10:54.040]  if you're watering with an automated drip system,
[10:54.040 --> 10:56.020]  however you have chosen to water your plants,
[10:56.020 --> 10:58.660]  this will work for you.
[10:58.660 --> 11:01.140]  Now keep in mind, when you're watering the plants,
[11:01.140 --> 11:02.940]  we need to saturate our medium.
[11:02.940 --> 11:04.420]  We don't want to leave dry spots in there.
[11:04.420 --> 11:05.580]  We want to wet everything,
[11:05.580 --> 11:08.140]  but we don't want to drown the roots.
[11:08.140 --> 11:10.900]  So you need enough water in there to get everything wet.
[11:10.900 --> 11:12.980]  You want a little bit of runoff,
[11:12.980 --> 11:14.740]  but then you don't want so much water in there
[11:14.740 --> 11:16.740]  that they're spongy and the plants are drowning
[11:16.740 --> 11:18.760]  and you have forced out all of the oxygen.
[11:18.760 --> 11:20.780]  So it's a nice balance that you need to find.
[11:20.780 --> 11:21.940]  It takes time.
[11:21.940 --> 11:24.080]  This will be a way to help you dial it in.
[11:24.080 --> 11:25.380]  Also, think about this.
[11:25.380 --> 11:27.840]  Jorge Cervantes taught us a very long time ago
[11:27.840 --> 11:30.380]  in one of the very first grow videos I ever watched,
[11:30.380 --> 11:34.380]  Jorge said, water should be abundant, but not excessive.
[11:34.380 --> 11:35.340]  So keep that in mind.
[11:35.340 --> 11:38.900]  You want an abundance of water, but not excessive water.
[11:38.900 --> 11:42.880]  So the idea behind that is to water them thoroughly,
[11:42.880 --> 11:45.300]  give them a lot of water to where the whole medium,
[11:45.300 --> 11:47.460]  all of the cocoa, all of the soil is saturated.
[11:47.460 --> 11:49.220]  There's a little water coming out of the bottom.
[11:49.220 --> 11:50.820]  Now the water is abundant.
[11:50.820 --> 11:53.260]  Now don't water it again until it needs it.
[11:53.260 --> 11:55.100]  And that is not excessive.
[11:55.780 --> 11:57.740]  You've got abundance and not excess.
[11:57.740 --> 12:00.500]  Also focus on not getting all of the water
[12:00.500 --> 12:02.260]  directly in the center of the pot.
[12:02.260 --> 12:04.060]  The roots are growing outward.
[12:04.060 --> 12:07.140]  Your freshest, hungriest, most vigorous roots
[12:07.140 --> 12:08.660]  are out there at the outer edge.
[12:08.660 --> 12:10.220]  So water the outer edge of the plant
[12:10.220 --> 12:12.300]  and let the water work its way in.
[12:12.300 --> 12:14.540]  Don't go just pouring the water dead center.
[12:14.540 --> 12:17.340]  Try to get the whole pot saturated.
[12:17.340 --> 12:19.460]  I keep saying you want the whole pot saturated
[12:19.460 --> 12:20.740]  and that's our goal.
[12:20.740 --> 12:22.920]  If you're pouring nutrients into your solution,
[12:22.920 --> 12:25.020]  you're pouring that water into that root zone,
[12:25.900 --> 12:27.500]  you want that everywhere so that every root can eat.
[12:27.500 --> 12:28.980]  You don't want it to have to go digging around
[12:28.980 --> 12:30.580]  to try to find whatever you just fed it.
[12:30.580 --> 12:31.600]  Where's the plus life?
[12:31.600 --> 12:32.440]  Where is it?
[12:32.440 --> 12:34.580]  You want it to just go, ah yeah, there's plus life.
[12:34.580 --> 12:36.460]  You just want those roots to be saturated
[12:36.460 --> 12:37.900]  or you want that dirt to be saturated
[12:37.900 --> 12:39.820]  so those roots know right where it is.
[12:39.820 --> 12:40.660]  It's right here.
[12:40.660 --> 12:41.900]  I'm just touching it already.
[12:41.900 --> 12:42.940]  It's been hand delivered to me.
[12:42.940 --> 12:45.220]  They just brought it right to me on a cafeteria tray.
[12:45.220 --> 12:46.460]  I'm gonna eat up this plus life.
[12:46.460 --> 12:47.780]  I'm gonna eat up this shine.
[12:47.780 --> 12:51.020]  I'm gonna eat up this HD and some fulvic
[12:51.020 --> 12:51.980]  and we're just gonna take it up
[12:51.980 --> 12:53.340]  because they don't have to go anywhere for it.
[12:54.180 --> 12:55.220]  Saturate your medium.
[12:55.220 --> 12:56.060]  That is my point.
[12:56.060 --> 12:57.300]  Now let's actually talk a little bit
[12:57.300 --> 13:00.540]  about one through five water tech.
[13:00.540 --> 13:02.860]  One through five is a good way to balance out
[13:02.860 --> 13:06.060]  your wet and dry cycles in your pots.
[13:06.060 --> 13:08.660]  If your plants get too dry or if they're too wet,
[13:08.660 --> 13:11.020]  you will have pH fluctuations.
[13:11.020 --> 13:12.940]  You will have slow root growth.
[13:12.940 --> 13:14.580]  Your plants will stop eating.
[13:14.580 --> 13:16.260]  You will have diminished yields.
[13:16.260 --> 13:18.740]  If your plants are too wet or too dry for too long,
[13:18.740 --> 13:20.140]  you will definitely see problems.
[13:20.140 --> 13:22.780]  You've seen what happens if plants get too dry, right?
[13:22.780 --> 13:23.700]  You know what happens.
[13:23.700 --> 13:24.580]  If they get too wet,
[13:24.580 --> 13:26.260]  I'm sure some of you have seen what happens.
[13:26.260 --> 13:28.620]  It's the same thing as if they get too dry.
[13:28.620 --> 13:31.540]  So we always try to keep our plants right at the sweet spot.
[13:31.540 --> 13:32.380]  We don't want them dry.
[13:32.380 --> 13:33.500]  We don't want them soggy.
[13:33.500 --> 13:35.340]  We want them right where I call number three.
[13:35.340 --> 13:38.860]  So let's just get right into one through five.
[13:38.860 --> 13:40.040]  Now for this to work,
[13:40.040 --> 13:43.340]  you're gonna need all of your plants in the same size
[13:43.340 --> 13:45.780]  and shape pot with the same amount of medium.
[13:45.780 --> 13:47.220]  So that's really gonna help you out.
[13:47.220 --> 13:48.980]  You'll learn from this.
[13:48.980 --> 13:49.980]  You'll learn how to adjust that.
[13:49.980 --> 13:51.380]  But if you wanna teach this technique,
[13:51.380 --> 13:53.620]  you need everything to be the same.
[13:53.620 --> 13:55.260]  You need it to all match up.
[13:55.260 --> 13:56.220]  You need it uniform.
[13:56.220 --> 13:57.780]  That makes it a lot easier to teach this
[13:57.780 --> 14:00.380]  and to keep this into production with your crew.
[14:00.380 --> 14:02.680]  So get the pot that you're gonna use.
[14:02.680 --> 14:04.860]  Get the medium that you're going to use.
[14:04.860 --> 14:07.700]  Fill that pot just like you were gonna fill it with a plant.
[14:07.700 --> 14:08.540]  Put your plant in there,
[14:08.540 --> 14:10.820]  just like you're gonna transplant a fresh plant in there.
[14:10.820 --> 14:12.020]  Pack it down just like you would.
[14:12.020 --> 14:13.220]  Do not water it.
[14:13.220 --> 14:14.060]  Get done.
[14:14.060 --> 14:14.880]  Get it all the way done.
[14:14.880 --> 14:15.820]  Have it just where you're gonna water it.
[14:15.820 --> 14:17.060]  Have all the amount of cocoa
[14:17.060 --> 14:19.100]  or all the amount of dirt that you're gonna have in there.
[14:19.100 --> 14:19.940]  Be done.
[14:19.940 --> 14:21.220]  I'm not shaking the pot that's in my hand
[14:21.220 --> 14:22.220]  that is invisible,
[14:22.220 --> 14:23.660]  but I'm shaking it to get all that dirt
[14:23.660 --> 14:24.900]  packed down to the bottom.
[14:24.900 --> 14:26.420]  Twist it a couple times to get all that dirt
[14:26.420 --> 14:27.260]  moved into place.
[14:27.260 --> 14:29.460]  Pack the plant down in there nice and tight.
[14:29.460 --> 14:30.400]  It's nice and snug.
[14:30.400 --> 14:31.240]  It's ready to go.
[14:31.240 --> 14:32.080]  All you need now is water, right?
[14:32.080 --> 14:33.140]  Don't pour the water.
[14:33.140 --> 14:34.540]  Set that pot down.
[14:34.540 --> 14:37.460]  Now get another pot and do just the same thing.
[14:37.460 --> 14:38.420]  Put a plant in there,
[14:38.420 --> 14:41.260]  fill it with cocoa or soil or whatever you're gonna use.
[14:41.260 --> 14:42.500]  Do it the same as you did the other one.
[14:42.500 --> 14:44.300]  The same exact method, the same technique.
[14:44.300 --> 14:45.340]  Pack it down.
[14:45.340 --> 14:46.260]  Make it match.
[14:46.260 --> 14:47.700]  If you do that thing where you pick up the pot
[14:47.700 --> 14:48.900]  and tap it on the ground a few times
[14:48.900 --> 14:50.300]  to get the dirt in there,
[14:50.300 --> 14:51.660]  I'm sure you just heard me hit the table.
[14:51.660 --> 14:54.100]  Just tap that in there a little bit to get it into place.
[14:54.100 --> 14:55.120]  Get it to settle.
[14:55.120 --> 14:56.220]  Shake it into place.
[14:56.220 --> 14:58.380]  Do the same thing to all of the pots.
[14:58.380 --> 15:00.660]  Now you've got one you did not pour any water through.
[15:00.660 --> 15:02.840]  Now this other pot that we just potted,
[15:02.840 --> 15:03.900]  for the sake of this training,
[15:03.900 --> 15:06.620]  let's say that we're using three gallon pots.
[15:06.620 --> 15:07.740]  Push the one pot aside.
[15:07.740 --> 15:08.860]  It doesn't get any water right now.
[15:08.860 --> 15:10.260]  Yeah, that plant's gonna start looking angry
[15:10.260 --> 15:11.460]  in a few minutes, but we'll rescue it.
[15:11.460 --> 15:13.020]  Don't worry, it'll get CPR in a little while
[15:13.020 --> 15:14.180]  after training class is over.
[15:14.180 --> 15:17.180]  But this other plant that we just put in the pot,
[15:17.180 --> 15:18.760]  let's soak the shit out of it.
[15:19.620 --> 15:20.960]  Let's pour like two, maybe three gallons of water
[15:20.960 --> 15:23.240]  through this pot until water is just gushing
[15:23.240 --> 15:24.080]  out of the bottom.
[15:24.080 --> 15:26.720]  We may kill this plant, but this is the sake of training.
[15:26.720 --> 15:28.840]  So we're gonna just pour water through it
[15:28.840 --> 15:30.480]  until it's saturated.
[15:30.480 --> 15:32.920]  And then when you think it's saturated with water,
[15:32.920 --> 15:34.360]  pour a little bit more in there.
[15:34.360 --> 15:36.160]  Just to where it is just pouring out of the bottom
