[00:00.000 --> 00:22.520]  Alright, here we go.
[10:22.360 --> 10:27.560]  and night swing and maybe five or 10% humidity between our day and night swing, that will
[10:27.560 --> 10:30.920]  help with the stretch, that initial stretch into the flowering phase.
[10:30.920 --> 10:31.920]  That may help.
[10:31.920 --> 10:32.920]  That may be a way to do it.
[10:32.920 --> 10:37.880]  Popping and twisting the stems, cracking the branches, that may be one way to do it.
[10:37.880 --> 10:43.400]  But overall, the ultimate solution as the consultant who sees the overall problem as
[10:43.400 --> 10:47.360]  an experienced grower who's been in these commercial facilities, the answer to that
[10:47.360 --> 10:49.360]  was just flower earlier.
[10:49.360 --> 10:53.400]  Why are you going to grow 10 foot tall plants if you've only got a 14 foot ceiling?
[10:53.400 --> 10:56.040]  Grow five foot tall plants, flower them out.
[10:56.040 --> 10:57.040]  They'll be 10 feet tall.
[10:57.520 --> 10:58.880]  You've got four feet of extra space.
[10:58.880 --> 11:00.360]  Think ahead, plan ahead.
[11:00.360 --> 11:01.760]  We talked about that before.
[11:01.760 --> 11:02.760]  Be successful.
[11:02.760 --> 11:03.760]  All right.
[11:03.760 --> 11:06.880]  Let me hit my notes here, recap myself, get myself back on track, make sure we're doing
[11:06.880 --> 11:07.880]  this right.
[11:07.880 --> 11:10.060]  Yes, question about winter frost.
[11:10.060 --> 11:11.060]  We covered that.
[11:11.060 --> 11:12.060]  Okay.
[11:12.060 --> 11:13.800]  Now, I do have more emails in front of me.
[11:13.800 --> 11:15.480]  Do I want to give this person a shout out?
[11:15.480 --> 11:16.940]  Do they want their name said?
[11:16.940 --> 11:21.120]  This one, they did not leave their name, but big shout out.
[11:21.120 --> 11:22.120]  You know who you are.
[11:22.120 --> 11:24.920]  Thank you for sparking great content.
[11:24.920 --> 11:26.080]  I do want to keep moving.
[11:26.120 --> 11:29.640]  I am awful rambly today, so I do need to keep myself on track.
[11:29.640 --> 11:30.640]  All right.
[11:30.640 --> 11:35.200]  I'm not sure if this message is trolling me or if this was 100% serious.
[11:35.200 --> 11:36.940]  I'm going to read it anyway.
[11:36.940 --> 11:39.920]  If you're trolling me, good job.
[11:39.920 --> 11:42.800]  And if you're not trolling me, listen this time.
[11:42.800 --> 11:43.800]  It goes on.
[11:43.800 --> 11:47.400]  It says, hey, Rasta Jeff, I'm growing a few of your strains and I'm just curious when
[11:47.400 --> 11:49.560]  to start counting flowering days.
[11:49.560 --> 11:54.760]  Do I start at light switch of 12-12 or when I start seeing pre-flowers?
[11:54.760 --> 11:55.760]  Then it goes on.
[11:55.760 --> 12:01.720]  And the best part, I heard on an episode that you said you start counting at the light switch.
[12:01.720 --> 12:03.160]  That's what I said, bro.
[12:03.160 --> 12:05.320]  I start counting at the light switch.
[12:05.320 --> 12:07.820]  Is this correct or should I add some weeks?
[12:07.820 --> 12:13.460]  Keep up the good work and I will continue to work with you and your company.
[12:13.460 --> 12:15.720]  My friend, Saul, you heard me right.
[12:15.720 --> 12:16.920]  I'm going to say it again.
[12:16.920 --> 12:25.840]  I always start counting flowering days on an indoor grow the day I flip the lights to 12-12.
[12:25.840 --> 12:29.400]  All right, I'm going to look into this camera, say it at another angle.
[12:29.400 --> 12:35.800]  I always, and I recommend you, always start counting flowering days in an indoor grow
[12:35.800 --> 12:39.440]  from the day you flip the lights to 12-12.
[12:39.440 --> 12:45.020]  If you do a unique, creative, fancy flowering light cycle like maybe 11-13 or something
[12:45.140 --> 12:52.260]  like that, start counting the day you change that timer to 12-12 or 11-13.
[12:52.260 --> 12:53.740]  That is day one of flower.
[12:53.740 --> 12:54.920]  Don't adjust that.
[12:54.920 --> 12:56.100]  Don't play with that.
[12:56.100 --> 12:57.800]  That is day one.
[12:57.800 --> 13:05.080]  Why would we put 63 days of flowering and then you start flowering on this day but then
[13:05.080 --> 13:07.860]  subtract 14 days or add 14 days?
[13:07.860 --> 13:10.140]  I didn't put a math problem on the package.
[13:10.140 --> 13:12.540]  It says nine weeks of flowering.
[13:12.580 --> 13:15.860]  The day you start flowering is day one.
[13:15.860 --> 13:19.220]  At the end of nine weeks, not at the start of nine weeks either.
[13:19.220 --> 13:20.980]  People say, I've got eight full weeks.
[13:20.980 --> 13:21.980]  I'm going to chop down tomorrow.
[13:21.980 --> 13:24.100]  I say, you've got the ninth week to go.
[13:24.100 --> 13:25.300]  They say week nine is tomorrow.
[13:25.300 --> 13:29.060]  I go, hey, you've got to finish that week.
[13:29.060 --> 13:30.580]  You've got to finish the ninth week.
[13:30.580 --> 13:37.220]  If it says nine to 10 weeks, let it go 10 completed weeks, 70 days.
[13:37.220 --> 13:39.620]  You've got to let it finish.
[13:39.700 --> 13:45.060]  The plants are going to take nine to 10 weeks from the day you flip that timer to 12-12.
[13:45.060 --> 13:51.260]  When you go in there and you change the timer from 9 p.m. on to 9 a.m. off, you are not
[13:51.260 --> 13:55.940]  12 hours off, 12 hours on in your 24-hour day.
[13:55.940 --> 13:58.100]  That is day one of flowering.
[13:58.100 --> 13:59.300]  Write it down.
[13:59.300 --> 14:01.220]  Take a screenshot on your phone.
[14:01.220 --> 14:06.540]  Make some sort of a note that says day one of flowering is today this day.
[14:06.660 --> 14:10.540]  Maybe get a piece of duct tape and write that date on the piece of duct tape and stick that
[14:10.540 --> 14:15.420]  duct tape on the door or possibly on the pot of the plant that you are flowering.
[14:15.420 --> 14:19.100]  Keep that note somewhere that you will find it that you will not forget.
[14:19.100 --> 14:20.380]  I've got weird OCD.
[14:20.380 --> 14:22.300]  I like to flower on the first.
[14:22.300 --> 14:26.660]  That way I know that in two months, the next first on that third month will be when I'm
[14:26.660 --> 14:27.660]  harvesting.
[14:27.660 --> 14:32.100]  If I start flowering January 1st, we've got all of January, we've got all of February.
[14:32.100 --> 14:34.140]  March 1st, I've got to crop.
[14:34.140 --> 14:38.580]  That means that a little bit before March 1st, I need to get my next crop coming up.
[14:38.580 --> 14:41.620]  Just planning, thinking like that.
[14:41.620 --> 14:43.260]  I've been going on for a long time about this.
[14:43.260 --> 14:45.300]  I don't know how many times I can say it.
[14:45.300 --> 14:50.180]  I don't know how else to stress it.
[14:50.180 --> 14:54.320]  Flowering day one starts the day that you flip the timer to 12-12.
[14:54.320 --> 14:56.440]  If you're outdoors, that's a different environment.
[14:56.440 --> 14:57.440]  That's a different thing.
[14:57.440 --> 14:59.940]  We don't know when we change the timer to 12-12.
[14:59.940 --> 15:01.380]  Then pay attention to your trichomes.
[15:01.380 --> 15:02.420]  Pay attention to the plants.
[15:02.420 --> 15:05.340]  It's all about watching the plants most of the time anyway.
[15:05.340 --> 15:06.860]  I was going to segue into that.
[15:06.860 --> 15:08.540]  That's a great way to do it.
[15:08.540 --> 15:09.900]  The calendar is a great thing.
[15:09.900 --> 15:14.760]  My recommendation on the seed package is a great thing, but there will be variables.
[15:14.760 --> 15:16.740]  Like always in life, there will be variables.
[15:16.740 --> 15:19.500]  You've got to pay attention to your trichomes.
[15:19.500 --> 15:24.300]  The trichomes on your plant are what indicate ripeness when those trichomes are turning
[15:24.300 --> 15:25.300]  amber.
[15:25.300 --> 15:27.300]  Some people like different ratios.
[15:27.300 --> 15:32.320]  I'm going to say somewhere between 20 and 30% amber trichomes on your plant.
[15:32.920 --> 15:35.760]  That is when it is a good time to harvest.
[15:35.760 --> 15:40.400]  The trichomes are the thing that contain the active ingredient, the active compounds, which
[15:40.400 --> 15:47.660]  give us a buzz, that make us stoned, that contain THC, CBD, CBN, CBG, all of the other
[15:47.660 --> 15:49.620]  wonderful cannabinoids we're seeking.
[15:49.620 --> 15:51.640]  Those are all in our trichome.
[15:51.640 --> 15:53.000]  Let's get the trichome ripe.
[15:53.000 --> 15:54.180]  That's what we're after.
[15:54.180 --> 15:55.400]  We are trichome farmers.
[15:55.400 --> 15:57.880]  A lot of people think they're growing big, beautiful plants.
[15:57.880 --> 15:59.120]  That's what you're growing.
[15:59.120 --> 16:02.340]  The main thing you are working on is beautiful trichomes.
[16:02.340 --> 16:04.280]  We want those trichomes.
[16:04.280 --> 16:10.200]  Since I'm on this path, this rant, pistils, or you guys call them hairs, the hairs do
[16:10.200 --> 16:14.600]  not have anything with indication of ripeness.
[16:14.600 --> 16:17.980]  Those hairs, those pistils are the breeding parts of the plant.
[16:17.980 --> 16:19.480]  Those things can change colors.
[16:19.480 --> 16:23.160]  A lot of people will say when the hairs turn brown or when the pistils turn brown, that's
[16:23.160 --> 16:24.700]  when the plants are finished.
[16:24.700 --> 16:25.700]  That is false.
[16:25.700 --> 16:26.700]  That is wrong.
[16:26.700 --> 16:27.700]  That is inaccurate.
[16:27.700 --> 16:29.140]  Those are for breeding.
[16:29.140 --> 16:34.660]  Those parts of the plant can be damaged, destroyed, withered, ruined from all kinds of things.
[16:34.660 --> 16:39.740]  A spray will make your pistils, can make your pistils of your plants turn brown and wither
[16:39.740 --> 16:40.740]  up.
[16:40.740 --> 16:41.860]  Wind can do it.
[16:41.860 --> 16:44.220]  Your skin oil touching it can do it.
[16:44.220 --> 16:47.960]  That plant just passing up its point of peak pollination can do it.
[16:47.960 --> 16:50.800]  Those plants only want pollen for so long into their life.
[16:50.800 --> 16:51.800]  They're just like people.
[16:51.800 --> 16:55.520]  They have a time when they can reproduce and then that time expires.
[16:55.520 --> 17:00.120]  When that time expires on a plant, the pistils turn brown and dry up and wither up and shrink
[17:00.120 --> 17:01.120]  in.
[17:01.120 --> 17:05.240]  Some people will say at that point, this plant is ready for harvest.
[17:05.240 --> 17:07.080]  Those people would be wrong.
[17:07.080 --> 17:14.040]  Those pistils, those hairs do not have any indicator, any indication, anything to do
[17:14.040 --> 17:16.000]  with the ripeness of your plant.
[17:16.000 --> 17:17.320]  We are trichome farmers.
[17:17.320 --> 17:19.200]  We want ripe trichomes.
[17:19.200 --> 17:23.400]  Unless you're breeding for seeds, trichomes are all you should be measuring ripeness by.
[17:23.400 --> 17:28.360]  If you're breeding for seeds, then of course measure by the hardness and ripeness of the
[17:28.360 --> 17:30.280]  seeds inside of that plant.
[17:30.280 --> 17:34.320]  So that was a good rant for the same question I've been asked a lot of times.
[17:34.320 --> 17:36.800]  This one pops up at least once a month.
[17:36.800 --> 17:39.360]  I'm hoping, and this person has already heard it.
[17:39.360 --> 17:43.120]  This is going to be the third time that they've heard me say that.
[17:43.120 --> 17:47.960]  You set your timer to 1212 and that is day one of flowering.
[17:47.960 --> 17:50.600]  That's when you start counting flowering days.
[17:50.600 --> 17:55.160]  If I wrote 10 weeks on the seed package, that means you've got to let it finish week
[17:55.160 --> 17:56.160]  10.
[17:56.160 --> 17:58.400]  Don't let it go to week 10 and cut it down.
[17:58.400 --> 18:01.560]  Let it go through week 10 and cut it down.
[18:01.560 --> 18:04.760]  Possibly for funsies, let it go a little bit longer.
[18:04.760 --> 18:08.960]  All right, now since we're on this sort of a path, this topic here, here's something
[18:08.960 --> 18:11.680]  funny that I see on social media all the time.
[18:11.680 --> 18:13.080]  I understand why you're doing it.
[18:13.080 --> 18:17.360]  I understand what inspires this sort of a thought process, but I think that this is
[18:17.360 --> 18:18.360]  funny.
[18:18.360 --> 18:22.760]  A lot of times on social media, I will see something that says something like, I'm only
[18:22.760 --> 18:28.520]  two weeks away from week nine, which means you are in week seven.
[18:28.520 --> 18:30.760]  Just say I'm in week seven.
[18:30.760 --> 18:33.120]  I'm only two weeks away from week nine.
[18:33.120 --> 18:38.040]  I get it that you want to make it sound like you're further for your mind.
[18:38.040 --> 18:43.080]  You're tricking yourself to think I am only this far away, but just be realistic with
[18:43.080 --> 18:44.080]  yourself.
[18:44.080 --> 18:46.640]  Just say I am in the end of week six.
[18:46.640 --> 18:50.120]  A lot of people are saying I'm two weeks away from week nine, and they're technically
[18:50.120 --> 18:51.800]  in the end of week six.
[18:51.800 --> 18:53.940]  Be realistic with yourself.
[18:53.940 --> 18:56.000]  That way you have realistic expectations.
[18:56.000 --> 18:57.280]  You know your timeline.
[18:57.280 --> 18:58.280]  I get it.
[18:58.280 --> 19:02.000]  It's like little kids saying, it's only one month till Christmas.
[19:02.000 --> 19:04.360]  I'm only 24 days away till Christmas.
[19:04.360 --> 19:05.360]  I get it.
[19:05.360 --> 19:08.360]  I get it, but let's not get too excited for Christmas.
[19:08.360 --> 19:09.480]  Let's be patient.
[19:09.480 --> 19:11.320]  Let's look at it realistically.
[19:11.320 --> 19:14.320]  That just makes me giggle on social media when I see that sort of stuff.
[19:14.320 --> 19:15.320]  Nothing personal.
[19:15.320 --> 19:16.320]  No hatred.
[19:17.000 --> 19:18.000]  That just makes me laugh.
[19:18.000 --> 19:19.280]  Let's see what the next message is.
[19:19.280 --> 19:22.040]  That message did come from our friend Saul.
[19:22.040 --> 19:23.320]  Big thanks to Saul.
[19:23.320 --> 19:29.400]  Dude, 12-12 is the day you flip that timer, or day one is the day you flip that timer
[19:29.400 --> 19:30.400]  to 12-12.
[19:30.400 --> 19:33.180]  I will get refocused here and work on the next message.
[19:33.180 --> 19:39.760]  This one comes from another friend who calls themselves Heaven and Hell, and their question
[19:39.760 --> 19:45.760]  says, hey, hey, hey, Master Rasta Jeff the Man with the magic breath.
[19:46.200 --> 19:50.000]  I didn't know that that was a thing, but that is a great way to start a message.
[19:50.000 --> 19:51.000]  What's up, bro?
[19:51.000 --> 19:52.000]  Good to meet you.
[19:52.000 --> 19:53.000]  That is one hell of an intro.
[19:53.000 --> 19:58.320]  It says, I was wondering what nutrient line you would recommend for your top three brands,
[19:58.320 --> 19:59.320]  please.
