[00:03.900 --> 00:31.360]  Welcome back, Podcast World.
[08:21.210 --> 08:24.010]  Don't take your daily clothing into your grow room.
[08:24.010 --> 08:25.330]  Who knows what's on you?
[08:25.330 --> 08:26.910]  Maybe you've been petting a dog.
[08:26.910 --> 08:29.510]  Maybe the dog was outside leaning against the tree.
[08:29.510 --> 08:30.990]  Maybe that tree had aphids.
[08:30.990 --> 08:33.430]  That dog came in, rubbed up against your leg.
[08:33.430 --> 08:35.870]  You and the dog spent a minute together scratching on each other.
[08:35.870 --> 08:37.150]  Then you went to the grow.
[08:37.150 --> 08:40.870]  You just took those aphids from the tree to the dog into your garden.
[08:40.870 --> 08:42.670]  Try to prevent that sort of thing.
[08:42.670 --> 08:44.270]  Be very careful.
[08:44.270 --> 08:46.670]  I've got dreadlocks down to my knees.
[08:46.670 --> 08:51.050]  I wrap my dreadlocks up in a specific hat before I go into any grow.
[08:51.050 --> 08:55.990]  If you've got dreadlocks or long hair, I suggest you put it in a hat of some sort, maybe a
[08:56.070 --> 08:57.310]  hairnet, whatever it takes.
[08:57.310 --> 08:59.070]  My hair would not fit in a hairnet.
[08:59.070 --> 09:01.390]  I wrap my dreads in a big bun on top of my head.
[09:01.390 --> 09:04.110]  I wrap that in a piece of material that wraps real tight.
[09:04.110 --> 09:07.230]  Then I slide a dreadlock hat over that so I'm double wrapped.
[09:07.230 --> 09:08.230]  Nothing will get in.
[09:08.230 --> 09:09.230]  Nothing will get out.
[09:09.230 --> 09:13.150]  I won't transfer any problems from grow to grow or room to room.
[09:13.150 --> 09:16.990]  If you've got dreadlocks or long hair, I highly recommend you keep it wrapped up, maybe in
[09:16.990 --> 09:20.570]  a hairnet or something similar, maybe a dread hat just where it's contained in there and
[09:20.570 --> 09:21.750]  not exposed.
[09:21.750 --> 09:25.630]  That way you can prevent moving spider mites around through your hair.
[09:25.630 --> 09:29.530]  Some of you guys with the big beards, you may want to consider a beardnet also, not
[09:29.530 --> 09:33.790]  just to prevent the bugs from getting into our hair, but also to prevent our hair from
[09:33.790 --> 09:34.910]  sticking to the buds.
[09:34.910 --> 09:38.190]  Nobody wants to buy a bud with a big hair in it.
[09:38.190 --> 09:41.230]  Change your clothes, keep your hair tied up, and then let's get back to that dog I was
[09:41.230 --> 09:42.230]  talking about.
[09:42.230 --> 09:44.630]  I don't recommend having pets in the grow room.
[09:44.630 --> 09:48.110]  I see a lot of pictures of people with their dog or their cat in the grow room talking
[09:48.110 --> 09:51.270]  about it's their guard dog or their mascot.
[09:51.270 --> 09:54.030]  That's cool if you want to do that, but I don't recommend it.
[09:54.030 --> 09:58.190]  Like I said earlier, your dog or your cat goes outside, it rolls around in the dirt,
[09:58.190 --> 10:01.270]  it rolls around in the bushes, it just goes everywhere.
[10:01.270 --> 10:02.990]  Who knows what it's getting into?
[10:02.990 --> 10:05.190]  Then you let it walk right into the garden.
[10:05.190 --> 10:08.370]  Maybe it walked up right up against a plant that was covered in spider mites and you had
[10:08.370 --> 10:09.370]  no idea.
[10:09.370 --> 10:13.630]  Now that dog is in your garden rubbing up against your plants, guess what?
[10:13.630 --> 10:15.670]  Free spider mites for everybody.
[10:15.670 --> 10:17.850]  I don't recommend having a pet in the grow.
[10:17.850 --> 10:20.510]  If you insist, do your thing, that is your grow.
[10:20.630 --> 10:25.790]  In my opinion, that is a huge risk for bringing bugs into your garden.
[10:25.790 --> 10:29.950]  Another thing I would recommend is that if you've got an outdoor grow and an indoor grow,
[10:29.950 --> 10:33.990]  don't bring your tools from that outdoor grow into your indoor grow environment.
[10:33.990 --> 10:36.270]  You may be bringing problems.
[10:36.270 --> 10:39.590]  Sometimes I know I sound like I might just be paranoid, but it's better to be paranoid
[10:39.590 --> 10:41.910]  than to make stupid mistakes.
[10:41.910 --> 10:45.270]  As long as you're changing your clothes, you're keeping your hair clean, you're keeping your
[10:45.270 --> 10:48.510]  shoes and your equipment clean, and you're not letting your dog or your friends in your
[10:48.510 --> 10:52.630]  grow room, there shouldn't be a way for any pests to get into this grow.
[10:52.630 --> 10:54.370]  You may have some cracks in the walls.
[10:54.370 --> 10:56.150]  There may be gaps in your building.
[10:56.150 --> 10:59.790]  That's always going to happen, but we're not going to drag them in there on our own.
[10:59.790 --> 11:02.390]  If they find a way in, we will deal with that.
[11:02.390 --> 11:06.070]  Now once you're certain you've minimized the opportunity for pests to enter your grow through
[11:06.070 --> 11:10.830]  your own doing, we need to think about treating the clones that come into our grow before
[11:10.830 --> 11:13.070]  they are introduced to population.
[11:13.070 --> 11:16.530]  Wherever your clones come from, if it's your best friend, if it's a dispensary, if it's
[11:16.690 --> 11:21.730]  some guy on Instagram, wherever they came from, treat them as if they are contaminated
[11:21.730 --> 11:24.070]  with some sort of pest issue.
[11:24.070 --> 11:29.530]  Never introduce clones into your general population without some sort of quarantine period.
[11:29.530 --> 11:32.250]  If your room is brand new, you don't have bugs.
[11:32.250 --> 11:35.210]  Why take plants in there that have bugs on them?
[11:35.210 --> 11:39.210]  We can treat those plants before we take them into our main grow room.
[11:39.210 --> 11:43.450]  If you've got a room with plants going, why would you want to introduce a plant with bugs
[11:43.450 --> 11:47.210]  on it into that room to contaminate the entire grow?
[11:47.210 --> 11:52.330]  If you get clones from anybody, isolate them, quarantine them, investigate them, get a jeweler's
[11:52.330 --> 11:57.070]  loop and go over the leaves and see if you can see any signs of bugs on the top or bottoms
[11:57.070 --> 11:58.370]  of those leaves.
[11:58.370 --> 12:02.850]  If you see any pests, now you have to decide if you want to keep that clone or if you're
[12:02.850 --> 12:07.410]  going to treat it and try to eradicate that problem before you introduce that clone to
[12:07.410 --> 12:09.290]  your general population.
[12:09.290 --> 12:12.810]  If I got a clone that had bugs on it, I would probably throw it away unless it were some
[12:13.170 --> 12:15.310]  super elite cut that I could never get again.
[12:15.310 --> 12:16.650]  Why start with problems?
[12:16.650 --> 12:19.830]  I wouldn't even allow that to make it past quarantine.
[12:19.830 --> 12:22.890]  If it looked like it was clean, I would still probably treat it.
[12:22.890 --> 12:26.850]  I would treat it with whatever pest management system I have decided to work with.
[12:26.850 --> 12:31.930]  If I'm using sprays and oils, I would heavily treat it with multiple oils several times.
[12:31.930 --> 12:34.370]  It would probably spend a week in quarantine.
[12:34.370 --> 12:36.650]  The first day, it would get blasted with something.
[12:36.650 --> 12:39.010]  On day three, it would get blasted with something different.
[12:39.010 --> 12:40.450]  On day five, something different.
[12:40.450 --> 12:41.450]  I'm never going to look at it.
[12:41.450 --> 12:45.210]  If I feel like it's safe and clean, it may enter general population on day seven or it
[12:45.210 --> 12:49.290]  may get treated one more time depending on how it looks to me.
[12:49.290 --> 12:53.850]  If I were working in a facility that did not use spray applications, I would put that plant
[12:53.850 --> 12:58.210]  in an isolated area with enough light and living conditions to survive for a few days.
[12:58.210 --> 13:01.450]  Then I would start heavily applying beneficial insects.
[13:01.450 --> 13:03.730]  I would build up a colony of predators on there.
[13:03.730 --> 13:06.570]  Hopefully they would go through and eat anything that was causing me a problem.
[13:06.570 --> 13:11.290]  By day seven, I would be safe to enter that clone into general population.
[13:11.290 --> 13:15.570]  But honestly, if I got a clone and it was contaminated, I probably would just destroy
[13:15.570 --> 13:16.570]  it.
[13:16.570 --> 13:18.370]  It wouldn't even make it past the inspection stage.
[13:18.370 --> 13:20.410]  It wouldn't even get into my grow.
[13:20.410 --> 13:25.530]  As a grower, it is your responsibility to check incoming clones and check them thoroughly
[13:25.530 --> 13:26.850]  no matter where they came from.
[13:26.850 --> 13:30.450]  If it came from your best friend, if it came from a dispensary, if it came from somebody
[13:30.450 --> 13:33.210]  on the internet, it is your responsibility.
[13:33.210 --> 13:37.170]  You cannot blame anybody for giving you a clone with bugs.
[13:37.170 --> 13:38.170]  That is your fault.
[13:38.170 --> 13:40.330]  It is not their fault.
[13:40.330 --> 13:43.570]  Treat any incoming plants as if they are contaminated.
[13:43.570 --> 13:47.530]  Isolate them, treat them, and continue to monitor them until you are certain the problem
[13:47.530 --> 13:50.770]  is not there or has been eradicated.
[13:50.770 --> 13:55.890]  Another very common way for people to get garden pests is through store-bought soil
[13:55.890 --> 13:57.530]  or soilless mix.
[13:57.530 --> 14:02.610]  A lot of people try to blame specific brands for being infested with specific bugs.
[14:02.610 --> 14:05.210]  I find that to be inaccurate.
[14:05.210 --> 14:06.490]  Think about it this way.
[14:06.490 --> 14:09.150]  Brand A is made in one area in California.
[14:09.150 --> 14:12.490]  Brand B is probably made in another area of California.
[14:12.490 --> 14:15.810]  Brand C, we'll just say that it's manufactured in Colorado.
[14:15.810 --> 14:17.250]  All three of those brands are made.
[14:17.250 --> 14:20.130]  Then they're all shipped to a warehouse.
[14:20.130 --> 14:24.290]  Sometimes these warehouses store their soil in pallets outdoors.
[14:24.290 --> 14:28.450]  If one of those pallets had a little bit of bugs in it, they started thriving in that
[14:28.450 --> 14:30.290]  one pallet of soil.
[14:30.290 --> 14:32.330]  Then they moved over to the next pallet.
[14:32.330 --> 14:33.890]  Then they moved over to the next pallet.
[14:33.890 --> 14:39.890]  Now they are in brands A, B, and C. There is no way to blame a specific soil company
[14:39.890 --> 14:40.890]  for giving you bugs.
[14:40.890 --> 14:44.690]  It was probably the warehouse in which all of those pallets were stored is where your
[14:44.690 --> 14:46.090]  bugs came from.
[14:46.090 --> 14:50.850]  Let's try to get away from blaming a specific brand for having specific bugs in there.
[14:50.850 --> 14:53.690]  That's unfair and probably inaccurate.
[14:53.690 --> 14:58.210]  It is a fact that our soil does come with bugs quite frequently.
[14:58.210 --> 15:01.090]  A lot of times you'll notice this when you're transplanting.
[15:01.090 --> 15:03.970]  You'll stick your hand in there and a little bug will just fly right up.
[15:03.970 --> 15:05.730]  It's usually a fungus gnat or a white fly.
[15:05.730 --> 15:07.730]  It'll just fly right up out of the soil.
[15:07.730 --> 15:08.730]  You know they're there.
[15:08.730 --> 15:13.770]  Now it's time to start thinking about how you're going to treat for those pests.
[15:13.770 --> 15:17.890]  Other times you don't see those soil-borne pests until the first time you water.
[15:17.890 --> 15:19.450]  You just potted all those pots.
[15:19.450 --> 15:21.930]  You got a whole bag worth of soil, worth of up pots done.
[15:21.930 --> 15:23.210]  You're feeling really good about life.
[15:23.210 --> 15:24.570]  You got the grow room all organized.
[15:24.570 --> 15:25.570]  You mix up your nutrients.
[15:25.570 --> 15:26.570]  You go to water.
[15:26.570 --> 15:30.690]  That first batch of water that hits that soil, you see little bugs come flying out.
[15:30.690 --> 15:31.690]  Those are fresh bugs.
[15:31.690 --> 15:33.170]  They came fresh with the soil.
[15:33.170 --> 15:37.450]  They're not a big deal as long as we know how to identify the insect and we know how
[15:37.450 --> 15:40.890]  to properly treat for that problem.
[15:40.890 --> 15:43.510]  Treating for soil-bound pests is very easy.
[15:43.510 --> 15:48.490]  You can either purchase predator insects that will get in there and eat that specific pest
[15:48.490 --> 15:53.050]  or we can mix up a root drench, which is a basic pesticide, and you mix it with water
[15:53.050 --> 15:56.770]  and then you water that into the plants just like you would when you normally water.
[15:56.770 --> 16:00.130]  Then that pesticide gets down in there in the root zone and then it will eradicate
[16:00.130 --> 16:02.170]  any pests that are in there.
[16:02.170 --> 16:06.690]  The things you're most commonly going to find in soil are going to be white flies.
[16:06.690 --> 16:12.370]  You'll probably find some fungus gnats and I quite often have found thrips in my soil.
[16:12.370 --> 16:14.550]  Just know that your soil may have bugs in it.
[16:14.550 --> 16:17.170]  Be aware, be looking and be prepared.
[16:17.170 --> 16:22.770]  Once you see some pests, identify them, then start thinking about eradication strategies.
[16:22.770 --> 16:27.130]  I do plan on giving you options for eradication strategies, but I'm not going to tell you
[16:27.130 --> 16:28.370]  what to do.
[16:28.370 --> 16:31.730]  There are countless options and variables when it comes to deciding your integrated
[16:31.730 --> 16:36.850]  pest management, but I want to give you guidance to let you decide and modify your own pest
[16:36.850 --> 16:41.290]  management system to where it fits with your grow style, with your grow environment, and
[16:41.290 --> 16:43.410]  also it's got to fit your budget.
[16:43.410 --> 16:46.570]  I'm going to give you a good guideline on how to take care of pests in your garden,
[16:46.570 --> 16:52.570]  but it is up to you to implement and modify these practices to work for you.
[16:52.570 --> 16:56.050]  We've covered most of the ways that we are going to introduce pests into a grow.
[16:56.050 --> 16:59.810]  Let's talk about the other ways pests are going to find their way into the grow.
[16:59.810 --> 17:02.850]  They're going to come in through your venting and your ducting.
[17:02.850 --> 17:06.850]  If you have any spots that are not sealed up, a spider mite or a little bug could just
[17:06.850 --> 17:08.210]  wiggle its way right through there.
[17:08.210 --> 17:10.170]  It's going to smell that sweet ganja plant.
[17:10.170 --> 17:13.170]  It's going to feel that warmth from the light and it's going to go, man, I want to be in
[17:13.170 --> 17:14.170]  there.
[17:14.170 --> 17:16.490]  And it's going to just go that way and then it's going to tell all of its friends, hey
[17:16.490 --> 17:19.410]  bro, I found a way in and they're just going to start parading in.
[17:19.410 --> 17:23.090]  So any cracks or gaps in your structure need to be sealed.
[17:23.130 --> 17:27.530]  If you can find a gap or a crack or a hole of some sort, put some caulk in there, put
[17:27.530 --> 17:32.010]  some tape over it, seal it up super tight so that the bugs cannot get in there.
[17:32.010 --> 17:36.050]  Now it's ideal to have a completely sealed room, but I understand that that is not always
[17:36.050 --> 17:37.890]  a viable option.
[17:37.890 --> 17:42.490]  Since we do have the opportunity to get bugs in there, our next step is to have a way to
[17:42.490 --> 17:45.770]  monitor and indicate the presence of pests.
[17:45.770 --> 17:50.650]  And the easiest way and most affordable and cost-effective way to do that is first by
[17:50.650 --> 17:51.650]  scouting.
[17:51.650 --> 17:56.410]  You don't have to spend time every day looking through your garden to see if you see any
[17:56.410 --> 17:59.930]  signs of bugs or bug damage.
[17:59.930 --> 18:01.370]  Scouting for bugs is free.
[18:01.370 --> 18:02.370]  It just takes time.
[18:02.370 --> 18:06.290]  Depending on the size of your grow, this could take anywhere from five minutes to a full
[18:06.290 --> 18:08.330]  hour, but it is important work.
[18:08.330 --> 18:11.690]  Put on some good music, get in the zone and scout for pests.
[18:11.690 --> 18:16.170]  Train everybody in the grow how to identify signs of pests and also teach them how to
[18:16.170 --> 18:18.670]  identify which pests they're dealing with.
[18:18.670 --> 18:23.430]  If you do discover pests, have a way to mark the plant and also mark on paper where it
[18:23.430 --> 18:24.670]  was in the facility.
[18:24.670 --> 18:28.710]  You probably have row numbers or room numbers, or if it's just a home grow, just plant number
[18:28.710 --> 18:30.310]  three or the plant in the middle.
[18:30.310 --> 18:33.730]  Just kind of mark down roughly where it is and then start thinking of a strategy.
[18:33.730 --> 18:37.710]  If you're not the one in charge of pest management, make sure you report that to the person above
[18:37.710 --> 18:38.710]  you.
[18:38.710 --> 18:39.710]  So just make a note of it.
[18:39.710 --> 18:43.070]  Write down what you found, what it looks like, what pest do you think it is, and then start
[18:43.070 --> 18:45.830]  doing research on how do we eradicate that pest.
[18:45.830 --> 18:47.710]  Start coming up with options.
[18:47.750 --> 18:49.270]  So scouting for bugs is free.
[18:49.270 --> 18:53.230]  You walk the rows, you turn the leaves upside down, you look, you look low in the canopy,
[18:53.230 --> 18:56.110]  you look high in the canopy, you look around.
[18:56.110 --> 18:57.670]  Feel free to pull a few leaves off.
[18:57.670 --> 19:00.670]  If you can't get a good look, reach in there, pop off a few leaves.
[19:00.670 --> 19:01.830]  Look at those under your scope.
[19:01.830 --> 19:03.450]  See if you see anything.
[19:03.450 --> 19:08.030]  You should be scouting for pests on a regular basis with some sort of a strategy.
[19:08.030 --> 19:12.550]  Now while you're out scouting for pests, you should check your yellow sticky cards.
[19:12.550 --> 19:17.110]  Every grow should have yellow sticky cards and they should be checked frequently and
[19:17.110 --> 19:19.950]  changed frequently as well.
[19:19.950 --> 19:22.430]  Yellow sticky cards are exactly what I'm saying.
[19:22.430 --> 19:24.050]  They're little yellow cards.
[19:24.050 --> 19:28.110]  They're about four inches by four inches or maybe four inches by six inches and they are
[19:28.110 --> 19:29.950]  bright yellow and they are sticky.
[19:29.950 --> 19:33.310]  They've got a disgusting glue on them that if you touch it, it's going to take all day
[19:33.310 --> 19:34.710]  to get that stuff off of you.
[19:34.710 --> 19:37.190]  Don't get one stuck to your elbow when you're working in the grow.
[19:37.190 --> 19:39.230]  If you've done it, you know exactly what I'm talking about.
[19:39.230 --> 19:41.470]  When you do it, you'll go, ah, that's what he meant.
[19:41.470 --> 19:44.590]  But you should have yellow sticky traps all over the grow.
[19:44.590 --> 19:49.310]  I like to put yellow sticky traps low down by the soil so that if I get any soil bound
[19:49.310 --> 19:52.230]  pests coming up out of the dirt, I get indicators of that.
[19:52.230 --> 19:54.710]  I like to put yellow sticky traps low in the canopy.
[19:54.710 --> 19:58.190]  So if I get any low flying stuff, I get indicators of that.
[19:58.190 --> 20:01.670]  I'll put stuff at the top of the canopy and then I'll also put stuff up near the light
[20:01.670 --> 20:05.070]  so that if anything flies into it, I get an indicator of that.
[20:05.070 --> 20:09.430]  And that is a really easy way to find out that you have got insects.
[20:09.430 --> 20:11.630]  Bugs love those yellow sticky traps.
[20:11.630 --> 20:13.470]  They say, wow, look how bright that is.
[20:13.470 --> 20:15.070]  That's a leaf that is weak.
[20:15.070 --> 20:18.510]  That's a leaf that's got a weak surface that I can get in there and really start sucking
[20:18.510 --> 20:20.230]  the juice out of without a lot of effort.
[20:20.230 --> 20:21.230]  I want to go to that.
[20:21.230 --> 20:25.230]  So the bugs run to that yellow sticky trap and they go, ah, shit, this is yellow sticky
