[00:00.510 --> 00:10.430]  Welcome back podcast world.
[03:14.750 --> 03:18.350]  If you are not already supporting the show and you would like to learn how to do so,
[03:18.350 --> 03:24.910]  all you have to do is visit www.patreon.com forward slash grow from your heart.
[03:24.910 --> 03:27.270]  All of the information you need will be right there on the screen.
[03:27.270 --> 03:31.230]  Of course, I did include a link in the show notes to make it easy for everybody who has
[03:31.230 --> 03:32.470]  got their hands full.
[03:32.470 --> 03:35.990]  All right, you guys, I don't want to waste a lot of time today.
[03:35.990 --> 03:40.390]  Let's jump right into the Patreon question part of the podcast.
[03:40.390 --> 03:42.990]  I've got a question here that comes from our friend Karen Crawford.
[03:42.990 --> 03:46.190]  Karen, thank you for the continued Patreon support.
[03:46.190 --> 03:48.750]  And also thank you for the great question.
[03:48.750 --> 03:51.190]  This one goes a lot like this.
[03:51.190 --> 03:56.470]  It says, hey, Rostagef, first off, can I just ask how the hell you manage to do all you
[03:56.470 --> 03:57.470]  do?
[03:57.470 --> 04:03.870]  Growing, breeding, consulting, multiple podcasts, emails, social media, sales, dabbing, and
[04:03.870 --> 04:07.110]  somewhere in there, you got to have some sort of a personal life.
[04:07.110 --> 04:10.390]  I don't know how you do it, but I do know we all appreciate it.
[04:10.390 --> 04:12.430]  So thank you.
[04:12.430 --> 04:13.710]  Thank you for noticing, Karen.
[04:13.710 --> 04:15.670]  This has become my life.
[04:15.670 --> 04:17.590]  This is not something I do.
[04:17.590 --> 04:18.590]  It's something I do for fun.
[04:18.590 --> 04:20.110]  It's not just something I do as a hobby.
[04:20.110 --> 04:21.630]  This is what I do, you guys.
[04:21.630 --> 04:22.790]  I breed seeds.
[04:22.790 --> 04:23.910]  I do consulting.
[04:23.910 --> 04:25.150]  I do podcasting.
[04:25.150 --> 04:26.150]  This is my life.
[04:26.150 --> 04:27.150]  I am in it.
[04:27.150 --> 04:28.230]  I am not just playing.
[04:28.230 --> 04:30.230]  I'm not just hanging out in the cannabis world.
[04:30.230 --> 04:31.710]  I am fucking immersed in it.
[04:31.710 --> 04:33.270]  I wake up and it's cannabis time.
[04:33.270 --> 04:36.430]  I fall asleep and it was cannabis time all day.
[04:36.430 --> 04:39.270]  Being a seed breeder, owning a seed company is not a hobby.
[04:39.270 --> 04:43.710]  It's not something if you want to breed and put seeds to market at the level, which I
[04:43.710 --> 04:45.590]  do, it is not a hobby.
[04:45.630 --> 04:47.110]  It's something you have to run like a business.
[04:47.110 --> 04:49.270]  It's a farm and a farm business.
[04:49.270 --> 04:50.510]  It has to be operated as such.
[04:50.510 --> 04:51.950]  I don't get to take a lot of days off.
[04:51.950 --> 04:52.950]  I'm not complaining.
[04:52.950 --> 04:55.030]  I'm just saying this is a lifestyle and I'm dedicated.
[04:55.030 --> 04:56.230]  I love doing it.
[04:56.230 --> 04:59.870]  If you want to be successful as a breeder, successful as a content provider, you have
[04:59.870 --> 05:01.230]  got to stay relevant.
[05:01.230 --> 05:02.430]  You've got to be on top of shit.
[05:02.430 --> 05:03.550]  You've got to be there.
[05:03.550 --> 05:05.350]  If I don't put out a show, I disappear.
[05:05.350 --> 05:07.430]  If I don't put out a new strain, I disappear.
[05:07.430 --> 05:08.550]  So it's constant work.
[05:08.550 --> 05:09.550]  It never stops.
[05:09.550 --> 05:10.550]  It's always evolving.
[05:10.550 --> 05:15.030]  If you think you're going to do it, know that it's going to be a lifestyle, not just a job,
[05:15.030 --> 05:16.590]  not just a hobby.
[05:16.590 --> 05:17.590]  Let's see.
[05:17.590 --> 05:18.590]  Growing.
[05:18.590 --> 05:19.590]  Growing is what I have to do.
[05:19.590 --> 05:21.030]  If I didn't grow, none of this would work.
[05:21.030 --> 05:24.270]  Growing is growing and playing the drums are two things that I have to do.
[05:24.270 --> 05:27.270]  If I didn't do those, something would go wrong with me mentally and physically.
[05:27.270 --> 05:28.870]  A screw would come undone.
[05:28.870 --> 05:29.870]  Springs would pop out somewhere.
[05:29.870 --> 05:31.270]  It would just be terrible.
[05:31.270 --> 05:32.270]  Breeding.
[05:32.270 --> 05:33.270]  I love to breed.
[05:33.270 --> 05:35.510]  I love making new seeds and growing them.
[05:35.510 --> 05:39.070]  And then I love seeing you guys have success in your garden with the great things I breed.
[05:39.070 --> 05:40.070]  So that's awesome.
[05:40.070 --> 05:41.070]  Consulting.
[05:41.070 --> 05:42.810]  I love going to big grows.
[05:42.810 --> 05:44.030]  It keeps me up to speed.
[05:44.030 --> 05:45.150]  It keeps me up to tech.
[05:45.150 --> 05:48.390]  I get to see what all these other people bought and then I get to play with it and learn how
[05:48.390 --> 05:50.030]  to make it work.
[05:50.030 --> 05:51.530]  Owners get these big ideas.
[05:51.530 --> 05:53.070]  Somebody told them to buy some crazy shit.
[05:53.070 --> 05:55.870]  So they bought it because they had money and the investor was like, we don't know what
[05:55.870 --> 05:56.870]  we need.
[05:56.870 --> 05:57.870]  So they bought it.
[05:57.870 --> 05:58.870]  The person that told them to buy it disappeared.
[05:58.870 --> 06:00.790]  It was just some fucking dude they knew.
[06:00.790 --> 06:02.190]  And they need somebody to work it.
[06:02.190 --> 06:04.590]  So they call me and I get to go play with so many great toys.
[06:04.590 --> 06:08.710]  So that keeps my sword sharp, so to speak.
[06:08.710 --> 06:09.710]  Multiple podcasts.
[06:09.710 --> 06:13.430]  Yes, I am here on this show a minimum of twice a week.
[06:13.830 --> 06:16.270]  I am working on improving and increasing the amount of shows.
[06:16.270 --> 06:17.870]  I do the embracing organics show.
[06:17.870 --> 06:19.950]  I appear as a guest on quite a few other shows.
[06:19.950 --> 06:21.950]  Shout out to Scotty real and the dude.
[06:21.950 --> 06:23.230]  I'm on their show quite often.
[06:23.230 --> 06:26.630]  I try to do as many social media appearances as I can.
[06:26.630 --> 06:30.110]  I was held back by a couple of I needed some dental work and I got it done.
[06:30.110 --> 06:31.310]  So now let's do some fucking shows.
[06:31.310 --> 06:34.790]  You guys, I'm not so shy about the face anymore.
[06:34.790 --> 06:37.470]  Also where are we in this emails, social media.
[06:37.470 --> 06:38.990]  That is the first half of my day.
[06:38.990 --> 06:42.790]  I wake up and answer emails and then I try to catch up with them before I go to bed once
[06:42.830 --> 06:43.950]  more. Social media.
[06:43.950 --> 06:47.550]  I've been slacking on social media, but I do try to keep a presence there.
[06:47.550 --> 06:48.910]  Dabbing. I'm always dabbing.
[06:48.910 --> 06:50.990]  You guys always dabbing and somewhere in between there.
[06:50.990 --> 06:53.150]  You got to have some sort of a personal life.
[06:53.150 --> 06:54.910]  I try to have a little bit of a personal life.
[06:54.910 --> 06:56.350]  I got Mike around. He's my buddy.
[06:56.350 --> 06:58.470]  Dabbing. Matt comes around.
[06:58.470 --> 07:01.110]  Quite a few people come and hang out when it's not quarantine time.
[07:01.110 --> 07:02.510]  We do zoom and shit.
[07:02.510 --> 07:06.510]  But a lot of times this social media stuff, my Instagram live and the things like
[07:06.510 --> 07:09.990]  that, that is a lot of my social interaction because I don't get a lot of time to go
[07:09.990 --> 07:11.270]  explore and do a lot of shit.
[07:11.270 --> 07:14.790]  So you guys that I do interact with, you are my social interaction.
[07:14.790 --> 07:16.470]  So thank you. That shit means a lot to me.
[07:16.470 --> 07:17.910]  Now I'm rambling from that.
[07:17.910 --> 07:19.070]  Holy fuck, Deb.
[07:19.070 --> 07:21.190]  I think I've got a brain bake from the heat.
[07:21.190 --> 07:23.870]  And then also I'm fucking extra bake from the holy fuck.
[07:23.870 --> 07:26.750]  So I'm going to move into the actual important part of this message.
[07:26.750 --> 07:29.430]  Karen, thank you for noticing all of the hard work I'm doing.
[07:29.430 --> 07:31.870]  I goes on to say I'm a caregiver in Michigan.
[07:31.870 --> 07:34.670]  And a couple of months ago, you were kind enough to answer a question I had about
[07:34.670 --> 07:36.550]  extracts and why you don't prefer rosen.
[07:36.550 --> 07:37.950]  I definitely remember.
[07:37.950 --> 07:41.950]  It says this time I have a grow room question that I definitely need your expertise on.
[07:41.950 --> 07:43.190]  I am here to help.
[07:43.190 --> 07:48.990]  It says indoors, I have a 20 by or a 12 by 20 flower room in a basement with heating
[07:48.990 --> 07:50.150]  and cooling vented in.
[07:50.150 --> 07:55.030]  However, over the past couple of weeks, shit has been hot as hell outside in the AC
[07:55.030 --> 07:58.910]  house. The house AC isn't cooling the room enough.
[07:58.910 --> 07:59.990]  I feel your pain.
[07:59.990 --> 08:05.150]  It is it's 10 o'clock at night as I'm recording and it is still 91 degrees outside.
[08:05.150 --> 08:06.590]  So I'm sweating.
[08:06.590 --> 08:07.110]  It's hot.
[08:07.110 --> 08:08.430]  I've had the cooler on all day.
[08:08.430 --> 08:10.390]  It is finally cool in here.
[08:10.390 --> 08:12.750]  It hasn't been cool until right about now at 10 o'clock.
[08:12.750 --> 08:14.350]  So I feel your pain.
[08:14.350 --> 08:14.870]  It's hot.
[08:14.870 --> 08:17.270]  The whole country is getting hot right now.
[08:17.270 --> 08:23.910]  You're running six to eight plants under four HLG 550s and two Bestva 2000 watt
[08:23.910 --> 08:27.510]  reflector series budget burples to vary the spectrum.
[08:27.510 --> 08:30.830]  And even though I run my lights at night from 5 p.m.
[08:30.830 --> 08:35.990]  to 5 a.m. with it being in the mid 90s, every day temps are raising between 85 and 88.
[08:36.030 --> 08:41.430]  Even with my Hurricane 20 inch pro velocity fan on them and the dehumidifier set to 60
[08:41.430 --> 08:42.830]  percent. All right.
[08:42.830 --> 08:44.550]  So it's getting hot in there.
[08:44.550 --> 08:46.070]  She told us what kind of light she's got.
[08:46.070 --> 08:47.550]  We know what size the space is.
[08:49.590 --> 08:52.310]  She's got the right idea running the lights from 5 p.m.
[08:52.310 --> 08:53.630]  to 5 a.m.
[08:53.630 --> 08:54.670]  It's cooler at that point.
[08:54.670 --> 08:55.790]  You don't have to fight the sun.
[08:55.790 --> 08:57.190]  It's easier to cool the grow room.
[08:57.190 --> 08:59.150]  Also, electricity is cheaper.
[08:59.150 --> 09:02.510]  Many electrical companies will charge you a premium price for the electric during the
[09:02.510 --> 09:04.070]  day because everybody's functioning.
[09:04.070 --> 09:05.630]  All the businesses need power.
[09:05.670 --> 09:06.870]  It is cheaper at night.
[09:06.870 --> 09:08.190]  So you're off to a good start.
[09:08.870 --> 09:11.150]  The Hurricane 20 inch pro fan.
[09:11.950 --> 09:13.790]  Guys, here's a note you need to keep in your brain.
[09:13.790 --> 09:15.750]  Fans do not create cool air.
[09:15.750 --> 09:17.230]  They move the air around.
[09:17.230 --> 09:18.470]  They circulate air.
[09:18.470 --> 09:22.190]  If it's getting too hot from a heat source, you need something to battle the heat source.
[09:22.550 --> 09:24.030]  The fan doesn't battle it.
[09:24.030 --> 09:24.870]  It moves it around.
[09:24.870 --> 09:25.990]  It makes it comfortable.
[09:25.990 --> 09:27.790]  You need something to fight the heat.
[09:27.790 --> 09:29.750]  If you're making heat, you need something to make cool.
[09:30.070 --> 09:31.830]  So here we are at this point.
[09:31.830 --> 09:34.910]  We have got 58 to or 85 to 88 degrees.
[09:35.310 --> 09:36.430]  60 percent humidity.
[09:36.430 --> 09:40.670]  It says, I'm afraid my girls are going to get very unhappy soon if this continues.
[09:40.830 --> 09:42.910]  So I have purchased a winter.
[09:42.910 --> 09:44.550]  It's W.H.Y.N.T.E.R.
[09:44.550 --> 09:45.630]  That's said winter.
[09:45.630 --> 09:51.270]  If you guys have seen those when you're shopping a winter 14000 BTU ARC S.H.
[09:51.270 --> 09:52.510]  portable AC unit.
[09:52.670 --> 09:55.550]  But I have no clue how to vent this properly.
[09:56.150 --> 09:57.230]  These units are great.
[09:57.230 --> 10:00.550]  If you were in the right environment, if you don't have access to a window unit, if you
[10:00.550 --> 10:03.470]  don't have a window to put a unit in, these will work beautifully.
[10:03.470 --> 10:04.910]  I think you're on the right track.
[10:05.550 --> 10:07.830]  Just a little bit of guidance to install it.
[10:07.870 --> 10:13.030]  OK, I can help you there because I do have a room with it may be the exact same air
[10:13.030 --> 10:14.670]  conditioner, if not a similar model.
[10:14.670 --> 10:17.830]  I've got a winter 14000 BTU portable air conditioner.
[10:19.350 --> 10:22.070]  Yeah, so let's talk about some of your questions.
[10:22.070 --> 10:26.550]  I have a small 11 by 30 inch window that I could use, but I'm nervous about number
[10:26.550 --> 10:30.150]  one, bugs, number two, light leaks and number three, odor.
[10:30.150 --> 10:32.110]  Those are all valid concerns.
[10:32.350 --> 10:37.430]  It says I've had 10 different people give me 10 different answers on this, and I don't
[10:37.430 --> 10:38.470]  want to fuck this up.
[10:38.910 --> 10:41.310]  What would be the best possible way to do this?
[10:41.350 --> 10:45.150]  Keeping all these things in mind and with the knowledge that I have a 70 year old woman
[10:45.150 --> 10:49.790]  living very closely to the side that it will be vented out, who has already complained
[10:49.790 --> 10:52.150]  to me about the smell of marijuana.
[10:52.870 --> 10:55.430]  That crazy old lady is going to be the bane of your existence.
[10:55.430 --> 10:56.550]  I'm sorry she's over there.
[10:56.950 --> 10:57.990]  It says I apologize for it.
[10:57.990 --> 10:58.550]  You know what you got to do?
[10:58.550 --> 10:59.470]  You got to burn one with her.
[10:59.470 --> 11:01.270]  And if you saw me spit on the microphone, I apologize.
[11:01.270 --> 11:02.910]  You got to go burn one with her and make her your friend.
[11:03.230 --> 11:04.830]  Give her some topicals, make her feel better.
[11:05.030 --> 11:07.750]  I apologize for my lack of knowledge when it comes to HVAC.
[11:07.990 --> 11:10.310]  I don't apologize for lack of any knowledge.
[11:10.310 --> 11:12.750]  I'm sure you know plenty of shit because you've made it this far in life.
[11:13.070 --> 11:14.350]  This message is well typed.
[11:14.390 --> 11:14.990]  You know enough.
[11:15.030 --> 11:15.510]  You're okay.
[11:15.510 --> 11:16.470]  Don't apologize.
[11:16.870 --> 11:21.670]  And this may be simple, but for someone with varied responses, I sure as hell am
[11:21.670 --> 11:23.270]  concerned and I want it done right.
[11:23.310 --> 11:23.910]  I like that.
[11:24.150 --> 11:25.190]  I get it right the first time.
[11:25.190 --> 11:26.510]  We don't have to keep overdoing it.
[11:26.870 --> 11:31.230]  One solution was to remove the window, replace a piece of plywood, pre-cut for
[11:31.230 --> 11:31.750]  the hoses.
[11:31.750 --> 11:32.030]  Okay.
[11:32.030 --> 11:33.070]  You were on the right path.
[11:33.070 --> 11:34.910]  Let's just start talking about how I would do this.
[11:35.310 --> 11:39.790]  I have got a very similar window setup with a very similar air
[11:39.790 --> 11:40.950]  conditioner in the window.
[11:41.270 --> 11:42.470]  I did not use plywood.
[11:42.470 --> 11:43.470]  I opted to use.
[11:44.030 --> 11:45.630]  I'm not sure what it's supposed to be for.
[11:45.630 --> 11:46.830]  I am not a construction guy.
[11:46.830 --> 11:47.790]  I'm not a handyman.
[11:48.190 --> 11:49.150]  That is not my realm.
[11:49.150 --> 11:49.990]  I'll admit that shit.
[11:49.990 --> 11:50.950]  You're not good at HVAC.
[11:50.950 --> 11:52.790]  I don't know what the shit at Lowe's is called.
[11:52.990 --> 11:53.710]  I point and grunt.
[11:53.710 --> 11:54.470]  We get what we need.
[11:54.910 --> 11:57.710]  Um, I use some blue insulation board.
[11:57.710 --> 11:58.430]  It's blue.
[11:58.590 --> 11:59.190]  It's foam.
[11:59.190 --> 12:00.550]  It looks like it's for insulation.
[12:00.550 --> 12:03.590]  I think it's got a diamond shape and it may say DuPont in the middle of it.
[12:04.030 --> 12:07.310]  Uh, I don't get the one with the silver reflective on either side.
[12:07.310 --> 12:08.830]  They offer it with the silver reflective.
[12:08.830 --> 12:09.830]  I do not buy that.
[12:10.230 --> 12:11.270]  I buy the foam board.
[12:11.270 --> 12:13.870]  I think it is one and a half to two inches thick.
[12:13.910 --> 12:15.390]  They make it in different thicknesses.
[12:15.750 --> 12:19.070]  In my basement window, the window well is quite wide.
[12:19.070 --> 12:22.510]  It's as wide as the basement foundation, as wide as the house was built.
[12:22.790 --> 12:24.870]  So I can press, I take out the window.
[12:25.110 --> 12:26.910]  I took it, the glass and the frame are gone.
[12:26.910 --> 12:29.830]  They simply popped out of the fucking, the square where the window goes.
[12:30.110 --> 12:30.910]  I popped that out.
[12:31.190 --> 12:35.510]  I cut a square of that blue foam insulation and I popped it in there as tight as it would go.
[12:35.990 --> 12:38.110]  Then I used Gorilla Kalk.
[12:38.110 --> 12:39.150]  It's a spray foam.
[12:39.270 --> 12:41.150]  You can put it, you're going to ruin your clothes.
[12:41.150 --> 12:43.910]  Wear some clothes you can destroy, wear some gloves, tie up your hair.
[12:44.190 --> 12:46.230]  If you got dreadlocks, get that shit out of the way.
[12:46.550 --> 12:49.230]  The Gorilla Kalk is a mess and it gets everywhere.
[12:49.230 --> 12:50.230]  It is hard to clean up.
[12:50.230 --> 12:51.110]  It's a pain in the ass.
[12:51.110 --> 12:55.430]  Karen saw photos of the area where I applied the Gorilla Kalk, all that spattery stuff.
[12:55.670 --> 12:56.870]  That's what I could not clean up.
[12:56.870 --> 12:57.790]  It sucks to work with.
[12:57.830 --> 12:59.110]  Be more careful than I was.
[12:59.470 --> 13:02.390]  Seal all the way around that window with the Gorilla Kalk.
[13:02.670 --> 13:05.190]  Then make multiple layers of duct tape over it.
[13:05.470 --> 13:06.470]  Don't do the duct tape yet.
[13:06.470 --> 13:07.310]  We're going to do that next.
[13:08.110 --> 13:09.310]  But seal it with duct tape.
[13:09.710 --> 13:17.110]  Then take your ducts from the air conditioner and trace the size of the hole and make a hole and cut that hole out.
[13:17.310 --> 13:23.670]  Now, what I choose to do is I went to the growth store and the ducts I am using are six inches in diameter.
[13:23.670 --> 13:26.110]  The air conditioner I purchased has a six inch duct.
[13:26.670 --> 13:29.030]  I grabbed a six inch metal flange.
[13:29.030 --> 13:31.030]  It's just a piece about this long and it's six.
[13:31.030 --> 13:35.390]  I'm holding up my hands probably 10 or 11 inches, maybe 12 inches long.
[13:35.630 --> 13:38.310]  Just a piece of sheet metal ducting wrapped into a duct.
[13:38.310 --> 13:41.950]  It's six inches in diameter and 10 to 12 inches long.
[13:42.230 --> 13:45.630]  And I push that through the foam board.
[13:45.630 --> 13:49.470]  I measure it, cut a hole, push that through the foam board, tape that securely into place.
[13:49.830 --> 13:53.270]  The foam board is taped into the wall, also held in with Gorilla Kalk.
[13:53.510 --> 13:54.670]  Then I put the metal in there.
[13:54.790 --> 13:59.990]  Then I attach the ducting to the metal just to give it something to attach to, something strong to support on.
[14:00.310 --> 14:02.270]  Then I duct tape the shit out of it.
[14:02.470 --> 14:04.790]  I want to catch up into your message and see where we are.
[14:05.070 --> 14:07.390]  Um, I've kind of lost my spot.
[14:08.190 --> 14:11.750]  Window replaced with a piece of plywood pre-cut for the hoses.
[14:12.030 --> 14:13.110]  Um, yes, you can do that.
[14:13.110 --> 14:14.710]  You can pre-cut or you can post cut.
[14:14.710 --> 14:16.710]  It was easier for me to cut once it was up there.
[14:16.990 --> 14:18.550]  I just hang the thing and measure.
[14:18.550 --> 14:19.990]  It was easy, but cut it as you need.
[14:20.470 --> 14:23.190]  Uh, then you want to screw the window into the frame and caulk it.
[14:23.430 --> 14:24.190]  That would work.
[14:24.190 --> 14:27.270]  I use the foam insulation, uh, because it's easier to cut.
[14:27.670 --> 14:29.350]  Uh, and it's, uh, it's insulated.
[14:29.350 --> 14:30.710]  It's already insulated.
[14:30.990 --> 14:34.110]  But the good part about the wood is it's going to be lightproof.
[14:34.150 --> 14:38.310]  I have to duct tape the inside of my room to make sure no light comes through when I use this.
[14:38.310 --> 14:40.030]  So where are we here?
[14:40.630 --> 14:47.030]  Uh, caulked, but how do I filter it to ensure bugs and or light can't get through the intake or outtake hoses?
[14:47.030 --> 14:50.430]  That is a very good question and a very good challenge.
[14:50.830 --> 14:53.110]  One of those hoses spits out heat.
[14:53.710 --> 14:57.190]  Um, I usually put black pantyhose over the end of that.
[14:57.230 --> 15:00.270]  Just put pantyhose, just like a condom and duct tape it in place.
[15:00.590 --> 15:04.710]  It'll blow and you'll see that flap in the wind a little bit, but the pantyhose prevents anything from coming in.
[15:04.950 --> 15:06.030]  Put it on both sides.
[15:06.390 --> 15:10.390]  I do not use the, um, the duct in.
[15:10.550 --> 15:12.030]  I only use the duct out.
[15:12.030 --> 15:13.990]  That way I'm not pulling the air from outside.
[15:14.470 --> 15:18.430]  It makes the air conditioner struggle a little bit because you're using that humidity in the room.
[15:18.910 --> 15:26.910]  But when it's 120 outside and it's only 85 in my room, I feel it's easier for the air conditioner to use that air that's already in the room.
[15:26.910 --> 15:28.110]  And then it just blows the heat out.
[15:28.110 --> 15:32.710]  It's less circulation and cycling going through my machine, less ducting that I've got.
[15:33.430 --> 15:34.750]  I don't use that second hose.
[15:34.750 --> 15:37.150]  I just leave it open and I put a filter over that.
[15:37.430 --> 15:39.590]  So a pantyhose is the cheap way to do that.
[15:39.870 --> 15:45.630]  Uh, if you're confident that it's not going to heat up enough to cause a problem on the pantyhose, by the time it gets down that far, it should be okay.
[15:45.990 --> 15:47.670]  But make sure you put your hand over and check.
[15:47.670 --> 15:49.150]  So that's how I filter it.
[15:49.150 --> 15:49.750]  Pantyhose.
[15:49.910 --> 15:51.390]  That is super high tech.
[15:51.670 --> 15:53.510]  Um, it's really cost effective.
[15:53.670 --> 15:54.870]  That's a million dollar trick.
[15:55.030 --> 15:55.790]  Pantyhose, bro.
[15:56.070 --> 15:56.790]  Uh, where are we?
[15:56.870 --> 15:57.630]  Or ma'am?
[15:57.670 --> 15:58.030]  Sorry.
[15:58.230 --> 15:59.070]  I shouldn't call you bro.
[15:59.070 --> 16:00.150]  You're one of the bros by now.
[16:00.190 --> 16:01.230]  I hope you're, you're one of us.
[16:01.230 --> 16:01.710]  Come hang out.
[16:02.030 --> 16:02.950]  One of the grow bros.
[16:03.070 --> 16:04.190]  Nothing but respect either way.
[16:04.670 --> 16:10.270]  Um, I don't want to say this out loud, but mites are the only grower problem I haven't dealt with.
[16:10.270 --> 16:11.870]  Well, uh, you'll get mites eventually.
[16:11.870 --> 16:12.870]  Where else are we in this?
[16:13.110 --> 16:17.110]  And how do I go about this smell venting out and blasting the intake out of the hoses?
[16:18.550 --> 16:22.150]  I do not think it cycles much air from your room.
[16:22.150 --> 16:23.430]  You've got the two hose model.
[16:23.430 --> 16:25.710]  So you are going to be pulling air in through that.
[16:25.910 --> 16:27.710]  It's going to go over the compressor and out.
[16:27.710 --> 16:31.750]  You may need to use both hoses and then it creates a loop and that air doesn't touch your grow.
[16:32.070 --> 16:34.190]  You aren't pulling air from the grow and pushing it out.
[16:34.190 --> 16:34.870]  You're just pulling out.
[16:34.870 --> 16:37.030]  It's a loop and that should work for you.
[16:37.270 --> 16:38.830]  I can't make any promises that way.
[16:38.830 --> 16:43.550]  Use the two hoses and you create a continuous loop and the air doesn't get sucked from your grow.
[16:43.590 --> 16:45.150]  The odor doesn't get sucked and blown out.
[16:45.710 --> 16:48.790]  You may need another carbon filter in the grow room.
[16:48.830 --> 16:52.310]  Just put a carbon filter with a blower in it, right in front of the air conditioner.
[16:52.590 --> 16:54.390]  Uh, that'll help stir the air around.
[16:54.390 --> 16:56.590]  Also, that'll suck out a bunch of aroma and odors.
[16:57.030 --> 17:00.350]  But if you do the loop, I don't think you're going to get much aroma.
[17:00.510 --> 17:02.710]  Where I am, I don't worry too much about aroma.
[17:02.710 --> 17:04.390]  The neighbors know who I am by now.
[17:04.870 --> 17:07.550]  Goes on to say, I've emailed you a few picks.
[17:07.550 --> 17:09.310]  I did check out the emails and I did reply.
[17:09.310 --> 17:12.190]  I'm sorry for holding the email paper in front of the camera.
[17:12.190 --> 17:12.550]  That's rude.
[17:12.550 --> 17:13.430]  I wasn't paying any attention.
[17:13.430 --> 17:14.990]  If you're watching the video, I do apologize.
[17:15.270 --> 17:16.590]  Trying to be a better podcaster.
[17:17.030 --> 17:18.070]  I did check out the photos.
