[00:17.080 --> 00:19.640]  Welcome back, Cannabis community.
[04:03.560 --> 04:05.080]  And I said, hey bro, why don't you just drive up
[04:05.080 --> 04:08.400]  to Organica and go visit Tim and get some of that Arise?
[04:08.400 --> 04:09.440]  And he said, I would love to,
[04:09.440 --> 04:11.720]  but I am in the Southern part of the state.
[04:11.720 --> 04:13.480]  And I was like, what does that mean?
[04:13.480 --> 04:16.880]  And he replied with, there's a border check there.
[04:16.880 --> 04:18.800]  And I thought a border check in New Mexico.
[04:18.800 --> 04:21.160]  And he said, yeah, between when you're coming North
[04:21.160 --> 04:23.600]  from Las Cruces, New Mexico on I-25,
[04:23.600 --> 04:25.440]  there is a border check.
[04:25.440 --> 04:27.680]  And they're checking, and it's also as you're going South.
[04:27.680 --> 04:30.600]  If you're going South to Las Cruces on I-25,
[04:30.600 --> 04:32.040]  there's a border check.
[04:32.040 --> 04:34.880]  And they stop you and ask you, when you're coming North,
[04:34.880 --> 04:36.480]  they ask you if you've been to Mexico
[04:36.480 --> 04:39.400]  and they ask you if you have any illegal people in your car.
[04:39.400 --> 04:41.880]  And when I went through it, it was myself.
[04:41.880 --> 04:43.920]  You guys, I am white.
[04:43.920 --> 04:45.080]  I'm super white.
[04:45.080 --> 04:46.800]  There's no mistaking me for a white guy,
[04:46.800 --> 04:48.480]  racial profiling or not.
[04:48.480 --> 04:49.720]  I'm a white dude.
[04:49.720 --> 04:51.680]  My beard comes in kind of red.
[04:51.680 --> 04:53.400]  My beard comes in quite red.
[04:53.400 --> 04:55.240]  I've got blonde hair, blue eyes.
[04:55.240 --> 04:56.920]  I say dude and bro.
[04:56.920 --> 04:58.640]  I am white, there's no doubt about it.
[04:58.640 --> 04:59.920]  The guy that was with me, it looks like
[04:59.920 --> 05:00.840]  he could be my brother.
[05:00.840 --> 05:02.640]  He's my best friend, Rob the Dude.
[05:02.640 --> 05:03.920]  When we went through that checkpoint,
[05:03.920 --> 05:04.760]  they were like, what's up guys?
[05:04.800 --> 05:05.760]  Did you go to Mexico?
[05:05.760 --> 05:06.960]  And I said no.
[05:06.960 --> 05:09.120]  And he ran our plates and he pretty much sent us on our way.
[05:09.120 --> 05:11.000]  He knew we were gringos.
[05:11.000 --> 05:13.120]  So they're looking for illegal aliens
[05:13.120 --> 05:15.400]  and they're looking for drugs coming North.
[05:15.400 --> 05:17.720]  Going to the South, they were never looking
[05:17.720 --> 05:19.000]  for anything until now.
[05:19.000 --> 05:21.720]  Now they're looking for people taking their medical marijuana
[05:21.720 --> 05:23.040]  through that checkpoint.
[05:23.040 --> 05:25.440]  I was confused, but then I gave it about two seconds
[05:25.440 --> 05:27.600]  of thought and I said, holy shit.
[05:27.600 --> 05:30.480]  They can't drive their medical marijuana.
[05:30.480 --> 05:34.360]  So these guys, they're medical marijuana patients
[05:34.960 --> 05:35.800]  in the state of New Mexico.
[05:35.800 --> 05:38.040]  They have purchased medical marijuana in New Mexico
[05:38.040 --> 05:41.160]  and they cannot travel through that state checkpoint
[05:41.160 --> 05:43.920]  because it is a federally run checkpoint.
[05:43.920 --> 05:45.320]  And if they get caught with marijuana,
[05:45.320 --> 05:47.680]  they will be charged with possession of cannabis
[05:47.680 --> 05:49.400]  or whatever the charges are.
[05:49.400 --> 05:51.240]  And they will probably take the weed at the least
[05:51.240 --> 05:53.160]  and they'll probably arrest and charge them
[05:53.160 --> 05:56.760]  for crossing a federal border with cannabis.
[05:56.760 --> 05:57.840]  I thought that was very interesting.
[05:57.840 --> 06:00.240]  I just wanted to share that with you guys.
[06:00.240 --> 06:02.640]  Man, if you're in New Mexico, go to Organica
[06:02.640 --> 06:04.520]  unless you have to try to sneak through that border.
[06:04.520 --> 06:06.560]  I cannot suggest to anybody trying to sneak
[06:06.560 --> 06:10.520]  through a border patrol checkpoint with cannabis in your car.
[06:10.520 --> 06:12.080]  If you're a medical marijuana patient
[06:12.080 --> 06:13.240]  and you're having problems like that,
[06:13.240 --> 06:14.800]  getting your herb and having to travel with it,
[06:14.800 --> 06:16.320]  you know what I'm going to say?
[06:16.320 --> 06:17.720]  Grow your own cannabis.
[06:17.720 --> 06:19.040]  That's the best way to do it.
[06:19.040 --> 06:19.880]  All right.
[06:19.880 --> 06:21.100]  You know how you can learn how to grow your own cannabis?
[06:21.100 --> 06:22.460]  This is a super smooth segue.
[06:22.460 --> 06:24.020]  You can listen to old episodes
[06:24.020 --> 06:25.520]  of the Grow From Your Heart podcast.
[06:25.520 --> 06:26.880]  Before it was the Grow From Your Heart podcast,
[06:26.880 --> 06:28.440]  it was called I Grow Culture.
[06:28.440 --> 06:31.680]  And I've been putting old episodes together in large chunks.
[06:32.640 --> 06:34.160]  If three episodes fit in a block,
[06:34.160 --> 06:35.640]  I've been putting three episodes together
[06:35.640 --> 06:38.080]  and re-releasing them as one episode.
[06:38.080 --> 06:39.320]  It may not always work that way
[06:39.320 --> 06:40.880]  because some episodes are going to be longer,
[06:40.880 --> 06:41.880]  some are shorter.
[06:41.880 --> 06:43.380]  I may only be able to fit two.
[06:43.380 --> 06:46.280]  I may be able to fit four or five if the episodes are short.
[06:46.280 --> 06:48.720]  It looks like my recording software
[06:48.720 --> 06:50.920]  and where I post my podcast,
[06:50.920 --> 06:52.760]  it looks like just over three hours
[06:52.760 --> 06:54.800]  is kind of the limit for what I can put out.
[06:54.800 --> 06:57.320]  So I try to go pretty close to three hours.
[06:57.320 --> 07:00.200]  I've put out episodes one through three in one chunk,
[07:00.200 --> 07:02.560]  and then I put out episodes four, five, and six
[07:02.560 --> 07:03.760]  in another chunk.
[07:03.760 --> 07:04.800]  And after I record this,
[07:04.800 --> 07:08.040]  I will put together the next two chunks of episodes
[07:08.040 --> 07:11.240]  and I'll release those hopefully on the next two Thursdays.
[07:11.240 --> 07:12.800]  I've been dropping them on Thursdays.
[07:12.800 --> 07:15.680]  So if you haven't noticed in the feed,
[07:15.680 --> 07:16.940]  the old episodes are up there.
[07:16.940 --> 07:18.680]  You guys just go look through the feed,
[07:18.680 --> 07:19.520]  through the titles,
[07:19.520 --> 07:21.640]  and it says one through three revisited
[07:21.640 --> 07:24.000]  and four through six revisited.
[07:24.000 --> 07:27.000]  And I plan on keeping that going until I catch up.
[07:27.000 --> 07:28.000]  And I'm doing it in chunks
[07:28.000 --> 07:30.960]  because people are asking for old episodes.
[07:30.960 --> 07:34.060]  And instead of just dropping the old episodes back in,
[07:34.060 --> 07:36.120]  because what happens is every time a new episode comes out,
[07:36.120 --> 07:37.720]  an old episode gets knocked out of the feed
[07:37.720 --> 07:39.040]  or only holds 100.
[07:39.040 --> 07:40.600]  So instead of just putting in one,
[07:40.600 --> 07:41.680]  I'm putting in three
[07:41.680 --> 07:44.160]  and you're kind of getting more value out of it that way
[07:44.160 --> 07:45.360]  without losing something.
[07:45.360 --> 07:46.800]  That's my attempt.
[07:46.800 --> 07:48.000]  Because if I just put one through three,
[07:48.000 --> 07:51.000]  then it would knock out whatever the bottom three were.
[07:51.000 --> 07:53.480]  I'm just, I'm trying to make it make sense for everybody.
[07:53.480 --> 07:54.400]  That's my goal.
[07:54.400 --> 07:57.000]  Also, another solution I came up with
[07:57.000 --> 07:59.160]  to archive old episodes was YouTube.
[07:59.160 --> 08:01.620]  YouTube does not limit how many things you post.
[08:01.620 --> 08:04.320]  I can post a thousand episodes to YouTube.
[08:04.320 --> 08:07.220]  So I have slowly been going and making old videos
[08:07.220 --> 08:08.180]  for the old episodes.
[08:08.180 --> 08:10.960]  I've got one through 25 completed.
[08:10.960 --> 08:12.000]  They are loaded to YouTube,
[08:12.000 --> 08:13.460]  but they are not public yet.
[08:13.460 --> 08:15.520]  I'm going to try to get up to 50 episodes
[08:15.520 --> 08:17.020]  before I make it public
[08:17.020 --> 08:20.180]  because people listen to things in such large chunks
[08:20.180 --> 08:22.480]  that if I don't put 50 of them up there,
[08:22.480 --> 08:23.720]  the minute I release it,
[08:23.720 --> 08:25.120]  somebody is going to tweet me and say,
[08:25.200 --> 08:27.160]  listen to all 50, I need more.
[08:27.160 --> 08:29.000]  So let me get 50 up there.
[08:29.000 --> 08:29.960]  Then I'll make them public.
[08:29.960 --> 08:30.800]  You guys can listen.
[08:30.800 --> 08:32.680]  And hopefully while you savages
[08:32.680 --> 08:33.920]  dig through those old episodes,
[08:33.920 --> 08:36.960]  I'll be able to produce the next 20 or so
[08:36.960 --> 08:38.520]  and try to stay ahead of you guys.
[08:38.520 --> 08:40.320]  And I'm going to do it until I'm caught up.
[08:40.320 --> 08:42.800]  Currently I'm recording episode 185
[08:42.800 --> 08:44.460]  and I've got 25 videos made.
[08:44.460 --> 08:47.360]  So I've got 160 videos that I need to make
[08:47.360 --> 08:49.200]  and it takes a little bit of time.
[08:49.200 --> 08:51.600]  I apologize for the quality of the first
[08:51.600 --> 08:53.060]  20 something videos.
[08:53.420 --> 08:56.460]  Uh, I wasn't real good with the record
[08:56.460 --> 08:57.900]  or with the video making software.
[08:57.900 --> 09:01.020]  And honestly, I'm just kind of phoning in
[09:01.020 --> 09:03.180]  the first 50 to get them done.
[09:03.180 --> 09:04.820]  I'm cutting and pasting images in.
[09:04.820 --> 09:07.100]  So it's just the same images repeated,
[09:07.100 --> 09:09.780]  but you're getting the full audio, which is my goal.
[09:09.780 --> 09:11.000]  It's all about the audio.
[09:11.000 --> 09:13.860]  There'll be some cool images, but it's all about the audio.
[09:13.860 --> 09:15.620]  The first 21 videos are actually up.
[09:15.620 --> 09:17.420]  If you guys would like to go to,
[09:17.420 --> 09:18.700]  just go to YouTube and search for
[09:18.700 --> 09:19.980]  the Grow From Your Heart podcast.
[09:19.980 --> 09:21.180]  It's really easy to find.
[09:21.180 --> 09:24.840]  You can actually watch the first 21 or 22 videos
[09:24.840 --> 09:26.420]  and let me know what you think.
[09:26.420 --> 09:28.340]  Also, if you listen to those old episodes,
[09:28.340 --> 09:31.300]  please tweet me and give me some critiques and opinions.
[09:31.300 --> 09:33.200]  I'd love to know what you think of those old episodes.
[09:33.200 --> 09:36.180]  Tweet me at GFYH podcast.
[09:36.180 --> 09:39.000]  I would love to hear your opinions of the old stuff.
[09:39.000 --> 09:40.840]  A lot of people aren't into Twitter and social media.
[09:40.840 --> 09:42.180]  So if you want to contact me
[09:42.180 --> 09:43.100]  and let me know what you think,
[09:43.100 --> 09:44.500]  you can send me an email at
[09:44.500 --> 09:48.500]  growfromyourheartathotmail.com.
[09:48.540 --> 09:49.680]  And speaking of emails,
[09:49.680 --> 09:52.580]  that brings me to the topic of the show, you guys.
[09:52.580 --> 09:53.740]  I received an email.
[09:53.740 --> 09:57.260]  It's kind of long, but it brought up so many good questions
[09:57.260 --> 09:58.920]  that I could not ignore it.
[09:58.920 --> 10:01.560]  So I'm going to take a fat dab.
[10:01.560 --> 10:03.940]  I might take three or four dabs to tell you the honest truth.
[10:03.940 --> 10:05.620]  Actually, I think I'm going to take a dab
[10:05.620 --> 10:07.640]  of this solventless hash that my buddy Chandler
[10:07.640 --> 10:08.780]  gave me for my birthday.
[10:08.780 --> 10:10.120]  Dude, thanks for the solventless.
[10:10.120 --> 10:10.980]  It's delicious.
[10:10.980 --> 10:13.060]  I'm going to take a fat dab of it right now.
[10:13.060 --> 10:15.420]  And then I'll probably take a dab of some Arise.
[10:15.420 --> 10:17.780]  And then I'll probably take a dab of Cactus Cooler.
[10:17.820 --> 10:20.860]  And then I'll probably finish off with a dab of Cascade.
[10:20.860 --> 10:22.220]  And then I'm going to come back
[10:22.220 --> 10:24.160]  and we will read an email from our friend
[10:24.160 --> 10:27.660]  who calls himself the Tricounty Bandit from Florida.
[10:43.940 --> 10:46.020]  Podcast world, I am back.
[10:46.020 --> 10:48.340]  And I have a confession to make.
[10:48.340 --> 10:51.300]  I could not take all four of the dabs I mentioned.
[10:51.300 --> 10:54.700]  I took a dab of that solventless that Chandler gave me
[10:54.700 --> 10:57.300]  and I got super high and I coughed for like three minutes
[10:57.300 --> 10:59.140]  and I had to go blow my nose.
[10:59.140 --> 11:00.620]  And then I thought I'd be cool to take a dab
[11:00.620 --> 11:02.540]  of that cactus cooler.
[11:02.540 --> 11:05.200]  And I went in a little deeper than I thought I went in
[11:05.200 --> 11:06.580]  and I had to blow my nose again
[11:06.580 --> 11:08.340]  and cough for like six or seven minutes.
[11:08.340 --> 11:10.140]  So the past 10 minutes of my life
[11:10.140 --> 11:12.860]  had just been me taking two dabs and coughing.
[11:12.860 --> 11:15.700]  But I'm back and I'm gonna shake off this
[11:15.700 --> 11:17.600]  fucking dab coma I just put myself into.
[11:17.600 --> 11:19.100]  And we're going to read an email.
[11:19.100 --> 11:20.860]  I'm pulling up the email right now.
[11:21.700 --> 11:23.660]  This email, as mentioned before,
[11:23.660 --> 11:26.500]  it comes from a guy who calls himself the Tri-County Bandit.
[11:26.500 --> 11:28.780]  We've read his emails on the show before.
[11:28.780 --> 11:29.880]  You might be familiar.
[11:30.740 --> 11:32.820]  You guys, this dude's emails get long
[11:32.820 --> 11:35.260]  and they get very wordy, but I can't ignore it
[11:35.260 --> 11:37.340]  because there are some golden nuggets hidden in here.
[11:37.340 --> 11:38.860]  Some of the questions that he asks
[11:38.860 --> 11:40.680]  are great for this podcast.
[11:40.680 --> 11:42.540]  So I'm gonna drop down the music
[11:42.540 --> 11:43.460]  and we're gonna read the email.
[11:43.460 --> 11:44.820]  It goes like this.
[11:44.820 --> 11:46.060]  And again, if you want to send me an email,
[11:46.060 --> 11:48.940]  it's growfromyourheartathotmail.com.
[11:48.940 --> 11:50.460]  I just felt like a cheesy 80s DJ
[11:50.500 --> 11:51.740]  as I turned down the music and said that.
[11:51.740 --> 11:52.580]  That was weird.
[11:52.580 --> 11:54.180]  Anyway, you guys, here goes an email
[11:54.180 --> 11:55.820]  from our friend, the Tri-County Bandit.
[11:55.820 --> 11:56.660]  It goes like this.
[11:56.660 --> 11:57.500]  Yo, what up, homie?
[11:57.500 --> 11:59.580]  It's your boy, Tri-County Bandit from Florida.
[11:59.580 --> 12:01.860]  It's been a while since I last emailed you,
[12:01.860 --> 12:04.020]  but I've been steadily digesting them shows
[12:04.020 --> 12:05.060]  as you release them.
[12:05.060 --> 12:06.180]  Keep up the good work, bro.
[12:06.180 --> 12:08.220]  Your dedication is admirable.
[12:08.220 --> 12:09.060]  Dude, thanks for that.
[12:09.060 --> 12:10.500]  I appreciate it.
[12:10.500 --> 12:12.260]  Then he goes on to say,
[12:12.260 --> 12:14.980]  the only thing I can say I've been steadily doing for years
[12:14.980 --> 12:17.660]  is eating, breathing, and brushing my teeth.
[12:17.660 --> 12:19.520]  Anyway, man, I'm hitting you up to say thanks
[12:19.520 --> 12:20.720]  for all the shows.
[12:20.720 --> 12:23.600]  I'm a lawn and ornamental pest control technician here,
[12:23.600 --> 12:25.760]  and I love listening to podcasts,
[12:25.760 --> 12:28.160]  especially Canada-related ones.
[12:29.080 --> 12:30.400]  They get me through the day.
[12:30.400 --> 12:32.800]  With that being said, don't stop making them.
[12:32.800 --> 12:34.760]  Dude, I'll do my best to not stop.
[12:34.760 --> 12:37.200]  I am at 185 episodes,
[12:37.200 --> 12:40.240]  and I have got a list of podcasts that I want to record.
[12:40.240 --> 12:42.280]  I keep promising you guys the episode
[12:42.280 --> 12:43.540]  about building a drip system.
[12:43.540 --> 12:45.920]  I don't feel that that one's crucial to get out right away,
[12:45.920 --> 12:46.760]  but I've got it.
[12:46.760 --> 12:48.560]  It's on the first page now when I open the book.
[12:48.560 --> 12:49.960]  All the other episodes have been done.
[12:49.960 --> 12:51.400]  The pages have been torn out.
[12:51.400 --> 12:52.640]  That one's the first one I see.
[12:52.640 --> 12:54.640]  So the building an auto watering drip system,
[12:54.640 --> 12:55.700]  that one's coming up.
[12:55.700 --> 12:57.880]  I've got more episodes about how to identify
[12:57.880 --> 12:59.720]  and take care of pests.
[12:59.720 --> 13:02.080]  We're gonna do thrips next on that one.
[13:02.080 --> 13:04.480]  Then we're gonna talk about how to identify light leaks
[13:04.480 --> 13:06.880]  and pH problems and overfed.
[13:06.880 --> 13:09.400]  I've got a whole bunch more content coming up.
[13:09.400 --> 13:11.020]  Plus I need to get the Dabbing Granny
[13:11.020 --> 13:13.080]  and White Mike on a podcast together.
[13:13.080 --> 13:15.520]  They have never sat down and done a show together.
[13:15.520 --> 13:17.520]  I want to make that happen.
[13:17.520 --> 13:18.560]  I've got a lot of stuff coming up.
[13:18.560 --> 13:20.720]  So I'm not going to stop making podcasts
[13:20.720 --> 13:22.060]  for a really long time.
[13:22.060 --> 13:24.400]  That I can pretty much promise you,
[13:24.400 --> 13:26.100]  unless something terrible happens
[13:26.100 --> 13:27.640]  and I will still work through it.
[13:27.640 --> 13:29.560]  That's just how it goes.
[13:29.560 --> 13:31.360]  Anyway, the email goes on and says,
[13:31.360 --> 13:34.340]  you always say that your fan base listens
[13:34.340 --> 13:36.820]  to about 30 to 45 minute shows.
[13:36.820 --> 13:39.880]  Or my response to that is they ain't real fans, bro.
[13:39.880 --> 13:42.300]  I'm in it for the long haul.
[13:42.300 --> 13:44.520]  Well, not everybody can be in it for the long haul, bro.
[13:44.520 --> 13:47.360]  They're not out there killing bugs for eight hours a day.
[13:48.200 --> 13:49.800]  Some people have ADD
[13:49.800 --> 13:51.760]  and they don't listen to a long podcast.
[13:51.760 --> 13:53.520]  I prefer a long podcast myself.
[13:53.520 --> 13:54.360]  I like it.
[13:55.920 --> 13:57.440]  When I go to the Grow, the big grow,
[13:57.440 --> 13:59.200]  I'm there from six in the morning
[13:59.200 --> 14:01.720]  or seven in the morning till six at night usually.
[14:01.720 --> 14:03.040]  And I'm there for a long time.
[14:03.040 --> 14:03.880]  And just like yourself,
[14:03.880 --> 14:05.980]  I like to put in a podcast, hit play,
[14:05.980 --> 14:07.800]  and then not have to reach back into my pocket
[14:07.800 --> 14:10.400]  for another two hours to hit play again.
[14:10.400 --> 14:12.000]  That's why I listen to stuff like Joe Rogan
[14:12.000 --> 14:14.080]  because he's on for three or four hours
[14:14.080 --> 14:15.460]  just fucking rambling.
[14:15.660 --> 14:18.060]  I like Joey Diaz because he's on for quite a while.
[14:18.060 --> 14:20.220]  I like the Steve Simone Good Times podcast
[14:20.220 --> 14:21.420]  because that one's long.
[14:21.420 --> 14:23.560]  I like Doug Stanhope because they're just ridiculous
[14:23.560 --> 14:25.460]  and that one's kind of long, but you're right.
[14:25.460 --> 14:26.420]  Longer episodes are cool.
[14:26.420 --> 14:28.160]  It's why I've been trying to put out longer episodes.
[14:28.160 --> 14:31.580]  When it's just me, 30 or 45 minutes is enough.
[14:31.580 --> 14:34.660]  I can't even listen to myself for much longer than that.
[14:34.660 --> 14:36.980]  But thank you for the compliment and for wanting more.
[14:36.980 --> 14:39.660]  It makes me feel great that people want more.
[14:39.660 --> 14:41.180]  It's better to know that people want more
[14:41.180 --> 14:42.860]  than hearing that people are fucking sick of me
[14:42.860 --> 14:44.300]  and they're like, dude, shut up.
[14:45.260 --> 14:46.540]  I'd rather hear people say, give me more.
[14:46.540 --> 14:47.780]  So that's awesome.
[14:47.780 --> 14:48.620]  The email keeps going.
[14:48.620 --> 14:50.820]  It says like this, I listen to four hour plus shows
[14:50.820 --> 14:53.620]  on my phone because I got to kill eight hours a day.
[14:53.620 --> 14:55.420]  Not saying you got to make longer shows, bro.
[14:55.420 --> 14:57.540]  Just letting you know people are digging the content
[14:57.540 --> 14:59.860]  and don't ever sell yourself short.
[14:59.860 --> 15:01.260]  I appreciate that.
[15:01.260 --> 15:02.900]  I don't think it's selling myself short
[15:02.900 --> 15:05.060]  that people listen to 36 minutes of a podcast.
[15:05.060 --> 15:08.020]  That's just what statistics on my end show.
[15:08.020 --> 15:10.300]  And that's what ADD shows me, honestly.
[15:10.300 --> 15:11.900]  And most people are probably driving to work
[15:11.900 --> 15:13.220]  or something when they listen.
[15:13.220 --> 15:14.700]  Not everybody's got a job like us
[15:14.700 --> 15:16.260]  where they can put on the earbuds
[15:16.260 --> 15:18.140]  and listen for eight hours at a time.
[15:18.140 --> 15:21.720]  I love it when I can, oh, the day goes by so quickly.
[15:21.720 --> 15:23.860]  I go into work, check out the to-do list,
[15:23.860 --> 15:24.900]  figure out what do I got to do.
[15:24.900 --> 15:26.740]  I get set up for a couple of things.
[15:26.740 --> 15:28.640]  And then once everybody kind of goes their separate ways,
[15:28.640 --> 15:30.740]  I throw in earbuds and I hit play.
[15:30.740 --> 15:32.620]  And oh man, by the time it's break time,
[15:32.620 --> 15:34.420]  that podcast is over and I'm like, yes,
[15:34.420 --> 15:36.340]  time just traveled, it's so sweet.
[15:36.340 --> 15:37.300]  But I love it.
[15:37.300 --> 15:39.700]  Let's see, you've got a grow question.
[15:39.700 --> 15:41.900]  Oh, you also said, no homo, bro,
[15:41.940 --> 15:44.020]  but I love your attitude and personality.
