[00:19.320 --> 00:21.120]  All right, here we go.
[13:31.120 --> 13:35.360]  See what it does smoke it with your friends. Maybe you don't even need to smoke it with that
[13:35.360 --> 13:40.200]  Maybe you're halfway through growing it. You're gonna say look it's nothing but trichomes. It's just a trichome tree
[13:40.200 --> 13:41.160]  Maybe that's what you've got
[13:41.160 --> 13:46.080]  Maybe it's Charlie Brown's Christmas tree and you'll know three weeks into flower that it's a winner or a loser
[13:46.280 --> 13:48.520]  But grow it out finish it up. See what it does
[13:48.840 --> 13:54.840]  Um what you technically have would be labeled bag seed don't call it golden goat
[13:54.880 --> 13:56.960]  Just say it's golden goat bag seed
[13:56.960 --> 14:02.260]  That means it came from a bag of golden goat and it is a seed that we don't know why that seed happened
[14:02.260 --> 14:08.000]  We know it came from golden goat buds. So we know the female was golden goat, but we don't know why that seed happened
[14:08.000 --> 14:10.560]  So we can't label it with a full-on name
[14:10.560 --> 14:16.020]  That's not an a grade seed because we don't know the full pedigree of that. So you've got a bag seed
[14:16.140 --> 14:19.620]  It could be anything it could be amazing it could be trash
[14:19.780 --> 14:24.980]  Let's talk about a few strains that I feel happened this way or any similar manner
[14:24.980 --> 14:30.180]  I feel the original golden goat actually was an accident
[14:30.180 --> 14:35.940]  It was not supposed to be bred a guy had a male plant and he had a female plant and they ax it wasn't me
[14:35.940 --> 14:39.340]  I did not breed the original golden goat, by the way, let me clear that up. That was made by mr
[14:39.340 --> 14:45.260]  Dankin Topeka, Kansas, but mr. Dank's male plant got away from him. It pollinated his female plant
[14:45.460 --> 14:50.620]  He found some seeds in there when he was smoking it or I don't know if he was smoking or what but he found the
[14:50.620 --> 14:53.580]  Seeds that became the golden goat. That was an accident
[14:54.100 --> 14:59.820]  So that was technically bag seed. That's the same scenario, which you've got accidental seed
[14:59.820 --> 15:02.620]  It became golden goat, which is world-renowned
[15:02.620 --> 15:07.840]  It's a famous fucking strain that see those seeds sell out every seed I make sells out immediately
[15:07.840 --> 15:11.020]  So that's a very famous strain and it was made by accident
[15:11.180 --> 15:16.340]  Gorilla glue was made by accident. It's another one of the world's most famous strains
[15:16.340 --> 15:22.980]  It's sought after all of the seeds of gorilla glue gets sold people claim to have gorilla glue glue crosses that they don't have
[15:22.980 --> 15:24.780]  It's clone only
[15:24.780 --> 15:27.520]  Just like the golden goat until we made it into fem seeds
[15:28.060 --> 15:33.940]  But anyway, I digress that one is another accident. We have got the cookies the Girl Scout cookies
[15:33.940 --> 15:40.780]  I suspect I cannot prove but I don't think Girl Scout cookies was really made with anything on purpose or we would know what it
[15:40.780 --> 15:45.900]  Was people would somebody would come forward and say it was this cross to this. I did it in this basement
[15:45.900 --> 15:48.780]  Somebody would say that instead it's shrouded with mystery
[15:48.780 --> 15:54.380]  Which makes me think it was an accidental bag seed that somebody found and they grew and they found a gem just like you possibly
[15:54.380 --> 15:59.440]  Have in there. Let's talk about something else. We should mention all of the chem dog line
[16:00.220 --> 16:04.620]  Everything that came from chem dog genetics started with bag seed
[16:04.620 --> 16:09.540]  I always talk a little bit about chem dog and the legend of the 13 beans
[16:09.540 --> 16:12.460]  I'm not gonna go too deep into it. I don't have any notes
[16:12.460 --> 16:16.240]  I just decided right now that I would kind of update you on the chem dog story. There was a guy
[16:16.420 --> 16:19.180]  He wasn't known as chem dog yet. We're not gonna say his name
[16:19.980 --> 16:23.220]  He went to some Grateful Dead shows and he met up with some guys
[16:23.540 --> 16:28.700]  Named AJ and P bud and AJ and P bud were growing some weed that they called dog
[16:28.700 --> 16:34.860]  But they called it dog bud because when you smoked on it and you smoked it you rolled over on your back like a dog
[16:34.860 --> 16:40.300]  They called it the dog bud some of their friends were calling it the chem weed because it smelled like chemicals
[16:40.300 --> 16:44.780]  They were asking what kind of chemicals they grew it with. This is the best of my recollection of this story
[16:45.020 --> 16:50.780]  So P bud and Joe were growing we're getting I don't know if they were growing it or getting it
[16:50.780 --> 16:53.020]  I don't know that part. They were getting the dog bud
[16:53.820 --> 16:55.100]  they
[16:55.100 --> 16:58.700]  We're calling it dog bud because it would make you stone like a dog
[16:58.700 --> 17:03.120]  You'd lay on your roll over on your back like a dog or they were calling it the chem weed because their friend said it
[17:03.120 --> 17:08.320]  Smelled like chemicals that kind of spawns the name chem dog right there. They were not putting a W in it
[17:08.320 --> 17:11.960]  It was chem dog with an O. So all of us that are using the W
[17:12.600 --> 17:16.520]  We're doing it wrong old-school chem dog with an O not with the W. So
[17:17.080 --> 17:19.400]  These guys run into a guy
[17:20.040 --> 17:24.560]  Whose name will be left out of the story at a Grateful Dead concert at Deer Creek
[17:24.560 --> 17:30.300]  So he buys some weed from him. He realizes this weeds fucking fire. They exchange numbers
[17:31.000 --> 17:33.000]  Grateful Dead tour ends
[17:33.360 --> 17:38.180]  P bud and Joe go back to Colorado allegedly Breckenridge is where I think this where they were from
[17:39.560 --> 17:45.120]  The guy who later becomes chem dog goes back to his place. He contacts them later says I want some herb
[17:46.920 --> 17:52.360]  They teleported them some weed now they fucking mailed it to him allegedly probably I don't know exactly how that happened they got him
[17:52.880 --> 17:59.200]  So the boys in Colorado allegedly got the man who later became chem dog. They got him some product
[17:59.200 --> 18:04.000]  There was allegedly I've heard two different stories. I heard there were three ounces. I heard there were four ounces
[18:04.800 --> 18:08.920]  If anybody wants to chime in somewhere and let me know that I'm all about it
[18:08.920 --> 18:13.480]  I want to get this story right and I just now decided to tell you so I'm trying to remember the best I can from
[18:13.480 --> 18:19.460]  Memory, so these guys get herb to the man who becomes chem dog chem dog finds
[18:19.760 --> 18:24.140]  13 seeds in this bag of weed in the all three ounces or four ounces
[18:24.140 --> 18:28.720]  However many he got there were 13 seeds. He sprouted some of them
[18:29.200 --> 18:34.600]  Some of them were males. They got removed. I've heard him talk on future podcasts. No
[18:34.980 --> 18:37.540]  Yeah, I can't hear him talk on future podcasts
[18:37.540 --> 18:42.220]  But after this story, I heard him talk on podcast those I knew what I meant
[18:42.220 --> 18:42.860]  You knew what I meant
[18:42.860 --> 18:48.500]  I heard him talk on podcasts where he said I wish I knew what I was doing with those males cuz now I kick myself
[18:48.500 --> 18:53.280]  For calling those males. Yeah, bro. Me too. Those males were probably fucking amazing
[18:53.280 --> 18:57.500]  So the chem dog males got tossed there were all the females that he found he kept
[18:57.500 --> 19:03.320]  I think he may have more seeds according to the legend of chem dog in the 13 beans of those 13 beans
[19:03.320 --> 19:07.900]  We got the chem 91. I'm going to guess he popped that in
[19:08.420 --> 19:10.420]  91 we got the chem D
[19:10.420 --> 19:15.360]  Which had a lot of I'm not exactly sure why I got called chem D, but it had a lot of that tennis ball
[19:16.260 --> 19:20.760]  Chemical sort of a smell to it. The chem 91 was skunkier in my opinion
[19:20.760 --> 19:25.020]  That's my favorite is the skunky one. The chem D is kind of gassier and tennis balls
[19:25.500 --> 19:30.060]  Then there's the chem sister and there are other chems that came from that I should have done research
[19:30.060 --> 19:32.940]  But the top three that you'll know are the chem 91
[19:33.460 --> 19:37.520]  The chem D and the chem sister. I don't know if there was one that was just straight called chem dog
[19:37.780 --> 19:44.700]  But that is chem dog is the guy who found those seeds in a bag of weed and he grew them now
[19:44.740 --> 19:51.060]  We're calling the weed chem dog and there is a guy known as chem dog from some seeds that came from bags of weed
[19:51.260 --> 19:55.580]  What you've got is bag seed you could have the next chem dog
[19:55.580 --> 20:02.300]  you could be the guy of legend of the golden goat s1 and the one bean that could be you right now or
[20:03.260 --> 20:06.240]  you could have trash that you should throw away at week four, but
[20:06.780 --> 20:13.060]  That is my recollection of randomly decidingly to deciding to tell you the legend of chem dog in the 13 beans
[20:13.060 --> 20:16.740]  There were two guys in Colorado. They had some herb. They were calling it the dog weed
[20:17.140 --> 20:22.180]  They met a guy at a Grateful Dead show they became friends later on they got him some of the herb
[20:22.180 --> 20:26.540]  He found 13 seeds those 13 seeds netted us some of the most
[20:27.420 --> 20:30.220]  prolific influential cannabis in our
[20:31.020 --> 20:36.740]  Catalog in our gene pool in our fucking culture. Everybody knows what chem dog is. Everybody knows about chem D
[20:37.180 --> 20:44.160]  Everybody smoked chem chem dog you hear about it. It's legendary. So that is where it came from. It was bag seed
[20:45.000 --> 20:49.120]  Recently I had a friend say dude have you shopped at this dispensary and I was like not really shop there
[20:49.120 --> 20:52.480]  He's like they have a shelf that it's all seeded, but the weed is super good
[20:52.480 --> 20:55.920]  But it's got a few seeds in it and I was like how many seeds are in he's like you get like one or two
[20:55.920 --> 20:57.720]  Seeds in eighth and I did the math
[20:57.720 --> 20:59.640]  I got how much is an ounce and he told me I go bro
[20:59.640 --> 21:01.720]  Just go buy an ounce and hope you get ten seeds in there
[21:01.720 --> 21:03.760]  That's like buying a fucking pack of killer seeds
[21:03.760 --> 21:06.520]  If you grow that you're gonna find fire in there and he's like really bro
[21:06.560 --> 21:08.360]  And I was like, those are free seeds, bro
[21:08.360 --> 21:13.560]  Go get those most people are gonna be mad but go buy an ounce and hope you get a 12 pack of free seeds
[21:13.560 --> 21:17.200]  It'll be worth the that's what the out the price of an ounce is
[21:17.200 --> 21:22.560]  What up 10 or 12 pack of seeds would cost you on the market and then basically he's getting an ounce of shitty weed to
[21:22.560 --> 21:25.880]  Go with it. That's the way I thought about it. So I'm go get an ounce of that weed
[21:26.680 --> 21:31.680]  Anyway, I digress I'm rambling. I'm not sure how long I've been going but let's do it this way
[21:31.680 --> 21:35.720]  I've got a lot of editing to do I've been learning a couple of tricks of Final Cut Pro by the way
[21:35.720 --> 21:41.640]  Thank you for all the compliments the feedback all of that good stuff on the last couple of episodes
[21:41.640 --> 21:47.600]  I've been working hard on making creative intros. I've been working hard on just doing some details to make the show better
[21:47.600 --> 21:52.000]  I do appreciate you for watching. I want to keep your attention. I want to be a top-notch podcast
[21:52.000 --> 21:58.720]  I feel like the content coming from this section the notes the show that part is good in my opinion. I could be wrong
[21:58.720 --> 22:01.560]  It's my show, but I feel like the next step is production
[22:01.560 --> 22:05.240]  So thank you for the compliments the words of encouragement the words of wisdom
[22:05.240 --> 22:08.960]  Some people have sent me some feedback and stuff and some advice also. Thank you for all of that
[22:09.280 --> 22:12.080]  Thank you for growing with me and being patient while I grow
[22:12.080 --> 22:15.840]  This is gonna be probably kind of a short episode because I do need to get to editing
[22:15.840 --> 22:22.480]  I need to figure some stuff out also working on color correcting as the next move. I am never the right color in these videos
[22:22.960 --> 22:27.880]  We're gonna figure that shit out one of these days color correction is fun. Anyway, I am rambling
[22:27.880 --> 22:33.160]  I got super stoned before this episode. I've had a good long day finally cooling down a little bit wasn't melting
[22:33.440 --> 22:37.980]  Thank you guys for hanging out. Thank you for joining me for another episode of the grow from your heart podcast you guys
[22:38.100 --> 22:41.380]  659 episodes that is madness
[22:42.220 --> 22:44.220]  Madness. Thank you. I do appreciate it
[22:44.340 --> 22:48.620]  If you've got any questions corrections comments or concerns, you know that I would love to hear from you
[22:48.620 --> 22:55.820]  The email address is grow from your heart at hotmail.com. Don't be shy send me some updates questions corrections comments concerns
[22:56.340 --> 23:00.100]  Constructive criticism don't worry about my pride. I need to know what you're thinking
[23:00.100 --> 23:03.980]  That's the only way we can improve the show also don't forget about the website
[23:04.620 --> 23:09.340]  I read genetics calm lots of great stuff on I read genetics calm if you scroll halfway down
[23:09.740 --> 23:14.540]  There is a stay up to date tab where you can put in your email address and you will receive a newsletter
[23:15.020 --> 23:21.020]  Approximately once a month that will let you know what is going on with I read genetics. Maybe you'll get coupon codes for vendors
[23:21.060 --> 23:26.220]  Maybe you'll get a coupon code for the web store where you can get some fresh t-shirts or different gear that we may have coming
[23:26.220 --> 23:29.540]  Up, you'll get the first notifications when those things go on the website
[23:29.980 --> 23:34.900]  Maybe you'll get coupon codes all the stuff that we're doing. Maybe some event details that are coming up
[23:34.900 --> 23:39.980]  We will be at the end. Oh Expo in Denver the Denver Expo. There are multiple Denver in do expos
[23:39.980 --> 23:41.980]  I am a hometown hero doing the Denver show
