[00:00.000 --> 00:17.290]  Alright, here we go.
[05:49.270 --> 05:52.350]  This is a different lemon skunk plant.
[05:52.350 --> 05:59.350]  The lemon skunk that is used for the Lemon Jeffrey, the Lemon Sunrise, or the Firefly,
[05:59.670 --> 06:03.830]  the Jack Tripper, that is actually from greenhouse seeds.
[06:03.830 --> 06:04.630]  That is a female.
[06:04.630 --> 06:05.510]  It's only a female.
[06:05.510 --> 06:08.350]  That's actually a feminize seed that I've been breeding to.
[06:08.350 --> 06:10.230]  There's another ramble we could talk about.
[06:10.230 --> 06:13.590]  When people talk about you can't breed to fem seeds, well, you sure as shit can because
[06:13.630 --> 06:17.070]  I am reversing fem plants and breeding them to other fem plants.
[06:17.070 --> 06:19.550]  I'm getting way off topic here, but we're just rambling at this point.
[06:19.550 --> 06:24.430]  Anyway, the BC Lemon Skunk that I've been talking about is a BC Lemon Skunk from BC
[06:24.430 --> 06:25.070]  Seed Company.
[06:25.070 --> 06:25.670]  That's a boy.
[06:25.670 --> 06:26.990]  That's a dude.
[06:26.990 --> 06:31.470]  The other lemon skunk I've had for years and I've talked about a lot, that is a female
[06:31.470 --> 06:32.590]  from greenhouse.
[06:32.590 --> 06:35.190]  Those are different plants, completely different plants.
[06:35.190 --> 06:35.950]  Don't get confused.
[06:35.950 --> 06:37.550]  Wanted to clear that up.
[06:37.550 --> 06:40.750]  I hope that makes any sense to everybody out there.
[06:40.750 --> 06:43.510]  All right, let's segue into my next batch of notes here.
[06:43.510 --> 06:45.550]  I am recording right at the start of the month.
[06:45.550 --> 06:51.310]  Today is June 1st, so it is a good idea to take this opportunity to remind you to calibrate
[06:51.310 --> 06:52.230]  your equipment.
[06:52.230 --> 06:56.670]  If you've got a pH meter, an EC meter, whatever kind of meter you're working with, maybe you're
[06:56.670 --> 07:00.190]  using a Dosatron, go calibrate all of those devices.
[07:00.190 --> 07:01.510]  Now is a very good time to do it.
[07:01.510 --> 07:05.350]  The start of the month is a beautiful time to clean up and calibrate things.
[07:05.350 --> 07:08.110]  If you've got filters, go clean them.
[07:08.110 --> 07:10.750]  If you've got something that needs to be cleaned up, go clean it.
[07:10.750 --> 07:12.910]  Take the first of the month just to go polish shit up.
[07:13.030 --> 07:14.470]  It's the start of the summer season.
[07:14.470 --> 07:15.710]  Get in there and clean some shit up.
[07:15.710 --> 07:17.510]  Get a head start on summer cleaning.
[07:17.510 --> 07:18.630]  Make the grow room shine.
[07:18.630 --> 07:20.110]  Get ahead of any problems.
[07:20.110 --> 07:21.270]  Go in there and find the issues.
[07:21.270 --> 07:23.190]  Go clean everything up.
[07:23.190 --> 07:24.990]  Go calibrate all of your meters.
[07:24.990 --> 07:26.310]  Clean the air conditioner vents.
[07:26.310 --> 07:29.630]  If you've got one of those portable air conditioners, that thing has a filter in it.
[07:29.630 --> 07:32.430]  If you've got another kind of air conditioner, it could have a filter in it.
[07:32.430 --> 07:36.350]  If you're using a heater, that sounds crazy, but last night in Colorado, the heater came
[07:36.350 --> 07:38.310]  on because it got super fucking cold.
[07:38.310 --> 07:41.550]  If you're using a heater, maybe clean the filter on the heater.
[07:41.590 --> 07:43.270]  Everything's got a filter that needs to be cleaned.
[07:43.270 --> 07:45.230]  Maybe you're running some kind of hydro gear.
[07:45.230 --> 07:46.230]  Maybe you're running something.
[07:46.230 --> 07:47.750]  Maybe go clean all the fans.
[07:47.750 --> 07:51.230]  Today is a good day to clean all of your grow equipment.
[07:51.230 --> 07:54.190]  For now, I'm going to focus on our pH meter.
[07:54.190 --> 07:57.870]  Recently, I was at somebody's grow and they were excited because they just bought ... I
[07:57.870 --> 07:59.870]  recommended a Bluelab pH pen.
[07:59.870 --> 08:01.670]  Bluelab doesn't pay me.
[08:01.670 --> 08:05.710]  Maybe I shouldn't even have said the brand, but I recommended a brand new Bluelab pH meter
[08:05.710 --> 08:06.710]  to my friend.
[08:06.710 --> 08:07.710]  They went and got it.
[08:07.710 --> 08:08.910]  We showed up at their grow together.
[08:08.910 --> 08:10.710]  We're going to hang out and work on their plants.
[08:10.870 --> 08:15.990]  My buddy busted out a Bluelab pH pen, took it right out of the box, mixed up some nutrients
[08:15.990 --> 08:20.150]  and plopped it right into the solution and read it and said, pH is great.
[08:20.150 --> 08:24.070]  I was like, bro, you didn't do that correctly at all.
[08:24.070 --> 08:25.070]  He's like, what do you mean?
[08:25.070 --> 08:26.630]  I was like, you got to calibrate that.
[08:26.630 --> 08:28.110]  He was like, what do you mean?
[08:28.110 --> 08:31.230]  I was like, you've got to calibrate your pH meter.
[08:31.230 --> 08:33.070]  He didn't even think about this.
[08:33.070 --> 08:34.070]  Did you know?
[08:34.070 --> 08:35.070]  Do you know?
[08:35.070 --> 08:38.010]  I'm going to tell you now just because a lot of people apparently do not know that when
[08:38.090 --> 08:43.850]  you buy your pH pen in the instruction book, it is recommended that you soak that pH probe
[08:43.850 --> 08:48.850]  in a pH calibration solution for 24 hours before calibrating it.
[08:48.850 --> 08:50.050]  Did you know that?
[08:50.050 --> 08:52.370]  You just paid $100 for that device.
[08:52.370 --> 08:56.410]  Why not follow the instructions and set it up correctly to work correctly?
[08:56.410 --> 09:01.010]  We're going to rely on this device to measure the nutrient solution, which we are feeding
[09:01.010 --> 09:02.450]  our entire crop.
[09:02.450 --> 09:05.310]  These nutrients, you paid a lot of money for the nutrients.
[09:05.310 --> 09:09.190]  You want those nutrients to give you maximum benefit on the crop which you were growing.
[09:09.190 --> 09:13.070]  Why wouldn't you make sure the tools that you just paid money for are not dialed in
[09:13.070 --> 09:15.470]  and calibrated fucking perfectly?
[09:15.470 --> 09:18.550]  That's what I would do if it were up to me.
[09:18.550 --> 09:21.870]  When you get that new pH pen, when it comes out of the box, the first thing you should
[09:21.870 --> 09:26.870]  do is set it in that calibration solution for 24 hours.
[09:26.870 --> 09:28.470]  It'll say 12 to 24 hours.
[09:28.470 --> 09:32.270]  It may say 24 hours plus on your package, on your instructions.
[09:32.270 --> 09:33.270]  Read those, do that.
[09:33.270 --> 09:36.870]  Some of them may not recommend it, but in the Blue Lab, it was definitely recommended
[09:36.870 --> 09:37.870]  in the instructions.
[09:37.870 --> 09:39.830]  My buddy didn't even bother to calibrate it.
[09:39.830 --> 09:40.830]  He took it out.
[09:40.830 --> 09:41.830]  Sorry I'm calling you out, bro.
[09:41.830 --> 09:42.830]  We're not going to say your name, but he is listening.
[09:42.830 --> 09:43.830]  What's up, bro?
[09:43.830 --> 09:44.830]  Fist bump.
[09:44.830 --> 09:45.830]  Hope you're well.
[09:45.830 --> 09:46.830]  Salute.
[09:46.830 --> 09:47.830]  Anyway, he took it right out of the box and plopped it in there and stirred it around.
[09:47.830 --> 09:48.830]  It was like, the pH looks good.
[09:48.830 --> 09:52.790]  I was like, what the fuck are you doing, bro?
[09:52.790 --> 09:53.790]  Adjust it.
[09:53.790 --> 09:54.790]  Calibrate that thing.
[09:54.790 --> 09:55.790]  Calibrate it.
[09:55.790 --> 09:57.230]  It needs to be, who knows how long it's been sitting in the box.
[09:57.230 --> 09:59.030]  Who knows if it got calibrated?
[09:59.030 --> 10:02.190]  Who knows what the guy at the factory calibrated it at?
[10:02.190 --> 10:04.030]  Let it soak in the solution, then take it out.
[10:04.030 --> 10:07.310]  Then there are very simple steps for calibrating a pH pen.
[10:07.310 --> 10:10.230]  Most of them, it's going to be a couple of buttons until one thing flickers.
[10:10.230 --> 10:12.350]  You put it in the four solution until it says four.
[10:12.350 --> 10:17.030]  Then you're going to put it in the other solution, clean it off between solutions, pull it out
[10:17.030 --> 10:20.630]  of the four, rinse it off in clean water, then put it in the seven, then make sure it
[10:20.630 --> 10:21.990]  comes on at the seven.
[10:21.990 --> 10:23.390]  Then here's what I recommend.
[10:23.390 --> 10:31.350]  Buy another batch of four and or seven solution because just like I don't trust that calibration,
[10:31.510 --> 10:35.590]  original pen calibration, I don't trust these solutions either.
[10:35.590 --> 10:37.170]  Sometimes they go dry.
[10:37.170 --> 10:38.170]  Sometimes they expire.
[10:38.170 --> 10:40.150]  I'm a suspicious fucking person.
[10:40.150 --> 10:41.150]  I got trust issues.
[10:41.150 --> 10:44.430]  I do not trust these calibration solutions at all.
[10:44.430 --> 10:47.550]  I buy another fresh bottle of four and seven.
[10:47.550 --> 10:50.030]  I pour a little bit of them into little containers.
[10:50.030 --> 10:56.230]  Then I re-dip my testing probe into that and make sure it shows me four, clean it off,
[10:56.230 --> 10:59.950]  dip it in the other one, make sure it shows me seven on my backup solutions.
[10:59.950 --> 11:04.230]  I've got four tests that are positive that show me that it's actually calibrated the
[11:04.230 --> 11:05.990]  way that I think it is.
[11:05.990 --> 11:08.830]  I would soak it in the solution for 24 hours.
[11:08.830 --> 11:11.990]  Then when you're going to go in the grow the next day, pull it out, clean it off, put it
[11:11.990 --> 11:16.310]  in the four solution, calibrate it properly, put it in the seven, calibrate it properly,
[11:16.310 --> 11:18.510]  clean it off between each of those.
[11:18.510 --> 11:23.390]  Then pour your other brand, your other bottle of calibration solution, your backup standard
[11:23.390 --> 11:25.930]  is what that is, your backups testing sample.
[11:25.930 --> 11:30.370]  Then test those again and make sure that they all come out properly, four and seven
[11:30.370 --> 11:31.450]  as you calibrate it.
[11:31.450 --> 11:33.730]  That way you're double checking your equipment.
[11:33.730 --> 11:37.030]  Like I said before, we're paying a lot of money for our nutrients.
[11:37.030 --> 11:39.290]  We pay a lot of money for the pH pen.
[11:39.290 --> 11:45.530]  We're putting a lot of money, time, space, energy, possibly felonies into our grow.
[11:45.530 --> 11:46.890]  There's a lot of things going into this.
[11:46.890 --> 11:51.570]  Why wouldn't we calibrate our pH pen and get the pH the best that we can?
[11:51.570 --> 11:53.970]  If you're just buying the thing and using it, it might not be perfect.
[11:54.010 --> 11:56.810]  I'm going to keep saying it, calibrate the damn pH pen.
[11:56.810 --> 11:57.910]  Do it today.
[11:57.910 --> 11:59.090]  Do it while you're thinking about it.
[11:59.090 --> 12:00.510]  Do it while I'm rambling.
[12:00.510 --> 12:05.090]  It's only going to take you a few minutes if you've got the proper solutions.
[12:05.090 --> 12:07.430]  I said it before, we're spending all this money on nutrients.
[12:07.430 --> 12:10.130]  We want the plants to be able to uptake those nutrients.
[12:10.130 --> 12:12.170]  Without the proper pH, they won't.
[12:12.170 --> 12:13.450]  Some stuff will just get left out.
[12:13.450 --> 12:15.010]  You may be adding CalMag.
[12:15.010 --> 12:18.170]  Let's just say those are two separate nutrients.
[12:18.170 --> 12:19.570]  We're going to stick with the bottle of CalMag.
[12:19.570 --> 12:21.370]  It's sold in one bottle most of the time.
[12:21.370 --> 12:23.010]  You're buying this bottle of CalMag.
[12:23.050 --> 12:26.450]  If your pH isn't right, you're putting the CalMag into your feed solution.
[12:26.450 --> 12:28.010]  You're pouring that into the plants and guess what?
[12:28.010 --> 12:29.010]  It's falling out of the bottom.
[12:29.010 --> 12:32.290]  They're not even eating it because your pH isn't correct.
[12:32.290 --> 12:33.610]  Adjust, correct that pH.
[12:33.610 --> 12:36.010]  Most of the plants, I'm not going to delve too far into pH.
[12:36.010 --> 12:39.810]  I wanted to ramble more about calibrating your equipment.
[12:39.810 --> 12:44.290]  Most plants are going to like a pH of somewhere between 5.8 and 6.4.
[12:44.290 --> 12:47.010]  If you can get within that range, most of your plants will be happy.
[12:47.010 --> 12:48.630]  Do pay attention.
[12:48.630 --> 12:51.730]  Maybe 6.3, 6.2 will be a little bit better.
[12:51.730 --> 12:55.730]  This will depend on the age of your plants, the size of your plants, of course, the health
[12:55.730 --> 13:00.250]  of your plants, the growth stage of your plants, also the amount of food you're giving them.
[13:00.250 --> 13:03.130]  A lot of stuff will depend on also the medium.
[13:03.130 --> 13:07.330]  I was going to say if you're in cocoa, are you in soil, soilless mix, what are you doing?
[13:07.330 --> 13:09.590]  That's going to make a big difference also.
[13:09.590 --> 13:10.590]  Get that pH dialed in.
[13:10.590 --> 13:13.650]  Most importantly, get your equipment dialed in.
[13:13.650 --> 13:14.970]  Go clean some shit up.
[13:14.970 --> 13:18.510]  Clean the fans, clean the air conditioners, go clean your scissors.
[13:18.510 --> 13:19.510]  Maybe buy some new scissors.
[13:19.630 --> 13:23.750]  If you've been cutting a bunch of clones, maybe today is the day to buy some new scissors.
[13:23.750 --> 13:28.270]  If you're using a sprayer to spray the garden, clean the shit out of that thing.
[13:28.270 --> 13:30.830]  Another thing we can think about is inventory.
[13:30.830 --> 13:34.390]  Do you have enough nutrients to get yourself through the crop that you're working on now?
[13:34.390 --> 13:38.290]  Do you have enough gloves to get yourself through the crop that you're working on?
[13:38.290 --> 13:39.290]  Are you prepared for harvest?
[13:39.290 --> 13:41.110]  Are you about to cut down some plants?
[13:41.110 --> 13:42.110]  Are you ready?
[13:42.110 --> 13:43.110]  Are you prepared?
[13:43.110 --> 13:46.130]  Right at the first of the month is always a good time to go take an inventory, order
[13:46.130 --> 13:48.150]  all of the shit that you need for the rest of the month.
[13:48.150 --> 13:49.870]  That way you don't have to stress about it.
[13:49.870 --> 13:53.710]  That way on watering day when it comes time to feed, you're mixing up, you got your pH
[13:53.710 --> 13:55.990]  probe in there, you're like, I need some cow mag.
[13:55.990 --> 13:57.910]  You go, fuck, I'm all out of cow mag.
[13:57.910 --> 14:00.190]  You don't want to find out while you're in the grow mixing shit up.
[14:00.190 --> 14:01.190]  Go check right now.
[14:01.190 --> 14:02.190]  Go shake the bottles.
[14:02.190 --> 14:03.630]  Go make a Google doc.
[14:03.630 --> 14:05.190]  Go make a spreadsheet.
[14:05.190 --> 14:09.630]  Go start making a list of things that you use and then mark how much is in each bottle.
[14:09.630 --> 14:10.630]  Keep track of it.
[14:10.630 --> 14:13.350]  Figure out how often you got to buy it, how often you got to order it.
[14:13.350 --> 14:16.670]  Also, this will help you keep track of how much you were spending in the garden.
[14:16.670 --> 14:21.550]  You can determine how much you are spending per pound or per ounce every harvest in your
[14:21.550 --> 14:22.550]  grow.
[14:22.550 --> 14:25.710]  All right, I've rambled on enough about the first of the month adjustments.
[14:25.710 --> 14:26.830]  Let's move on a little bit.
[14:26.830 --> 14:30.590]  Another thing that I did notice in my friend's grow, yeah, your grow, bro.
[14:30.590 --> 14:32.270]  We're going to talk about this real quick.
[14:32.270 --> 14:35.190]  My buddy's running three and five gallon pots in his grow room.
[14:35.190 --> 14:37.710]  He's got cocoa amended with perlite in there.
[14:37.710 --> 14:38.810]  He's got plastic pots.
[14:38.810 --> 14:41.230]  The plants look pretty good for the most part.
[14:41.230 --> 14:44.510]  There could be, he knows what he needs to do to make them look amazing.
[14:44.510 --> 14:45.750]  We don't need to air his business.
[14:45.830 --> 14:47.950]  We are going to call him out for one thing though.
[14:47.950 --> 14:50.410]  My dude is way over filling his pots.
[14:50.410 --> 14:52.630]  When you guys are putting, this is my recommendation.
[14:52.630 --> 14:56.250]  You guys and gals can do whatever you want in your grow, but my recommendation, this
[14:56.250 --> 14:57.250]  may help you out.
[14:57.250 --> 15:03.550]  This may be just my buddy's brain fucking really dinged when I gave him this advice.
[15:03.550 --> 15:06.710]  He fills the pots completely with cocoa.
[15:06.710 --> 15:08.590]  Let's just say that a five gallon pot is this tall.
[15:08.590 --> 15:10.030]  It's not, but we're going to say that.
[15:10.030 --> 15:11.550]  The five gallon pot is this tall.
[15:11.550 --> 15:14.610]  My dude had cocoa to here.
[15:14.610 --> 15:15.850]  It was to here.
[15:15.850 --> 15:17.890]  It was almost falling out of the pot.
[15:17.890 --> 15:19.810]  I was like, bro, why'd you put so much cocoa in there?
[15:19.810 --> 15:21.170]  He's like, it's a five gallon pot.
[15:21.170 --> 15:23.690]  Why wouldn't I put five gallons of cocoa in there?
[15:23.690 --> 15:27.850]  That's a really good thought process, but how am I going to water this shit?
[15:27.850 --> 15:28.850]  He's like, what?
[15:28.850 --> 15:32.690]  I was like, I'm pouring in water and I have to stand here and just fucking wait for it,
[15:32.690 --> 15:33.690]  dude.
[15:33.690 --> 15:35.730]  I've got my watering container and I'm pouring in the water.
[15:35.730 --> 15:39.930]  It's going to need somewhere between probably a half to maybe two thirds of that gallon
[15:39.930 --> 15:41.210]  of water that I've got.
[15:41.370 --> 15:45.090]  Instead of just being able to pour it in there, it's like running off the top of the pot because
[15:45.090 --> 15:47.330]  he's got it so full in that cocoa.
[15:47.330 --> 15:49.730]  It's not hydrophobic, but it's packed in there pretty well.
[15:49.730 --> 15:53.290]  It's where I can't absorb it as quickly as I want to pour it.
[15:53.290 --> 15:56.890]  If my dude would have left, I don't know, maybe an inch, maybe two inches, maybe an
[15:56.890 --> 16:00.810]  inch and a half of space at the top of that pot, maybe just a half an inch, I'd be able
[16:00.810 --> 16:04.650]  to just pour that water in and it would spread across the top and then puddle down in there
[16:04.650 --> 16:05.650]  evenly.
[16:05.650 --> 16:09.130]  But instead, I'm over there just fucking trickling water in.
[16:09.130 --> 16:12.450]  My advice to you, just leave a little bit of space so that that way we can get some
[16:12.450 --> 16:13.450]  water in the pot.
[16:13.450 --> 16:15.250]  You just pour that water right on there.
[16:15.250 --> 16:17.090]  Keep moving, keep going, keep growing.
[16:17.090 --> 16:18.090]  All right.
[16:18.090 --> 16:19.090]  I've rambled on enough.
[16:19.090 --> 16:20.650]  I did say I was going to answer some emails.
[16:20.650 --> 16:23.870]  Let's jump into the email portion of this podcast.
[16:23.870 --> 16:26.370]  This one comes from my friend Wicked Nugs.
[16:26.370 --> 16:27.370]  What's up Wicked Nugs?
[16:27.370 --> 16:29.050]  Thank you for the great question.
[16:29.050 --> 16:34.810]  It does go on and it does say, I was just listening to episode 651.
[16:34.810 --> 16:36.570]  You're way behind, brother.
[16:36.570 --> 16:38.330]  Maybe you're caught up and going back, but thanks for listening.
[16:38.530 --> 16:40.770]  It says, and I had a couple of questions.
[16:40.770 --> 16:45.810]  How does a breeder find a gem bag seed and create a new strain from it, not knowing the
[16:45.810 --> 16:49.970]  lineage of that genetic strain and start breeding from it?
[16:49.970 --> 16:50.970]  That's a really good question.
[16:50.970 --> 16:55.410]  It says, I love the show and I listened to it during the grow, during the busy work life
[16:55.410 --> 16:56.730]  and the AirPods.
[16:56.730 --> 17:03.450]  It feels like I just gained so much knowledge and helps pass time and I learn and take notes.
[17:03.450 --> 17:04.450]  That's what I'm thinking about.
[17:04.450 --> 17:07.450]  When I'm doing the show, I'm usually thinking that people are either watching on YouTube
[17:07.570 --> 17:09.890]  or they're working with me in their AirPods.
[17:09.890 --> 17:12.770]  Big up for letting me know that I'm getting you through a work day.
[17:12.770 --> 17:14.530]  That's what I used to do when I was at the Commercial Grows.
[17:14.530 --> 17:19.530]  I just put on the AirPods and throw something good in the ears and just jam all day.
[17:19.530 --> 17:23.350]  When people see two AirPods in, they know that you're not supposed to talk to you.
[17:23.350 --> 17:25.290]  That always made life easy.
[17:25.290 --> 17:27.390]  Goes on, learning a lot of knowledge.
[17:27.390 --> 17:28.390]  Thank you, bro.
[17:28.390 --> 17:30.610]  I'm glad to hear that you're learning and taking notes.
[17:30.610 --> 17:33.450]  That's what the goal is here, is to teach people, get everybody growing the best herb
[17:33.450 --> 17:34.710]  they can grow.
[17:34.710 --> 17:37.210]  Thank you for that.
[17:37.250 --> 17:39.130]  Then it says, thanks for all you do, Rasta Jeff.
