[00:00.060 --> 00:14.710]  Here we go.
[03:36.410 --> 03:40.650]  is the quickest way to get yourself to the top of the list. Simply go to Patreon, read
[03:40.650 --> 03:44.370]  the list of tiers. One of those tiers will get your email right to the top. Go ahead
[03:44.370 --> 03:49.090]  and contribute at that level. I'll get a message. You can either leave your message or question
[03:49.090 --> 03:56.170]  in the Patreon message box or you can send it to me via email at growfromyourheartathotmail.com.
[03:56.170 --> 04:00.250]  Let me know you contributed to Patreon. I will move your message right up to the top
[04:00.250 --> 04:06.210]  of the list. This one comes from a Patreon contributor who is known as North, North Terps.
[04:06.210 --> 04:10.930]  What up North? Good to hear from you again. It says, yo, what up dude? What up bro? I
[04:10.930 --> 04:14.850]  hope you're well. It says love you bro. Love you too bro. It says I came to Pueblo and
[04:14.850 --> 04:21.250]  it was sweet. Was nice at the Cannabis Connection. I ate a fire ass burger place in town, but
[04:21.250 --> 04:26.010]  hey, I came home after one week. Okay, so he continues. He says I came to Pueblo. It
[04:26.010 --> 04:31.050]  was sweet. I'm glad you had a good time in my town bro. You went to the Colorado Cannabis
[04:31.050 --> 04:34.970]  Exchange. I think he said Connection. It's a Colorado Cannabis Exchange is where I think
[04:34.970 --> 04:38.730]  he went because they told me you came by bro. Thanks for visiting and giving me a shout
[04:38.730 --> 04:43.690]  out. They love knowing that I bring traffic to them. So they mentioned you came by there.
[04:43.690 --> 04:47.090]  I'm glad they took good care of you. That is where I grabbed the Orangatane Funk live
[04:47.090 --> 04:51.190]  batter. So Colorado Cannabis Exchange at the south end of Pueblo will always take good
[04:51.190 --> 04:55.250]  care of you. Tell them that Rasta Jeff sent you and then be polite. If you say I sent
[04:55.490 --> 05:00.930]  you, you better be polite. Then after that, our friend went to a, he says a fire ass burger
[05:00.930 --> 05:05.850]  place in town. I'm pretty sure I know which burger place that is. They offer a delicious
[05:05.850 --> 05:09.850]  vegan burger. They've got a lot of other great options there. Some of their French fries
[05:09.850 --> 05:13.810]  and their dipping sauces are fucking tremendous. I'm glad you found that spot right in the
[05:13.810 --> 05:18.530]  middle of downtown. Really glad you enjoyed that. Good place to eat. This is not the eat
[05:18.530 --> 05:21.870]  from your heart podcast. I just, I'm glad our friend had a good experience in our town
[05:21.870 --> 05:25.550]  and ate at a place where I eat. I hope you got the tater tots too, bro. So much good
[05:25.550 --> 05:30.590]  shit there. Let's continue. It says, anyway, I came home after one week switching into
[05:30.590 --> 05:34.630]  flower. I went out and did some trimming and lollipopping and then all of the sudden I
[05:34.630 --> 05:40.710]  got rashes and hives all over my arms and wherever I was getting touched by the plants.
[05:40.710 --> 05:44.850]  So our friend went and did some work in his garden and now he is experiencing rashes and
[05:44.850 --> 05:49.630]  hives on his arms and his body. After working with the plants, he wants to know maybe it's
[05:49.630 --> 05:54.430]  from something else I did or did my plants all of the sudden decide to make themselves
[05:54.430 --> 05:59.790]  allergic to me because they weren't doing that before? That is a very good question.
[05:59.790 --> 06:04.910]  Unfortunately, this is all too common. I have seen this several times working in the cannabis
[06:04.910 --> 06:10.950]  industry. I've seen this a lot. I have a friend who works with a specific strain. She is a
[06:10.950 --> 06:15.790]  cultivator and a trimmer and a harvester. Shout out Jules if you're listening. Miss
[06:15.790 --> 06:21.310]  you boo. She is a cultivator. She's a badass grower also. When she works with Blue Dream,
[06:21.310 --> 06:25.190]  she will break out in hives. She'll start wheezing and fucking breathing funny. She
[06:25.190 --> 06:29.550]  is allergic to Blue Dream. Just ironically, I know back in the day I used to talk trash
[06:29.550 --> 06:34.590]  about Blue Dream, then she broke out in hives from it. So that extra supported our statement.
[06:34.590 --> 06:39.390]  But I've got a friend who is allergic to Blue Dream and other haze type strains. I've seen
[06:39.390 --> 06:44.390]  other people break out from orange dominant turps. If a plant really smells orangey, they'll
[06:44.390 --> 06:48.390]  get little blisters and rashes up and down their arms. I've seen certain strains give
[06:48.390 --> 06:53.470]  people like asthmatic attacks. Before I thought people were faking it sometimes. They didn't
[06:53.470 --> 06:57.170]  want to trim. They didn't want to work. But then they would come and trim a bunch of strains
[06:57.170 --> 07:01.350]  and then we'd give that strain back to them and it would just hit them. So there are a
[07:01.350 --> 07:07.110]  couple of options that could be happening. My very first concern is a pesticide. Have
[07:07.110 --> 07:11.350]  you applied a pesticide to these plants that you were working with? Maybe you applied a
[07:11.350 --> 07:16.770]  pesticide yesterday, maybe several days ago, maybe a while back. Maybe that pesticide is
[07:16.770 --> 07:21.030]  still on the plants and today something in that pesticide rubbed up against your arms.
[07:21.030 --> 07:25.670]  You got just the right combination of pesticide and heat. The body heat will activate a pesticide
[07:25.670 --> 07:29.550]  and help you get a rash a little more quickly. Maybe that's what happened. Maybe you've hit
[07:29.550 --> 07:32.910]  a pesticide. I don't know what you're putting on your garden. I'm not accusing. I'm listing
[07:32.910 --> 07:37.450]  options trying to make you aware of anything that could have occurred. A pesticide is my
[07:37.450 --> 07:41.230]  first concern because now you're being you're getting poisoned with a pesticide. You need
[07:41.230 --> 07:45.870]  to treat that properly. The next option, did you spray a foliar feed? Did you give
[07:45.870 --> 07:49.790]  it some kind of food that you applied via a foliar feed? I don't know if the plants
[07:49.790 --> 07:53.330]  are indoor or outdoor. I don't know what they're getting sprayed with. Maybe a pesticide or
[07:53.330 --> 07:57.930]  a foliar feed is on the leaves on the plants and it's gotten to your skin and now it is
[07:57.930 --> 08:03.270]  bothering you and giving you a rash. My next question is, is it a new strain? Have you
[08:03.270 --> 08:07.150]  ever grown this strain before? Some strains fuck with some people. Like I mentioned, my
[08:07.150 --> 08:10.970]  friend Jules can't grow Blue Dream. There are other people that other grows. They can't
[08:10.970 --> 08:15.790]  grow citrusy, orangey flavored turps. Those are the ones that I see do the most damage.
[08:15.790 --> 08:21.090]  Hazes, Blue Dream, and citrusy stuff are the ones that make people have weird reactions.
[08:21.090 --> 08:26.290]  So is it the strain specific that you are allergic to? And I'm saying allergic. That's
[08:26.290 --> 08:31.650]  the next thing I'm working into. Maybe there's something in the trichomes, in the leaf oil.
[08:31.650 --> 08:36.190]  Maybe there's just something simply in that plant at this point of that plant stage of
[08:36.190 --> 08:40.270]  growth that you were allergic to. Maybe your body rubbed up against it. It says, that's
[08:40.270 --> 08:44.310]  a lot of trichomes to be on my arm. That's a lot of whatever oil is in that trichome.
[08:44.310 --> 08:49.050]  There are terpenes, paleots, esters, fucking plant alcohols. There are a bunch of things
[08:49.050 --> 08:53.930]  happening in that plant. There's bioactivity happening. Maybe you got some of that. So
[08:53.930 --> 08:58.170]  maybe you're allergic to the pesticide. Maybe you're allergic to a foliar feed. Maybe you
[08:58.170 --> 09:03.450]  are allergic to that specific plant. Maybe you're allergic to cannabis. Maybe you're
[09:03.450 --> 09:07.590]  allergic to cannabis at that stage of growth. All of these things are possible. Also, maybe
[09:07.590 --> 09:11.850]  a bug did something weird in there. I don't know what kind of pest you've got. Maybe a
[09:11.850 --> 09:14.930]  pest did something in there. I don't know those options. I'm just trying to keep our
[09:14.930 --> 09:18.750]  minds open and kind of filter through and make sure I give you ideas of what could have
[09:18.750 --> 09:24.090]  gone on. Most likely, it was a pesticide. That would be the most obvious thing, or a
[09:24.090 --> 09:28.850]  foliar feed. I've seen people break out in weird, they get tiger stripes, they get weird
[09:28.850 --> 09:32.730]  fucking rashes up and down their arms, then it comes across the back of their body. I've
[09:32.730 --> 09:37.610]  seen weird shit from pesticide exposure. Google your symptoms and see if it looks like
[09:37.610 --> 09:42.410]  pesticide exposure. If you have applied a pesticide, open the back of that package.
[09:42.410 --> 09:45.370]  I've got a water bottle here. I don't have a pesticide handy, but there's a little book
[09:45.370 --> 09:49.690]  right here on the pesticide. If you just pull that open, it'll have all kinds of stuff written
[09:49.690 --> 09:54.490]  inside of there. Hopefully you read that before you applied the pesticide. If not, read it.
[09:54.490 --> 09:59.410]  Find out what the active ingredients are in that pesticide. Then Google the adverse reactions
[09:59.410 --> 10:05.050]  to exposure of that pesticide. Azodirachtin poisoning, azodirachtin exposure, azodirachtin
[10:05.050 --> 10:08.690]  rash on skin. Whatever you applied, I'm just picking azodirachtin because it's a word that
[10:08.690 --> 10:13.410]  I'm familiar with and it was fun to say. Google whatever product you used, exposure, rash
[10:13.410 --> 10:17.610]  on skin, see if that's what you've got going on. Otherwise, I think you're just allergic
[10:17.610 --> 10:22.570]  to that strain or to that specific plant. It may have been timing. See if it happens
[10:22.570 --> 10:28.010]  again the next time you go in there and grow. I recommend to everybody to wear rubber gloves
[10:28.170 --> 10:32.490]  for sure when you're growing. The six millimeter or thicker, are they six millimeter? I think
[10:32.490 --> 10:37.090]  they're six millimeter or thicker nitrile gloves. Then you also want to have long sleeves
[10:37.090 --> 10:42.290]  in the grow. In a grow, I know it's hot, it's warm, but we expose ourselves to all kinds
[10:42.290 --> 10:45.570]  of stuff. Our friend has a rash right here. He wouldn't have gotten a rash on himself
[10:45.570 --> 10:49.890]  if he had long sleeves. Also, those grow lights will give you some sort of skin cancer. If
[10:49.890 --> 10:54.570]  you're in a grow room all day, every day under thousands of watts of lights, I would recommend
[10:54.570 --> 10:58.570]  covering up your skin. Also, always wear eye protection. We're going to do another
[10:58.570 --> 11:04.010]  full episode on grow room safety. That's coming up. Let's stay focused today. I really think
[11:04.010 --> 11:10.090]  it's an allergy to either the plant or a pesticide or a foliar feed or perhaps there's a bug
[11:10.090 --> 11:14.650]  leaving some bullshit around. I'm not sure about that part. I want to hope that you apply
[11:14.650 --> 11:18.090]  to pesticide and that's the problem, that it's not the plants themselves, but that could
[11:18.090 --> 11:22.730]  be the thing. All right, North, North, Terps, I hope I kind of answered your question without
[11:22.730 --> 11:26.610]  more info, without more details, without some sort of scientific analysis. That is
[11:26.610 --> 11:31.090]  what I've got for you, bro. Probably you're allergic to something. Obviously, you're allergic
[11:31.090 --> 11:35.570]  to something and then we just have to decide, is it a pesticide, a foliar feed, the plants,
[11:35.570 --> 11:39.850]  the trichomes? What is it? Why is it? The only way to figure it out is either go stick
[11:39.850 --> 11:44.450]  your arm in there more and see if you get a different rash or wear some shit and don't
[11:44.450 --> 11:48.410]  risk the rash again. Did you get it on your face and stuff, bro? That sucks. I'm sorry.
[11:48.410 --> 11:53.570]  That's got to be uncomfortable. Some calamine lotion and maybe some CBD cream or something
[11:53.570 --> 11:57.010]  and lots of dabs and maybe a shower. All right, I'm going to keep moving forward because I
[11:57.010 --> 12:01.170]  do have several Patreon messages that I'd like to cover. I do promise the folks who
[12:01.170 --> 12:05.170]  contribute on Patreon that I will answer their messages, trying to follow through on all
[12:05.170 --> 12:09.890]  of that, trying to be a good guy. Here is another one from North, North, Terps. It says,
[12:09.890 --> 12:15.570]  shout out to Rasta Jeff and White Mike. Big ups to you, bro. Brother man, one love. I
[12:15.570 --> 12:21.530]  recently made the switch from flora to reggae GH. I'm not sure if he meant to write reggae
[12:21.530 --> 12:25.690]  GH when he switched over to regular general hydro, I think. I'm mixing according to the
[12:25.690 --> 12:33.410]  sheets, but my EC is off the charts. EC is off the charts. You're mixing according to
[12:33.410 --> 12:38.930]  the sheets. Are you starting with RO water? That's what I want to know. If your EC is
[12:38.930 --> 12:43.930]  up higher, maybe your base has already got a couple hundred PPMs of water in it. Before
[12:43.930 --> 12:48.250]  you even add nutrients to your water, fill up your vessel, your container, your reservoir,
[12:48.250 --> 12:52.450]  whatever you're putting the water in, stick your meter in there, see what it says. How
[12:52.450 --> 12:58.530]  many PPMs are in there now? I'm going to say as a guess, just a starting number, 400. Now,
[12:58.530 --> 13:02.930]  when you mix up your nutrients, deduct 400. That is kind of more closely to what you've
[13:02.930 --> 13:07.890]  got. There is shit in there starting you need to take into account, but if you're wondering
[13:07.890 --> 13:12.850]  why the EC is way off, that is one quick way to figure out a little bit. Just deduct the
[13:12.850 --> 13:18.490]  starting number from what you're working with. Then I recommend as you add each nutrient,
[13:18.490 --> 13:23.970]  keep that EC meter in there. If you're starting with 20 milliliters per gallon of base, pour
[13:23.970 --> 13:28.450]  it in there, see what it goes to. Sometimes the nutrient charts will show you what that
[13:28.450 --> 13:34.410]  EC will go to at that rate. If it's going too high, don't add that much. If your goal
[13:34.410 --> 13:39.690]  is 600 and it's shooting right up to 700 with the recommended dosage, don't put that much.
[13:39.690 --> 13:43.370]  Probably just add a little less and just wait until it gets to 600 and then stop adding
[13:43.370 --> 13:49.930]  the nutrient. Then whatever the next nutrient is, probably CalMag. Now you're at 600, you
[13:49.930 --> 13:53.530]  want to put ... I'm just making up numbers. Don't follow my number scale. I'm making these
[13:53.530 --> 13:59.290]  up off the top of my head. You had 600 of base nutrients and then it says 100 PPMs of
[13:59.290 --> 14:03.570]  CalMag. Just pour in the CalMag until you get to 500. Just do it that way instead of
[14:03.570 --> 14:09.050]  using the dosage chart. Use your meter as your measurement and do it that way. My next
[14:09.050 --> 14:16.130]  thing that I'm concerned with is are you using the correct unit of measurement? Are
[14:16.130 --> 14:21.330]  the nutrients measured in teaspoons, tablespoons, milliliters? What is that measured in? Is
[14:21.330 --> 14:27.250]  the water measured in gallons? Is it measured in liters? Is it measured in British gallons
[14:27.250 --> 14:34.290]  or US gallons? That's different shit. I would make sure to read the container, the measurement
[14:34.290 --> 14:39.010]  device, the instructions, the website, the mixing chart, the nutrient calculator, wherever
[14:39.010 --> 14:43.970]  you're getting your info. Read that and make sure that you are using the correct unit of
[14:43.970 --> 14:49.330]  measurements on both sides. Are you using gallons of water or liters of water? Then
[14:49.330 --> 14:53.730]  on the nutrients you're adding, are you using milliliters, ounces, teaspoons, tablespoons?
[14:53.730 --> 14:59.010]  Those are all options. Make sure that you are getting those two things correct. If one
[14:59.010 --> 15:03.250]  of those is off, if you think you're using liters and you're using gallons, you're way
[15:03.250 --> 15:07.170]  off. If you think you're using milliliters and you're using teaspoons or tablespoons,
[15:07.170 --> 15:11.370]  you are way off. If you've got both of those fucked up, you might just get right and be
[15:11.370 --> 15:15.810]  perfect, but it doesn't sound like you've done that. Make sure you're using the correct
[15:15.810 --> 15:21.850]  unit of measurement. Let's see, RO water, correct unit of measurement. I think that
[15:21.850 --> 15:26.530]  is what you need to do. Also, watch the plants. Are the plants happy? That's the most important
[15:26.530 --> 15:31.130]  part of this. When you're mixing it up to the recommended dosages, how are the plants
[15:31.130 --> 15:35.210]  acting? Are they telling you, hey, I'm angry, I need more nutrients? Are they saying, hey,
[15:35.210 --> 15:40.170]  I've had way too much fucking nutrients. I really like that you're checking your EC.
[15:40.170 --> 15:45.010]  Also, I want to know what you mean by off the charts because I go a little bit high
[15:45.010 --> 15:49.730]  when it goes to EC and PPM. Also, here's the other thing I was trying to remember. Is your
[15:49.730 --> 15:54.150]  meter properly calibrated? Test it to other meters. Make sure that that thing is reading
[15:54.150 --> 15:58.210]  the same as other meters. Do you have a friend with another EC or PPM meter? Can you go to
[15:58.210 --> 16:01.970]  the growth store and test it to one of theirs? Find somebody else with another meter. Make
[16:01.970 --> 16:06.730]  sure that your meter is accurate because just like mixing your nutrients in the wrong size
[16:06.730 --> 16:11.490]  of proportions to water to milliliters or whatever we're using, if your meter is wrong,
[16:11.490 --> 16:16.650]  your meter is wrong, you're never going to get it dialed in correctly. That is my advice.
[16:16.650 --> 16:21.730]  Are you using RO water? Deduct the amount of starting PPMs or EC there. Are you using
[16:21.730 --> 16:27.810]  the correct unit of measurement? Is your measuring device dialed in? Are the plants happy? That's
[16:27.810 --> 16:31.930]  the most important part of the whole thing. Where are you getting your information? Is
[16:31.930 --> 16:37.890]  it coming from the website, the bottles? Is it inside the box? Then verify that you've
[16:37.890 --> 16:42.170]  read that correctly. All right. I want to keep moving because I can get quite rambly.
[16:42.170 --> 16:46.530]  Let's jump right into the next message. Let's see. We've got too many from North Terps.
[16:46.530 --> 16:49.770]  I love you, North, but I'm not going to read three of your messages back to back. Let's
[16:49.770 --> 16:55.090]  jump in and help out our friend OG Purple Thumb with a great message here. It says,
[16:55.450 --> 17:00.730]  Hey, Ross to Jeff. I have an IPM question for you today. Have you ever used Pyganic? Yes,
[17:00.730 --> 17:06.890]  we use Pyganic. Fucking stumble all over that one, but we still use it. I use Pyganic in a
[17:06.890 --> 17:11.850]  commercial environment quite regularly. It is part of the rotation. I prefer Evergreen,
[17:11.850 --> 17:16.810]  but Pyganic is basically the same product. I think our distributor gives us Evergreen for
[17:16.810 --> 17:21.850]  a better price. That is why we've chosen the Evergreen over the Pyganic, but we do use it.
[17:22.050 --> 17:28.210]  I think we use it. Don't quote me here. Read the bottle, do your own research. Approximately 15 to
[17:28.210 --> 17:34.370]  30 milliliters per gallon of water in a tank mix with other pesticides. I do use Pyganic.
[17:34.370 --> 17:41.250]  Then it says, I also believe you said you use Botaniguard. Yes, I use Botaniguard Max. I think
[17:41.250 --> 17:46.890]  we use that one somewhere around 15 to 45 mils per gallon, depending on what else we're mixing
[17:46.890 --> 17:53.130]  it with and the pest we're trying to attack and also size of the plants. Do not quote me and do
[17:53.130 --> 17:58.530]  not risk your plants on my dilution levels. Make sure you test on your garden first. Read the label,
[17:58.530 --> 18:02.690]  read the fucking manual, follow all of the instructions on a pesticide. This is not just
[18:02.690 --> 18:07.890]  for OG Purple Thumb. This is for everybody. If you're using a pesticide, be very careful. In the
[18:07.890 --> 18:12.650]  last email, we've got somebody who may have been exposed to a pesticide. They may have a rash from
[18:12.650 --> 18:18.250]  a pesticide. I have seen the outcome of pesticide exposure. It can be very mild. It can also be very,
[18:18.250 --> 18:23.290]  very scary. I've seen people go into anaphylactic shock because of pesticide exposure. You guys,
[18:23.290 --> 18:27.610]  that shit is no fun. You have to take people to the hospital. They have to take medicine. You have
[18:27.610 --> 18:32.090]  to fill out a fucking incident report. It's not a good time. So be very careful when you're applying
[18:32.090 --> 18:37.170]  pesticides. Read the fucking manuals. Wear all of the proper protective personal equipment. Wear
[18:37.170 --> 18:42.610]  some goggles, wear gloves, long sleeves, suit up, wear good shoes, take a shower right after if you
[18:42.610 --> 18:46.770]  can. Be aware of what you're doing and then consider that everywhere that you've sprayed is
[18:46.770 --> 18:52.570]  now a contaminated pesticide area. If you sprayed in a room, that wall, that light, that doorknob,
[18:52.570 --> 18:56.650]  it's all coated in pesticides. Keep that shit in mind the next time you go in there. Just because
[18:56.650 --> 19:00.050]  you're not spraying today doesn't mean there's not pesticide available for you to come into
[19:00.050 --> 19:04.290]  contact with. I'm on to a good rant just like I thought I would be after those dabs. I want to
[19:04.290 --> 19:10.690]  keep moving here. I do use Botanigard Max. I do use Pyganic. I also use the Evergreen. We're
[19:10.690 --> 19:15.290]  going to talk about another pesticide here in a moment. It says both have pyrethrum but I see
[19:15.290 --> 19:21.850]  Botanigard has BB also. What do you recommend for a soil mite knockdown? There are way too many for
[19:21.850 --> 19:27.650]  my liking. I hope you're having a great weekend brother. All right so we've got soil mites. Are
[19:27.650 --> 19:32.330]  you sure they are soil mites? Have you verified that they are soil mites? That is the first course
[19:32.330 --> 19:37.850]  of action. Verify that we are battling the right enemy. If you've got the wrong bug, the wrong
[19:37.970 --> 19:41.690]  enemy, you may be treating for the wrong shit. You'll never get rid of your cancer if you keep
[19:41.690 --> 19:47.050]  treating for the flu. So make sure that's what you've got. Do you also have regular fucking
[19:47.050 --> 19:51.210]  eat your plant spider mites that are going up and leaving the soil because you're probably
[19:51.210 --> 19:55.650]  gonna have both if you've got one. Now let's talk about ways to get rid of these guys. You've
[19:55.650 --> 20:01.970]  mentioned Pyganic and Botanigard Max. I also like Venerate. So those are three great products. Be
[20:01.970 --> 20:06.610]  careful with the Venerate. I've seen it give people pesticide problems, rashes and shit. So
[20:06.650 --> 20:12.370]  that's the most toxic one I think I've used in my commercial facilities. The one that I've seen
[20:12.370 --> 20:16.650]  the most problems, the most outcome from people not using properly. So be careful with that one.
[20:16.650 --> 20:22.250]  But how are we going to get rid of your soil mites? They're in the soil. So we need to mix
[20:22.250 --> 20:26.730]  up a pesticide. In my opinion, in my experience, in my professional case, this is what I would do.
[20:26.730 --> 20:32.690]  I would mix a pesticide into my watering reservoir. Whatever you water from, if you've got a big trash
[20:32.850 --> 20:38.530]  can that you make your nutrients and water into, fill that bitch up with water. Then put the
[20:38.530 --> 20:43.850]  recommended dosage of whatever pesticide you choose to use. You can use Pyganic, you can use
[20:43.850 --> 20:48.650]  Botanigard or you can use Venerate. They will all eradicate the pest you were trying to get rid of
[20:48.650 --> 20:53.810]  if it's a soil mite. It sounds like you've probably got Pyganic. So let's do Pyganic on the first day.
[20:53.810 --> 20:59.210]  Fill up your reservoir, put the Pyganic in there, water your plants to run off. You want to get at
[20:59.210 --> 21:04.450]  least 10 to 20% runoff. You want water coming out of the bottoms of the pots. This tells us we have
[21:04.450 --> 21:10.170]  soaked all of the surface area of that soil or soilless mix or cocoa, whatever you're using. So
[21:10.170 --> 21:17.290]  maybe 15 or 20 mils of Pyganic in a fucking big vat of water. Then water the plants to run off.
[21:17.290 --> 21:21.610]  Then give it two or three days and wait and see what happens. These bugs are gonna die slowly,
[21:21.610 --> 21:27.210]  but give them time to see what happens. Now if you were in veg, I would go ahead and apply a
[21:27.930 --> 21:33.610]  sprayed pesticide application at the same time. These bugs are gonna go, shit, we're getting bombed,
[21:33.610 --> 21:37.450]  we're getting destroyed down here, I need some more to go. They're gonna try to run up into the
[21:37.450 --> 21:42.210]  plants. If you've got one type of mite, there's a good chance you've got another pest in there.
[21:42.210 --> 21:47.890]  Why not treat for everything while we're at it? So spray a pesticide, spray the Pyganic at the
[21:47.890 --> 21:53.650]  same time. Mix up 15 maybe 20 mils per gallon, give it a hit. Then let's watch for three days
[21:53.650 --> 21:59.410]  and see what we get. Are the bugs gone? Maybe, probably, maybe not. So what are we gonna do?
[21:59.410 --> 22:05.010]  We're gonna mix up another batch of pesticides and we're gonna dredge that soil one more time
[22:05.010 --> 22:10.610]  to see if anything climbs out. So give the pots a smack, see if anything comes climbing out. Do you
[22:10.610 --> 22:14.610]  have any little fungus gnats flying out? Do you see soil mites come climbing up the stem? Do they
[22:14.610 --> 22:19.890]  run out of the sides of the pots? Pull the, if you got a fabric pot, pull the fabric pot away from the
[22:19.890 --> 22:24.850]  medium and look down in there. Is there shit moving? You'll know. Did a bunch of mites run out
[22:24.850 --> 22:29.330]  of that run out water, the runoff water when you watered 20% extra? Do you see little carcasses?
[22:29.330 --> 22:34.370]  They reflect in the water. If you shine a light on it, the little reflective dots, dead bugs. You're
[22:34.370 --> 22:39.410]  working towards your goal. So the next time it's time to water, you can mix your nutrients into
[22:39.410 --> 22:44.130]  this batch if you want to. Or if you don't want to put nutrients in it, don't. But I would use a
[22:44.130 --> 22:49.650]  different pesticide. If you use the Pyganic last time, this time let's use Botanigard Max. We give
[22:49.650 --> 22:54.210]  them a right fucking right hook last time. Let's send them a fucking left one right to the fucking
[22:54.210 --> 22:58.050]  jaw this time. We don't need to hit them with two rights. They know the right's coming. They felt
[22:58.050 --> 23:01.890]  the right. It hurts. Let's give them a left. Let's switch it up. Let's give them Botanigard. Now they
[23:01.890 --> 23:06.610]  got a one-two punch three days apart from each other. Kapow, kapow. They don't know what to do.
[23:06.610 --> 23:11.250]  They can't adjust. They can't fucking get used to that many pesticides that quickly. You've given
[23:11.250 --> 23:16.290]  them Pyganic. You've given them Botanigard. Now let's inspect again. Let's let the soil dry up a
[23:16.290 --> 23:21.330]  little bit. See if we see anything. If you see any signs of bugs, let's do it again. And let's also
[23:21.330 --> 23:26.370]  spray. I may do the Pyganic again next time. And then I would also spray. You've got the option.
[23:26.370 --> 23:31.650]  If you've got Pyganic and Botanigard, spray either one of those that you feel necessary if you still
[23:31.650 --> 23:37.730]  see a pest problem. So we're going to hit it first time with Pyganic in a soil dredge. We're going to
