[00:01.720 --> 00:18.590]  Hi to the whole podcast world.
[11:38.170 --> 11:45.890]  So if you select pot properly and keep going forward you will make them stable. It's just all about selection from population
[11:47.370 --> 11:52.370]  What becomes challenging with that is sometimes you see outliers and you want to play with the outliers do I want to breed with?
[11:52.370 --> 11:55.970]  The one that looks just like I wanted to play with or do I want to breed to that fucking weirdo?
[11:55.970 --> 12:00.450]  There's nothing stopping you from pollinating both of those plants and doing two separate lines and playing with it
[12:00.730 --> 12:05.670]  Now that I said two separate lines. Let's talk about a totally different process of doing this. I
[12:06.770 --> 12:09.290]  Don't know what your goal is, but maybe
[12:09.970 --> 12:16.090]  Maybe you want the flavor of the blueberry diesel and maybe you want the potency of the scarlet begonias
[12:16.090 --> 12:20.490]  I'm just making up traits and ideas for the sake of a podcast just to have a springboard to talk about here
[12:20.530 --> 12:21.770]  So you want one tree?
[12:21.770 --> 12:28.290]  I forgot what I even said now you want the the potency of the scarlet begonias and the flavors and aromas of the sour diesel
[12:28.290 --> 12:31.850]  blueberry cross the Navy Navy cross so
[12:32.570 --> 12:34.450]  You could in theory
[12:34.450 --> 12:35.970]  You could keep crossing
[12:35.970 --> 12:42.730]  Male and female and male and female and keep hoping you get that potency and that flavor keep hoping you get those traits find the female
[12:42.730 --> 12:49.610]  That's got both of those and keep crossing and keep crossing further and further until you've stabilized it or here is another idea
[12:50.130 --> 12:51.930]  You can breed two
[12:51.930 --> 12:55.810]  Separate lines you can breed the same. This is the same cross
[12:55.810 --> 13:03.330]  So you take the scarlet begonias you take your Navy cross and you make seeds now you find the male and female that you like
[13:03.330 --> 13:10.330]  That have the flavor the females got the flavor you're looking for and the male has got it's got the aromas
[13:10.330 --> 13:14.050]  It's gonna work good for breeding and you cross it to that female and you make the flavor
[13:14.250 --> 13:17.530]  profile and then you have to that for flavor and f3 that
[13:17.650 --> 13:23.610]  Focused on flavor the whole time all the way up to f4 or f5 and focus on just flavor
[13:23.850 --> 13:26.930]  Now you need a good grower you need a good structure you need a good shape
[13:26.970 --> 13:32.930]  But the main focus right now is whatever that flavor you're after focus in on that. I'm gonna say
[13:33.570 --> 13:38.010]  Blueberry diesel I can almost smell what a blueberry diesel. I've smoked blueberry headband
[13:38.010 --> 13:44.370]  It's probably quite similar that gassiness with the sweet blueberry to it with that fake blueberry muffin flavor on the exhale
[13:44.370 --> 13:51.130]  I can get that in my mind. So we're searching for that turp on the blueberry side of the cross now
[13:51.130 --> 13:54.890]  Let's get a totally different batch of seeds the same batch of seeds
[13:54.890 --> 14:00.690]  But a different selection of seeds and we're pulling out a male and female that breed for nothing
[14:00.690 --> 14:07.250]  But potency like they don't taste super good. They don't yield super fat, but it is potent every time you smoke it
[14:07.250 --> 14:10.230]  You got to call your mom. You got to be like bro. I'm too fucking high
[14:10.230 --> 14:12.490]  I can't find my keys and the keys are in your hand
[14:12.610 --> 14:15.610]  Like it's one of the looking for your sunglasses where you're fucking wearing them
[14:15.610 --> 14:20.070]  I got to turn down the music so that you could see the street signs better that kind of weed
[14:20.270 --> 14:22.990]  So breed for potency and then just go f2
[14:23.390 --> 14:28.350]  Potency f3 potency f4 potency and then by the time you get to f4 f5
[14:28.350 --> 14:33.630]  You've just bred these plants at every seed just makes highly ridiculously potent fucking plants
[14:33.630 --> 14:36.410]  So now on side a you have still got
[14:37.150 --> 14:39.150]  Scarlet begonias crossed to
[14:39.470 --> 14:43.710]  Navy cross on the other side you've still got scarlet begonias crossed a Navy cross
[14:43.710 --> 14:48.770]  But one line is nothing but turps and the other side is nothing but potency now
[14:48.770 --> 14:49.250]  Guess what?
[14:49.250 --> 14:53.210]  we get to do we get to find the correct progeny from each line and
[14:53.370 --> 15:00.330]  Cross those and then we get the amazing turps and the amazing potency and that is when we have got a true
[15:01.410 --> 15:06.550]  F1 hybrid that is when a true f1 is achieved at that point earlier
[15:06.550 --> 15:08.290]  I said that we're playing with poly hybrids
[15:08.290 --> 15:15.210]  That is a good way to wrap back to the poly hybrid part until you work it and stabilize it in such a manner
[15:15.370 --> 15:19.450]  It is just a poly hybrid at this point is a true f1
[15:19.450 --> 15:24.130]  You've worked the two lines for desired specific traits with a very specific goal in mind
[15:24.130 --> 15:26.330]  And then you have crossed the two in the end
[15:26.930 --> 15:34.530]  It is really a long process. It could be a lifeline a lifetime project, but there's no rush
[15:34.530 --> 15:35.810]  There's no hurry to do this
[15:35.810 --> 15:42.270]  DJ short has been at this since he was a very young man and he's my senior probably by I'm gonna give him ten years
[15:42.270 --> 15:45.870]  On me no disrespect DJ. We respect you cuz you're our elder
[15:45.870 --> 15:49.530]  I'm just saying DJ's been at it for a while. You've got your whole life to do it
[15:49.790 --> 15:54.570]  Don't try to fast-track it going fast will fuck you up. Take your time be patient
[15:55.090 --> 16:00.830]  Grow large numbers if you can large population will give you opportunity to find the plants you're looking for
[16:00.830 --> 16:03.270]  You can find the uniform plants. You can find the outliers
[16:03.830 --> 16:09.250]  You'll start being very familiar with them early when they start growing if you grow enough you'll go
[16:09.250 --> 16:12.490]  I don't even want these plants and you'll just start calling them. You know, these aren't for me
[16:12.890 --> 16:16.890]  This is not for the mix and you'll just start getting rid of it and you'll see it on both sides
[16:17.410 --> 16:22.050]  You'll be really really good at calling the plants that do not qualify for your breeding project
[16:22.170 --> 16:25.470]  All right. So let me make sure I answered all of that now to make the strain stable
[16:25.470 --> 16:27.470]  Do you keep finding the winners and inbreeding them?
[16:28.210 --> 16:31.730]  Inbreeding isn't the appropriate word, but you've got the right idea
[16:31.730 --> 16:36.210]  Yes, you'll have a batch of seeds out of the seeds find a male find a female breed them together
[16:36.210 --> 16:42.130]  Those will make more seeds find a male find a female out of those seeds and breed those together and just keep going forward
[16:42.130 --> 16:47.050]  If you want to do two separate breeding projects to isolate traits and then bring those together in the future
[16:47.050 --> 16:51.530]  That is a really beautiful project to really get a beautiful f1 hybrid
[16:51.790 --> 16:56.010]  So you did use the word inbreeding which isn't absolutely correct in this situation
[16:56.010 --> 16:59.450]  I understand what you are getting at but I'm just gonna talk about inbreeding briefly here
[17:00.010 --> 17:02.210]  Inbreeding is basically how we make a bat cross
[17:02.410 --> 17:08.530]  Inbreeding would be if we took any of the seeds and bred it to the parent which it came from in
[17:09.290 --> 17:11.930]  plant biology, it's okay to
[17:13.010 --> 17:16.330]  Breed brothers and sisters together. It's okay to breed anything together
[17:16.330 --> 17:21.290]  But breeding brothers and sisters together is more commonplace for moving the generations forward
[17:21.850 --> 17:27.570]  breeding a parent to one of the children is actually a bat cross and it's done mainly to
[17:28.170 --> 17:30.930]  Stabilize something like the bat cross I would do that
[17:30.930 --> 17:36.330]  If I didn't have if I wanted to make seeds of something which I only had a female of and I've talked about that plenty
[17:36.330 --> 17:36.970]  on other shows
[17:36.970 --> 17:44.210]  But that is that is inbreeding if you go a seed back to one of its parents is actually the inbreeding in cannabis
[17:44.210 --> 17:45.890]  That can be done a lot of different ways
[17:45.890 --> 17:49.930]  I just wanted to touch on what inbreeding actually was since you did use that word here in the message
[17:50.170 --> 17:54.010]  All right. I think I talked a lot about that topic. I hope I answered your question
[17:54.370 --> 17:59.410]  I really do enjoy talking about breeding. So if you've got any more breeding questions, please do send them to me
[17:59.930 --> 18:03.730]  patreon.com forward slash grow from your heart is the easiest method or
[18:04.330 --> 18:07.890]  Grow from your heart at hotmail.com who will get them to me as well
[18:07.890 --> 18:14.610]  All right. I do have another question here in front of me also big shout out to my buddy slightly stoned stupid 42
[18:15.290 --> 18:22.050]  Got another question. This one came from our friend red eye and it says I was also thinking about reversed feminized to feminized
[18:22.170 --> 18:29.770]  What would we be expecting? So this actually came from a part of another conversation. I just kind of clipped out this part feels unexplored
[18:30.370 --> 18:37.810]  Okay, so basically what they're asking about is if they crossed a reversed feminized plant to a feminized plant
[18:37.810 --> 18:39.810]  What would we be expecting?
[18:40.330 --> 18:46.490]  Basically, this is just reversing a female plant and crossing it to a female plant you can cross
[18:47.250 --> 18:50.810]  Feminized plants to non feminized plants to regular plants to
[18:51.250 --> 18:55.370]  Feminized to non however, you want to do it. It is possible people ask me a lot of times
[18:55.370 --> 19:00.930]  Is it okay to breed with feminized plants? Yes, absolutely. Is it okay to keep a feminized plant as a mother?
[19:00.930 --> 19:04.210]  Yes, absolutely. That is the same thing as a non fem plant
[19:04.210 --> 19:09.770]  The only difference was back in the the pollen stage. We determined that you would not get any males
[19:09.770 --> 19:15.710]  It was the pollen there was a male or a female that female pollen hit a female plant made female plants
[19:15.710 --> 19:20.830]  It's all the same as any other plant except it was guaranteed a female a good way to think about it
[19:20.830 --> 19:25.830]  And mr. Soul taught me this I'm not taking credit for this analogy, but think about it when you make feminized seeds
[19:26.310 --> 19:30.690]  Basically, we have learned how to put up a filter and when the males start shooting pollen
[19:30.690 --> 19:34.650]  We have learned how to suck out all of the male pollen out of the air out of the equation
[19:34.650 --> 19:40.790]  So that only female pollen will land on to our female plants that is not at all how the process happens
[19:40.790 --> 19:44.910]  But it's a very good analogy how to explain it. The only difference is the pollen
[19:44.910 --> 19:49.390]  We've learned how to take the male pollen out of the equation to create all female seeds
[19:49.550 --> 19:55.150]  So crossing reversed feminized to feminized. What would we be expecting that is basically?
[19:55.710 --> 20:01.790]  Making a self to plant the things to think about that would be a variable here is are we reversing?
[20:01.790 --> 20:05.270]  Well, it says a reversed feminized to feminized. Is it the same?
[20:05.790 --> 20:11.650]  Feminized plant like a golden goat. Let's just say I grew let's just say lemon Jeffrey
[20:11.650 --> 20:16.450]  That's a better example just for where I want to go with this lemon. Jeffrey is a feminized plant
[20:16.450 --> 20:18.770]  It's not available in regular seeds at all
[20:19.930 --> 20:25.050]  Let's say we use the painted lady cut of lemon Jeffrey. She's got a beautiful lemon Jeffrey cut
[20:25.050 --> 20:27.670]  So we take that painted lady cut of lemon Jeffrey. I
[20:28.490 --> 20:30.490]  reverse that one because it says a
[20:30.770 --> 20:36.810]  Reversed feminized so I reverse it treat it with silver thiosulfate. It is now making female pollen
[20:37.330 --> 20:42.450]  Do I pollinate that same another cut of the same lemon Jeffrey at that point?
[20:42.450 --> 20:48.650]  We're just going to expect more lemon Jeffrey. We have made an s1 that is a self version of that lemon Jeffrey
[20:48.650 --> 20:54.810]  It's gonna make pretty close to copies stable if you will copies of the original lemon Jeffrey
[20:54.810 --> 20:58.570]  There will be some differences. You will see a little bit of golden goat and some phenotypes
[20:58.570 --> 21:01.370]  You will see a little bit of the lemon skunk and some phenos
[21:01.530 --> 21:06.490]  Most of them are gonna look just like the mommy that I used to recreate it because of the
[21:06.890 --> 21:11.650]  Pollen donor and the pollen receiver basically the mommy and daddy of this plant were the same plant
[21:11.650 --> 21:15.090]  So it's gonna look like this plant very much so much of its genetics
[21:16.090 --> 21:23.250]  Mathematically are this plant you do like I mentioned have the opportunity to see that golden goat and to see that lemon skunk and also
[21:23.250 --> 21:29.890]  You're going to see weird outliers. That's just how genetics work. You're always gonna get some weird shit
[21:30.050 --> 21:34.850]  Expect it. That is how genetics work. No matter how hard the breeding is done. How much work is done?
[21:35.410 --> 21:41.530]  Nature loves to throw you some weird shit. That's nature's will to survive if we try to control it too much
[21:41.530 --> 21:46.850]  That's when it fucking fights back and it's like oh you think you got the breeding dialed in watch this and then you get some
[21:46.850 --> 21:49.890]  Weird fucking mutant plants. You had no idea. We're gonna come out so
[21:51.050 --> 21:53.050]  reversed feminized to
[21:53.050 --> 21:57.450]  Feminized we took that lemon Jeffrey. We reversed her we put her on more lemon Jeffrey
[21:57.450 --> 22:00.530]  We have now made a lemon Jeffrey s1
[22:01.170 --> 22:05.870]  Which is probably a little bit different than just when you do the golden goat to the lemon skunk
[22:05.870 --> 22:11.850]  You're gonna see variation there if we take that just the lemon Jeffrey now and reverse that one and hit the lemon Jeffrey again
[22:11.850 --> 22:13.930]  We're locking in those lemon Jeffrey traits
[22:13.930 --> 22:19.530]  We've washed out the opportunity to see lemon skunk and golden goat a little bit giving ourselves even more
[22:19.890 --> 22:25.350]  Opportunity to lock in that lemon Jeffrey trait. So if we did reverse feminized to feminized
[22:25.990 --> 22:29.350]  What would we be expecting so we've talked about if we pollinate the same thing
[22:29.350 --> 22:32.870]  What if we pollinate a different plant that is when we are doing?
[22:33.070 --> 22:36.990]  What I labeled what I was calling at some point and r1 or a reversal
[22:36.990 --> 22:41.190]  I will do an updated podcast on those labels because I have received a lot of feedback on that
[22:41.990 --> 22:46.850]  And yes, those were kind of terms made up by our by our industry by somebody in our industry
[22:46.850 --> 22:48.910]  But it works is why I tried to go with it
[22:49.350 --> 22:54.190]  Anyway, if you put that reversed lemon Jeffrey pollen on any other plant
[22:54.190 --> 22:57.270]  You are now making a new cross and it's going to work
[22:57.270 --> 23:03.510]  Just like if you put any other pollen on any other plant except it's going to be all
[23:03.910 --> 23:07.750]  Female and you're going to see let's say I'm just gonna pick a plant
[23:07.750 --> 23:12.150]  I have to pick a plant to put this pollen on we're going to put reversed lemon Jeffrey pollen on
[23:12.990 --> 23:16.670]  Let's just put it on the chem de la chem because that sounds fucking amazing, right?
[23:16.670 --> 23:22.710]  Lemon Jeffrey to chem de la chem what it's not happening. So don't get too excited, but it sounds fucking beautiful
[23:22.950 --> 23:26.590]  So now we've got the reversed lemon Jeffrey and we're putting it on
[23:26.990 --> 23:32.990]  Chem de la chem pollen or on a chem de la chem female that wouldn't work because that one's not feminized
[23:32.990 --> 23:37.650]  They want to do to a feminized. So let's put that on something feminized orange chasm
[23:37.650 --> 23:39.990]  Let's throw that on the orange chasm. Now you have made
[23:41.150 --> 23:46.610]  Orange chasm cross to lemon Jeffrey. That is a new hybrid. That's gonna be lemon oranges craziness
[23:47.050 --> 23:49.170]  Unfortunately, they both have golden goat in the mix
[23:49.170 --> 23:51.770]  So you're gonna get a lot of golden goat in the progeny there
[23:51.770 --> 23:53.490]  But that wasn't that's beside the point
[23:53.490 --> 23:56.050]  The point here is that you're just going to make a new hybrid
[23:56.050 --> 24:00.450]  It will be just like if you were to put any other plant in a room and pollinate any other plant
[24:01.090 --> 24:08.410]  But since you're using a feminized starter plant all of the offspring all of the progeny all of the seeds will be female
[24:09.210 --> 24:11.210]  I'm gonna say that
[24:11.410 --> 24:16.490]  99.9% of them will be female because like I said nature does love to fuck with you
[24:16.490 --> 24:22.170]  No matter how good the breeding is done. It is possible to find a male a full-on nutty
[24:23.010 --> 24:26.970]  Her sex plant anything wrong. I don't know if I need to edit that word out or not
[24:26.970 --> 24:29.490]  Um, I may if you hear a bleep right there
[24:29.490 --> 24:32.410]  You know what word I edited out because YouTube may get on me for that word
[24:34.610 --> 24:40.650]  It won't be an intersex plant it won't have male and female parts it will be a straight-up full-on male
[24:40.650 --> 24:47.330]  That is an opportunity to come from feminized seeds. It is one in a million or one in I'm gonna say
[24:47.330 --> 24:51.730]  I don't know one in a hundred thousand or something like that, but it is possible. I've seen it happen
[24:51.730 --> 24:53.730]  I know another breeder who has had it happen
[24:53.770 --> 25:01.130]  I've seen a breeder breed with a male that came from feminized stock and that makes a lot of females
[25:01.130 --> 25:05.690]  It does put off some male plants, but most of the offspring are female
[25:05.690 --> 25:10.690]  So it is possible no matter how good the breeding is done. Those plants are going to do what they want
[25:10.690 --> 25:14.970]  Just like Jurassic Park bro life does find a way
[25:15.170 --> 25:20.370]  We can't do everything to make the plants perfect every time we do our best through selection. So, um
