[00:16.640 --> 00:19.160]  Welcome back, Cannabis community.
[02:21.080 --> 02:22.460]  so let's get into that.
[02:22.460 --> 02:23.300]  I had a great weekend.
[02:23.300 --> 02:24.800]  I want to brag for a minute.
[02:24.800 --> 02:27.840]  Saturday and Sunday, I got to go see Doug Benson
[02:27.840 --> 02:30.320]  at the Comedy Works in downtown Denver.
[02:30.320 --> 02:32.740]  Comedy Works is one of the two best comedy clubs
[02:32.740 --> 02:33.580]  on the planet.
[02:33.580 --> 02:35.040]  There's Comedy Works in Denver,
[02:35.040 --> 02:36.720]  and then there's the Comedy Store in LA,
[02:36.720 --> 02:40.960]  which is where Joe Rogan and Joey Diaz and Chris D'Elia
[02:40.960 --> 02:42.080]  and all those guys hang out,
[02:42.080 --> 02:43.520]  and gals there, gals there too.
[02:43.520 --> 02:45.820]  Ali Wong and Eliza's there.
[02:45.820 --> 02:47.600]  Those guys and gals, they all hang out,
[02:47.600 --> 02:49.480]  but the Comedy Works is what we've got,
[02:49.480 --> 02:50.840]  and it's just two hours away from me.
[02:50.840 --> 02:53.380]  It's about 120 miles, and I love the place.
[02:53.380 --> 02:54.400]  They treat me like royalty
[02:54.400 --> 02:56.080]  because I've developed a relationship with them.
[02:56.080 --> 02:57.740]  I've made friends with a bunch of the people.
[02:57.740 --> 03:00.920]  Anyhow, Doug Benson was there for Saturday and Sunday shows,
[03:00.920 --> 03:03.160]  and I got to go see the shows and hang out with Doug
[03:03.160 --> 03:04.760]  and a couple of his friends.
[03:04.760 --> 03:08.180]  Saturday, Doug did a stand-up comedy show.
[03:08.180 --> 03:10.680]  Doug likes to start his stand-up comedy shows.
[03:10.680 --> 03:13.840]  Usually, there's an opener or an emcee even,
[03:13.840 --> 03:15.280]  and an emcee will come out and talk
[03:15.280 --> 03:17.480]  for about five or 10 minutes and get the crowd loosened up,
[03:17.480 --> 03:20.080]  and then they will introduce the opener.
[03:20.080 --> 03:23.240]  It'll be maybe emcee opener or just opener
[03:23.240 --> 03:24.920]  and then a feature act.
[03:24.920 --> 03:26.520]  You'll have a local guy usually,
[03:26.520 --> 03:28.720]  like some guy that you could barely tolerate for 10 minutes.
[03:28.720 --> 03:30.160]  They'll give him seven minutes of time.
[03:30.160 --> 03:32.880]  He'll go out, and then he'll pass the mic to the feature act,
[03:32.880 --> 03:35.480]  and the feature will do 20, 30 minutes,
[03:35.480 --> 03:37.280]  and then he will bring out the headliner,
[03:37.280 --> 03:39.480]  or he will pass the mic back to the emcee,
[03:39.480 --> 03:41.040]  and then he'll bring out the headliner,
[03:41.040 --> 03:42.840]  and the headliner will come out, and everyone will cheer,
[03:42.840 --> 03:44.800]  and then he'll do his probably an hour,
[03:44.800 --> 03:46.880]  45 to an hour and 15, just depends on who it is.
[03:46.880 --> 03:49.360]  If it was Ralphie Mae, Ralphie Mae used to do
[03:49.360 --> 03:50.500]  fucking three hours.
[03:50.500 --> 03:53.120]  Chappelle will go on all fucking night if you let him.
[03:53.120 --> 03:56.180]  Most of the guys do 45 to an hour, hour and 15-ish.
[03:56.180 --> 03:58.640]  Anyhow, Doug Benson likes to come out
[03:58.640 --> 03:59.880]  and start the show himself.
[03:59.880 --> 04:02.800]  He walks right out on stage, and he starts doing comedy.
[04:02.800 --> 04:04.620]  Then he likes to get into tweets.
[04:04.620 --> 04:07.120]  Doug Benson will read his tweets on stage,
[04:07.120 --> 04:08.880]  but it's funny because people like myself
[04:08.920 --> 04:10.760]  that know he's gonna read those tweets
[04:10.760 --> 04:13.200]  will tweet him funny shit right before the show,
[04:13.200 --> 04:14.660]  or just tweet him something before the show
[04:14.660 --> 04:16.760]  so that he will read it on the show on stage,
[04:16.760 --> 04:18.600]  and everybody gets a good laugh.
[04:18.600 --> 04:21.480]  One thing that kinda kills that at ComedyWorks,
[04:21.480 --> 04:24.000]  when you walk in, they ask you to put your phone
[04:24.000 --> 04:26.800]  in these little, it looks like a body glove wetsuit
[04:26.800 --> 04:29.200]  for your phone is honestly what it makes me think of.
[04:29.200 --> 04:31.000]  And it's got the, you know the thing at the mall,
[04:31.000 --> 04:33.360]  they put on the jeans so you can't steal them,
[04:33.360 --> 04:34.960]  and then they gotta put it on that little machine,
[04:34.960 --> 04:36.480]  it goes pop, and then it opens it right up.
[04:36.480 --> 04:38.400]  They put, it's got that kind of enclosure,
[04:38.920 --> 04:41.040]  so your phone is in a little body glove wetsuit
[04:41.040 --> 04:43.160]  with a little magnetized enclosure on it,
[04:43.160 --> 04:45.520]  so you can't access your phone during the comedy show.
[04:45.520 --> 04:46.640]  A lot of people hate that.
[04:46.640 --> 04:47.880]  You know what, I think it's awesome.
[04:47.880 --> 04:50.800]  I'm not there to watch people play on their phones,
[04:50.800 --> 04:52.120]  I'm not there to play on my phone,
[04:52.120 --> 04:53.880]  I don't wanna be distracted by my phone,
[04:53.880 --> 04:55.840]  somebody else's phone, any of that shit.
[04:55.840 --> 04:58.060]  I wanna pay attention to the comedy show,
[04:58.060 --> 04:59.280]  and the comedians appreciate it
[04:59.280 --> 05:01.220]  because they deliver a better show.
[05:01.220 --> 05:03.520]  But that kinda messes up Doug Benson's little game
[05:03.520 --> 05:05.160]  where you can tweet him while he's on stage
[05:05.160 --> 05:06.000]  and he'll read your stuff.
[05:06.000 --> 05:08.700]  But he did read my tweet.
[05:08.700 --> 05:10.640]  Doug, of course I've seen Doug Benson a lot of times.
[05:10.640 --> 05:12.640]  He asked me how many times, from the stage,
[05:12.640 --> 05:14.400]  he asked me how many times I've seen him.
[05:14.400 --> 05:15.760]  I told him at least 15.
[05:15.760 --> 05:18.480]  I think it was closer to 17 or 20, I didn't wanna lie,
[05:18.480 --> 05:20.520]  so I said about 15 times.
[05:20.520 --> 05:22.720]  He made fun of me for a little bit.
[05:22.720 --> 05:25.480]  I ate a lot of edibles and I tweeted him about that,
[05:25.480 --> 05:27.220]  and he made fun of me for eating so many edibles
[05:27.220 --> 05:28.720]  and asked me what I ate.
[05:28.720 --> 05:30.440]  And we talked about that from the stage.
[05:30.440 --> 05:32.680]  He was yelling at me from the stage to the audience,
[05:32.680 --> 05:33.920]  so that was kinda funny.
[05:33.920 --> 05:36.240]  So Doug came out and opened the show.
[05:36.240 --> 05:38.200]  Then he brought out his friend and my friend,
[05:38.200 --> 05:41.080]  also another comedian, named Trey Galeon.
[05:41.080 --> 05:44.000]  Trey came and did, I think he did about 30 minutes.
[05:44.000 --> 05:46.720]  And then Trey did 30 and then passed the mic
[05:46.720 --> 05:48.880]  back over to Doug, and Doug came out
[05:48.880 --> 05:51.360]  and did about 15 or 20 minutes of comedy.
[05:51.360 --> 05:54.040]  And then they played a game.
[05:54.040 --> 05:55.540]  So here's the deal.
[05:55.540 --> 05:58.240]  On Sunday they were doing the Doug Loves Movies podcast.
[05:58.240 --> 06:01.680]  Doug has five, four or five podcasts.
[06:01.680 --> 06:05.360]  And Doug Loves Movies was being recorded on Sunday.
[06:05.360 --> 06:08.940]  They play movie trivia games
[06:08.940 --> 06:10.840]  on the Doug Loves Movies podcast.
[06:10.840 --> 06:14.040]  So at the end of the comedy show,
[06:14.040 --> 06:16.560]  people who brought name tags that would be part
[06:16.560 --> 06:18.200]  of the Doug Loves Movies podcast,
[06:18.200 --> 06:20.200]  you can bring, you make a name tag
[06:20.200 --> 06:21.620]  that's kind of a spoof of a movie
[06:21.620 --> 06:23.760]  and you put your name in the movie title.
[06:23.760 --> 06:27.720]  Mine has been Rasta Jeff Strikes Back,
[06:27.720 --> 06:29.680]  just because that's pretty awesome, right?
[06:29.680 --> 06:33.040]  But people that took their name tags on Saturday
[06:33.040 --> 06:35.440]  were invited to come up on stage and play a game
[06:35.440 --> 06:38.000]  with Doug and Trey and other audience members.
[06:38.000 --> 06:41.760]  And the winner of that game got to be a full guest
[06:41.760 --> 06:43.120]  on the Sunday show.
[06:43.120 --> 06:44.040]  And I'm gonna jump right to it, guys.
[06:44.040 --> 06:45.160]  No, I didn't win.
[06:45.160 --> 06:46.760]  You would have known about that all fucking ready.
[06:46.760 --> 06:48.040]  I didn't win, I didn't get to be a guest,
[06:48.040 --> 06:49.540]  but I really, really wanted to.
[06:49.540 --> 06:50.840]  But I did get to get up on stage.
[06:50.840 --> 06:52.800]  I did get to play the games with Doug and Trey
[06:52.800 --> 06:54.640]  and other contestants.
[06:54.640 --> 06:56.720]  The game is called, is it Last Man Stanton
[06:56.720 --> 06:57.900]  or is it the Leonard Maltin game?
[06:57.900 --> 06:59.280]  It's Last Man Stanton.
[06:59.800 --> 07:01.920]  The audience picks an actor or an actress
[07:01.920 --> 07:03.580]  and they picked Morgan Freeman.
[07:03.580 --> 07:04.880]  And then you just go down the line
[07:04.880 --> 07:07.040]  naming Morgan Freeman movies until you run out.
[07:07.040 --> 07:08.300]  And if it's your turn and you don't have
[07:08.300 --> 07:10.180]  a Morgan Freeman movie, you're out.
[07:10.180 --> 07:11.600]  And I got through one round.
[07:11.600 --> 07:12.440]  And if you think about it,
[07:12.440 --> 07:14.520]  there were like seven or eight people on stage.
[07:14.520 --> 07:16.480]  So that's a lot of goddamn Morgan Freeman movies
[07:16.480 --> 07:18.440]  that were listed off before it got to me.
[07:18.440 --> 07:19.560]  I got to say one.
[07:19.560 --> 07:21.960]  There's probably, that means like 14 of them got listed.
[07:21.960 --> 07:24.440]  If it was, I don't know, it was about 10, they got listed.
[07:24.440 --> 07:25.280]  And then I ran out.
[07:25.280 --> 07:27.800]  They said the two that I knew and then it was over.
[07:27.800 --> 07:30.200]  So when it came to me, I just politely said, I ran out.
[07:30.200 --> 07:31.660]  And then I walked off stage.
[07:31.660 --> 07:33.580]  But I got to be on the stage with Doug Benson,
[07:33.580 --> 07:35.040]  with Trey Gallion and with like seven
[07:35.040 --> 07:36.880]  or eight other contestants.
[07:36.880 --> 07:38.360]  Shout out to Kellen who won.
[07:38.360 --> 07:39.620]  He was a really cool guy.
[07:39.620 --> 07:41.160]  I had no hard feelings.
[07:41.160 --> 07:42.080]  I was not jealous.
[07:42.080 --> 07:43.080]  I wasn't angry.
[07:43.080 --> 07:44.800]  I was cool to see that guy up there playing
[07:44.800 --> 07:45.720]  because he was a cool dude.
[07:45.720 --> 07:46.560]  He wasn't a dickhead.
[07:46.560 --> 07:49.300]  He was just an average Joe from Wyoming.
[07:49.300 --> 07:51.260]  And it looked like he was having the time of his life.
[07:51.260 --> 07:52.840]  So I get spoiled quite often.
[07:52.840 --> 07:54.160]  So I didn't even feel bad.
[07:54.160 --> 07:56.600]  I got to sit front row for the podcast recording
[07:56.600 --> 07:58.200]  for the comedy show.
[07:58.200 --> 08:01.560]  Doug Benson asks that I don't sit front row.
[08:01.560 --> 08:02.640]  We've become friends.
[08:02.640 --> 08:03.600]  We know each other.
[08:03.600 --> 08:05.440]  And he says it's distracting to have friends
[08:05.440 --> 08:07.360]  in the front row because he just wants
[08:07.360 --> 08:09.000]  to do his comedy to me.
[08:09.000 --> 08:09.880]  And he's done it before.
[08:09.880 --> 08:11.840]  He stood in front of me and just done full bits
[08:11.840 --> 08:12.880]  and then walked away like, shit,
[08:12.880 --> 08:14.540]  I'm just talking to Rasta Jeff.
[08:14.540 --> 08:16.920]  So he asked me not to sit directly in front.
[08:16.920 --> 08:18.960]  So I have these other VIP seats at Comedy Works
[08:18.960 --> 08:21.640]  where I sit for the comedy, for the standup.
[08:21.640 --> 08:24.120]  And then when he does the podcast,
[08:24.120 --> 08:25.040]  he doesn't mind me up front
[08:25.040 --> 08:26.400]  because there's so much going on.
[08:27.200 --> 08:29.840]  So the comedy show is Doug opening,
[08:29.840 --> 08:32.560]  then Trey did a set, then Doug did a set,
[08:32.560 --> 08:35.000]  then they did the game show and I got eliminated
[08:35.000 --> 08:36.720]  and a guy named Kellen won and then it ended.
[08:36.720 --> 08:38.480]  The next day was the podcast.
[08:38.480 --> 08:40.360]  The podcast is Doug Loves Movies.
[08:40.360 --> 08:42.520]  Doug is the host and he brings three guests on.
[08:42.520 --> 08:44.120]  I already told you that one of the guests
[08:44.120 --> 08:45.320]  was the guy that won the night before.
[08:45.320 --> 08:46.140]  His name was Kellen.
[08:46.140 --> 08:46.980]  He was a cool dude.
[08:46.980 --> 08:47.800]  Shout out, Kellen, if you listen.
[08:47.800 --> 08:48.640]  I don't know if you ever will.
[08:48.640 --> 08:50.400]  That's an odd, random coincidence.
[08:50.400 --> 08:53.020]  The other two guests were Trey Galeon, obviously,
[08:53.020 --> 08:55.560]  because he traveled with Doug from the night before.
[08:55.560 --> 08:56.720]  And Todd Glass.
[08:56.720 --> 08:57.720]  I don't know if you guys are familiar
[08:57.720 --> 09:00.600]  with comedian Todd Glass, but he is hilarious.
[09:00.600 --> 09:01.760]  And there was a rumor that he had had
[09:01.760 --> 09:04.160]  a really rough night on stage the night before.
[09:04.160 --> 09:06.760]  So it was curious to see how Todd was gonna perform
[09:06.760 --> 09:08.600]  and he was really freaking hilarious.
[09:08.600 --> 09:10.400]  I was sitting directly in front of Todd Glass
[09:10.400 --> 09:11.840]  for the podcast.
[09:11.840 --> 09:13.600]  I laughed until my stomach hurt.
[09:13.600 --> 09:14.520]  It was fucking awesome.
[09:14.520 --> 09:16.640]  So the first night, Doug did stand up.
[09:16.640 --> 09:18.380]  Trey, we talked about the first night.
[09:18.380 --> 09:21.040]  The second night was the podcast.
[09:21.040 --> 09:22.520]  He brings everybody out right away.
[09:22.520 --> 09:24.280]  They give away prizes and stuff.
[09:24.280 --> 09:26.040]  They do game shows.
[09:26.040 --> 09:27.700]  That was a good time.
[09:27.700 --> 09:29.560]  There was one point when an audience member
[09:29.560 --> 09:31.040]  started yelling at Trey Galeon.
[09:31.040 --> 09:32.700]  He yelled, fuck you, Trey.
[09:32.700 --> 09:34.040]  And I don't know what brought it up.
[09:34.040 --> 09:35.600]  I ate a lot of edibles.
[09:35.600 --> 09:37.280]  You guys, I ate 300 milligrams of edibles.
[09:37.280 --> 09:38.560]  I ate 200 milligrams the first night
[09:38.560 --> 09:41.080]  and 300 the second night just to try to go in.
[09:41.080 --> 09:44.120]  And when that dude just started yelling, fuck you, Trey,
[09:44.120 --> 09:45.840]  I don't know where that came from.
[09:45.840 --> 09:48.280]  I was like, why is somebody yelling fuck you?
[09:48.280 --> 09:49.800]  And Trey yelled, fuck you, back.
[09:49.800 --> 09:51.080]  And it got intense for a couple of minutes
[09:51.080 --> 09:52.000]  and everyone started laughing.
[09:52.000 --> 09:53.280]  But then I looked to the back of the crowd like,
[09:53.280 --> 09:54.720]  who's yelling fuck you?
[09:54.720 --> 09:56.260]  And Doug Benson grabbed his mic and he goes,
[09:56.260 --> 09:58.760]  oh shit, Rasta Jeff looks concerned.
[09:58.760 --> 10:00.040]  And that really made everybody laugh.
[10:00.040 --> 10:01.380]  I thought it was pretty funny.
[10:01.380 --> 10:03.100]  I don't know if that dude thought he was gonna run
[10:03.100 --> 10:04.040]  toward the stage or what.
[10:04.040 --> 10:06.340]  And Trey's my friend and I was in the front.
[10:06.340 --> 10:08.400]  So I was like, you're not gonna make it to Trey.
[10:08.400 --> 10:10.400]  I'll stand up and block if I have to.
[10:10.400 --> 10:11.240]  But I didn't want to.
[10:11.240 --> 10:12.200]  I wasn't trying or anything.
[10:12.200 --> 10:14.480]  But it was just funny the way Doug Benson was like,
[10:14.480 --> 10:16.220]  oh shit, Rasta Jeff looks concerned.
[10:16.220 --> 10:17.120]  I wasn't concerned.
[10:17.120 --> 10:18.560]  I just wanted to know who was yelling,
[10:18.560 --> 10:20.240]  fuck you, at Comedy Works.
[10:20.240 --> 10:21.680]  And fuck you is the last thing you wanna hear
[10:21.680 --> 10:24.760]  at a comedy show, unless it's a punchline or something.
[10:24.760 --> 10:26.480]  But to balance out the fuck you,
[10:26.480 --> 10:28.800]  Todd Glass, who was hilarious all night.
[10:28.800 --> 10:31.760]  I gotta keep mentioning how hilarious Todd Glass was.
[10:31.760 --> 10:33.680]  He kept having weird chants.
[10:33.680 --> 10:36.740]  He would chant stuff like kitty, kitty, wolf, wolf,
[10:36.740 --> 10:39.160]  let's get along, meow, meow, kitty.
[10:39.160 --> 10:40.720]  And he was just weird, random.
[10:40.720 --> 10:42.100]  And so when things would get weird
[10:42.100 --> 10:43.560]  or if he would tell a joke that didn't work,
[10:43.560 --> 10:46.840]  he would just say meow, meow, wolf, wolf, let's get along.
[10:46.840 --> 10:48.720]  And everybody would chant it back at him.
[10:48.720 --> 10:50.820]  And it was stupid the first time.
[10:50.820 --> 10:52.020]  But after like the seventh time,
[10:52.020 --> 10:54.020]  you had no choice except to chant it back.
[10:54.020 --> 10:55.780]  I don't know why, I was doing it too.
[10:55.780 --> 10:58.380]  Meow, meow, wolf, wolf, let's get along.
[10:58.380 --> 11:01.500]  Meow, meow, wolf, wolf, let's get along.
[11:01.500 --> 11:03.940]  The first two times, it sounds really stupid.
[11:03.940 --> 11:06.220]  He kept doing it and I fell for it.
[11:06.220 --> 11:11.220]  All right, so yeah, Doug Benson, Trey Galleon, Todd Glass,
[11:11.380 --> 11:13.340]  and a guy named Kellen from Wyoming.
[11:13.340 --> 11:15.180]  It was a great podcast recording.
[11:15.180 --> 11:17.620]  I recommend you go listen to Doug Loves Movies
[11:17.620 --> 11:18.780]  and listen to the Denver episode.
[11:18.780 --> 11:20.500]  It's really hilarious.
[11:21.140 --> 11:23.300]  Also, I ran into the Dabbing Granny.
[11:23.300 --> 11:25.660]  I stopped at Apothecary Extracts on my way to Denver
[11:25.660 --> 11:28.100]  to get some high quality concentrates.
[11:28.100 --> 11:28.940]  And guess who was in there?
[11:28.940 --> 11:31.160]  The beautiful, the lovely Dabbing Granny.
[11:31.160 --> 11:33.060]  She was in there stocking up for the weekend.
[11:33.060 --> 11:35.460]  I kidnapped her and we went for a short little drive
[11:35.460 --> 11:36.700]  and had a nice conversation
[11:36.700 --> 11:40.220]  and shared our freshly purchased concentrates together.
[11:40.220 --> 11:41.060]  It was a great time.
[11:41.060 --> 11:42.700]  Granny, if you're listening to this podcast,
[11:42.700 --> 11:43.540]  thank you for hanging out.
[11:43.540 --> 11:44.660]  That meant a lot to me.
[11:44.660 --> 11:47.700]  I'm glad we were both able to press pause on our day
[11:47.700 --> 11:50.200]  and go spend a minute together and just talk about life.
[11:51.160 --> 11:52.840]  I needed that, kind of felt like you needed that.
[11:52.840 --> 11:55.120]  The stories we got to share were perfect.
[11:55.120 --> 11:56.560]  And Granny, I love you every day
[11:56.560 --> 11:59.040]  and I hope to get you on the podcast again soon.
[11:59.040 --> 11:59.880]  And let's just hang out,
[11:59.880 --> 12:01.160]  even if there's no microphones or anything.
[12:01.160 --> 12:02.600]  Let's get together.
[12:02.600 --> 12:05.440]  Also, I owe a huge shout out to my friend, Baker.
[12:05.440 --> 12:07.360]  Baker, I don't know if you listen to the podcast.
[12:07.360 --> 12:08.400]  I know you do occasionally.
[12:08.400 --> 12:11.380]  I don't think it's a religious thing, but dude, thank you.
[12:11.380 --> 12:12.680]  I love you every day, Baker.
[12:12.680 --> 12:13.780]  And also I want to give a huge shout out
[12:13.780 --> 12:15.720]  to all of my friends at Comedy Works.
[12:15.720 --> 12:19.760]  If you are in Denver, if you're anywhere in Colorado
[12:20.600 --> 12:22.320]  and you want to go see an amazing show,
[12:22.320 --> 12:24.240]  go to the Comedy Works webpage,
[12:24.240 --> 12:26.060]  see a comedian that you're familiar with,
[12:26.060 --> 12:27.620]  find a night that they're performing,
[12:27.620 --> 12:30.000]  and buy tickets and go to that and check it out.
[12:30.000 --> 12:31.360]  And you will laugh your ass off.
[12:31.360 --> 12:32.800]  If you've never been to a comedy show,
[12:32.800 --> 12:35.400]  it's an experience everybody should have.
[12:35.400 --> 12:36.800]  Here's a couple of heads up.
[12:37.880 --> 12:38.820]  Get there a little bit early
[12:38.820 --> 12:40.780]  because parking kind of sucks in downtown Denver.
[12:40.780 --> 12:43.200]  Park in the Ryder Square parking lot.
[12:43.200 --> 12:45.400]  Comedy Works will give you a parking validation
[12:45.400 --> 12:47.200]  that makes your parking $5.
[12:47.200 --> 12:49.200]  That's pretty damn cheap for Denver parking.
[12:49.640 --> 12:51.120]  Park in Ryder Square,
[12:51.120 --> 12:53.520]  then get there about an hour before showtime.
[12:53.520 --> 12:55.200]  Get in line.
[12:55.200 --> 12:57.360]  The doors will open about an hour before showtime.
[12:57.360 --> 12:58.920]  Get there an hour, hour and a half before showtime.
[12:58.920 --> 13:00.840]  If it's not cold, go stand outside.
[13:00.840 --> 13:01.680]  It's fun.
[13:01.680 --> 13:03.880]  You're just hanging out on 15th Street in Denver.
[13:03.880 --> 13:04.720]  Park at Ryder Square.
[13:04.720 --> 13:05.560]  Get there a little bit early.
[13:05.560 --> 13:06.380]  Go stand in line.
[13:06.380 --> 13:07.640]  Have your ID ready.
[13:07.640 --> 13:08.600]  Get your tickets.
[13:08.600 --> 13:10.540]  Get downstairs to the showroom.
[13:10.540 --> 13:12.160]  Get seated.
[13:12.160 --> 13:13.380]  Get a couple of drinks.
[13:15.600 --> 13:17.080]  Don't be upset how close you are.
[13:17.080 --> 13:18.160]  The first thing you're gonna say is,
[13:18.160 --> 13:19.800]  God damn, these seats are fucking close together.
[13:19.800 --> 13:20.680]  Yeah, it's comedy.
[13:20.680 --> 13:21.680]  It's supposed to be that way.
[13:21.680 --> 13:23.720]  Comedy needs to get trapped in that bubble.
[13:23.720 --> 13:24.840]  That's why the ceiling is low.
[13:24.840 --> 13:26.100]  That's why the seats are tight together.
[13:26.100 --> 13:28.820]  Comedy works better when everybody's compacted like that.
[13:28.820 --> 13:29.680]  You share comedy.
[13:29.680 --> 13:31.920]  Comedy, it expands.
[13:31.920 --> 13:33.800]  When it hits another person and travels backward,
[13:33.800 --> 13:34.760]  it expands a little bit.
[13:34.760 --> 13:37.160]  So that's why comedy works as tight like that.
[13:37.160 --> 13:39.280]  But then, don't heckle.
[13:39.280 --> 13:41.360]  When the lights go off and the comedian comes out
[13:41.360 --> 13:42.460]  and that mic's in his hand,
[13:42.460 --> 13:44.600]  it is your job to shut the fuck up and listen.
[13:44.600 --> 13:47.100]  Please just listen to the comedy show and laugh.
[13:47.100 --> 13:48.080]  Uncross your arms.
[13:48.920 --> 13:49.800]  If your arms are crossed, uncross them.
[13:49.800 --> 13:50.640]  Hang out.
[13:50.640 --> 13:51.520]  You're at a comedy show.
[13:51.520 --> 13:52.360]  Laugh.
[13:52.360 --> 13:53.180]  Have a good time.
[13:53.180 --> 13:55.240]  And just don't talk shit to the comedians.
[13:55.240 --> 13:58.240]  Also, the wait staff at comedy works is phenomenal.
[13:58.240 --> 14:01.080]  The service crew at comedy works is phenomenal.
[14:01.080 --> 14:03.560]  Please tip your wait staff at comedy works.
[14:03.560 --> 14:04.680]  They work their asses off
[14:04.680 --> 14:06.220]  and I love each and every one of them.
[14:06.220 --> 14:07.280]  They don't pay me to say that.
[14:07.280 --> 14:09.140]  I really have that much fun there
[14:09.140 --> 14:11.320]  where I feel like I should say that about comedy works.
[14:11.320 --> 14:14.200]  So I encourage everybody to go check out a comedy show.
[14:14.200 --> 14:15.820]  Go to the comedy works website.
[14:15.820 --> 14:17.140]  Scroll through and see.
[14:17.460 --> 14:19.420]  Just scroll through the calendar, see who's coming.
[14:19.420 --> 14:21.340]  And then you'll see a comedian that you're familiar with.
[14:21.340 --> 14:22.180]  Just go see them.
[14:22.180 --> 14:23.000]  Go check it out.
[14:23.000 --> 14:23.840]  See what it's like.
[14:23.840 --> 14:25.260]  Keep in mind there are two locations.
[14:25.260 --> 14:27.140]  I like the downtown location
[14:27.140 --> 14:29.100]  much better than the south location.
[14:29.100 --> 14:30.740]  That's my opinion.
[14:30.740 --> 14:32.240]  Wendy, thank you for everything.
[14:32.240 --> 14:34.380]  Comedy works takes amazing care of me
[14:34.380 --> 14:35.680]  and your staff is awesome.
[14:36.660 --> 14:37.500]  All right, you guys,
[14:37.500 --> 14:40.100]  that's enough bragging about my amazing weekend.
[14:40.100 --> 14:41.340]  Let's talk about cannabis.
[14:41.340 --> 14:43.540]  I was on Instagram Live earlier.
[14:43.540 --> 14:44.900]  It's where I was taking my half gram dab.
[14:44.900 --> 14:46.540]  I like to go hang out on Instagram Live
