[00:01.150 --> 00:25.680]  Welcome back podcast world. I'm your host, my friends call me Rasta Jeff. This is episode
[06:07.800 --> 06:26.800]  When I went from a tent, from a closet grow to a tent grow, it was a totally different environment, totally different ballgame. Everything was different. The airflow was completely different. When I went from the tent to the basement grow or the one room in the basement grow, that was a full-on different ballgame. Then when I opened up the entire basement and put the grow in there, that was a fully different ballgame.
[06:26.800 --> 06:45.800]  Then we started building trap houses and flooding those with plants and lights. That was a totally different situation trying to duct the heat from one room to another because the other room was getting too cold. I learned so many things just by doing it. Trial by fire is kind of how I say it happened. Then I got thrown into the commercial growing environment. That was such a huge learning curve.
[06:45.800 --> 07:08.800]  When I jumped into that, I was hand-mixing bottled nutrients in a little cup and just hand-watering plants. Then it was time to go into the big boy grow and mix up 300-gallon reservoirs and make sure I'm getting that shit right and document everything and then water every plant properly. It went from hand-watering every plant myself to having machines where I could push a button and 500 plants would get water all at once. It was amazing. But it was such a learning curve.
[07:08.800 --> 07:37.800]  If I did everything the same now that I did back in the day in my first couple of grows, it would not work. Things would fail. First of all, my education, just from doing it, being around the plant, I've learned so much. It's like almost any job or art or skill that you develop, the more you do it, you're going to get better at it. You're going to see things. If you're paying attention, you're going to see things and start learning the signs and the hints. You'll be ahead of, I may see a calcium deficiency before most people. I may see a nitrogen problem before some people.
[07:38.800 --> 08:06.800]  I may hear an environmental piece of equipment go wrong before some people just because I've been there so much. I'm not saying I've been there more than you. I just have been there a lot. I've got a lot of experience. But having done all of these tasks so many times, I'm very comfortable and very familiar with these things. I see things and start learning things. I take in data very quickly. I've got a good data processing center in my brain. I can just see. I get warnings a little more quickly. My check engine light will come on before most people's and it will identify a problem before most people.
[08:06.800 --> 08:22.800]  I'll see that calcium deficiency maybe before the other grower. I may see that nitrogen deficiency. I may notice an environmental factor went wrong. Some machine broke down. Just being in the growth so long has made it so easy for me to identify things. But what I had to do quickly was adjust to new equipment.
[08:22.800 --> 08:51.800]  When I got into the commercial grow, everything was bigger. Everything was industrial grade. I'm not buying things for just a whole bunch of small Walmart dehumidifiers like we used to do in the tent grow. I have to go buy big Quest and Danby dehumidifiers. It's a big 30-ton, 30-ton air conditioners now. It's a big difference than it used to be running the 12,000 BTU air conditioner in the basement. So many things have changed. So everything has changed. The plants have changed. I have changed. The technology has changed.
[08:51.800 --> 09:19.800]  The technology has come so far. The lighting is way different. When I was first doing this, everybody was running HPS lights. Everybody was using big gigantic fixtures. Now we've all got a bunch of little tiny LED lights. Back in the day, it was so much air conditioning had to be used. Now that the lights are better, we don't have to use so much air conditioning. The skills, the growing, the plants have come a long way. We've got better plants. We've got better plants available to us. We've got better nutrients. We've got better technology.
[09:19.800 --> 09:40.800]  We've got access to so much information. With legalization, now I can Google so much stuff. Before, people in non-legal states would be afraid just to Google how to grow their plants because they may get in trouble for that somehow. They didn't know how, but they knew it was possible. Maybe they'll get in trouble just for their damn Google search. So technology has brought us a long way. I have come a long way.
[09:41.800 --> 10:02.800]  If you guys are still trying to grow the way that you grew two, three, five years ago, you've got to adjust and adapt. Learn a few more things. Maybe find some new equipment. Don't be the dinosaur. Don't be stuck in the old technology. I do believe if it ain't broke, don't fix it. But if we don't try new things, how do we improve? How do we get better? Don't be afraid to take some risks and try new things.
[10:02.800 --> 10:31.800]  Every artist that you've ever heard about, every musician, every filmmaker, everybody that's been successful that you have heard of has taken a major risk in their career and had faith in their skills that they were going to do it. So have faith in yourself and the grow. Don't keep doing the same shit you've been doing for the past five years. It's a new year. This episode is going to come out right around the second week of January. Start this new year by learning some new skills. We said we were going to learn some new shit. Take a risk. What's the risk you're going to take this year in your grow to learn and improve?
[10:31.800 --> 10:59.800]  So don't be afraid to learn some shit. I've come a long way. If you listen to the old episodes and you hear that I was doing this and mixing this way and watering this way and doing this and I say something different now, don't say, Oh, he changed. He said something different. Say, Oh, that guy evolved and he's doing things differently because in his experience, his research, he's noticed maybe there was a better way and he's trying something different. And I try to share that with you guys. I know a lot of people really follow my guidance, my advice. You buy the products I recommend. I appreciate that.
[10:59.800 --> 11:22.800]  That's why I don't go recommending a lot of products because, um, it's, you can grow with a lot of great things, but I like some specific shit. Find what works really well for you and don't be afraid to switch it up and try new shit. All right. Um, there has been a big evolution in me as a person in the grow in my business and in the podcast. And thank you for noticing my friend, Zachary Johnson.
[11:23.800 --> 11:50.800]  Now I did say that this episode was going to be about powdery mildew. I've gotten several messages and emails about powdery mildew. Somebody even brought it up on my Instagram live show recently. They say, how can I get this powdery mildew off of the buds? Will spraying it get rid of the powdery mildew? What can I do? The quick answer is yes, you can spray some products on your plants to get rid of the powdery mildew. It will not look like it's there. It will wash it off your clients, customers, whoever will never know that it was there.
[11:50.800 --> 12:18.800]  You can even do a bud wash at the end, make it super clean. But guess what? If you don't correct the entire room, the entire situation, that powdery mildew will keep coming back. There's something more than just powdery mildew causing the powdery mildew. That is a symptom. That is a sign that there's a problem. Something is wrong in the room and is being shown to you by powdery mildew. It is probably an airflow problem. It's probably a moisture problem. It comes down to most likely a VPD problem.
[12:18.800 --> 12:44.800]  That is a vapor pressure deficit problem. That is a math equation evolving your temperature and humidity. If you don't understand that, it's not too important. We will stick with temperature and humidity. A lot of times when the lights go off in the grow space, the humidity spikes. Oftentimes when the lights come on in the grow space, the humidity spikes. Those spikes, you're getting a high humidity point in the room. The plants are not prepared for that. Your ventilation equipment is not prepared for that. You're getting a big spike in there.
[12:44.800 --> 13:12.800]  That is oftentimes what triggers the powdery mildew. One thing I would recommend is correcting the spikes that happen when the lights come on and when the lights go off. I mean temperature spikes because it's been whatever degrees in the room and now the light either goes off or comes on. It's going to change probably somewhere between 7 and 12 degrees quite quickly in that room. The temperature is going to spike or drop if the lights going off or on. That's going to affect the humidity tremendously depending on the size of the room, how many plants you have.
[13:12.800 --> 13:40.800]  That will affect the humidity really strongly. I would recommend getting some sort of a monitoring system that will real time monitor the relative humidity, the temperature and even possibly do the equation and monitor the vapor pressure deficit in your grow space at all times. Then look at the chart after 2 or 3 days of cycling on and off and see what's happening. It lights on and lights off. See how those spikes are going. Then let's figure out if we can set up some sort of airflow system to monitor the humidity.
[13:40.800 --> 14:08.800]  Is there an exhaust vent or an exhaust fan or a blower that we can turn off or on at the correct times to correct this spike in humidity. Maybe it's a drop in humidity. It depends on what's going on in your room. Also it greatly depends on what's going on in the adjacent rooms. If your grow is up against the outside, so this wall right here is an exterior wall. If the grow is up against that and it's snowy outside, you've got different opportunities for different climate changes when that light goes off. If it's up, that's off.
[14:08.800 --> 14:24.800]  That's honestly a bathroom on the other side of that wall. So if the grow was in there, it wouldn't be as drastic of a change when the lights go off because this room is temperature controlled. So that's also going to play into some of your humidity and temperature and VPD swings in your light change.
[14:24.800 --> 14:52.800]  Another thing to think about is something I kind of mentioned a moment ago when the lights go off and when the lights go on, how drastic is that temperature swing? A moment ago I did mention the temperature change when the lights go off and on. I did say that it would be somewhere between 7 and 12 degrees. I wouldn't like to do much more than that. When the lights go off or go on, I like to keep that daytime and nighttime temperature as close to the same as I can as possible, but no more than 10 to 12 degrees in difference between your day and night temperature.
[14:52.800 --> 15:20.800]  If it's 87 degrees in there with the lights on and it gets lower than 77, maybe like 75, 74, 73, that big temperature swing does give you the opportunity to get powdery mildew in that room. The main things I would think about is keeping the air moving in the room. Don't let stagnant air stay in the room, exhaust and replace that air in the room. Do you have an exhaust fan removing the stagnant humidity out of the room? Do you have passive intakes? Do you have active intakes bringing fresh air into that room?
[15:20.800 --> 15:48.800]  I like to bring fresh air in low and suck that old hot humid air out at the top. Are you doing something like that to replace, replenish and recycle that air? You don't want that old air in the room all the time. We need fresh air. Let's have old air going out, new air coming in. Let's keep plenty of fresh air moving around. Then let's avoid microclimates. In a big grow, you may have fans every three to six feet or something like that. Let's say that there's a light right there. They're really bright. You don't want that.
[15:48.800 --> 16:17.800]  Let's say that there's a light right there. There really is a light right there. We don't have to pretend. You can see it reflecting off my hand. There's a light right there also. They're about two or three feet away from my hands. Let's say that maybe right here where the iPad is, that might not get enough airflow because there may be a plant here and a plant here and a plant here and a plant here and all around and here a plant and there a plant, everywhere a plant plant. But guess what? Right here by the iPod, maybe over here by the microphone, just maybe might not get enough airflow because the canopy is built up so densely. You're going to create microclimates.
[16:18.800 --> 16:43.800]  Here is going to be a completely different climate than over there by the lights and up here by the top of the canopy and over here and over here. This is going to be, it's all might be slightly different everywhere. Have a good movement of air. Maybe put a fan on the floor blowing the air back up. Maybe get a howitzer fan and hang it from the ceiling. What that fan does, instead of blowing the air left and right, it sucks the air up. The air that is down low, it pulls it up and shoots it up to the ceiling and stirs the air.
[16:43.800 --> 17:06.800]  So if you're operating with CO2, the CO2 is heavier, it will fall to the floor. The howitzer fan will pick it up, bring it up towards your plants again, shoot it to the ceiling. It's heavy, so it will fall again, mix with the oxygen. It'll keep cycling back in. So if you're running CO2, definitely use that howitzer fan or a fan on the floor pointing up. But my point is, avoid microclimates. We want air moving around.
[17:07.800 --> 17:33.800]  Another way we can prevent powdery mildew is to keep leaves from touching each other. The plants need a little bit of space. The leaves can touch each other, but not excessively. If you've got two plants, give them some breathing room. Think about if I just walked up to you in a room, at a warm grow space, and I just put my hand on your shoulder all day. It's not that annoying, but after a while, it's going to get hot. It's going to get a little bit sweaty. It's going to get uncomfortable. Imagine the leaves of the plants just touching each other all day. They don't want that.
[17:33.800 --> 18:01.800]  That also tells them you shouldn't grow out any wider. You've got to grow up and get stretchy because there's nowhere else for you to go this way, so go up. So keep your plants a little bit. Give them some growing distance. Give them some space. Another thing I'm going to recommend is don't overwater your plants. Understand how much water to put into that room. The amount of water that you put into those pots is how much water those plants let back out into the air. If you're overwatering, they're going to let out more water. There's also going to be naturally more water in the air.
[18:01.800 --> 18:29.800]  So pay attention to your watering and also your watering schedule. That could have something to do with it. I like to water, if possible, right when the lights come on. As soon as they come on, get them wet. Get them watered right then. That way, they've got all day to drink that water. When the lights go off, they've got all night to metabolize. That's the most productive way to water the plants, in my opinion. If you're running hydro, if you're running cocoa, water as needed. I understand we've evolved so far. We've changed. Like I said a moment ago, shit's different now. People are doing hydro and stuff.
[18:29.800 --> 18:57.800]  Also, let me stay focused here. Another thing you can do is defoliate. Take off some of that excessive leaves. Also, if your pot is here, maybe take off the lower six inches of just leafy junk on the bottom of that plant because that can trap a little, like I said before, a microclimate. That lower area of the canopy, all the water goes into that pot. The lights get warm. The water starts going up. That area right there at the bottom, that's where you're going to find a lot of humidity. You'll see a lot of powdery mildew start right there in that area.
[18:58.800 --> 19:14.800]  You can do defoliation. You can do a little bit of lollipopping and cleaning up the bottoms of your plants. That will definitely help minimize the options of powdery mildew. The main thing you've got to do is treat the room. If we don't repair, treat, and correct the room, the powdery mildew will keep coming back.
[19:14.800 --> 19:34.800]  Get your exhaust fan dialed in. Get your intake fan dialed in. Get your airflow dialed in. Get all of your fans in the right place. Get the humidifier and the dehumidifier dialed in. Get that temperature dialed in. Get your humidity dialed in. Get the overall vapor pressure deficit dialed in in the room. Then make sure that you've got plenty of air movement, air circulation.
[19:35.800 --> 19:54.800]  Then make sure that you've got air replacement. Make sure you've got an exhaust fan removing that old air. Make sure you've got some sort of intake. Is there a way for fresh air to get into that room? Also, are you supplementing with CO2? If you're supplementing, maybe don't get rid of all that air as frequently, but do keep that air moving around as often as possible.
[19:55.800 --> 20:13.800]  Then give the plants a little bit of space. Give them some room. Defoliate them. Don't overwater. And that should help you with your powdery mildew problems. There are a thousand products that I could tell you to spray on these plants. There are a thousand things I could tell you to do to these plants. But unless we treat the room, this powdery mildew will keep coming back.
[20:13.800 --> 20:42.800]  So the first thing we've got to do is correct all of the issues in the room. Maybe the first thing we've got to do is identify why we're getting the powdery mildew. So we've got to check that temperature, the humidity, the VPD. We've got to make sure we've got circulation and air replacement. Then let's also check on the temperature and humidity changes when the lights go on and the lights go off. Make sure the humidity is not getting too drastic at that time. Make sure it's not getting too hot or too cold. And that should help to get rid of or at least minimize powdery mildew problems.
[20:43.800 --> 20:55.800]  The next thing we've got to think about is strain selection. If you know that you're in an area where you can't control the humidity properly, especially a greenhouse or outdoors, that's when it does come to selecting proper strains for your environment.
[20:55.800 --> 21:15.800]  All right, that was my quick report on powdery mildew. I hope I helped out your garden. At the start of the show, I did say that we were going to give away a pack of seeds. This seed giveaway is sponsored by my friends at seedsherenow.com. Make sure you check out seedsherenow.com for their current sales and their current inventory. Once again, seedsherenow.com.
[21:15.800 --> 21:40.800]  Now quickly, it is real easy to win a pack of seeds on this episode. All you have to do is comment on the YouTube video. Let me know why you think seedsherenow.com should give you a free pack of Irie Genetics seeds. That's right, go leave a comment on this episode on the YouTube channel and let me know simply why seedsherenow.com should give you a free pack of Irie Genetics seeds.
[21:40.800 --> 22:06.800]  All right, ladies and gentlemen, boys and girls, pimps and hoes, friends and foes, smokers, growers, clone cutters, pollen chuckers, all of you beautiful cannabis enthusiasts out there, I do want to thank you once again for listening to another episode of the Grow From Your Heart podcast. If you have any questions, corrections, comments, or concerns, I would love to hear from you. The email address is growfromyourheart at hotmail.com. Don't be shy. Send me your grow questions. Send me all your feedback. I would love to hear from you.
[22:06.800 --> 22:29.800]  Also, make sure you check out the Patreon campaign at patreon.com forward slash growfromyourheart. Everything else you could possibly need is on my website at iriegenetics.com. All right, that's all I've got for you for this episode. I'll be back in one full week with fresh new content. I want to give a big shout out to my buddy, Newbie Nugs. And until next time, take a fat dab and give your mom a hug for me.
