[00:00.000 --> 00:01.800]  Welcome back, Podcast World.
[01:29.920 --> 01:34.640]  But then about three seconds later, it was like, oh, then about six seconds later, it
[01:34.640 --> 01:38.880]  was like, oh, oh, about 15 seconds later, it was like, oh shit.
[01:38.880 --> 01:39.880]  And then it just keeps going.
[01:39.880 --> 01:42.400]  And that just keeps happening for probably two or three minutes.
[01:42.400 --> 01:45.360]  You just get a little higher and higher and higher from it.
[01:45.360 --> 01:50.840]  I'm really loving the flavor, the aroma, and the effects of the watermelon gelato ambrosia
[01:50.840 --> 01:52.920]  from our friends at Apothecary Farms.
[01:52.920 --> 01:53.920]  It's delicious.
[01:53.920 --> 01:54.920]  Delicious.
[01:55.440 --> 01:58.080]  Rusticheff and White Mike approved.
[01:58.080 --> 02:02.760]  We're going to talk about the Dude Grows Concentration Celebration in this episode.
[02:02.760 --> 02:06.920]  Mike and I and a bunch of other kind folks got to go hang out at this Dude Grows Concentration
[02:06.920 --> 02:11.400]  Celebration hosted by the Dude Grows crew, thrown by my good friend, Scotty Real.
[02:11.400 --> 02:15.800]  Before we get to that part of the podcast, let's do some shout outs to some of our friends
[02:15.800 --> 02:16.800]  on Patreon.
[02:16.800 --> 02:19.440]  I want to start with the big giant Grow From Your Heart podcast.
[02:19.440 --> 02:21.000]  Shout out to my friend, Glenn G.
[02:21.000 --> 02:23.240]  How about a big giant shout out to Ryan S.
[02:23.240 --> 02:26.320]  I owe a huge thank you and a Grow From Your Heart podcast.
[02:26.320 --> 02:27.320]  Shout out to Eric Ross.
[02:27.320 --> 02:30.800]  I always want to give a giant shout out to our friends over at Hogan's Farms.
[02:30.800 --> 02:36.560]  And of course, last but certainly not least, a big Grow From Your Heart podcast hug, a
[02:36.560 --> 02:40.360]  handshake, and a fist bump to my good friend, Stabby McStabberson.
[02:40.360 --> 02:43.400]  Big thanks to everybody who supports the show on Patreon.
[02:43.400 --> 02:46.460]  If you would like to learn how to support the show on Patreon, you can do so by going
[02:46.460 --> 02:52.240]  to www.patreon.com slash growfromyourheart.
[02:52.240 --> 02:55.680]  All of the information you need to become a patron will be right there on the screen.
[02:55.680 --> 02:59.200]  Once again, big thanks to everybody who has helped support the show in the past, in the
[02:59.200 --> 03:01.280]  present, and in the future.
[03:01.280 --> 03:05.120]  All right, Mike, I feel like we got all the advertising done.
[03:05.120 --> 03:09.600]  Let's talk about this cool ass event in which we got to attend.
[03:09.600 --> 03:13.500]  I want you to talk about it a little bit because I have a podcast where I get to talk and run
[03:13.500 --> 03:14.500]  my face all the time.
[03:14.500 --> 03:15.500]  You go to events all the time.
[03:15.500 --> 03:17.680]  And I get to go to events all of the time.
[03:17.680 --> 03:19.400]  You don't get spoiled like I do.
[03:19.400 --> 03:21.480]  You are more focused on other things.
[03:21.480 --> 03:25.640]  You are more on the activism side, doing the ... I call you White Mike because you're like
[03:25.640 --> 03:26.640]  my legal guy.
[03:26.640 --> 03:28.880]  I'm the one out here doing the gross stuff.
[03:28.880 --> 03:32.120]  You're the one in the trenches doing the fucking legal work.
[03:32.120 --> 03:34.800]  Taking care of legislative bills and zoning rules.
[03:34.800 --> 03:38.240]  So without your work, my work would not happen, to tell you the truth.
[03:38.240 --> 03:40.440]  You're a big part of what I'm able to do.
[03:40.440 --> 03:42.520]  And I see that and I know that that's a thing.
[03:42.520 --> 03:43.520]  Yeah, for sure, brother.
[03:43.520 --> 03:45.020]  You've been there for a long time also.
[03:45.020 --> 03:50.340]  So I want to give you an opportunity to talk about the Dude Grows concentration celebration
[03:50.340 --> 03:52.100]  that happened at Cultivated Synergy.
[03:52.100 --> 03:53.860]  Man, I'm glad you came.
[03:53.860 --> 03:54.860]  What did you think?
[03:54.860 --> 04:02.100]  First, I just want to say thank you to the whole DGC crew for throwing an awesome party.
[04:02.100 --> 04:03.360]  Such a rad party.
[04:03.360 --> 04:10.740]  The last couple of consumption-friendly events that I've been to, it was an event that was
[04:10.740 --> 04:15.220]  friendly and the consumption part was out in the back corner of the parking lot in a
[04:15.220 --> 04:16.500]  bus.
[04:16.500 --> 04:22.340]  And that was not at all the 710 Cup, which I really, really enjoyed.
[04:22.340 --> 04:26.380]  Thank you for not shoving us all into little buses.
[04:26.380 --> 04:28.620]  Shout out to that location for letting us do that.
[04:28.620 --> 04:29.740]  It's a wonderful location.
[04:29.740 --> 04:31.660]  I'd never been there before and I loved it.
[04:31.660 --> 04:32.700]  The staff is great.
[04:32.700 --> 04:36.100]  All of the people that help us out when we get there to load in, they're like, do you
[04:36.100 --> 04:37.100]  guys need help with anything?
[04:37.100 --> 04:38.580]  And I'm like, no, we've got everything.
[04:38.580 --> 04:40.060]  We need a table and a spot.
[04:40.060 --> 04:42.220]  And they say, pick a spot, here's a table.
[04:42.220 --> 04:44.980]  And they let me set up and anything I asked for, they brought to me.
[04:44.980 --> 04:46.140]  I needed chairs for...
[04:46.300 --> 04:47.300]  I had granny with me.
[04:47.300 --> 04:49.260]  I said, I need a couple of nice chairs.
[04:49.260 --> 04:51.500]  And they pointed like, which of these would you like?
[04:51.500 --> 04:53.820]  And they gave me a selection of really nice chairs.
[04:53.820 --> 04:56.900]  I had great chairs for granny and grumpy grandpa there.
[04:56.900 --> 04:57.900]  But yeah, that was a great venue.
[04:57.900 --> 04:58.900]  Mike, I cut you off.
[04:58.900 --> 04:59.900]  Keep going, brother.
[04:59.900 --> 05:03.460]  The space was great.
[05:03.460 --> 05:04.900]  Just the feel of the event was great.
[05:04.900 --> 05:12.100]  There wasn't a beer truck right in the front, right as you walked in, which I really appreciated.
[05:12.100 --> 05:15.140]  Free water, that was pretty epic for a consumption event.
[05:15.140 --> 05:18.300]  When I saw that, I was like, man, they fucking thought of everything.
[05:18.300 --> 05:19.860]  They really did try to think of everything.
[05:19.860 --> 05:20.860]  There was a...
[05:20.860 --> 05:22.660]  From start to finish, it was a smooth event.
[05:22.660 --> 05:27.780]  There was like no stubbed toes, no bonked elbows, no hurt feelings that I saw.
[05:27.780 --> 05:29.860]  It looked like everything ran really smoothly.
[05:29.860 --> 05:31.220]  I would agree with that.
[05:31.220 --> 05:35.380]  Actually, in my Instagram post thanking Scotty for the event, I said, the party went off
[05:35.380 --> 05:36.380]  without a hitch.
[05:36.380 --> 05:37.380]  It went very well.
[05:37.380 --> 05:38.380]  It was a pretty smooth event.
[05:38.380 --> 05:47.940]  Yeah, usually on the quiet consumption event, there's a lot of snags just because of how
[05:47.940 --> 05:51.500]  it's set up or how it wasn't planned out as well as it should have been.
[05:51.500 --> 05:53.500]  There was none of that with the DGC Cup.
[05:53.500 --> 05:54.500]  It was all smooth.
[05:54.500 --> 05:58.540]  There were so many different aspects of this event that there were so many opportunities
[05:58.540 --> 06:00.220]  for things to go wrong.
[06:00.220 --> 06:04.340]  Something did kind of go wrong, but nobody even noticed because there were so many good
[06:04.340 --> 06:07.460]  people involved in it that it got overlooked and it got skipped.
[06:07.540 --> 06:09.660]  Nobody even said, hey, what happened to this?
[06:09.660 --> 06:10.860]  We had an event planned.
[06:10.860 --> 06:13.380]  We had a speaker planned to do a presentation.
[06:13.380 --> 06:15.500]  He was unable to make it because he had a family emergency.
[06:15.500 --> 06:19.020]  I know exactly what happened and I completely think that that was more important than this
[06:19.020 --> 06:20.020]  event.
[06:20.020 --> 06:21.020]  You got to take care of your family.
[06:21.020 --> 06:22.020]  But we covered for him.
[06:22.020 --> 06:25.220]  Nobody even realized, hey, this guy didn't do the talk he said he was going to do because
[06:25.220 --> 06:28.860]  we had so much fun and made it such a good event that everybody was like, oh, wait, that
[06:28.860 --> 06:31.220]  may have broken up the party anyway.
[06:31.220 --> 06:36.980]  The only snag I hit was parking and that's sort of a key component to a successful event
[06:36.980 --> 06:40.900]  is a lot of people attend and some people get there a half hour late like I did.
[06:40.900 --> 06:43.660]  I have to truck it in for a minute.
[06:43.660 --> 06:47.060]  That part of my story for the event was going to be the traffic getting up there.
[06:47.060 --> 06:49.660]  We live 120 ish miles from the event.
[06:49.660 --> 06:53.100]  Yeah, that's it was traffic was bad that day, kind of everywhere.
[06:53.100 --> 06:56.220]  But I mean, I didn't count that for the event.
[06:56.220 --> 06:57.220]  No, I know.
[06:57.220 --> 07:00.020]  I'm just saying part of my story involves traffic.
[07:00.020 --> 07:01.020]  I got it.
[07:01.020 --> 07:03.460]  I got a fucking stress headache just from the traffic from getting up there.
[07:03.460 --> 07:04.460]  I was like, ah.
[07:04.940 --> 07:08.140]  And by the time I got there, I was ready to load in and get dabbed out.
[07:08.140 --> 07:09.340]  And they made it super easy.
[07:09.340 --> 07:10.420]  Like there's a table.
[07:10.420 --> 07:11.420]  Here's the torch.
[07:11.420 --> 07:12.420]  Have a good time.
[07:12.420 --> 07:13.420]  It was super cool in there.
[07:13.420 --> 07:18.300]  The reason I was late because I got caught in rain traffic and it was a heavy downpour
[07:18.300 --> 07:20.980]  right over top of the event while I was trying to get to it.
[07:20.980 --> 07:22.140]  And that's the RINO district.
[07:22.140 --> 07:25.140]  You should always expect shitty parking situations in the RINO district.
[07:25.140 --> 07:27.260]  I knew what I was getting into when I got there.
[07:27.260 --> 07:31.540]  And like it wasn't even really it's like when I pulled up and I saw that I immediately had
[07:31.540 --> 07:32.740]  to park a couple blocks away.
[07:32.740 --> 07:36.620]  I thought, man, like it already looks like a good event pulling up.
[07:36.620 --> 07:39.260]  I see a lot of people inside.
[07:39.260 --> 07:43.260]  I could see kind of just through one of the doors as I was driving past.
[07:43.260 --> 07:45.980]  And I was happy as soon as I walked in.
[07:45.980 --> 07:49.380]  I saw a bunch of people that we knew and everybody was having a good time.
[07:49.380 --> 07:58.660]  There was what, 20 different booths, each with delicious hash, friendly people and some
[07:58.660 --> 07:59.660]  decent swag.
[07:59.660 --> 08:00.660]  It was a good time.
[08:01.660 --> 08:03.980]  I would agree with all of that.
[08:03.980 --> 08:04.980]  Granny showed up.
[08:04.980 --> 08:05.980]  We had Deb and Granny hanging out.
[08:05.980 --> 08:06.980]  That was always a good time.
[08:06.980 --> 08:07.980]  I love running into Granny.
[08:07.980 --> 08:09.460]  We have so much fun together.
[08:09.460 --> 08:12.740]  So you always have fun with Granny, no matter what.
[08:12.740 --> 08:13.920]  She brings a party.
[08:13.920 --> 08:15.740]  She has a party in her own.
[08:15.740 --> 08:17.860]  She brings, so I had my own booth set up.
[08:17.860 --> 08:19.580]  I have my brand new iReed Genetics booth.
[08:19.580 --> 08:24.860]  I debuted that at the Dude Grows event, but I also set another table next to it for Granny
[08:24.860 --> 08:25.860]  and Grumpy Grandpa.
[08:26.060 --> 08:30.820]  And it's a good thing that I did because when she showed up, she had boxes of raw papers
[08:30.820 --> 08:31.820]  to give away.
[08:31.820 --> 08:36.180]  She had Deb and Granny hat pins, Deb and Granny stickers, Deb and Granny rolling trays.
[08:36.180 --> 08:40.700]  If you could wear it, smoke it, use it to consume, wave it around as a cannabis banner.
[08:40.700 --> 08:45.580]  Granny probably had one with her to give to you and also give you a hug at the event.
[08:45.580 --> 08:46.980]  She is a very generous lady.
[08:46.980 --> 08:48.100]  She brings a lot of good stuff.
[08:48.100 --> 08:51.540]  She had pop sockets for phones, but I think I have a brand new ooze pop socket for my
[08:51.540 --> 08:52.540]  phone.
[08:52.540 --> 08:54.660]  Yeah, she came with all kinds of good shit.
[08:55.660 --> 08:58.460]  Hanging out with Scotty is always a good time, dude.
[08:58.460 --> 09:01.460]  Yeah, we can't talk about Granny without talking about Scotty.
[09:01.460 --> 09:05.220]  Getting Granny and Scotty in the same area together, taking dabs with them is such a
[09:05.220 --> 09:06.220]  good time.
[09:06.220 --> 09:07.220]  Right.
[09:07.220 --> 09:10.220]  It was more like a big family get-together than anything.
[09:10.220 --> 09:13.940]  That's kind of the way that I think Scotty wanted it.
[09:13.940 --> 09:19.300]  It was also aimed at being an educational event and also a concentrate competition.
[09:19.300 --> 09:23.100]  We'll talk about that a little bit in the later part of the episode.
[09:23.260 --> 09:27.780]  He wanted it to be just a more friendly family, not like family, but like the Canna family,
[09:27.780 --> 09:31.700]  sort of a tighter event, sort of like a family reunion instead of a big old blown out weed
[09:31.700 --> 09:34.580]  expo because those get exhausting and tiresome.
[09:34.580 --> 09:35.580]  Quickly.
[09:35.580 --> 09:36.580]  Yeah.
[09:36.580 --> 09:38.180]  I feel like everybody at this event knew each other.
[09:38.180 --> 09:40.140]  Half of the people that came up, I've already met them.
[09:40.140 --> 09:44.020]  And if I didn't, I was Facebook or Instagram or Cannabuzz friends with them.
[09:44.020 --> 09:46.300]  Shout out to our friends on Cannabuzz.
[09:46.300 --> 09:48.020]  So I knew almost everybody in there.
[09:48.020 --> 09:49.620]  That was a lot of fun.
[09:49.620 --> 09:50.620]  So the drive was crazy.
[09:50.620 --> 09:52.780]  Getting there, getting set up was great.
[09:53.460 --> 09:56.660]  Almost as soon as I got set up and got comfortable, everybody started coming over and giving me
[09:56.660 --> 10:01.740]  dabs and asking me questions about seeds and buying shirts and saying, what's up?
[10:01.740 --> 10:03.900]  Then we started medicating and dabbing out.
[10:03.900 --> 10:05.940]  And that's when it got super fun.
[10:05.940 --> 10:07.380]  I didn't even have a chair yet.
[10:07.380 --> 10:11.860]  I'd been there for 30 seconds and I had a rig with a nail ready to go and a dab in my
[10:11.860 --> 10:12.860]  hand.
[10:12.860 --> 10:13.980]  It was that kind of an event.
[10:13.980 --> 10:15.820]  It was that type of an event.
[10:15.820 --> 10:16.820]  Granny showed up.
[10:16.820 --> 10:18.340]  She set up her table.
[10:18.340 --> 10:20.460]  Then granny went and I was at a booth.
[10:20.460 --> 10:21.460]  I'm running a booth.
[10:21.460 --> 10:27.180]  I miss Amy with me, helping me out, but I don't, uh, Amy can do it, but most people,
[10:27.180 --> 10:29.500]  they want to talk to me when they come to the booth.
[10:29.500 --> 10:31.220]  They're asking questions about the genetics.
[10:31.220 --> 10:32.220]  They want to see me.
[10:32.220 --> 10:33.260]  I'm the guy you go to Disneyland.
[10:33.260 --> 10:34.260]  You want to see Mickey Mouse.
[10:34.260 --> 10:35.500]  You go to I read genetics booth.
[10:35.500 --> 10:37.860]  You want to see Rasta Jeff, a big shout out to Amy.
[10:37.860 --> 10:38.860]  No disrespect to her.
[10:38.860 --> 10:39.860]  I'm not downplaying her.
[10:39.860 --> 10:42.340]  You're pretty much nailed to that booth for the rest of the night.
[10:42.340 --> 10:43.340]  Absolutely.
[10:43.340 --> 10:46.580]  But granny went over to the judging table where the concentrates were and where they
[10:46.580 --> 10:47.580]  were being judged.
[10:47.580 --> 10:51.100]  And Scotty came over and gave me a clipboard and he's like, you got to be a judge, dude.
[10:51.740 --> 10:53.140]  So I told Amy, I was like, I got to do my job.
[10:53.140 --> 10:54.140]  You know what I mean?
[10:54.140 --> 10:55.140]  I'm here for this event.
[10:55.140 --> 10:56.180]  And she's like, go ahead and do your thing.
[10:56.180 --> 10:57.180]  She gives me the go ahead.
[10:57.180 --> 10:58.180]  Look at, she can hold it down.
[10:58.180 --> 10:59.180]  She does a great job.
[10:59.180 --> 11:00.660]  Uh, she takes care of the booth.
[11:00.660 --> 11:04.420]  So I finally got to go over to the judging area for a few with granny.
[11:04.420 --> 11:09.860]  And that was a fun experience going over to that judging table with granny.
[11:09.860 --> 11:15.340]  I'm glad I didn't try to judge, you know, there were, I think there were less than 20
[11:15.340 --> 11:18.540]  complete entries and halfway through that list.
[11:18.540 --> 11:20.660]  I would have been roasted.
[11:21.220 --> 11:23.700]  I think I nailed, I've got a list of winners here that I'll read.
[11:23.700 --> 11:24.700]  Mike Rez.
[11:24.700 --> 11:26.980]  There were a lot of people that were roasted.
[11:26.980 --> 11:30.540]  I was having a conversation with Keith from a Canon lights.
[11:30.540 --> 11:31.740]  I think it's Canon.
[11:31.740 --> 11:32.740]  What's the name of his light company?
[11:32.740 --> 11:33.740]  Shit.
[11:33.740 --> 11:34.740]  I'm sorry, Keith.
[11:34.740 --> 11:36.100]  I can't, he makes cannons or one of the led lights that he makes.
[11:36.100 --> 11:37.100]  Uh, sorry.
[11:37.100 --> 11:39.260]  I can't remember the name of your light company right now, brother, but big shout out, nothing
[11:39.260 --> 11:40.260]  but love and respect.
[11:40.260 --> 11:43.380]  I was talking to Keith and we both said something and looked at each other.
[11:43.380 --> 11:48.100]  And I think whatever one of us said, he was basically like, do you like ice in your water?
[11:48.100 --> 11:50.060]  And I was like, bacon's not my friend.
[11:50.060 --> 11:51.420]  And we looked at each other like, where the fuck?
[11:51.420 --> 11:53.260]  And he goes, everybody is so high here.
[11:53.260 --> 11:54.260]  It was just so funny.
[11:54.260 --> 11:58.060]  Our conversations didn't, but we were talking on two different frequencies.
[11:58.060 --> 11:59.060]  It was so funny.
[11:59.060 --> 12:00.260]  I had the same girl.
[12:00.260 --> 12:03.940]  She came up to the, uh, at the start of the event, she was like, Hey, do you know, dabbing
[12:03.940 --> 12:04.940]  granny?
[12:04.940 --> 12:05.940]  I see you sit next to her.
[12:05.940 --> 12:06.940]  And I was like, yeah, I know granny.
[12:06.940 --> 12:07.940]  What's up?
[12:07.940 --> 12:08.940]  She goes, can you introduce me?
[12:08.940 --> 12:09.940]  I'd love to get a picture.
[12:09.940 --> 12:10.940]  And I go, sure.
[12:10.940 --> 12:13.380]  And before we could take eight steps, she got distracted.
[12:13.380 --> 12:17.420]  And we had that exact same conversation three times.
[12:17.420 --> 12:18.420]  That's funny.
[12:18.420 --> 12:22.540]  I actually got her to stay focused long enough to get a picture with granny.
[12:22.540 --> 12:24.140]  At the judging area.
[12:24.140 --> 12:26.100]  So they had a little area.
[12:26.100 --> 12:29.740]  So if you paid a certain amount of money, or if you were a VIP guest, you got a judge's
[12:29.740 --> 12:30.860]  pass.
[12:30.860 --> 12:34.300]  And with that judge's pass, uh, you could go, you could go look at the concentrates
[12:34.300 --> 12:37.420]  without that, but you weren't really, you could take a dab.
[12:37.420 --> 12:39.500]  Nobody was going to slap you if you weren't a judge.
[12:39.500 --> 12:42.460]  There was enough to share, but we wanted to make sure that the judges all got the dabs
[12:42.460 --> 12:44.300]  first so that we got to sample it.
[12:44.300 --> 12:46.140]  The judging was over.
[12:46.140 --> 12:50.660]  Like I went through like maybe half the line over the course of the event.
[12:50.660 --> 12:52.340]  Just they were getting rid of everything.
[12:52.340 --> 12:53.340]  Oh yeah.
[12:53.340 --> 12:54.340]  They wanted it.
[12:54.340 --> 12:55.340]  You got to dab it.
[12:55.340 --> 12:56.340]  We don't need stuff left over.
[12:56.340 --> 13:02.220]  Uh, but up there for the pro there was a pro category and a home grower category.
[13:02.220 --> 13:08.100]  I nailed the winners in the, um, I think I did them in the backwards order.
[13:08.100 --> 13:09.960]  I said, this number should win first place.
[13:09.960 --> 13:12.060]  This number should win second place in this number should win third place.
[13:12.100 --> 13:15.100]  And I think I got them the exact backwards order.
[13:15.100 --> 13:17.300]  One of them, I opened this product.
[13:17.300 --> 13:19.500]  So they, so I should describe the dabbing area more.
[13:19.500 --> 13:20.500]  That's where I was.
[13:20.500 --> 13:21.500]  You go to the dabbing area.
[13:21.500 --> 13:24.820]  They've got like a, uh, cultivated synergy has like a bar area.
[13:24.820 --> 13:25.820]  It's not a bar with alcohol.
[13:25.820 --> 13:29.220]  It looks like the kitchen bar, like the Island and the bar where everybody gathers around
[13:29.220 --> 13:32.940]  in the bar when you're partying, it's where everybody hangs out on, but not the drinking
[13:32.940 --> 13:33.940]  bar.
[13:33.940 --> 13:34.940]  It's an Island, I guess is what that is.
[13:34.940 --> 13:37.860]  So there's an Island in the middle off to the one side there.
[13:37.860 --> 13:39.300]  And all of the concentrates were on there.
[13:39.300 --> 13:40.520]  They had bar stools around that.
[13:40.520 --> 13:43.160]  If you choose to sit on a bar stool, most of us were just standing up.
[13:43.160 --> 13:45.160]  You'd bring your rig over there and your torch.
[13:45.160 --> 13:47.840]  However you choose to dab the concentrates were there.
[13:47.840 --> 13:48.840]  You could dab it.
[13:48.840 --> 13:50.080]  However you were most comfortable with that way.
[13:50.080 --> 13:51.120]  You could get a proper judging.
[13:51.120 --> 13:53.680]  My favorite is this dab rig, this torch, this carb cap.
[13:53.680 --> 13:55.080]  I know that real well.
[13:55.080 --> 13:57.680]  I know what to expect from a dab with this setup.
[13:57.680 --> 13:59.300]  So I took that over there.
[13:59.300 --> 14:03.920]  There were, uh, concentrates of different qualities and textures and appearances and
[14:03.920 --> 14:06.660]  consistencies with a number on them.
[14:06.660 --> 14:11.300]  And I mainly waited until I could see that numbers one, two, and three were available
[14:11.300 --> 14:14.460]  so that I knew I could burn through one, two, and three pretty quick and get one, two, and
[14:14.460 --> 14:15.460]  three down.
[14:15.460 --> 14:17.860]  And then I waited until I saw four or five and six, so I could get some judging figured
[14:17.860 --> 14:20.940]  out and not have to search for all the numbers.
[14:20.940 --> 14:21.940]  There were a couple I didn't dab.
[14:21.940 --> 14:22.940]  Honestly, I skipped a couple.
[14:22.940 --> 14:23.940]  I was like, man, nope.
[14:23.940 --> 14:26.420]  I already know that I don't need to try that.
[14:26.420 --> 14:30.780]  And a lot of people say that looks can be deceiving when it comes to a concentrate.
[14:30.780 --> 14:33.260]  There were, I, there was no deception.
[14:33.260 --> 14:36.700]  I knew I didn't need to dab that to know that the others in the lineup were already
[14:36.700 --> 14:37.700]  better.
[14:37.700 --> 14:40.580]  I think that appearance is part of the, uh, the decision when you're shopping at a dispensary,
[14:40.580 --> 14:43.260]  when you're looking for a car looks, make a big decision.
[14:43.260 --> 14:44.260]  I didn't want those.
[14:44.260 --> 14:45.940]  Uh, so I dabbed quite a few of them.
[14:45.940 --> 14:46.940]  I made some notes.
[14:46.940 --> 14:48.660]  I went and hung out with miss Amy, made sure the booth was cool.
[14:48.660 --> 14:51.180]  Came back, did some more dabs, uh, for the pro category.
[14:51.180 --> 14:54.860]  I'm pretty sure I knew which three were going to win top three, but I got number one and
[14:54.860 --> 14:56.300]  number three flipped.
[14:56.300 --> 15:00.300]  I was correct for number two, which I, I knew wouldn't win number one, but I wish it would
[15:00.300 --> 15:02.900]  have because we'll talk about why in a little bit.
[15:03.540 --> 15:08.660]  So for the, uh, the home grower category, I think I nailed that one.
[15:08.660 --> 15:09.660]  Exactly.
[15:09.660 --> 15:10.660]  I think, but I'm not sure who won second place.
[15:10.660 --> 15:12.660]  Cause I can't find the list online.
[15:12.660 --> 15:15.460]  So let me look at my phone here.
[15:15.460 --> 15:16.460]  Everybody was clapping.
[15:16.460 --> 15:17.660]  Nobody was making notes.
[15:17.660 --> 15:20.200]  I was way in the back because I had the booth.
[15:20.200 --> 15:24.940]  My booth was as far away from the event microphone as I could have been.
[15:24.940 --> 15:27.380]  Yeah, it was totally far away from that.
[15:27.380 --> 15:31.020]  So let's talk about, uh, the dude grows pro division winners.
[15:31.020 --> 15:32.380]  I'm going to start from the bottom here.
[15:32.860 --> 15:34.860]  So the first place was Kimmy Jones from dab logic.
[15:34.860 --> 15:40.020]  Uh, second place, I predicted this one would be in the top three.
[15:40.020 --> 15:41.500]  This was one of my favorites.
[15:41.500 --> 15:43.900]  I was talking about this a moment ago and I cut myself off.
[15:43.900 --> 15:49.440]  I was taking the dabs and I opened this one jar and as soon as I opened it, I went, Oh,
[15:49.440 --> 15:50.820]  it felt, it smelled like home.
[15:50.820 --> 15:51.820]  It felt so familiar.
[15:51.820 --> 15:54.900]  I was like, I know this one.
[15:54.900 --> 15:56.220]  And I took a dab out of it.
[15:56.220 --> 16:00.220]  And as soon as the dabber hit the concentrate, I was like, Oh, I know what that is.
[16:00.220 --> 16:03.760]  Like it just cracked open the aroma and the aroma climbed up in my nose and my mouth watered
[16:03.760 --> 16:04.760]  a little bit.
[16:04.760 --> 16:05.900]  And I was like, Oh, I don't even need to dab this.
[16:05.900 --> 16:06.940]  I already know what this is.
[16:06.940 --> 16:08.700]  Of course I took the dab.
[16:08.700 --> 16:12.500]  Number two was Clementine from our friends at apothecary farms.
[16:12.500 --> 16:13.500]  They won second place.
[16:13.500 --> 16:14.500]  That shit was delicious.
[16:14.500 --> 16:19.380]  In my opinion, uh, that should have been number one, but I think consistency and appearance
[16:19.380 --> 16:22.100]  are a lot of what made the number one winner.
[16:22.100 --> 16:26.580]  Number one, uh, number one was mimosa from nomad extracts.
[16:26.580 --> 16:31.380]  I tasted that again, the Clementine is sweet oranges there.
[16:31.380 --> 16:32.380]  Yeah.
[16:32.380 --> 16:33.380]  Their booth was really, they were right next to us.
[16:33.380 --> 16:35.700]  Their booth was packed and it was really nice.
[16:35.700 --> 16:40.140]  Um, I think the main difference between the Clementine and that mimosa, they both had
[16:40.140 --> 16:42.060]  that orange candy flavor.
[16:42.060 --> 16:46.900]  The Clementine is a batter and it looks messy in the container, especially after multiple
[16:46.900 --> 16:48.700]  people have dabbed out of it.
[16:48.700 --> 16:50.820]  That mimosa was beautiful diamonds and sauce.
[16:50.820 --> 16:54.660]  It was such a nice mixture and the diamonds were just the right size.
[16:54.740 --> 16:58.580]  I feel if apothecary would have entered something a little chunkier, they would have had a better
[16:58.580 --> 17:02.380]  chance if they would have entered Clementine Ambrosia, it probably could have taken it.
[17:02.380 --> 17:04.340]  I'm glad they entered a batter though.
[17:04.340 --> 17:05.380]  Like batters.
[17:05.380 --> 17:07.580]  It took second despite it did.
