[00:00.000 --> 00:02.040]  Welcome back, Podcast World.
[14:55.260 --> 14:56.260]  I like to buy nice drums.
[14:56.300 --> 14:57.900]  I like to eat like a fucking king.
[14:57.900 --> 15:00.100]  I like to smoke good concentrates.
[15:00.100 --> 15:01.380]  But that is not what I'm here for.
[15:01.380 --> 15:04.380]  I am in this industry because I am passionate.
[15:04.380 --> 15:08.980]  I like watching a person improve the quality of their life by consuming a product that
[15:08.980 --> 15:12.860]  I created or grew or invested my time and energy in.
[15:12.860 --> 15:17.020]  I get to see people who have a discomfort or an ailment.
[15:17.020 --> 15:19.420]  They show up and they're like, I don't feel well.
[15:19.420 --> 15:22.460]  They leave with the product and they come back several days later and they say, Ross
[15:22.460 --> 15:27.260]  to Jeff, that whatever product it was that you gave me made my whatever problem that
[15:27.260 --> 15:29.500]  I had go away for a few hours.
[15:29.500 --> 15:31.500]  I was able to hang out with my family.
[15:31.500 --> 15:35.220]  I was able to enjoy a few minutes with my children and not feel like a grumpy asshole
[15:35.220 --> 15:39.300]  because whatever hurts was hurting or whatever bothers me was bothering me.
[15:39.300 --> 15:40.860]  So I get to offer a great service.
[15:40.860 --> 15:43.660]  I get to produce a product that makes people feel better.
[15:43.660 --> 15:48.140]  And then in the retail end of my business, I get to get that product out to those people.
[15:48.140 --> 15:51.820]  And in turn, yes, we do make a few dollars and we pay the rent.
[15:52.380 --> 15:57.020]  Without the support of our community and the support of our, I hate the word customers,
[15:57.020 --> 16:00.220]  our patients, our clientele, we don't have a business.
[16:00.220 --> 16:02.700]  My passion just becomes a hobby.
[16:02.700 --> 16:06.580]  Without the support of our community and our friends and our family, and I hate using the
[16:06.580 --> 16:12.020]  word customers, but without them, those businesses, the dispensary will be forced to close.
[16:12.020 --> 16:14.940]  Once that dispensary closes, there's no need for the cultivation.
[16:14.940 --> 16:16.740]  So the cultivation will close.
[16:16.740 --> 16:18.300]  And this goes for any business.
[16:18.300 --> 16:21.900]  If you don't go to whatever your favorite coffee spot is or your favorite sandwich spot
[16:21.900 --> 16:26.060]  and spend a few bucks every occasionally, when you do think about going to that sandwich
[16:26.060 --> 16:28.100]  shop, it will probably be gone.
[16:28.100 --> 16:30.420]  It is a very competitive economy.
[16:30.420 --> 16:32.420]  It's a very competitive market right now.
[16:32.420 --> 16:36.180]  So any business has to do everything that they can to survive.
[16:36.180 --> 16:41.100]  So I guess what I'm saying with all of this rambling is please support your local businesses,
[16:41.100 --> 16:45.180]  whether they're dispensaries, whether they're your local favorite taco shop, whether it's
[16:45.180 --> 16:50.940]  your local favorite waffle cone, ice cream truck, shout out to my buddy Coop Dog, whatever
[16:50.940 --> 16:58.300]  that business is, please support the businesses that do quality service for your community.
[16:58.300 --> 17:01.340]  Of course, I want you to support the dispensaries, which I work with.
[17:01.340 --> 17:05.060]  Of course, I want you to support the places where my cultivated product ends up and the
[17:05.060 --> 17:10.040]  places I do consultations for, but your local dispensary needs your support.
[17:10.040 --> 17:12.180]  Your local whatever needs your support.
[17:12.180 --> 17:17.580]  So let's get out there and support our local businesses and let's kind of stop some of
[17:17.580 --> 17:22.300]  the infighting and the bickering about dispensaries and the cannabis industry.
[17:22.300 --> 17:24.100]  We're trying our best.
[17:24.100 --> 17:29.060]  There are a lot of rules and regulations and hoops to jump through that make things a little
[17:29.060 --> 17:31.340]  bit difficult sometimes.
[17:31.340 --> 17:34.900]  We want to make medicine available to patients.
[17:34.900 --> 17:42.020]  We want the most potent, the highest quality, the cleanest, safest, most effective medicine
[17:42.060 --> 17:44.620]  that a patient can get at the best price.
[17:44.620 --> 17:45.940]  That is our goal.
[17:45.940 --> 17:48.140]  Don't think that we're out there just trying to get rich.
[17:48.140 --> 17:50.480]  We want to get medicine to patients.
[17:50.480 --> 17:55.500]  A lot of what causes hiccups or problems are regulations.
[17:55.500 --> 17:57.540]  A lot of those we cannot avoid.
[17:57.540 --> 17:59.380]  We want to give you a service.
[17:59.380 --> 18:05.020]  So a lot of people have some hatred and some kind of grief against dispensaries and against
[18:05.020 --> 18:06.600]  commercial grows.
[18:06.600 --> 18:09.700]  Please understand we are out here doing our best.
[18:09.700 --> 18:11.460]  We don't make up a lot of the rules.
[18:11.460 --> 18:13.160]  We don't make up a lot of the regulations.
[18:13.160 --> 18:15.860]  If it were up to us, we would grow the cannabis.
[18:15.860 --> 18:17.460]  We would just open the back door.
[18:17.460 --> 18:20.740]  You guys would come in and pay two or three bucks a gram and smoke out while you're rolling
[18:20.740 --> 18:21.740]  it up.
[18:21.740 --> 18:22.740]  It would be a party.
[18:22.740 --> 18:26.900]  Unfortunately, there are rules and regulations that come with legalization and we have got
[18:26.900 --> 18:30.660]  to follow them if we want to continue to operate.
[18:30.660 --> 18:34.900]  So keep in mind that the dispensaries and the cultivations are businesses.
[18:34.900 --> 18:39.700]  And if we don't operate them as a business, they won't be there the next time you go to
[18:39.700 --> 18:40.700]  shop.
[18:40.940 --> 18:45.260]  Honestly, if it were that easy to set up a cultivation facility and produce a quality,
[18:45.260 --> 18:50.540]  clean, safe product on a reliable schedule, wouldn't everybody else already be doing it?
[18:50.540 --> 18:53.380]  The professionals are out there trying our best.
[18:53.380 --> 18:54.740]  Please bear with us.
[18:54.740 --> 19:00.240]  Let's end the public versus the dispensary, the black market versus the legal market.
[19:00.240 --> 19:03.260]  Let's try to end all of that and let's just be team cannabis.
[19:03.260 --> 19:07.340]  All right, that's enough public service announcements for this episode.
[19:07.340 --> 19:11.300]  Let's get into the email portion of this podcast.
[19:11.300 --> 19:14.740]  If you have any cultivation or cannabis culture questions, I would love to hear from you.
[19:14.740 --> 19:19.020]  My email address is growfromyourheartathotmail.com.
[19:19.020 --> 19:23.340]  This first email in this episode comes from a person who did not include their name.
[19:23.340 --> 19:24.340]  So let's jump right into it.
[19:24.340 --> 19:25.420]  It says, what's up?
[19:25.420 --> 19:26.420]  Just a quick question.
[19:26.420 --> 19:29.980]  I am at day 37 of 1212 today.
[19:29.980 --> 19:32.300]  So we're 37 days into flower.
[19:32.300 --> 19:37.620]  He goes on to say, I have two lights on a digital timer and one on a tab timer.
[19:37.620 --> 19:43.200]  Well, a storm hit four days ago and the electric went out for about an hour right after the
[19:43.200 --> 19:44.740]  lights came on for the day.
[19:44.740 --> 19:47.140]  I can kind of already see where this email is headed.
[19:47.140 --> 19:52.900]  He says, the digital timer was fine because it holds the time if it cuts off or unplugs,
[19:52.900 --> 19:57.500]  but the tab timer stopped for about an hour while the power was out.
[19:57.500 --> 20:01.620]  So let me talk about what happened there because some people may not have caught onto that.
[20:01.620 --> 20:05.300]  This person has two different timers in their grow room.
[20:05.300 --> 20:07.700]  They've got lights plugged into both timers.
[20:07.700 --> 20:12.620]  They have both timers set for 1212 to where both timers come on at a given time, both
[20:12.620 --> 20:15.060]  go off at a given time.
[20:15.060 --> 20:18.860]  However, the power went out in this person's house.
[20:18.860 --> 20:22.340]  So the digital timer kept on ticking with the correct time.
[20:22.340 --> 20:23.620]  It's got a battery backup.
[20:23.620 --> 20:24.620]  It is digital.
[20:24.620 --> 20:26.020]  It keeps on moving.
[20:26.020 --> 20:27.860]  Nothing went wrong there.
[20:27.860 --> 20:32.820]  On the other light, there is a timer with little push tabs that you push down for the
[20:32.820 --> 20:35.580]  light to be on and you pop them up for the light to be off.
[20:35.580 --> 20:38.020]  It could be the opposite, but it doesn't matter right now.
[20:38.020 --> 20:41.900]  You push tabs and the lights either off or on when it's on that section.
[20:41.900 --> 20:45.620]  And then when it goes to the other section, it does the opposite.
[20:45.620 --> 20:49.420]  That timer has a dial on it that spins like a real clock.
[20:49.420 --> 20:54.060]  And that is what triggers the switch to go on or off.
[20:54.060 --> 20:57.420]  Now when the power stops, that timer stops as well.
[20:57.420 --> 20:58.980]  It does not spin anymore.
[20:58.980 --> 21:01.180]  It does not have a battery backup.
[21:01.180 --> 21:07.580]  So if the power went out at one o'clock, that grow room, that timer thought that it was
[21:07.580 --> 21:10.920]  one o'clock until the power came back on.
[21:10.920 --> 21:14.100]  So time stood still for that one timer.
[21:14.100 --> 21:18.060]  The digital timer resumed its normal schedule when the power came on.
[21:18.060 --> 21:20.060]  The lights came on just like it should.
[21:20.060 --> 21:21.600]  Everything functioned.
[21:21.640 --> 21:26.760]  Now when the lights were scheduled to go off is when we had our problem.
[21:26.760 --> 21:33.360]  Since that one timer was off for a duration of time, it is now behind by that exact duration.
[21:33.360 --> 21:39.560]  So when the digital timer clicked off, our spinny dial timer continued to light the room.
[21:39.560 --> 21:41.680]  So now let's catch up with the question.
[21:41.680 --> 21:43.400]  Here is some more.
[21:43.400 --> 21:48.240]  He says, the digital timer was fine because it holds the time if it cuts off, but the
[21:48.240 --> 21:50.300]  tab timer stopped for one hour.
[21:50.300 --> 21:55.220]  So we had one extra hour of light time at the end of that flowering day.
[21:55.220 --> 21:56.220]  The email keeps going.
