[00:00.000 --> 00:02.040]  Welcome back podcast world.
[08:04.120 --> 08:08.720]  Hope everything's going well for you. Hope you're staying. I re all right,
[08:08.720 --> 08:11.560]  Mike, I'm going to scroll down. We've got a couple of more reviews.
[08:11.840 --> 08:15.200]  This website keeps refreshing itself because there's an ad.
[08:15.200 --> 08:18.600]  So it's hard for me to keep track of my place on this page,
[08:19.120 --> 08:22.520]  but we're going to get through it together. Technology shall not defeat me.
[08:24.000 --> 08:27.880]  You look like you doubt me, bro. No, you just looked at me like, I don't know.
[08:27.920 --> 08:28.720]  I might get you dude.
[08:28.720 --> 08:31.680]  It just also looks like you're playing tic-tac-toe with yourself on your list.
[08:32.040 --> 08:34.600]  I'm just making sure to cross out the ones we do so that I don't read them all
[08:34.600 --> 08:37.200]  over again because nobody wants to hear these twice. In fact,
[08:37.200 --> 08:41.280]  we'll get to another review in a minute. Uh, this one comes from our friend. Uh,
[08:41.320 --> 08:44.360]  he says Wales, UK and they gave us five stars.
[08:44.360 --> 08:48.640]  They are called Zootopian and they're listening on Apple podcasts from great
[08:48.640 --> 08:51.680]  Britain. Apparently they're from Wales, UK. They say,
[08:51.720 --> 08:56.200]  let's hear about outdoor gorilla grow auto flower tips.
[08:56.960 --> 09:00.200]  Um, that's not my wheelhouse. I would fail at that.
[09:00.520 --> 09:05.040]  I did a decent outdoor grow lesson. It was a little bit, uh,
[09:05.040 --> 09:06.920]  but auto flower is not my wheelhouse.
[09:06.920 --> 09:09.520]  I don't know much about auto flowers and anything I did,
[09:09.520 --> 09:10.920]  I would have to just fake it for you.
[09:10.920 --> 09:14.040]  So that wouldn't be a quality podcast in my opinion.
[09:14.120 --> 09:16.520]  We could do a little, uh,
[09:16.560 --> 09:20.120]  a show on like a really growing general tips or, uh,
[09:21.120 --> 09:23.960]  how shit used to be back here in the struggle blood days.
[09:24.960 --> 09:26.800]  Struggle. But I haven't heard that word in a minute.
[09:26.840 --> 09:29.400]  When I first heard of auto flowers, that was the first,
[09:29.400 --> 09:31.280]  the first place my brain went was like,
[09:31.280 --> 09:34.800]  those would be perfect for a struggle, but crowd. Yeah. Um,
[09:34.880 --> 09:38.120]  struggle bud was a term for, uh, planting seeds.
[09:38.120 --> 09:43.000]  It kind of in the wilderness in a location that was likely to
[09:43.000 --> 09:47.160]  produce some sort of growth without any intervention from you,
[09:47.640 --> 09:49.440]  from the, uh, the state.
[09:49.560 --> 09:54.080]  Like when you put the seed in the ground until you come back six months later
[09:54.080 --> 09:56.440]  and rip it out of the ground and run away real quick in the dark,
[09:57.920 --> 09:59.760]  that was struggle, but growing shit.
[09:59.760 --> 10:02.800]  Half of the people I knew with home grows outside had some struggle,
[10:02.800 --> 10:06.600]  but going on and fucking looked like, right. Yeah. Uh, where were we, Mike?
[10:06.600 --> 10:08.640]  Did we start reading this review yet? No, no,
[10:08.640 --> 10:12.160]  knocked out the auto flower review. And now we're on to,
[10:12.440 --> 10:16.520]  you saw me cross that one off the list and go for the next one here. All right.
[10:16.520 --> 10:18.920]  This one is going to be the last one for this episode.
[10:18.920 --> 10:21.040]  Then Mike and I are going to press pause and take a dab.
[10:21.280 --> 10:24.800]  And then we're going to read a couple of emails. This one is a good one.
[10:24.800 --> 10:28.640]  They say 50 50, they call themselves long time listener.
[10:28.840 --> 10:31.800]  They're listening on Apple podcasts from Canada. Once again,
[10:31.800 --> 10:33.320]  big shout out to all of our friends up North.
[10:33.320 --> 10:37.080]  It looks like we have a nice Canadian listenership that makes me happy. Yeah.
[10:37.080 --> 10:40.480]  I enjoy it. I appreciate it. They've got a nice Canadian grow industry up there,
[10:40.720 --> 10:44.040]  a nice cannabis industry. So big shout out to all of our friends. Oh man,
[10:44.400 --> 10:47.400]  I'm going to keep moving forward. The review goes like this.
[10:48.200 --> 10:52.440]  Please stop wasting episodes by reading iTunes reviews.
[10:52.720 --> 10:55.800]  If I wanted to hear reviews, I'd read them aloud to myself.
[10:56.480 --> 10:59.280]  Do more episodes with your strain info, answering emails,
[10:59.320 --> 11:03.800]  grow tips and white Mike with other potential guests. I love the show.
[11:03.800 --> 11:05.760]  I look forward to each and every episode,
[11:06.040 --> 11:10.480]  but the ones when you read reviews feel like a waste of my time and yours.
[11:10.800 --> 11:14.360]  I appreciate the fact that you read the reviews and please take this as a
[11:14.360 --> 11:19.320]  constructive critique and not a dig five out of five stars for most
[11:19.320 --> 11:21.560]  episodes, zero out of five for the ones.
[11:21.800 --> 11:26.800]  When you use most of the episode up by reading reviews, keep up the work.
[11:28.160 --> 11:30.640]  I appreciate the review. I appreciate the feedback.
[11:32.760 --> 11:35.200]  My voice did a weird thing there. I kind of would like to edit that.
[11:35.200 --> 11:36.040]  Going to keep moving.
[11:37.400 --> 11:42.400]  What really helps a podcast to get exposure is when somebody leaves a review that
[11:43.160 --> 11:47.200]  helps us get noticed on the front page of iTunes that makes you more popular in
[11:47.200 --> 11:50.240]  their algorithm. So I request the algorithm. That's the truth.
[11:50.240 --> 11:53.360]  I request reviews. I'm asking people to do that as a favor,
[11:53.840 --> 11:57.480]  as a return to that favor. I read their reviews on the podcast.
[11:57.800 --> 12:01.360]  I know I'm not, maybe not your favorite grow person.
[12:01.360 --> 12:03.920]  Maybe I'm not any sort of important person to you.
[12:04.200 --> 12:07.680]  I know that every time Joey Diaz says my name on the podcast,
[12:07.880 --> 12:11.080]  I know that every time the dude grows, Cruz says my name on the podcast.
[12:11.280 --> 12:14.920]  I still feel a little smile inside. I get a little goofy in my heart.
[12:14.920 --> 12:17.560]  I'm like, ah, they're talking about me on my favorite podcast right now.
[12:17.880 --> 12:21.320]  So when I read people's reviews and I'm reading their shit,
[12:21.360 --> 12:24.120]  they feel like they're connected. I've done them a favor.
[12:24.120 --> 12:26.480]  They've done me a favor. It's a communal effort.
[12:26.600 --> 12:27.880]  So that's why I read the reviews.
[12:27.880 --> 12:31.160]  I say I will read your review on a future episode.
[12:31.160 --> 12:33.000]  And so people leave a review, they want to hear it.
[12:33.000 --> 12:35.840]  They want to hear me say it. I think it's a great thing to do.
[12:35.840 --> 12:38.600]  It's an exchange that we both get something out of it.
[12:38.600 --> 12:41.160]  So I appreciate that you find it to be a waste of time.
[12:42.320 --> 12:45.200]  There's a little skip button on your iPad, on your iPhone.
[12:45.200 --> 12:48.400]  It's 15 or 30 seconds forward. Just mash on that a couple of times.
[12:48.400 --> 12:51.000]  You'll probably get through them. We do make some,
[12:52.800 --> 12:55.000]  this we're we're brought to you by Onyx, not really.
[12:56.000 --> 13:00.560]  Manscaped.com don't cut. Anyway, don't cut your dick off.
[13:00.560 --> 13:04.440]  Fuck. Oh, but yeah, just use that 15 second skip forward button.
[13:04.440 --> 13:05.880]  You'll get right through the reviews. You'll be all right.
[13:06.040 --> 13:07.840]  I still want you to listen. I still want to be your friend.
[13:07.840 --> 13:11.040]  I do appreciate your constructive criticism. I don't take it as a dig.
[13:11.520 --> 13:14.720]  You're not going to hurt my feelings. Somebody has to not like,
[13:14.760 --> 13:17.440]  my voice keeps doing weird shit. I'd like to edit, but we're not going to do it.
[13:18.720 --> 13:21.880]  Somebody has to not like you. You're not going to make everybody happy.
[13:21.880 --> 13:25.200]  So, and he said 50 50, he likes the grow episode. So he'll be cool.
[13:25.400 --> 13:27.480]  He probably has already checked out of this and doesn't know.
[13:27.480 --> 13:30.920]  We even read his review. That's funny. If you got this far, send me an update,
[13:30.960 --> 13:34.720]  send me an email, growfromyourheartathotmail.com and be like, I listened, bro.
[13:34.760 --> 13:36.600]  I just want to know if you made it through this. All right.
[13:37.000 --> 13:40.280]  I think that is a good spot to stop with the listener reviews.
[13:40.280 --> 13:42.200]  I want to thank everybody for the listener reviews.
[13:42.360 --> 13:45.520]  We really, really appreciate every single review.
[13:45.520 --> 13:50.200]  Even the ones that are negative or focused on something that, that they'd, uh,
[13:50.440 --> 13:51.960]  the reviewer would like us to do different.
[13:51.960 --> 13:54.400]  Every review is helpful and appreciated. Thank you.
[13:55.080 --> 13:59.440]  I may take some of the constructive criticism and I may use it. Um,
[13:59.480 --> 14:02.960]  I'm pretty set at the way that this show goes. I'm comfortable. I,
[14:03.560 --> 14:07.440]  look how many notes we've got. I feel like four notes here for this whole show.
[14:07.720 --> 14:10.120]  It's all I need. We can just turn on a mic and we could start talking.
[14:10.440 --> 14:11.760]  I'm not going to change a lot,
[14:11.760 --> 14:14.960]  but if something really pisses somebody off or something, we would consider it.
[14:15.000 --> 14:18.520]  And I'm, I will listen to opinions, but this is the way the show is going to go,
[14:18.520 --> 14:19.640]  bro. We're good at this by now.
[14:20.640 --> 14:22.120]  Yeah. We've got a nice little rhythm down.
[14:22.160 --> 14:25.360]  I think we're both real comfortable with it and enjoy doing it.
[14:25.400 --> 14:29.840]  And I think we've found a fan base that enjoys listening to us do it so far.
[14:30.200 --> 14:34.200]  Like, and if you, you don't agree with that, please hit me up on Twitter.
[14:34.200 --> 14:38.320]  It's at new 15 or public for sensible cannabis laws on Facebook.
[14:38.480 --> 14:42.280]  Hit up Mike. I was going to say, when you're in a room and like one person says,
[14:42.280 --> 14:45.920]  Hey, you're an asshole. That one person may have had a bad experience with you.
[14:45.960 --> 14:49.560]  Two people go, you're an asshole. That could be that other person's friend.
[14:50.040 --> 14:52.200]  But if three or four people start going, you're an asshole,
[14:52.440 --> 14:54.200]  you're probably the asshole so far.
[14:54.760 --> 14:57.560]  Like one out of every 50 reviews say we suck.
[14:57.920 --> 15:01.240]  So we're doing okay. In my opinion, we're not an asshole yet.
[15:01.760 --> 15:03.280]  You're not succeeding unless somebody is hating.
[15:03.480 --> 15:07.320]  That's right. Uh, Michael Franti said, uh, if I don't have any enemies,
[15:07.320 --> 15:10.960]  I'm not doing my job. Life might throw me a curve,
[15:11.000 --> 15:15.280]  but I'll never be throwing a lob. Shout out to Mike Franti. All right. Uh,
[15:15.320 --> 15:19.160]  I said, we're going to take a dab and then we're going to read some emails.
[15:19.360 --> 15:22.960]  So I'm not going to do that Pavlov shit and make you drool over there.
[15:23.160 --> 15:26.520]  Let's press pause for a moment and let's take a dab because they don't want to
[15:26.520 --> 15:29.040]  listen to you choke while we dab. So we're going to press pause.
[15:29.040 --> 15:30.960]  We're going to take a couple of quick dabs. I need a drink.
[15:30.960 --> 15:32.560]  Obviously my voice sounds like shit.
[15:32.840 --> 15:35.200]  We'll be back in just a couple of seconds through the magic of editing.
[15:35.400 --> 15:39.200]  We'll be back right now. Watch. Here we go. All right. We are back.
[15:39.200 --> 15:42.800]  We are well medicated. We are well hydrated. I should speak for myself.
[15:43.200 --> 15:46.080]  Medicated. At least we're working on the second one. Yeah. Yeah. We're,
[15:46.080 --> 15:48.560]  we're doing well over here. Uh, we took some dabs,
[15:48.880 --> 15:51.040]  we smoked some GG foreign Ambrosia.
[15:51.280 --> 15:55.640]  The label says 59 point something percent THC.
[15:55.640 --> 16:00.040]  It's smeared cause I got concentrates on it. Uh, 66.4% total cannabinoids.
[16:00.040 --> 16:04.000]  I feel like I got stoned her than 66%. Yeah, me too.
[16:04.120 --> 16:07.600]  A stoner a word. Cause I just said it like a fucking is now. All right.
[16:07.600 --> 16:09.640]  Podcast world. Before we took a little dab break,
[16:09.640 --> 16:13.760]  we said that we were going to read some emails. Let's read some emails.
[16:13.760 --> 16:16.720]  If you'd like to send me a grow question or something like that,
[16:16.760 --> 16:19.480]  my email address is grow from your heart at hotmail.com.
[16:19.480 --> 16:22.480]  You know that I'd like to hear from you. Here is a great email.
[16:22.640 --> 16:25.480]  It goes like this. What up Rasta Jeff? What's up, bro? How you doing?
[16:25.880 --> 16:29.360]  I says good day from down under. Hey, thanks for the good email mate.
[16:29.680 --> 16:31.880]  Then he goes on to say, I'll try to keep it short and sweet.
[16:32.560 --> 16:35.440]  Then he said, that's what she said. Is that what she said?
[16:35.480 --> 16:38.360]  But uh, that's not what she said. I don't think that's what she said, bro.
[16:38.760 --> 16:39.600]  He goes on to say,
[16:39.640 --> 16:43.560]  I came across your podcast about a month or so ago by the way of episode one 38
[16:43.600 --> 16:45.000]  breeding and harvesting seeds.
[16:45.000 --> 16:48.720]  I was hooked after hearing how informative and in depth you were in explaining
[16:48.720 --> 16:50.640]  genetics and feminization.
[16:51.560 --> 16:54.080]  Freebies get them hooked. Yeah. Awesome, man. Thank you for listening. Yeah.
[16:54.760 --> 16:57.520]  I'm glad you're listening to the breeding episodes. Uh,
[16:57.560 --> 17:00.120]  then he says I started listening to all of your grow lessons,
[17:00.120 --> 17:03.520]  which have really brought together everything else that I have read through my
[17:03.520 --> 17:07.240]  research about growing and made it simple and easy to understand.
[17:07.800 --> 17:09.880]  That means a lot to me because that is kind of my goal.
[17:09.880 --> 17:13.400]  I want it simple for everybody to understand.
[17:13.960 --> 17:17.320]  People learn with different brain types. People learn by looking, by hearing,
[17:17.320 --> 17:19.520]  by doing. So people are just hands on learners.
[17:19.880 --> 17:22.560]  I try to make it easy for everybody. Even those hands on people.
[17:22.880 --> 17:25.040]  I'm thinking about it. Like Mike sees me right now.
[17:25.040 --> 17:28.360]  I'm like looking telepathically up into the sky and I'm putting my hands in
[17:28.360 --> 17:31.280]  shapes so that I can do those things while I'm thinking about it.
[17:31.280 --> 17:33.960]  So I can explain it to you as thoroughly as possible.
[17:34.240 --> 17:36.960]  So I'm glad that somebody is learning. I'm glad you're appreciating that.
[17:37.720 --> 17:41.720]  This has been a great message. There is still more. He goes on to say,
[17:41.920 --> 17:44.520]  I have some bubble gum, some AK 47,
[17:44.720 --> 17:49.440]  some purple Hayes and white widow seeds and was wondering what your opinions are
[17:49.440 --> 17:53.880]  on these varieties and if any of them would make good or decent
[17:54.160 --> 17:56.880]  hybrids, they sign it with thanks from big T.
[17:57.480 --> 18:01.640]  Then they say you and white Mike should come to Australia as consultants to our
[18:01.640 --> 18:03.840]  government on legalization.
[18:05.120 --> 18:05.960]  I'd love to.
[18:06.240 --> 18:08.960]  I'm not sure I want to go there because everything there is trying to fucking
[18:08.960 --> 18:09.800]  kill me.
[18:10.040 --> 18:10.800]  Not in the city.
[18:10.840 --> 18:13.120]  Not in the city. All right, we'll be cool. Yeah. Take good care of us.
[18:13.760 --> 18:14.960]  Just 90% of the stuff.
[18:14.960 --> 18:17.200]  90% of the rest of the city stuff.
[18:17.480 --> 18:19.040]  So if we go out of that little line,
[18:19.280 --> 18:21.680]  we're going to get murdered by some crazy animal and I'm just playing.
[18:21.920 --> 18:25.280]  Australia's got a reputation for having some crazy fucking wildlife out there.
[18:25.720 --> 18:29.920]  Uh, I'm interested. Let's go. Let's go grow some Australian cannabis.
[18:31.080 --> 18:35.480]  Let's do it. Ooh, that may be a thing. Um, so, um, let's see, where do we start?
[18:35.760 --> 18:39.680]  He wants to know if he's got bubble gum, AK 47,
[18:40.000 --> 18:41.880]  purple Hayes and white widow seeds.
[18:42.200 --> 18:46.360]  And he's wondering my opinions on these varieties and if any of them would make
[18:46.640 --> 18:49.000]  good or decent hybrids.
[18:50.760 --> 18:52.120]  I can't see your plants.
[18:52.520 --> 18:55.520]  I can see your list of strains, which you have got.
[18:55.880 --> 18:59.800]  And I can hope that those are truly the genetics that that seed package claims
[18:59.800 --> 19:02.520]  they are. I don't know where the bubble gum came from.
[19:02.520 --> 19:04.520]  I don't know where the AK 47 came from.
[19:04.520 --> 19:07.160]  I don't know where the purple Hayes or the white widow seeds came from.
[19:07.640 --> 19:09.160]  I knew who originally bred those.
[19:09.320 --> 19:09.560]  Yeah.
[19:09.560 --> 19:14.360]  What makes me nervous about those that strain list is it sounds oddly
[19:15.080 --> 19:17.560]  familiar from our kind of distant past.
[19:18.560 --> 19:22.160]  You know, I was, I thought the same, but also they're in Australia,
[19:22.280 --> 19:26.480]  so they may culture takes a little time to travel. Maybe that's where they are.
[19:26.480 --> 19:30.320]  Maybe they're still in their time capsule is still there with those genetics.
[19:30.320 --> 19:33.880]  So I was going to let that slide and not judge too harshly on that. But yes,
[19:33.880 --> 19:34.720]  that is like,
[19:34.880 --> 19:37.880]  that's like having a bunch of Mickey Mantle rookie cards back in the day.
[19:37.880 --> 19:40.120]  You've got some pretty good stuff there. If that's real,
[19:40.400 --> 19:41.520]  you've got some great shit.
[19:41.840 --> 19:45.240]  I don't want to question or doubt the legitimacy of these seeds.
[19:45.480 --> 19:47.200]  I know who bred most of those things.
[19:47.240 --> 19:50.280]  I know who I would like to see on the packaging for most of those,
[19:50.280 --> 19:53.480]  but I don't know what you've got. So without seeing the packaging,
[19:53.480 --> 19:56.880]  without seeing the seeds, I don't know if what those are.
[19:58.040 --> 20:02.400]  Also, I can't see the plants. I don't see your phenotypes.
[20:02.440 --> 20:03.920]  I don't know what you've got to work with.
[20:04.320 --> 20:08.440]  That is kind of how on paper I could look at the genetics.
[20:08.440 --> 20:10.200]  And I know that white widow is great to breed with.
[20:10.200 --> 20:12.000]  I know that I would like to breed with the white widow.
[20:12.000 --> 20:14.400]  I've grown bubble gum and AK.
[20:14.680 --> 20:17.920]  I could probably think of some creative ways to breed around there.
[20:17.920 --> 20:20.320]  Some cubes, some triangles, some open pollinations.
