[00:00.000 --> 00:07.000]  Alright, here we go.
[01:29.320 --> 01:32.880]  Ladies and gentlemen I'm sure you could tell my voice is back in shape.
[01:32.880 --> 01:35.200]  I'm excited to be on a microphone.
[01:35.200 --> 01:38.320]  The last episode I tried to record I did not sound very professional.
[01:38.320 --> 01:40.080]  I did not sound very healthy.
[01:40.080 --> 01:43.700]  I want to thank everybody for all of the well wishes, all of the kind words.
[01:43.700 --> 01:45.360]  Everybody said hey bro I hope you feel better soon.
[01:45.360 --> 01:46.680]  I hope everything is better.
[01:46.680 --> 01:48.040]  I didn't feel sick at all.
[01:48.040 --> 01:51.040]  I felt great but my throat just didn't sound good.
[01:51.040 --> 01:52.580]  So thank you for all the kind words.
[01:52.580 --> 01:53.960]  Thank you for all of the support.
[01:53.960 --> 01:57.600]  And thank you for watching the short episode that I put out for Thursday.
[01:57.600 --> 02:01.640]  I do kind of apologize for putting out a short shitty episode but sometimes that's how life
[02:01.640 --> 02:02.640]  is going to go.
[02:02.640 --> 02:04.080]  I did not miss a show.
[02:04.080 --> 02:05.520]  You got a podcast.
[02:05.520 --> 02:06.520]  Thank you.
[02:06.520 --> 02:09.240]  Thank you for all of the kind words and all of the support.
[02:09.240 --> 02:10.240]  Thank you.
[02:10.240 --> 02:11.240]  I appreciate that.
[02:11.240 --> 02:15.920]  Also thanks to everybody who sent ideas and tips and tricks and recipes and what are they
[02:15.920 --> 02:17.000]  called remedies.
[02:17.000 --> 02:18.680]  That's the word I'm searching in my brain.
[02:18.680 --> 02:22.040]  Thanks for all of the home remedies to get my throat back together.
[02:22.040 --> 02:25.200]  Hopefully one of them or a combination of them did the trick.
[02:25.200 --> 02:27.080]  I'm excited to be back here on the microphone.
[02:27.080 --> 02:29.120]  So I'm chattery ready to go.
[02:29.120 --> 02:30.120]  Thank you guys.
[02:30.120 --> 02:31.120]  I do appreciate it.
[02:31.120 --> 02:33.880]  I did smoke some arise rosin today.
[02:33.880 --> 02:37.120]  Big shout out to a local grower who would rather remain anonymous.
[02:37.120 --> 02:41.080]  He doesn't want people to know what he's doing around here which is kind of smart.
[02:41.080 --> 02:44.080]  But my friend made he grew he got some seeds of arise from me.
[02:44.080 --> 02:45.080]  He grew the arise.
[02:45.080 --> 02:47.640]  He selected a phenotype that he thought would press well.
[02:47.640 --> 02:49.600]  He squished it into rosin.
[02:49.600 --> 02:51.360]  I'm usually not a big fan of the rosin.
[02:51.680 --> 02:52.680]  But you know what?
[02:52.680 --> 02:57.240]  You guys are getting better at making the rosin and this shit was hot fire.
[02:57.240 --> 03:01.640]  He watched my face really carefully as I took the dab because my face gives me away.
[03:01.640 --> 03:03.280]  Sometimes I'll try to say yeah that dab was tasty.
[03:03.280 --> 03:04.560]  That dab was really good.
[03:04.560 --> 03:07.800]  But then my cheeks and my eyes and my lips will say man this dab tastes like fucking
[03:07.800 --> 03:09.920]  shit and I want to throw up from hitting it.
[03:09.920 --> 03:11.320]  But my buddy was watching me the whole time.
[03:11.320 --> 03:12.520]  He's like bro you seem to like that.
[03:12.520 --> 03:15.320]  And I was like dude this dab tastes so good.
[03:15.320 --> 03:19.800]  It did not taste what arise was familiar to taste like to me.
[03:19.800 --> 03:23.320]  That sentence came out oddly but it didn't taste what I'm familiar with arise tasting
[03:23.320 --> 03:26.600]  like that concentrate made it taste a little bit different.
[03:26.600 --> 03:27.600]  I liked it.
[03:27.600 --> 03:28.720]  I actually did enjoy it.
[03:28.720 --> 03:33.640]  The high was completely different than what I'm used to from any phenotype I've ever smoked
[03:33.640 --> 03:34.960]  arise of arise.
[03:34.960 --> 03:39.840]  So I'm going fast and I'm excited but I've never gotten that buzz from arise.
[03:39.840 --> 03:42.320]  I've smoked a lot of arise.
[03:42.320 --> 03:43.320]  Smoked several phenotypes.
[03:43.320 --> 03:46.160]  I've smoked it in concentrate form flower form.
[03:46.160 --> 03:51.760]  I've smoked it in now I've smoked it in rosin and solventless concentrate form and usually
[03:51.760 --> 03:52.760]  it gets my head moving.
[03:52.760 --> 03:55.760]  It makes me kind of think it makes me want to like talk a lot makes me want to get on
[03:55.760 --> 03:56.760]  the microphone.
[03:56.760 --> 03:59.200]  When I exhaled that dab I wanted to like sit down.
[03:59.200 --> 04:02.880]  I was like oh oh and I just kept I said I was melting.
[04:02.880 --> 04:03.880]  I was like bro I'm melting.
[04:03.880 --> 04:06.400]  I'm fucking becoming part of this chair.
[04:06.400 --> 04:10.480]  Remember that commercial back in the day when the girl did drugs and she became the chair.
[04:10.480 --> 04:13.560]  It was almost working for me and if you've got that weed that makes you become the chair
[04:13.560 --> 04:14.560]  I'll take a quarter.
[04:14.560 --> 04:20.080]  I'll take a I'll take an ounce but that's just a joke YouTube don't get at me.
[04:20.080 --> 04:22.440]  But where was I that that concentrate made me melt.
[04:22.440 --> 04:23.440]  It was great.
[04:23.440 --> 04:26.000]  It was delicious but it was it caught me off guard because it was a completely the first
[04:26.000 --> 04:29.360]  thing I noticed was oh that's a totally different flavor.
[04:29.360 --> 04:32.600]  Usually the arise has a cushiness with a sweetness to it.
[04:32.600 --> 04:36.520]  This one had almost a tropical spiciness.
[04:36.520 --> 04:40.400]  I'm going to say mango habanero and that's the closest thing I can get to.
[04:40.400 --> 04:44.680]  I've had mango habanero salsa and it reminded me of that in a very good way.
[04:44.680 --> 04:49.220]  It had a spicy thing but it had that sweet mango to it and when I blew it out my arm
[04:49.220 --> 04:54.060]  hair moved and when I know that when I exhale a dab if my arm hair moves that is a tremendous
[04:54.060 --> 04:55.060]  freaking dab.
[04:55.060 --> 04:58.720]  So my arm hair went wobble wobble wobble when I blew it out and then I got like super sat
[04:58.720 --> 05:02.840]  down I wanted to like chill out and melt into the couch and usually the arise makes me move
[05:02.840 --> 05:04.240]  makes me go faster.
[05:04.240 --> 05:05.400]  So that was a big surprise.
[05:05.400 --> 05:07.400]  Big shout out to my buddy for the arise.
[05:07.400 --> 05:11.560]  And apparently being on the mic and smoking arise got me fucking super excited today.
[05:11.560 --> 05:13.280]  So shout out for all of that.
[05:13.280 --> 05:16.720]  Let's see it got me high as shit is a note that I wrote high as fuck is what I wrote
[05:16.720 --> 05:18.120]  down so there you go.
[05:18.120 --> 05:22.000]  I want to give a big thank you and a big shout out to everybody who supports the show on
[05:22.000 --> 05:23.000]  YouTube.
[05:23.000 --> 05:27.160]  We recently surpassed the 7000 subscriber mark on YouTube.
[05:27.160 --> 05:30.240]  That's right we've got 7000 YouTube subscribers.
[05:30.240 --> 05:31.240]  Thank you.
[05:31.240 --> 05:35.160]  I think putting out the episodes about topping and cloning really helped out with subscriptions.
[05:35.160 --> 05:36.520]  It got a lot of followers.
[05:36.640 --> 05:38.520]  Those episodes got a lot of views.
[05:38.520 --> 05:42.120]  Those are two of my most viewed episodes and they are brand new in the feed which means
[05:42.120 --> 05:44.640]  they're only going to become even more watched.
[05:44.640 --> 05:47.160]  They're going to stay on YouTube forever so people keep watching.
[05:47.160 --> 05:49.320]  But a lot of people have watched those episodes.
[05:49.320 --> 05:52.120]  They got us to 7000 YouTube subscribers.
[05:52.120 --> 05:53.120]  Thank you.
[05:53.120 --> 05:54.120]  Thank you.
[05:54.120 --> 05:55.120]  I do appreciate it.
[05:55.120 --> 05:56.120]  Thanks to each and every one of you.
[05:56.120 --> 05:58.040]  Now I'm going to look like an ass and say that's not enough.
[05:58.040 --> 05:59.960]  I want more subscribers.
[05:59.960 --> 06:01.560]  Not just because I want more for the show.
[06:01.560 --> 06:05.600]  Not just because I want more people watching because I want people growing better herb
[06:05.600 --> 06:06.600]  out there.
[06:06.600 --> 06:08.480]  I think that I teach you how to grow a quality product.
[06:08.480 --> 06:10.040]  I don't pitch you too many products.
[06:10.040 --> 06:12.240]  The only products I pitch you are products I actually use.
[06:12.240 --> 06:15.240]  No company says hey we'll give you money if you advertise this.
[06:15.240 --> 06:16.580]  That's not the way it works with me.
[06:16.580 --> 06:19.280]  If I use a product and I like it I say buy this.
[06:19.280 --> 06:21.000]  I don't get paid for advertising.
[06:21.000 --> 06:24.240]  When I don't come on here I don't shove a bunch of products down your throat.
[06:24.240 --> 06:26.380]  I don't beg you for a bunch of stuff.
[06:26.380 --> 06:28.640]  So let's get more people watching the show is my point.
[06:28.640 --> 06:31.000]  That way more people can grow better cannabis.
[06:31.000 --> 06:33.160]  If all of the growers are watching they're all learning.
[06:33.160 --> 06:34.360]  We're all going to step up our game.
[06:34.360 --> 06:37.680]  That means every time you go somewhere to smoke there will be better herb there if we're
[06:37.680 --> 06:39.560]  all growing better herb.
[06:39.560 --> 06:41.000]  Also we'll all help to legalize cannabis.
[06:41.000 --> 06:42.920]  We'll all get in the same mindset.
[06:42.920 --> 06:45.120]  We're all going to legalize this plant together.
[06:45.120 --> 06:46.800]  It'll be a big unification.
[06:46.800 --> 06:48.360]  Cannabis is the healing of the nation.
[06:48.360 --> 06:49.360]  The great uniter.
[06:49.360 --> 06:50.360]  The unifier.
[06:50.360 --> 06:51.360]  So let's do this.
[06:51.360 --> 06:52.360]  Let's get everybody on board.
[06:52.360 --> 06:53.360]  Tell some friends.
[06:53.360 --> 06:55.560]  Invite some friends to subscribe to the podcast.
[06:55.560 --> 06:57.400]  Also one more big shout out.
[06:57.400 --> 07:03.520]  We finally surpassed and have steadily held at over 200 patrons on Patreon.
[07:03.680 --> 07:04.680]  Thank you.
[07:04.680 --> 07:05.680]  That is amazing to me.
[07:05.680 --> 07:08.600]  Every month 200 people choose to support the show.
[07:08.600 --> 07:09.600]  Thank you.
[07:09.600 --> 07:11.560]  If you are a new Patreon supporter.
[07:11.560 --> 07:13.640]  If you're old school from back in the day.
[07:13.640 --> 07:14.760]  Sincerely thank you.
[07:14.760 --> 07:16.060]  That does mean the world to me.
[07:16.060 --> 07:17.060]  Money is expensive.
[07:17.060 --> 07:20.800]  We've gone through a very hard time in the economy in the world.
[07:20.800 --> 07:24.400]  Things have been really weird and if you have chosen to throw money my direction that does
[07:24.400 --> 07:25.400]  mean a lot to me.
[07:25.400 --> 07:26.400]  I do notice it.
[07:26.400 --> 07:27.680]  There are 200 of you.
[07:27.680 --> 07:30.480]  I try to send messages on Patreon and say thanks.
[07:30.480 --> 07:32.480]  I try to interact with Patreon.
[07:32.480 --> 07:33.480]  Honestly there's just one of me.
[07:33.480 --> 07:34.480]  I've got a seed company.
[07:34.480 --> 07:35.480]  I've got the podcast.
[07:35.480 --> 07:36.480]  I've got a normal life.
[07:36.480 --> 07:38.720]  I don't talk about it a lot but I'm really proud of it.
[07:38.720 --> 07:40.480]  My daughter just graduated high school.
[07:40.480 --> 07:45.320]  She just turned 18 and she's moving out and moving to her own place soon.
[07:45.320 --> 07:46.820]  You guys are creeps so leave her alone.
[07:46.820 --> 07:51.280]  But things have been busy and I stay overwhelmed and overloaded but I really do try to participate
[07:51.280 --> 07:53.480]  in the Patreon as much as I can.
[07:53.480 --> 07:54.800]  Thank you guys for all of the support.
[07:54.800 --> 07:59.640]  It does mean the world to me that you take money is expensive and you choose to take
[07:59.640 --> 08:02.720]  some of your hard earned money and funnel it my direction.
[08:02.720 --> 08:03.720]  Thank you.
[08:03.720 --> 08:04.720]  I appreciate that.
[08:04.720 --> 08:05.720]  I really do love it.
[08:05.720 --> 08:06.720]  It does keep the show moving also.
[08:06.720 --> 08:07.720]  It keeps all the gear updated.
[08:07.720 --> 08:09.280]  I've got some fresh paint on the walls.
[08:09.280 --> 08:11.280]  I'm sure you see a new angle here.
[08:11.280 --> 08:12.280]  Thank you.
[08:12.280 --> 08:13.280]  I appreciate the support.
[08:13.280 --> 08:14.280]  Alright.
[08:14.280 --> 08:16.960]  I've done enough rambling, enough gushing, enough shout outs.
[08:16.960 --> 08:19.360]  We've gone almost 10 minutes.
[08:19.360 --> 08:22.760]  Let's get into the podcast portion of the podcast.
[08:22.760 --> 08:25.720]  Let's talk about growing cannabis here.
[08:25.720 --> 08:31.000]  Somebody asked me recently what do I need to grow three plants?
[08:31.000 --> 08:35.920]  How big of a space do I need to grow three plants?
[08:35.920 --> 08:37.440]  That's a great question.
[08:37.440 --> 08:41.000]  If you want to grow three plants, somebody's got the idea, hey I want to grow weed.
[08:41.000 --> 08:42.920]  In Colorado we're allowed to grow six plants.
[08:42.920 --> 08:45.460]  You can have three in veg, three in flour.
[08:45.460 --> 08:47.760]  This person doesn't want to design two spaces.
[08:47.760 --> 08:50.600]  They want to grow three plants.
[08:50.600 --> 08:54.120]  When they said how much space do I need to grow three plants, a lot of things went off
[08:54.120 --> 08:55.120]  in my head.
[08:55.120 --> 09:00.360]  I thought, well you could grow three plants in a little computer tower.
[09:00.720 --> 09:01.960]  Remember those old school computer towers?
[09:01.960 --> 09:05.320]  They're about a foot tall, they're about a foot wide, they're probably six or eight or
[09:05.320 --> 09:08.880]  about a foot tall, a foot deep and six or eight inches wide.
[09:08.880 --> 09:12.200]  That's enough space to hang a small light and you can grow three plants in there.
[09:12.200 --> 09:15.120]  Of course your plants are going to be six inches tall.
[09:15.120 --> 09:18.760]  They'll probably be in a solo cup will be their source, but they're going to be little
[09:18.760 --> 09:20.400]  tiny plants.
[09:20.400 --> 09:23.320]  You can have gigantic plants that you have vegged.
[09:23.320 --> 09:27.640]  You can start vegging plants today and not put them outside until next year if you choose
[09:27.640 --> 09:31.000]  to do so if you have the proper care and equipment for them.
[09:31.000 --> 09:38.240]  So three plants could be anywhere from a six inch by six inch space to five acres.
[09:38.240 --> 09:41.360]  Honestly, it just depends on what you want to do with these plants, how you care for
[09:41.360 --> 09:42.620]  them and what your goal is.
[09:42.620 --> 09:44.000]  So let's talk a little bit about that.
[09:44.000 --> 09:45.800]  What do I need for three plants?
[09:45.800 --> 09:46.880]  How big are the plants?
[09:46.880 --> 09:47.880]  What is your goal?
[09:47.880 --> 09:50.400]  I talk about your goal all the time.
[09:50.400 --> 09:52.800]  If you don't have a goal, how do you succeed?
[09:52.800 --> 09:54.840]  You've got to set yourself up for success.
[09:54.840 --> 09:55.840]  That's a phrase I use a lot.
[09:55.840 --> 09:59.520]  I learned it from a teacher in seventh grade and I will never forget it.
[09:59.520 --> 10:01.000]  Set yourself up for success.
[10:01.000 --> 10:02.000]  Shout out to Miss Dodson.
[10:02.000 --> 10:04.440]  I hope you're still around.
[10:04.440 --> 10:05.800]  But set yourself up for success.
[10:05.800 --> 10:07.420]  You can fucking try.
[10:07.420 --> 10:09.480]  You can hope you can hope things come out well.
[10:09.480 --> 10:15.080]  You could pray for shit to go right or you can do some work and set yourself up for success.
[10:15.080 --> 10:18.520]  The way to set yourself up for success is to know your goal.
[10:18.520 --> 10:21.240]  What is the end outcome desired goal?
[10:21.240 --> 10:25.120]  When you look down the road and you say, I want to do this, what is the goal there at
[10:25.160 --> 10:26.160]  the end?
[10:26.160 --> 10:27.160]  What do you really want to accomplish?
[10:27.160 --> 10:28.960]  Then you're going to say, I want to grow some weed.
[10:28.960 --> 10:31.320]  Yeah, that's a logical fucking step right there.
[10:31.320 --> 10:35.840]  But how much weed, how often weed, what kind of weed, like realistically, how much space
[10:35.840 --> 10:36.840]  do you have?
[10:36.840 --> 10:37.960]  How much time can you commit to this?
[10:37.960 --> 10:39.240]  What's in the budget?
[10:39.240 --> 10:43.480]  What does my electrical load in my house or wherever I'm choosing to grow?
[10:43.480 --> 10:44.840]  What is that going to support?
[10:44.840 --> 10:46.080]  So what is your goal?
[10:46.080 --> 10:47.480]  Your realistic goal?
[10:47.480 --> 10:50.780]  Find a goal is the main objective to starting any project.
[10:50.780 --> 10:53.280]  So how big your plant's going to be?
[10:53.280 --> 10:54.500]  How much space are you going to use?
[10:54.880 --> 10:55.880]  How much herb do you want to produce?
[10:55.880 --> 10:57.260]  How often do you want to be?
[10:57.260 --> 10:58.260]  I've said this before.
[10:58.260 --> 11:02.620]  Do you want to produce an ounce for yourself every two months or do you want to be Pablo
[11:02.620 --> 11:05.980]  Escobar and fucking supply all of North America?
[11:05.980 --> 11:06.980]  You can do either one.
[11:06.980 --> 11:09.900]  You're just going to have to set goals and have a strategy to do this.
[11:09.900 --> 11:12.180]  So how big are your plants?
[11:12.180 --> 11:14.100]  Do you want to produce a bunch of product?
[11:14.100 --> 11:15.860]  Do you want to produce a little bit of product?
[11:15.860 --> 11:18.080]  That's one of the first things to start thinking about.
[11:18.080 --> 11:20.420]  We all want to produce as much product as we can.
[11:20.420 --> 11:22.300]  I want to pull out seven pounds a week.
[11:22.300 --> 11:24.000]  Yeah, but you got to be realistic.
[11:24.000 --> 11:25.440]  Think about electrical limitations.
[11:25.440 --> 11:26.440]  Think about space.
[11:26.440 --> 11:27.720]  Think about time.
[11:27.720 --> 11:30.360]  Are you entering a criminal element by growing so much herb?
[11:30.360 --> 11:31.360]  Are you ready for this?
[11:31.360 --> 11:34.720]  So it's all about your abilities, your goals, your skills.
[11:34.720 --> 11:38.280]  So are you growing auto plant, auto flower plants?
[11:38.280 --> 11:40.200]  Are you growing regular photo period plants?
[11:40.200 --> 11:43.840]  If you're growing autos, they're going to start to flower when they become a certain
[11:43.840 --> 11:44.840]  size.
[11:44.840 --> 11:47.000]  You'll have to build a certain size room for the auto flower plants.
[11:47.000 --> 11:49.440]  They're going to flower out around 18 inches tall.
[11:49.440 --> 11:52.080]  They'll finish out about two, maybe three feet tall.
[11:52.080 --> 11:54.320]  You've got to build a space that will support that.
[11:54.320 --> 11:58.600]  Now if you're running auto or not autos, excuse me, if you're running photo period plants,
[11:58.600 --> 12:00.440]  you control when they flower.
[12:00.440 --> 12:04.680]  So you can veg them to be two inches tall and then put them into flower and you can
[12:04.680 --> 12:06.360]  pull off a gram and a half per plant.
[12:06.360 --> 12:09.080]  Now people say, why would you do that?
[12:09.080 --> 12:16.040]  If you're going to do that, you can cram 120 Rockwell cubes onto a six by six tray.
[12:16.040 --> 12:18.640]  You can do 64, you could do 120.
[12:18.640 --> 12:20.720]  It's up to you how you want to do it.
[12:20.720 --> 12:26.920]  Or you can put one big plant under one led or under one HPS light, or you can put one
[12:26.920 --> 12:30.540]  plant and trellis it out and put it under four, 1000 watt HPS lights.
[12:30.540 --> 12:35.680]  If you really know how to do the work, it's all about your goal, your style and your needs.
[12:35.680 --> 12:36.680]  What do you want to do?
[12:36.680 --> 12:37.760]  How much space do you have?
[12:37.760 --> 12:40.120]  How much electricity do you have available?
[12:40.120 --> 12:44.180]  So a lot of it is based on your veg time and your space.
[12:44.180 --> 12:48.520]  You can put, like I've said before, you can take seedlings that are just sprouting from
[12:48.520 --> 12:51.280]  seed and a Rockwell cube and flower them out.
[12:51.280 --> 12:52.280]  They'll flower.
[12:52.280 --> 12:55.520]  If you start flowering when they're just two inches tall, they'll end up being maybe six
[12:55.520 --> 12:56.520]  inches tall.
[12:56.520 --> 12:58.880]  By the time you're done, they'll produce a gram or two.
[12:58.880 --> 13:03.560]  If you grow a hundred of them, 112 of them, you'll grow somewhere between a quarter and
[13:03.560 --> 13:08.440]  a half a pound of weed, a quarter pound and a half a pound of weed from plants this tall.
[13:08.440 --> 13:12.480]  Now, why don't people just go throwing out 200 little tiny plants?
[13:12.480 --> 13:14.600]  Because plant count is what gets you in trouble.
[13:14.600 --> 13:18.640]  In Colorado, we're allowed six plants recreationally, six plants medically.
[13:18.640 --> 13:22.040]  So I can have six plants in any household that is an adult household.
[13:22.040 --> 13:23.600]  If you've got a house, you're an adult.
[13:23.600 --> 13:28.960]  In most cases, I would assume if you're an adult, you can have six plants in Colorado.
[13:28.960 --> 13:32.440]  Then if you have a medical marijuana recommendation from your doctor that's been approved and
[13:32.440 --> 13:36.160]  certified and registered with the Colorado Department of Public Health and Environment
[13:36.160 --> 13:38.920]  and the Marijuana Enforcement Division, at that point, I don't know if you have to get
[13:38.920 --> 13:40.000]  the MED involved in that one.
[13:40.000 --> 13:44.160]  It's the Colorado Department of Public Health and Environment has to have a Colorado registry
[13:44.760 --> 13:45.760]  on file for you.
[13:45.760 --> 13:49.760]  Then you can have six more plants in your home, which allows you a maximum of 12 plants.
[13:49.760 --> 13:51.520]  Beyond that, you are now illegal.
[13:51.520 --> 13:52.680]  You are committing a crime.
[13:52.680 --> 13:54.560]  You now have an illegal grow.
[13:54.560 --> 13:55.560]  The cops are going to come.
[13:55.560 --> 13:56.560]  You're going to get busted.
[13:56.560 --> 13:58.400]  It happens a lot around here.
[13:58.400 --> 14:01.160]  So plant count is why we change numbers.
[14:01.160 --> 14:06.000]  That's why I don't just go throwing out 64 plants in a six by six tray and run them really
[14:06.000 --> 14:07.880]  quick to see what I've got and keep the keepers.
[14:07.880 --> 14:09.240]  That's why I've got to keep my numbers down.
[14:09.240 --> 14:14.200]  I would love to play with a bunch of little tiny plants on big trays under a thousand
[14:14.200 --> 14:19.440]  watt lights would be the way to do it, but limitations because of legalities.
[14:19.440 --> 14:23.080]  So since I'm limited by plant counts, I grow my plants really big.
[14:23.080 --> 14:25.480]  They don't tell me that I can't have gigantic fucking plants.
[14:25.480 --> 14:27.080]  They say I can have six of them.
[14:27.080 --> 14:29.640]  So I grow six of them the size of fucking Volkswagen's.
[14:29.640 --> 14:30.640]  Why not do it that way?
[14:30.640 --> 14:31.920]  It's still six plants.
[14:31.920 --> 14:33.140]  They're not counting branches.
[14:33.140 --> 14:34.140]  They're counting plants.
[14:34.140 --> 14:35.620]  They're counting pots and root zones.
[14:35.620 --> 14:39.900]  I've got six of them, but they just happen to look like fucking buses driving down the
[14:39.900 --> 14:40.900]  street.
[14:40.900 --> 14:43.780]  So you can put for three plants.
[14:43.780 --> 14:48.980]  Honestly, you could grow them in a, you could make a clandestine grow kit out of like a
[14:48.980 --> 14:52.880]  computer box or a little like a nightstand that you keep by the bed.
[14:52.880 --> 14:54.820]  You could make that a grow space.
[14:54.820 --> 15:00.580]  What you need is a, an environment which you can control the lights.
[15:00.580 --> 15:04.660]  You have to have a controllable dark period where you can get a hundred percent complete
[15:04.700 --> 15:05.700]  darkness.
[15:05.700 --> 15:08.620]  You need an environment where you can control the temperature and the humidity.
[15:08.620 --> 15:10.980]  The vapor pressure deficit is what that's called.
[15:10.980 --> 15:15.220]  The VPD is very crucial, especially in a small space.
[15:15.220 --> 15:17.780]  When you go to water these little plants, they start letting off water.
[15:17.780 --> 15:18.940]  There's water in the pot.
[15:18.940 --> 15:21.180]  It can get really humid in these little spaces.
[15:21.180 --> 15:25.820]  So you're going to need a way to control that VPD and that small space though.
[15:25.820 --> 15:29.180]  Also it's really advantageous because you can really dump the air out and replace the
[15:29.180 --> 15:33.660]  air super quickly in a small space with something like a computer fan or a four inch inline
[15:33.660 --> 15:34.660]  fan.
[15:34.660 --> 15:37.380]  So that's really easy to do, but it's critical that it is done.
[15:37.380 --> 15:41.420]  Then you need a light up top, just something to keep those plants going as strong as you
[15:41.420 --> 15:42.500]  can get in there.
[15:42.500 --> 15:44.460]  That doesn't create too much heat.
[15:44.460 --> 15:46.980]  That heat is going to get really high in a little container.
[15:46.980 --> 15:50.860]  So you can build just a little box out of a dresser, out of a nightstand, anything that
[15:50.860 --> 15:53.180]  will seal up and keep the light out.
[15:53.180 --> 15:56.260]  Basically that you can move some air in and out of and control the environment in there.
[15:56.260 --> 15:58.820]  That is what you really need.
[15:58.820 --> 16:02.100]  Cleanliness is ideal if you can get a good clean spot and then airflow.
[16:02.100 --> 16:04.500]  I keep talking about that airflow.
[16:04.500 --> 16:08.700]  No matter how big or small your grow is, you have to have airflow.
[16:08.700 --> 16:10.740]  People often overlook the idea of airflow.
[16:10.740 --> 16:13.940]  Like I did the lights, I did all this stuff and I'm like, cool, how are you going to replace
[16:13.940 --> 16:14.940]  that stagnant air?
[16:14.940 --> 16:16.460]  How are you going to get air moving through the canopy?
[16:16.460 --> 16:18.160]  I'm like, I never thought of that.
[16:18.160 --> 16:19.300]  Think about that part.
[16:19.300 --> 16:21.360]  You have to move air around in that grow space.
[16:21.360 --> 16:28.180]  So what you really need for three plants is an area you can seal from light.
[16:28.180 --> 16:30.560]  We don't need any light interruptions in the flowering phase.
[16:30.560 --> 16:34.800]  We need an area we can control the VPD, the temperature and the humidity is what that
[16:34.800 --> 16:36.080]  boils down to.
[16:36.080 --> 16:38.920]  Somewhere we can evacuate the air and replace the air.
[16:38.920 --> 16:42.440]  Somewhere we can get some airflow in there and then something we can put lights in and
[16:42.440 --> 16:44.820]  not burn our plants and melt our environment.
[16:44.820 --> 16:48.200]  If you're going to build a little tiny grow space, please be safe.
[16:48.200 --> 16:53.000]  I've seen people build little dressers and light shit on fire because they put too much
[16:53.000 --> 16:54.680]  light inside of there.
[16:54.680 --> 16:56.760]  Don't put too much light in your grow space.
[16:56.760 --> 16:57.760]  Be careful.
[16:57.760 --> 17:02.080]  And that mylar, if it touches the light, eventually that shit will catch on fire and burn.
[17:02.080 --> 17:04.120]  So make sure the mylar is stuck to the wall as well.
[17:04.120 --> 17:05.120]  I don't even like mylar.
[17:05.120 --> 17:06.360]  I use Panda film.
[17:06.360 --> 17:07.800]  That shit will melt if it touches the light.
[17:07.800 --> 17:09.960]  So be very careful with that stuff.
[17:09.960 --> 17:14.800]  But what you need for three plants is basically up to your goal.
[17:14.800 --> 17:19.280]  Most people probably have room for a three by three or a five by five grow tent in their
[17:19.280 --> 17:20.280]  home.
[17:20.280 --> 17:25.440]  I would highly recommend a three by three or a five by five grow tent with Canon LED
[17:25.440 --> 17:26.440]  lighting.
[17:26.440 --> 17:28.080]  My office doesn't pay me to say that.
[17:28.080 --> 17:30.000]  I've got Canon LEDs.
[17:30.000 --> 17:34.360]  I've got Canon LEDs in a three by three gorilla grow tent.
[17:34.360 --> 17:36.560]  That is where I keep my small veg stuff sometimes.
