[00:05.950 --> 00:25.760]  Welcome back, Podcast World.
[06:53.320 --> 06:54.360]  Look, I'll pull it up to the camera right there.
[06:54.360 --> 06:55.360]  That hurts.
[06:55.360 --> 06:56.780]  Am I full of shit or not?
[06:56.780 --> 06:59.760]  As a doctor, you've got to take my word for it that it hurts.
[06:59.760 --> 07:01.880]  So now you're going to give me my medical cannabis card, right?
[07:01.880 --> 07:03.480]  I'm going to say this hurts all the time.
[07:03.480 --> 07:04.480]  I don't know why.
[07:04.480 --> 07:05.480]  It just does.
[07:05.480 --> 07:06.480]  And you're going to say, do you do anything about it?
[07:06.480 --> 07:07.480]  No, I smoke weed and it feels better.
[07:07.480 --> 07:09.400]  And you'll go, oh, and the doctor just writes your card.
[07:09.400 --> 07:10.760]  So that's pretty much how easy it was.
[07:10.760 --> 07:12.040]  Today, I went in there.
[07:12.040 --> 07:15.320]  I had an appointment, an actual appointment for 11 o'clock.
[07:15.320 --> 07:16.320]  I'm that guy.
[07:16.320 --> 07:17.320]  I showed up 10 minutes early.
[07:17.320 --> 07:18.800]  I was like, hey, I'm here for my appointment.
[07:18.800 --> 07:19.800]  They said, oh, great.
[07:19.800 --> 07:20.800]  We've got your paperwork ready to go.
[07:20.800 --> 07:22.560]  Sign a few things, scribble your name, date some shit.
[07:22.560 --> 07:24.440]  You know how the doctor goes when you check in.
[07:24.440 --> 07:28.720]  It took me maybe five minutes to fill out some paperwork just because I know all the
[07:28.720 --> 07:29.720]  info.
[07:29.720 --> 07:30.720]  I don't have to go digging through shit.
[07:30.720 --> 07:32.400]  I know my info, my social security number, how old I am.
[07:32.400 --> 07:33.400]  I know all that shit.
[07:33.400 --> 07:34.400]  You got to write that down.
[07:34.400 --> 07:35.400]  I turned in the paper.
[07:35.400 --> 07:37.440]  They said the doctor will be right with you.
[07:37.440 --> 07:40.040]  The doctor came out with the previous patient and said, have a great day.
[07:40.040 --> 07:41.040]  It was great helping you out.
[07:41.040 --> 07:43.560]  Then she called me back and she said, you look familiar.
[07:43.560 --> 07:44.560]  It seems like I've seen you before.
[07:44.560 --> 07:49.320]  I said, I've been getting my medical cannabis card from this office since 2008.
[07:49.320 --> 07:51.560]  She basically said, okay, here you go and just started writing.
[07:51.560 --> 07:53.240]  She asked me, of course, what hurts?
[07:53.240 --> 07:54.240]  How do you use it?
[07:54.240 --> 07:58.280]  I said, oh, my knees hurt and my shoulder hurts and I take a lot of dabs.
[07:58.280 --> 08:04.040]  She said, the state wants me to type in how much you dab and how you use your product.
[08:04.040 --> 08:08.280]  I said, I'd probably dab some more between, depending on the day, some more between one
[08:08.280 --> 08:10.520]  and two grams of concentrates per day.
[08:10.520 --> 08:11.800]  She said, that's an acceptable answer.
[08:11.800 --> 08:13.680]  I look forward to seeing you next year.
[08:13.680 --> 08:18.840]  My whole appointment probably took me maybe 20, maybe 30 minutes total with like checking
[08:18.840 --> 08:19.840]  out and paying.
[08:19.840 --> 08:24.560]  There is a process where once you've seen the doctor, you do have to go onto the Colorado
[08:24.560 --> 08:26.000]  Medical Marijuana.
[08:26.000 --> 08:27.160]  There's a bunch of fucking letters.
[08:27.160 --> 08:31.000]  It's the Department of Public Health and Environment, some random bullshit website where you have
[08:31.000 --> 08:35.800]  to go there and fill out your recommendation from the doctor and put in some info after
[08:35.800 --> 08:37.680]  the doctor does their part.
[08:37.680 --> 08:38.760]  Once you do that, you're good to go.
[08:38.760 --> 08:45.160]  The whole thing from parking to back in the car, the entire appointment was maybe a 30
[08:45.160 --> 08:46.160]  minute process today.
[08:46.160 --> 08:51.480]  It cost me 80 bucks to the doctor and $30 to the state of Colorado, somewhere around
[08:51.480 --> 08:52.480]  that.
[08:52.480 --> 08:57.320]  It was 80 bucks, 85 maybe to the doctor and I think it was 30 or 32 to the state of Colorado.
[08:57.320 --> 08:59.800]  We've come a long way to register with the state.
[08:59.800 --> 09:00.800]  It used to be a lot more.
[09:00.800 --> 09:05.400]  To see the doctor used to be, depending on where you went, it could be a lot, a lot more.
[09:05.400 --> 09:07.320]  Now it's really, it was quicker.
[09:07.320 --> 09:09.440]  My stuff was ready within an hour.
[09:09.440 --> 09:12.600]  Once I filed that paper with the state of Colorado, I pushed the go button.
[09:12.600 --> 09:14.680]  I got an email an hour later saying, you're approved.
[09:14.680 --> 09:15.680]  Here's your new shit.
[09:15.680 --> 09:17.600]  I used to have to wait in the mail.
[09:17.600 --> 09:18.600]  That was the hardest part.
[09:18.600 --> 09:21.480]  For a while there, they quit allowing us to have temporary cards.
[09:21.480 --> 09:24.600]  When the doctor would sign your shit, that used to mean you're good to go.
[09:24.600 --> 09:28.280]  Then you have to mail it to the state and wait for your card to come back.
[09:28.280 --> 09:31.320]  At one point they said, the paperwork, the temp paperwork is no good.
[09:31.320 --> 09:32.820]  You have to have the actual card.
[09:32.820 --> 09:36.400]  People would see the weed doctor and you have to mail your shit to the state and everybody
[09:36.480 --> 09:39.600]  got a weed card at the same time.
[09:39.600 --> 09:43.520]  Nobody was getting their actual card returned to them for six or eight weeks.
[09:43.520 --> 09:44.720]  It was supposed to take three weeks.
[09:44.720 --> 09:48.320]  It'll be 21 days, but everybody sent in their weed card.
[09:48.320 --> 09:51.000]  It felt like everybody saw the weed doctor at one day.
[09:51.000 --> 09:52.420]  They all sent in their paper.
[09:52.420 --> 09:54.120]  It took so long for people to get their card.
[09:54.120 --> 09:55.360]  Everyone's like, I did it.
[09:55.360 --> 09:56.360]  I paid the money.
[09:56.360 --> 09:57.360]  I sent my shit to the state.
[09:57.360 --> 09:58.360]  I want my weed card.
[09:58.360 --> 10:00.640]  It just took them so long to get their shit back.
[10:00.640 --> 10:02.240]  That was frustrating for a little while there.
[10:02.240 --> 10:05.520]  I was amongst that group at one point where I was like, my card should show up any day
[10:05.640 --> 10:06.640]  now.
[10:06.640 --> 10:07.640]  I'd love to go buy some weed.
[10:07.640 --> 10:11.400]  Luckily, luckily, dude, I got the hookups.
[10:11.400 --> 10:12.400]  Anyway, I'm rambling.
[10:12.400 --> 10:15.080]  The weed, the weed card went super well, super easy today.
[10:15.080 --> 10:17.680]  The doctor was really cool.
[10:17.680 --> 10:22.280]  This was every time I feel like the doctors are evolving and it's been two or three, three
[10:22.280 --> 10:25.400]  or four different doctors for most of my medical cannabis run.
[10:25.400 --> 10:28.400]  There was a guy, an old guy, an older doctor, Dr. Reimers.
[10:28.400 --> 10:29.920]  He had a couple of dogs.
[10:29.920 --> 10:30.920]  He was super cool.
[10:30.920 --> 10:31.920]  We developed a great relationship.
[10:31.920 --> 10:34.520]  I saw him probably 10 or 12 years in a row.
[10:34.520 --> 10:38.240]  He passed me off to another doctor who is now passed me off to this other doctor who
[10:38.240 --> 10:40.120]  I believe I've seen two or three times.
[10:40.120 --> 10:47.320]  The doctors are getting more savvy, more educated, more hip to cannabis, to cannabis usage, to
[10:47.320 --> 10:50.820]  cannabis verbiage, terminology, dosage.
[10:50.820 --> 10:54.140]  The doctor I saw today actually knew what she was talking about.
[10:54.140 --> 10:58.320]  She hinted and implied that she smokes medical cannabis as well.
[10:58.320 --> 11:02.400]  So it's kind of nice to see the doctor actually knowing what they're talking about.
[11:02.800 --> 11:06.320]  Before I would go and I would actually end up educating the doctor and the people in
[11:06.320 --> 11:09.240]  the room and this time she was on our level.
[11:09.240 --> 11:10.480]  So that was kind of cool.
[11:10.480 --> 11:14.120]  The process was much easier is the big note that I've got written down.
[11:14.120 --> 11:15.600]  They do not pay me to say this, you guys.
[11:15.600 --> 11:18.040]  They did not give me, they don't even know I've got a show.
[11:18.040 --> 11:22.520]  They probably don't even, they have no idea who I am, but I'm going to give medical alternatives
[11:22.520 --> 11:23.520]  a shout out.
[11:23.520 --> 11:27.320]  They're the medical cannabis doctor that I saw in Colorado Springs today.
[11:27.320 --> 11:30.400]  The process was painless and streamlined.
[11:30.400 --> 11:31.400]  The visit was great.
[11:31.400 --> 11:32.400]  The doctor was great.
[11:32.400 --> 11:33.400]  The parking was easy.
[11:33.400 --> 11:35.280]  The location was cool to get to.
[11:35.280 --> 11:39.360]  So if you've got the opportunity or the need, I would recommend medical alternatives in
[11:39.360 --> 11:40.920]  Colorado Springs.
[11:40.920 --> 11:41.920]  Just Google them.
[11:41.920 --> 11:42.960]  It will pop up.
[11:42.960 --> 11:45.140]  It does cost a few bucks.
[11:45.140 --> 11:48.160]  If you are a new patient, you may need some medical records.
[11:48.160 --> 11:53.240]  You may need to bring some, some proof that you are sick or injured and or have a qualifying
[11:53.240 --> 11:55.760]  condition that will qualify you for medical cannabis.
[11:55.760 --> 11:59.120]  Keep in mind those rules are quite flexible.
[11:59.120 --> 12:00.680]  Some paperwork will help you out though.
[12:00.680 --> 12:02.480]  Something else I want to talk about.
[12:02.480 --> 12:08.640]  They do offer what is called an extended plant count.
[12:08.640 --> 12:13.280]  In many counties in Colorado, you are not allowed to even honor the extended plant count
[12:13.280 --> 12:14.280]  if you pay for that.
[12:14.280 --> 12:15.280]  What's an extended plant count?
[12:15.280 --> 12:16.320]  Let me talk about that.
[12:16.320 --> 12:17.320]  Extended plant count.
[12:17.320 --> 12:18.960]  It sounds just like what, what it is.
[12:18.960 --> 12:22.520]  Earlier, I said I'm allowed to grow six plants for my recreational rights.
[12:22.520 --> 12:25.400]  I can just grow six just because we're in Colorado.
[12:25.400 --> 12:28.320]  I also said I can grow six more because of my medical rights.
[12:28.320 --> 12:30.160]  That gives me six more.
[12:30.160 --> 12:34.900]  My doctor could, if I of course pay them more money, that's the whole thing here.
[12:34.900 --> 12:40.840]  If I give the doctor more money and it's tiered, if I want to grow, I'm given six.
[12:40.840 --> 12:44.520]  If I want to go like, and I'm just hypothetical with the numbers because I don't remember.
[12:44.520 --> 12:47.520]  If I want to add another 10 to 12 plants, it's like another hundred bucks.
[12:47.520 --> 12:50.840]  If I want to add 20 to 30 more plants, it's like 250 more bucks.
[12:50.840 --> 12:53.280]  If I want to go up more and more plants, it just tiers it.
[12:53.280 --> 12:58.080]  It's like 350, 500, a thousand bucks depending on how many more plants you want to grow,
[12:58.080 --> 12:59.560]  which back in the day, that was awesome.
[13:00.400 --> 13:03.440]  I used to rock the shit out of those extended plant counts.
[13:03.440 --> 13:05.400]  Those used to be my best friends.
[13:05.400 --> 13:08.320]  We built dispensaries and businesses off of extended plant counts.
[13:08.320 --> 13:12.920]  I'd basically say, we'll give you a fat discount at our dispensary if you let us have your
[13:12.920 --> 13:15.560]  plant count because you could assign your plants to our dispensary.
[13:15.560 --> 13:20.240]  It was just paperwork that we used to jump around through and play with back in the day.
[13:20.240 --> 13:23.760]  The extended plant counts used to be awesome in my opinion.
[13:23.760 --> 13:29.200]  Now unfortunately, in Pueblo County where I do live, they don't care about an extended
[13:29.360 --> 13:30.360]  plant count.
[13:30.360 --> 13:34.240]  Counties have been allowed to make their own caps on plant limits.
[13:34.240 --> 13:39.120]  They can cap plant counts, they can cap grow size, they can make, the county can decide,
[13:39.120 --> 13:43.520]  they can override, they can supersede any rules that your state has made regarding your
[13:43.520 --> 13:44.520]  cannabis.
[13:44.520 --> 13:47.680]  Pueblo here, we're allowed to have 12 plants.
[13:47.680 --> 13:50.480]  Most of the counties in Pueblo are limited to 12 total.
[13:50.480 --> 13:54.520]  If you're paying for that extended plant count and you're growing that extended plant count,
[13:54.520 --> 14:00.240]  I would do a lot of research on your location and see if your location does honor or if
[14:00.240 --> 14:02.520]  it bars that extended plant count.
[14:02.520 --> 14:07.020]  Some places are limited to six, some are limited to 12, some give you 24.
[14:07.020 --> 14:10.200]  If you're in one of those properly zoned areas, they don't give a shit how many plants you
[14:10.200 --> 14:16.680]  grow as long as you're following your card limit, which could be up to 99 in some cases.
[14:16.680 --> 14:21.080]  Once you cross that 100 plant threshold, then you're in that federal zone.
[14:21.080 --> 14:25.040]  Once you have so many plants, I'm sure of it because you have to send in special paperwork
[14:25.040 --> 14:26.040]  and shit.
[14:26.040 --> 14:30.480]  You're in a computer system that says fucking, Rasta Jeff has 12 plants.
[14:30.480 --> 14:32.880]  Grower down the street, it's got 99.
[14:32.880 --> 14:35.680]  Who do you think they're going to come looking for when some shit goes wrong?
[14:35.680 --> 14:37.640]  Who's on the radar first?
[14:37.640 --> 14:38.760]  That's just my opinion.
[14:38.760 --> 14:43.440]  I'm going to grow 12, mind my own fucking business, just fly by the, what's it called?
[14:43.440 --> 14:44.840]  Fly under the radar, that's what I'm trying to say.
[14:44.840 --> 14:46.280]  All right, I'm high and rambly.
[14:46.280 --> 14:49.240]  I feel like the shit out of my nose is starting to work itself out now that I've been talking
[14:49.240 --> 14:50.240]  a little bit.
[14:50.240 --> 14:52.120]  I'm getting a little bit of water in my head.
[14:52.120 --> 14:54.600]  So the weed card went super smooth today.
[14:54.600 --> 14:56.040]  Basically what hurts?
[14:56.040 --> 14:58.360]  And I said my wallet and she said, yep, it's going to hurt more.
[14:58.360 --> 14:59.360]  Give me some money.
[14:59.360 --> 15:00.360]  And I said, here you go.
[15:00.360 --> 15:01.360]  So let's move forward.
[15:01.360 --> 15:03.840]  I did get a reply from a previous episode.
[15:03.840 --> 15:06.160]  I did an episode talking about growing seeds.
[15:06.160 --> 15:10.240]  And I said that if you leave the seeds in the plants too long, they can get too hard
[15:10.240 --> 15:12.280]  and they will not germinate properly.
[15:12.280 --> 15:13.720]  I do have a screenshot on my phone.
[15:13.720 --> 15:14.880]  The battery is almost dead.
[15:14.880 --> 15:17.080]  So let's see if we could pull this up super quickly here.
[15:17.080 --> 15:19.840]  It does say seeds don't overripe.
[15:19.840 --> 15:20.840]  It's not a fruit.
[15:20.840 --> 15:21.840]  It's a seed.
[15:21.840 --> 15:22.880]  I've never heard of them getting too hard.
[15:22.880 --> 15:24.200]  Can you explain that?
[15:24.200 --> 15:27.000]  Yeah, really quickly, nice and easily.
[15:27.000 --> 15:28.040]  They get too hard.
[15:28.040 --> 15:32.640]  If you leave them in the plant for too long and you let them grow for too long, that shell,
[15:32.640 --> 15:37.960]  that outer husk, the whole, the fucking shell, dude, the seed, the bean becomes too hard
[15:37.960 --> 15:40.240]  and they simply have a hard time germinating.
[15:40.240 --> 15:41.780]  You can soak them in water.
[15:41.780 --> 15:43.800]  You can scarify them.
[15:43.800 --> 15:45.320]  You can rub them on a matchbox.
[15:45.320 --> 15:49.760]  You can do all kinds of shit to them and they don't germinate very easily.
[15:49.800 --> 15:52.880]  Sometimes you got to put them in a seed cracker, which I really don't like to do.
[15:52.880 --> 15:56.960]  But if you let the seeds go for too long, they do have the opportunity just simply to
[15:56.960 --> 15:58.640]  get too hard.
[15:58.640 --> 16:00.600]  There's not a lot of explaining to do.
[16:00.600 --> 16:04.780]  They get so hard they don't germinate and it's from letting them grow for too long.
[16:04.780 --> 16:10.080]  This is most commonly done with outdoor seeds because I'm learning to grow outdoors now
[16:10.080 --> 16:12.640]  and the outdoor seeds, excuse me for the burp, I'm going to talk right over that.
[16:12.640 --> 16:13.640]  Excuse me.
[16:13.640 --> 16:17.920]  The outdoor seeds seem to go from like, that's almost ready, almost ready, almost ready to
[16:17.920 --> 16:18.920]  fuck.
[16:18.920 --> 16:19.920]  I should have cut that down yesterday.
[16:19.920 --> 16:22.080]  Like, that's how I feel like the outdoor seeds went.
[16:22.080 --> 16:25.800]  So some of them did get really hard, really big, really fat.
[16:25.800 --> 16:27.900]  Some of them did not germinate on a couple of the plants.
[16:27.900 --> 16:28.900]  Those never went to anywhere.
[16:28.900 --> 16:29.900]  I tested those.
[16:29.900 --> 16:30.900]  I'm not happy with that.
[16:30.900 --> 16:32.920]  So those seeds will just end up on the back burner.
[16:32.920 --> 16:34.360]  You never know what those will end up doing.
[16:34.360 --> 16:37.360]  But yeah, some of the seeds simply got too hard.
[16:37.360 --> 16:39.400]  That's the best description I can give you.
[16:39.400 --> 16:40.400]  They got too hard.
[16:40.400 --> 16:41.640]  They won't germinate.
[16:41.640 --> 16:44.840]  And those are the seeds that you got to soak in water overnight or you got to put them
[16:44.840 --> 16:48.200]  in a matchbox and shake them up to where they get the shell gets a little scratched,
[16:48.200 --> 16:49.480]  a little scarified on the outside.
[16:49.480 --> 16:51.680]  Or I've seen people put them in a seed cracker.
[16:51.680 --> 16:55.240]  So that's what I mean by the seeds getting too hard.
[16:55.240 --> 16:58.280]  Another thing that can happen that we've seen happen in outdoor grows, if you leave the
[16:58.280 --> 17:02.600]  seeds in those plants too long or leave the plants out there growing too long, the humidity
[17:02.600 --> 17:07.420]  and the moisture from the outside environment or just that moisture inside the buds can
[17:07.420 --> 17:11.440]  trigger those seeds to germinate inside of the plants.
[17:11.440 --> 17:12.920]  It's really an interesting sight to see.
[17:12.920 --> 17:17.520]  It's also terrible because I know how many seeds are being wasted, but they're just sprouting
[17:17.520 --> 17:18.880]  right there inside of the buds.
[17:18.880 --> 17:20.600]  You got a bud that looks like this microphone, right?
[17:20.600 --> 17:22.800]  And just little germination tails coming out of it.
[17:22.800 --> 17:26.160]  It looks like worms climbing, little caterpillars or worms climbing out of your plant.
[17:26.160 --> 17:29.720]  So that is what happens if you leave them in there too long.
[17:29.720 --> 17:31.080]  That is also a sign.
[17:31.080 --> 17:33.960]  We're going to keep rambling here because we're on a thought process here.
[17:33.960 --> 17:38.240]  That is also a sign to me that the seeds do not need to be wintered.
[17:38.240 --> 17:41.680]  A lot of people talk about when the seeds come out of plants, they need to be cold or
[17:41.680 --> 17:44.440]  they need to be preserved for a period of time before they can grow.
[17:44.440 --> 17:46.440]  Nah, bro, they're ready right now.
