[00:16.440 --> 00:33.040]  Welcome back, Podcast World.
[04:45.440 --> 04:46.440]  It's been a minute.
[04:46.440 --> 04:47.440]  Yeah, it has been.
[04:47.440 --> 04:48.440]  Where you been?
[04:48.440 --> 04:49.440]  It's good to hear from you, bro.
[04:49.440 --> 04:52.880]  The message says, I started listening to the podcast four years ago for knowledge and stayed
[04:52.880 --> 04:56.040]  because I enjoy your enthusiasm towards cannabis and life.
[04:56.040 --> 04:57.080]  Hey, thank you, man.
[04:57.080 --> 04:58.080]  That means a lot to me.
[04:58.800 --> 04:59.800]  I do try to be enthusiastic.
[04:59.800 --> 05:00.800]  I try to have a good vibe.
[05:00.800 --> 05:02.120]  I try to stay positive.
[05:02.120 --> 05:03.460]  So thank you for noticing.
[05:03.460 --> 05:07.460]  That means a lot to me and I'm glad that you're learning something while you're listening.
[05:07.460 --> 05:10.240]  He says, this mistake happened recently.
[05:10.240 --> 05:14.100]  I work in a commercial grow facility where we started seeing some information that was
[05:14.100 --> 05:15.280]  not adding up.
[05:15.280 --> 05:19.560]  We were seeing things like foxtailing on our buds, but we assumed that our environment
[05:19.560 --> 05:21.020]  was fine.
[05:21.020 --> 05:25.400]  The problems continued and closer to harvest, the plants just seemed to burn out.
[05:25.400 --> 05:30.040]  We thought we had inspected everything until we realized that we had a light timer that
[05:30.040 --> 05:37.200]  was failing and for two weeks, our grow room was on a 24 hour on schedule.
[05:37.200 --> 05:42.020]  In hindsight, that really explains most of the issues in our garden.
[05:42.020 --> 05:46.040]  The biggest thing that I learned was thinking that this problem was something severe and
[05:46.040 --> 05:49.600]  that I needed an expert to be called in and help me solve the problem.
[05:49.600 --> 05:55.160]  But what we should have done is start in the beginning and check the very basics first.
[05:55.200 --> 05:58.520]  Now that was an expensive lesson, but that is a lesson that you have learned and I'm
[05:58.520 --> 06:03.400]  sure that nobody in that facility will ever make this mistake ever again.
[06:03.400 --> 06:06.880]  So it may have been costly, but you have learned from it and you won't do it again.
[06:06.880 --> 06:10.440]  And now you're able to share it with me and I'm sharing it with a lot of people.
[06:10.440 --> 06:14.000]  So if you're seeing weird things in your flower room, if the plants are not acting the way
[06:14.000 --> 06:18.600]  you think they should, if they're not flowering properly, if you're getting weird foxtailing,
[06:18.600 --> 06:20.160]  you may have a light issue.
[06:20.160 --> 06:22.080]  Your timer may be failing.
[06:22.080 --> 06:25.900]  Quite often, those timers with the tabs, which you push up or pull down to select the
[06:25.900 --> 06:28.340]  on and off times, they get stuck.
[06:28.340 --> 06:29.340]  They quit spinning.
[06:29.340 --> 06:33.160]  Either humidity or whatever in the air or something sticky, maybe you touch nutrients
[06:33.160 --> 06:35.640]  and touch those, or maybe you splash on the timer.
[06:35.640 --> 06:37.800]  They get stuck and they don't spin properly.
[06:37.800 --> 06:41.520]  So they're supposed to turn with the hour, but then they stop turning so your timer doesn't
[06:41.520 --> 06:43.000]  click on and click off.
[06:43.000 --> 06:47.380]  That will result in your lights being off or on for way too long probably, or maybe
[06:47.380 --> 06:52.700]  even a cloner being off or on way too long or any sort of equipment not cycling properly,
[06:52.700 --> 06:57.620]  which can lead to major issues depending on how long this problem goes unnoticed.
[06:57.620 --> 07:02.820]  So one of the first things I would suggest is quality timers in all parts of the grow.
[07:02.820 --> 07:04.700]  Don't buy those cheap little peg timers.
[07:04.700 --> 07:09.540]  Get a quality grow room timer, something industrial if you can afford it, depending on your setup.
[07:09.540 --> 07:10.640]  Get a good timer.
[07:10.640 --> 07:13.460]  The next thing is to remember the basics.
[07:13.460 --> 07:16.300]  Just like this listener said, he thought he needed an expert.
[07:16.300 --> 07:19.580]  He thought he was going to call in consultants and spend a bunch of money when really all
[07:19.580 --> 07:23.980]  he needed to do was get a monitor or go in the room and see what's actually happening
[07:23.980 --> 07:24.980]  in the room.
[07:24.980 --> 07:28.100]  Now, there's nothing more reliable than walking in there yourself.
[07:28.100 --> 07:30.100]  You open the door and you say, oh, there's no lights.
[07:30.100 --> 07:31.100]  It's dark.
[07:31.100 --> 07:32.260]  That's really easy to see.
[07:32.260 --> 07:33.960]  We're not always at our grow facility.
[07:33.960 --> 07:35.780]  We have a lot of things going on.
[07:35.780 --> 07:38.180]  Today's life keeps every person extremely busy.
[07:38.180 --> 07:42.580]  I think we're living enough life for three people in most one person lives.
[07:42.580 --> 07:45.860]  But what would help you out is something like a grow room monitor.
[07:46.420 --> 07:48.300]  There are many different monitors available.
[07:48.300 --> 07:52.580]  Something like a pulse monitor, something like a PL grow monitor, anything like that,
[07:52.580 --> 07:55.660]  maybe a smart B unit, anything like that would help you out.
[07:55.660 --> 08:00.540]  That way you can pay attention to the lights, the temperature, the humidity, and everything
[08:00.540 --> 08:02.700]  happening in that grow when you're not there.
[08:02.700 --> 08:06.100]  When you start to see problems, you can say, when did we see this problem develop?
[08:06.100 --> 08:09.740]  You can pull up your charts and you can look and you can say, oh, look, it's really hot
[08:09.740 --> 08:10.820]  at night right here.
[08:10.820 --> 08:11.820]  Let's see why.
[08:11.820 --> 08:13.680]  Then you can start realizing maybe the lights are on.
[08:13.680 --> 08:15.960]  Maybe it's too warm because something's not cycling.
[08:15.960 --> 08:16.960]  That will help you out.
[08:16.960 --> 08:21.480]  Also, you can use those notes to math up with the notes you're taking on your nutrient feed.
[08:21.480 --> 08:26.400]  By using deductive reasoning and logic, you'll be able to tell what's causing the problem.
[08:26.400 --> 08:29.280]  A good monitor would help you out in this situation.
[08:29.280 --> 08:30.840]  But go back to the basics.
[08:30.840 --> 08:33.520]  Make sure that all of the basic shit is working.
[08:33.520 --> 08:35.080]  Are the lights cycling off and on?
[08:35.080 --> 08:36.480]  Is the air conditioner cycling?
[08:36.480 --> 08:37.520]  Are you over watering?
[08:37.520 --> 08:38.640]  How's the humidity?
[08:38.640 --> 08:40.480]  How is the VPD?
[08:40.480 --> 08:42.840]  Sometimes we just need to go back to the basics.
[08:42.840 --> 08:44.840]  That seems to be the biggest lesson in this message.
[08:44.840 --> 08:46.920]  I'm going to keep going because there is more.
[08:46.920 --> 08:52.040]  It says, I think for grow resumes, we should include our mistakes.
[08:52.040 --> 08:53.760]  That would be a great idea for a lot of people.
[08:53.760 --> 08:57.760]  Some people are not humbled and are not skilled enough, so they still need to play the Wizard
[08:57.760 --> 08:58.760]  of Oz.
[08:58.760 --> 09:00.960]  They are not going to tell us any mistakes they have made.
[09:00.960 --> 09:04.920]  He goes on to say, experience is the name we give for our mistakes.
[09:04.920 --> 09:05.920]  Yes, that is true.
[09:05.920 --> 09:10.960]  That is how I have become a really experienced and fairly good grower, is I have made a lot
[09:10.960 --> 09:12.200]  of mistakes.
[09:12.200 --> 09:17.240]  When I was new, I would make it a mission or a goal to take one plant out of every grow
[09:17.240 --> 09:20.360]  and try to destroy it and learn something new.
[09:20.360 --> 09:21.600]  Somebody would say, hey, have you ever done this?
[09:21.600 --> 09:22.600]  And I'd say, nope.
[09:22.600 --> 09:25.000]  And one of my friends would go and do that to their entire crop.
[09:25.000 --> 09:26.420]  And they may kill it with that.
[09:26.420 --> 09:28.040]  They may literally kill it with that.
[09:28.040 --> 09:32.160]  I would do it to one plant and compare that to the plant next to it and see if it worked.
[09:32.160 --> 09:34.360]  That way I've got some sort of comparison.
[09:34.360 --> 09:38.080]  That way I have some sort of control, something to compare my new technique to.
[09:38.080 --> 09:42.160]  That way I know if it's usable, if it's worthwhile, or if it's just a habit or a trick that I
[09:42.160 --> 09:44.800]  picked up along the way that I need to eliminate.
[09:44.800 --> 09:48.680]  He wraps up the message by saying, I just wanted to share my story.
[09:48.680 --> 09:50.120]  Thanks again for all you do.
[09:50.120 --> 09:54.360]  Keep doing what you are doing, and maybe I will see you at a fish show at Dick's this
[09:54.360 --> 09:55.360]  summer.
[09:55.360 --> 09:56.800]  Hey, I look forward to seeing you at Dick's.
[09:56.800 --> 09:57.920]  I'm really easy to find.
[09:57.920 --> 09:58.920]  I'm 6'5".
[09:58.920 --> 09:59.920]  I got dreadlocks.
[09:59.920 --> 10:02.680]  I know there's a lot of dreadlocked white guys at a fish show.
[10:02.680 --> 10:03.800]  I kind of stand out.
[10:03.800 --> 10:04.960]  I don't go down in the front.
[10:04.960 --> 10:06.800]  I'll be closer to the back of the venue.
[10:06.800 --> 10:07.800]  I got some dancing space.
[10:07.800 --> 10:10.720]  I like to spread my arms and spin around like a hippie.
[10:10.720 --> 10:11.720]  That will be me.
[10:11.720 --> 10:12.720]  Say hi.
[10:12.720 --> 10:14.720]  He wraps it up with, you were a good person.
[10:14.720 --> 10:15.720]  Thank you and cheers.
[10:15.720 --> 10:18.520]  Then they sign their name, which I am not sure if they want said on the show, so I'm
[10:18.520 --> 10:20.200]  going to withhold that.
[10:20.200 --> 10:21.200]  They know who they are.
[10:21.200 --> 10:24.640]  A big thank you and a big shout out to them for the great email.
[10:24.640 --> 10:28.520]  Also a big shout out for being humble enough to admit that you have made a mistake in your
[10:28.520 --> 10:29.520]  grow room.
[10:29.520 --> 10:31.360]  All right, I do have another email in front of me.
[10:31.360 --> 10:32.360]  Let's just keep moving.
[10:32.360 --> 10:34.680]  It says, name can be used.
[10:34.680 --> 10:36.640]  So big shout out to my buddy, Big John.
[10:36.640 --> 10:37.640]  It goes like this.
[10:37.640 --> 10:42.200]  In the excitement of growing for the first time, I chose my seeds without thinking how
[10:42.200 --> 10:44.440]  tall they will grow.
[10:44.440 --> 10:46.640]  Well, I veged the shit out of them.
[10:46.640 --> 10:49.900]  I monster cropped them and I bent them for two full months.
[10:49.900 --> 10:51.560]  My girls were huge.
[10:51.560 --> 10:52.560]  Then I flipped to flower.
[10:52.560 --> 10:54.600]  Oh, I bet you had a jungle in there.
[10:54.600 --> 10:56.160]  He says, wow, what a jungle.
[10:56.160 --> 10:57.800]  Oh, you had a jungle in there, literally.
[10:57.800 --> 11:00.400]  He said, wow, what a jungle and quite overwhelming.
[11:00.440 --> 11:04.640]  Yeah, if you vege for two months and you do a lot of popping and twisting and super cropping,
[11:04.640 --> 11:07.360]  you are going to get quite a dense canopy.
[11:07.360 --> 11:11.200]  You'll have a nice lush area filled with plants, but it will be quite overwhelming and that
[11:11.200 --> 11:15.080]  can become quite a pain in the ass to work with if you were a new grower.
[11:15.080 --> 11:18.800]  So choosing seeds, I've talked about that in a previous episode.
[11:18.800 --> 11:21.640]  Choosing your seeds can be a very important process.
[11:21.640 --> 11:25.520]  If you don't realize that you've just purchased a haze that is going to grow 12 feet tall
[11:25.520 --> 11:28.760]  and take 16 weeks, that can really mess up your grow.
[11:28.760 --> 11:32.640]  So choose wisely when it comes to selecting your genetics.
[11:32.640 --> 11:34.240]  Now here's a shameless plug.
[11:34.240 --> 11:38.680]  Quite often people ask me what strain I would recommend for a new grower if they wanted
[11:38.680 --> 11:41.100]  to grow Irie genetics.
[11:41.100 --> 11:46.760]  If you want to grow regular Irie genetic seeds, I would recommend sun kiss and prana for new
[11:46.760 --> 11:47.760]  growers.
[11:47.760 --> 11:48.760]  Those are very easy plants to grow.
[11:48.760 --> 11:49.760]  They don't get too tall.
[11:49.760 --> 11:51.560]  They don't take really long to flower.
[11:51.560 --> 11:52.720]  They're easy to maintain.
[11:52.720 --> 11:54.680]  I think you'll have great success with them.
[11:54.680 --> 11:57.700]  So sun kiss and prana are what I would start with.
[11:57.700 --> 12:01.780]  If you're into feminized seeds, I would suggest orange chasm.
[12:01.780 --> 12:06.600]  Orange chasm will work wonderfully for growers of all experience levels.
[12:06.600 --> 12:07.840]  It is simple to grow.
[12:07.840 --> 12:12.580]  It finishes fairly early and it makes amazing flowers and concentrates.
[12:12.580 --> 12:16.740]  So you've got sun kiss, you've got prana, and you've got orange chasm are the things
[12:16.740 --> 12:19.140]  I would recommend for new growers.
[12:19.140 --> 12:20.940]  Now our friend Big John wraps up this message.
[12:20.940 --> 12:25.900]  He says, also I grow in deep water culture, which means that these plants were going even
[12:26.140 --> 12:27.740]  more quickly than I had assumed they were.
[12:27.740 --> 12:28.840]  These plants were taking off.
[12:28.840 --> 12:30.860]  This guy had a jungle in this grow room.
[12:30.860 --> 12:33.540]  I can only visualize how crowded that place was.
[12:33.540 --> 12:35.540]  I hope you didn't get powdery mildew problems.
[12:35.540 --> 12:40.220]  I hope that was a successful crop, but I am glad that you learned from your lesson.
[12:40.220 --> 12:43.780]  He wraps up the message by saying, yours truly, Big John.
[12:43.780 --> 12:47.800]  So hey Big John, thank you for the great email and thank you for admitting that you made
[12:47.800 --> 12:51.060]  a mistake when choosing your seeds for your first grow.
[12:51.060 --> 12:53.340]  All right, I've got another email in my hand.
[12:53.340 --> 12:55.780]  This one comes from a friend who calls themselves Matt.
[12:55.860 --> 12:56.860]  And he says, thanks for the message, Matt.
[12:56.860 --> 12:59.140]  It goes a lot like this.
[12:59.140 --> 13:00.220]  What's up Rasta Jeff?
[13:00.220 --> 13:03.660]  Just giving you a little insight on mistakes I have made in my grow.
[13:03.660 --> 13:06.980]  And some of these were compounded by other problems.
[13:06.980 --> 13:10.540]  I feel a lot of these problems could have been avoided with the proper equipment, but
[13:10.540 --> 13:14.780]  sometimes you don't have a choice and you just run what you brung.
[13:14.780 --> 13:15.900]  So here's the situation.
[13:15.900 --> 13:20.340]  I don't have a separate AC unit for the grow and I had to open and close the flower room
[13:20.340 --> 13:21.820]  door every day.
[13:21.820 --> 13:22.980]  Yes, you're right.
[13:22.980 --> 13:25.300]  I left the damn door open.
[13:25.820 --> 13:26.820]  And then he says, more than once.
[13:26.820 --> 13:30.860]  Man, luckily, I think I learned after the first time, but it sounds like our buddy Matt
[13:30.860 --> 13:31.860]  here is a little stubborn.
[13:31.860 --> 13:34.060]  He had to learn a couple of times.
[13:34.060 --> 13:38.460]  He says, I didn't have a dehumidifier either, so I had to make a homemade light blocking
[13:38.460 --> 13:40.120]  vent at the door.
[13:40.120 --> 13:43.260]  Before this, my nighttime humidity was higher than the day.
[13:43.260 --> 13:47.540]  During this cycle, I had one Afghani dominant girl and she did not like much water.
[13:47.540 --> 13:51.740]  I over watered her while some of my others got the right amount.
[13:51.740 --> 13:56.220]  He goes on to say, not having a monocrop in the first set of grows for a beginner can
[13:56.220 --> 13:57.620]  be a major mistake.
[13:57.620 --> 13:59.300]  Yeah, that can be a huge mistake.
[13:59.300 --> 14:03.260]  If you've got multiple different strains or different phenotypes in one room, you have
[14:03.260 --> 14:05.100]  to learn all of those phenotypes.
[14:05.100 --> 14:07.840]  You've got different girlfriends to learn how to take care of.
[14:07.840 --> 14:12.620]  One wants more water, one wants less water, one plant may want higher temperatures, one
[14:12.620 --> 14:14.440]  wants lower humidity.
[14:14.440 --> 14:16.360]  All of those plants want different things.
[14:16.360 --> 14:21.620]  So if you are running one strain, one cultivar in your room, it is much easier to learn that
[14:21.700 --> 14:23.460]  plant and dial in the room.
[14:23.460 --> 14:28.140]  You can make that one plant happier much more easily than you can multiple plants.
[14:28.140 --> 14:32.700]  The message goes on to say, not monocropping with absolutely no idea how these plants are
[14:32.700 --> 14:38.140]  going to behave led to light burn on some and not enough light on others.
[14:38.140 --> 14:42.140]  So exactly what I'm talking about, some of his plants grew really tall, they got really
[14:42.140 --> 14:47.020]  close and hit the lights, which actually caused shade on some of the smaller plants.
[14:47.020 --> 14:50.840]  So he would have been better off running a bunch of the same strain instead of a variety
[14:51.060 --> 14:52.700]  of different strains.
[14:52.700 --> 14:57.520]  It goes on to say, once I started to get everything dialed in a little bit better, it seemed that
[14:57.520 --> 15:01.560]  my genetics may have not been up to the task of providing the dank.
[15:01.560 --> 15:06.080]  I've concluded this when I sprouted a bag seed and even though the yield was low, it
[15:06.080 --> 15:07.280]  was incredible.
[15:07.280 --> 15:13.120]  If everything is running at 50%, the absolute best you can do is 50% even if you have the
[15:13.120 --> 15:14.320]  best seeds ever.
[15:14.320 --> 15:16.480]  Yes, that is absolutely true.
[15:16.480 --> 15:21.400]  Your grow space, your grow room, your grow setup is only as strong as its weakest link.
[15:21.400 --> 15:25.120]  So if you've got the best lights on the planet, you've got the best airflow, but you've got
[15:25.120 --> 15:29.080]  shitty seeds or shitty soil, you're going to come out with the shitty product in the
[15:29.080 --> 15:30.080]  end.
[15:30.080 --> 15:31.440]  We need everything to be 100%.
[15:31.440 --> 15:36.400]  Like this guy said, if you're running something at 50%, the best we can do is 50%.
[15:36.400 --> 15:41.720]  So you need quality equipment, you need the proper equipment, and of course you need quality
[15:41.720 --> 15:43.020]  genetics.
[15:43.020 --> 15:48.020]  This message goes on to say, but probably the most boneheaded mistake I've ever seen
[15:48.020 --> 15:50.140]  was from another person.
[15:50.140 --> 15:51.140]  We were drinking a little.
[15:51.140 --> 15:53.540]  Oh, I can, I don't want to know how this ends up.
[15:53.540 --> 15:58.340]  I do not encourage any drinking or alcohol consumption in the grow environment in any
[15:58.340 --> 15:59.340]  way.
[15:59.340 --> 16:02.300]  Actually, if you show up drunk to the commercial grow, I send you home.
[16:02.300 --> 16:03.940]  We have a little talk about that.
[16:03.940 --> 16:06.420]  You can cause a lot of mistakes being a little bit drunk.
[16:06.420 --> 16:08.000]  You can fuck up when you're stoned.
[16:08.000 --> 16:09.000]  Don't get me wrong.
[16:09.000 --> 16:14.360]  be judgmental, but some terrible ideas, some terrible things come up when you're drinking.
[16:14.360 --> 16:15.400]  Let's hear about what happened.
[16:15.400 --> 16:19.560]  We were drinking a little and I messed with him and said to take the blowtorch to the
[16:19.560 --> 16:21.440]  spider bites.
[16:21.440 --> 16:24.280]  That's highly effective, but I'm sure that that went fucking wrong.
[16:24.280 --> 16:29.040]  He said their hatred for spider mites plus the alcohol and my comment led to a very bad
[16:29.040 --> 16:31.400]  idea on IPM.
[16:31.400 --> 16:35.760]  Let's just say that the plants defoliated themselves within the next few days.
[16:35.760 --> 16:37.840]  Man, you went in there with fire.
[16:37.840 --> 16:40.880]  You were lucky that those, well, they defoliated themselves and they probably died.
[16:40.880 --> 16:42.640]  I can't say you're lucky about anything.
[16:42.640 --> 16:44.580]  Those plants had problems.
[16:44.580 --> 16:48.000]  Those plants defoliated themselves and there were still spider mites.
[16:48.000 --> 16:51.280]  You basically killed the wrong part and kept the bad part.
[16:51.280 --> 16:55.560]  He keeps saying I actually tried to stop him, but hey, alcohol.
[16:55.560 --> 16:57.600]  I was cringing the whole time.
[16:57.600 --> 17:01.880]  Yeah, you've got me cringing now just reading about it, just hearing about it, and it had
[17:01.880 --> 17:03.480]  nothing to do with my garden.
[17:03.480 --> 17:05.560]  I can only imagine what that smelled like.
[17:05.560 --> 17:10.640]  I can only imagine what those plants felt like getting fire put to them way too early.
[17:10.640 --> 17:13.720]  You're supposed to finish flowering those plants, then you're supposed to dry and cure
[17:13.720 --> 17:16.000]  them, then you're supposed to put fire to them.
[17:16.000 --> 17:17.560]  You guys did that all backwards.
[17:17.560 --> 17:20.000]  Hey, thank you for the great message, Matt.
[17:20.000 --> 17:23.200]  Dude, quit drinking in the grow room and behave yourself.
[17:23.200 --> 17:28.880]  Put the dab torch down and let's get a proper integrated pest management program in place.
[17:28.880 --> 17:32.440]  All right, podcast world, that is all of the emails I have got for this episode.
[17:32.440 --> 17:36.160]  I want to thank everybody for sending in their grow room mistake emails.
[17:36.160 --> 17:37.160]  I do appreciate it.
[17:37.160 --> 17:39.600]  Thank you for admitting your grow room sins.
[17:39.600 --> 17:42.560]  If anybody out there would like to send me an email, if you would like to tell me about
[17:42.560 --> 17:46.280]  more of your grow room mistakes, if you've got a grow question, if you've just got something
[17:46.280 --> 17:48.400]  you'd like to say, you can send me an email.
[17:48.400 --> 17:53.560]  My email address is growfromyourheartathotmail.com and I would love to hear from you.
[17:53.560 --> 17:56.800]  I've been thinking about this for the past few days and I was sure there were more mistakes
[17:56.800 --> 17:59.240]  that I have made that I forgot to mention on the show.
[17:59.240 --> 18:03.000]  One thing I thought of was I killed a bunch of seedlings one time.
[18:03.000 --> 18:04.000]  That's right.
[18:04.000 --> 18:05.160]  I germinated a few packs of seeds.
[18:05.160 --> 18:06.480]  I labeled them all carefully.
[18:06.480 --> 18:07.720]  Then I went to work.
[18:07.720 --> 18:08.920]  I came home from work.
[18:08.920 --> 18:09.920]  I was exhausted.
[18:09.920 --> 18:12.880]  I ate dinner, took a shower, went to bed.
[18:12.880 --> 18:16.900]  About four in the morning, I woke up and went, oh, you killed all those seeds.
[18:16.900 --> 18:18.920]  They were dry by the time I went to go look at them.
[18:18.920 --> 18:19.920]  They were dead.
[18:19.920 --> 18:20.920]  It was over.
[18:20.920 --> 18:21.920]  That was expensive.
[18:21.920 --> 18:23.280]  I fucked up.
[18:23.280 --> 18:27.440]  There's another classic expensive example of ways that I have fucked up in the grow
[18:27.440 --> 18:28.440]  room.
[18:28.440 --> 18:29.920]  Another major mistake that I have made.
[18:29.920 --> 18:33.460]  All right, podcast world, I'm going to shift gears and I'm going to talk about another
[18:33.460 --> 18:36.000]  message I received from a listener.
[18:36.000 --> 18:41.000]  I received a message from a listener asking about interrupting dark cycles in a photo
[18:41.000 --> 18:43.480]  period plant, which is in flower.
[18:43.480 --> 18:47.600]  They asked if one interruption would cause possible problems.
[18:47.600 --> 18:51.440]  They were asking if just a couple of brief interruptions would cause problems and how
[18:51.440 --> 18:55.000]  critical it is to have that plant in total darkness.
[18:55.240 --> 18:59.900]  Let's talk briefly about how important it is to have our flowering plants in complete
[18:59.900 --> 19:04.600]  uninterrupted darkness during their night cycle in the flowering phase.
[19:04.600 --> 19:08.880]  If we are working with photo period cannabis plants, what triggers those plants to start
[19:08.880 --> 19:14.280]  making their flowering process is an uninterrupted 12 hour dark period.
[19:14.280 --> 19:16.480]  Some plants may need a little shorter dark period.
[19:16.480 --> 19:20.580]  Some plants may even need a little longer dark period, but most of what we have bred
[19:20.580 --> 19:23.360]  has been bred to want a 12 hour dark period.
[19:23.360 --> 19:24.800]  That is going to be different outdoors.
