[00:00.000 --> 00:18.740]  Welcome back, Podcast World.
[08:01.560 --> 08:03.400]  Those could just be swollen bracts.
[08:03.400 --> 08:07.880]  A lot of people assume sometimes that a swollen bract is a pollinated plant.
[08:08.120 --> 08:09.200]  Uh, go give it a squeeze.
[08:09.200 --> 08:12.760]  That could be just a, uh, swollen cowlicks, a swollen bract up there.
[08:12.920 --> 08:13.640]  Go check it out.
[08:13.640 --> 08:14.880]  I could be completely wrong.
[08:14.880 --> 08:15.680]  I haven't seen your girl.
[08:15.680 --> 08:16.640]  I don't have any pictures.
[08:16.920 --> 08:17.920]  I'm hoping for the best.
[08:17.920 --> 08:18.360]  It goes on.
[08:18.360 --> 08:23.840]  It says, do you think it is a bad idea growing outside, living right near the
[08:23.840 --> 08:26.440]  beach or a tourist destination?
[08:26.440 --> 08:30.400]  So you live, uh, near the beach or a tourist destination.
[08:30.400 --> 08:36.160]  And you're saying, uh, anybody could pass a hemp farm on the way to said beach.
[08:36.160 --> 08:38.800]  And then you think that they're going to pass the hemp farm and then they're going
[08:38.800 --> 08:41.240]  to bring the pollen to your girl on accident as they travel.
[08:41.360 --> 08:45.640]  That is, um, less likely than my suspicion.
[08:45.840 --> 08:48.600]  My suspicion is that it is probably wind.
[08:48.600 --> 08:50.960]  There's probably somebody else growing in your area.
[08:50.960 --> 08:54.800]  You're not the only person who got the idea to grow some ganja this year.
[08:55.080 --> 08:58.760]  And there are, it was probably somebody else growing hemp or cannabis within a
[08:58.760 --> 09:03.160]  few miles of your cultivation site, hemp, uh, hemp and cannabis.
[09:03.160 --> 09:04.000]  It's the same pollen.
[09:04.240 --> 09:08.640]  Uh, pollen can travel for quite a distance in the wind and it can pollinate your
[09:08.640 --> 09:09.280]  plants.
[09:09.560 --> 09:11.640]  Uh, so it was probably wind.
[09:11.800 --> 09:16.680]  Somebody in your four or five mile radius probably has a male plant, whichever the
[09:16.680 --> 09:20.480]  wind it travels, wherever you are, uh, you could be in another country.
[09:20.480 --> 09:23.880]  It could be a different part of the world, but the wind is probably going this way.
[09:23.960 --> 09:25.800]  There's probably somebody with a male that way.
[09:25.960 --> 09:28.440]  And you're down this way and the pollen is just going that way.
[09:28.680 --> 09:33.320]  I don't suspect it's people going to a hemp farm and getting pollen on them and
[09:33.320 --> 09:34.800]  then passing through your neighborhood.
[09:35.080 --> 09:36.880]  That doesn't seem it's possible.
[09:37.160 --> 09:41.080]  Uh, it could be more likely it would be pollinators, birds, bees, things like
[09:41.080 --> 09:41.440]  that.
[09:41.760 --> 09:44.360]  Uh, and the wind is probably the number one culprit there.
[09:44.680 --> 09:49.280]  Um, or it could just be weird genetics or something went crazy and the grow also.
[09:49.280 --> 09:52.160]  But my assumption, I think I've talked enough about that one.
[09:52.280 --> 09:56.840]  I think there's a male plant within the four or five mile radius of your plant.
[09:57.080 --> 10:00.280]  And it's simply skeet skeetily deeded on your plan.
[10:00.280 --> 10:01.960]  I don't think that it was tourists.
[10:01.960 --> 10:02.720]  Let me answer the question.
[10:02.720 --> 10:03.960]  Cause there was a specific part.
[10:03.960 --> 10:06.000]  Do I think that it's risky?
[10:06.000 --> 10:08.600]  Let me dial that in and not just ramble past it.
[10:08.880 --> 10:11.360]  Do you think it's a bad idea growing outside, living near the beach?
[10:11.400 --> 10:14.640]  Uh, no, but you're going to have to, these are the kinds of things that we're going
[10:14.640 --> 10:19.320]  to have to deal with as the nation, the entire country is starting to legalize
[10:19.320 --> 10:19.720]  cannabis.
[10:19.720 --> 10:23.360]  There are way more states that have legal cannabis than illegal cannabis.
[10:24.040 --> 10:28.560]  This is a, an agricultural issue that, um, we're going to have to deal with when
[10:28.560 --> 10:32.600]  people are growing and their own personal grows and some, a lot of people out there
[10:32.600 --> 10:34.080]  don't know how to identify a male.
[10:34.080 --> 10:36.400]  A lot of people don't even think about identifying a male.
[10:36.800 --> 10:41.120]  Uh, some people don't do the way that I think it should be done in test to plant
[10:41.120 --> 10:42.400]  indoors and then grow it outdoors.
[10:42.400 --> 10:43.920]  They don't all have that opportunity.
[10:44.120 --> 10:47.800]  So there are going to be males outdoors, wherever people are cultivating males
[10:47.800 --> 10:48.480]  will happen.
[10:48.680 --> 10:53.360]  And this is going to happen in a cult, uh, in a, in an agriculture and let me try
[10:53.360 --> 10:53.760]  that again.
[10:53.760 --> 10:58.720]  I'm not even going to edit that in an agricultural environment, like in farmland,
[10:58.960 --> 11:02.600]  uh, back in the day before cannabis came about, I feel like they forgot about this
[11:02.640 --> 11:06.440]  when we started zoning for cannabis here in Colorado, they would make sure that
[11:06.440 --> 11:10.400]  certain crops or certain distances apart so that this guy can't pollinate this
[11:10.400 --> 11:11.000]  guy's crop.
[11:11.000 --> 11:13.120]  And this guy can't pollinate this guy's crop.
[11:13.440 --> 11:14.960]  They'd keep them so many miles apart.
[11:14.960 --> 11:17.200]  I think it was like 2.4 miles or one point.
[11:17.440 --> 11:20.280]  I obviously don't remember the exact number, but there was a distance.
[11:20.280 --> 11:23.520]  They would put farms apart where they couldn't cause problems for each other.
[11:23.880 --> 11:27.680]  It seems like we totally forgot that when it came to cannabis, a lot of new people
[11:27.680 --> 11:30.840]  out there, a lot of just home growers growing in the backyard.
[11:30.880 --> 11:33.120]  This is something we are going to have to deal with.
[11:33.360 --> 11:34.360]  So be ready for that.
[11:34.360 --> 11:35.120]  Be prepared.
[11:35.320 --> 11:37.480]  Also don't be that grower.
[11:37.480 --> 11:41.560]  I've done a full episode on making sure you don't put male plants outdoors.
[11:41.800 --> 11:42.000]  All right.
[11:42.000 --> 11:43.600]  I've got another message here in front of me.
[11:43.600 --> 11:46.320]  This one is kind of long.
[11:46.720 --> 11:47.680]  Let's go for it.
[11:47.960 --> 11:49.680]  This one says Rasta Jeff.
[11:49.960 --> 11:53.960]  What are some of your favorite integrated pest management management?
[11:53.960 --> 11:55.280]  This that's harder to say than it looks.
[11:55.280 --> 11:56.680]  Let me try to read it again.
[11:57.000 --> 12:02.040]  What are some of your favorite integrated pest management products and rotations?
[12:02.320 --> 12:06.480]  You did mention evergreen, but you didn't list any of your other favorites.
[12:06.840 --> 12:07.040]  All right.
[12:07.040 --> 12:08.160]  That's a really good question.
[12:08.160 --> 12:10.520]  What pesticide products do I like to use?
[12:10.880 --> 12:14.120]  Uh, I often work in commercial cultivation facilities.
[12:14.360 --> 12:15.840]  I've also got a personal grow.
[12:15.840 --> 12:18.360]  I'd also do a lot of consulting for friends and family.
[12:18.840 --> 12:24.200]  Most of what I'm going to talk about are products that are approved and regulated
[12:24.200 --> 12:29.400]  by the Colorado marijuana enforcement division and also the Colorado department
[12:29.400 --> 12:34.120]  of agriculture and also the Colorado department of public health and environment.
[12:34.400 --> 12:39.520]  I do not know the rules, the regulations, the laws, uh, the fine print where you
[12:39.520 --> 12:41.720]  are, I can only speak on my area.
[12:41.960 --> 12:46.320]  And honestly, I didn't read these rules change so rapidly and frequently here
[12:46.560 --> 12:49.840]  that some of the products on my list could have been banned since I
[12:49.840 --> 12:51.360]  blinked after I wrote this.
[12:51.360 --> 12:53.760]  I could have came from the computer sat here.
[12:53.880 --> 12:56.200]  They could have sent out an email saying, Hey, you can no longer
[12:56.200 --> 12:57.560]  use some of the stuff on your list.
[12:57.560 --> 12:59.680]  That's just how the industry goes right now.
[12:59.680 --> 13:00.480]  It's how it's going to be.
[13:00.480 --> 13:01.400]  We are evolving.
[13:01.600 --> 13:04.440]  We are adjusting and adapting when they find out there's a problem with the
[13:04.440 --> 13:07.760]  product, I'm happy to adjust, find a new product to use for that.
[13:07.760 --> 13:12.240]  So what I'm going to tell you is what I'd recommend for, uh, my personal
[13:12.240 --> 13:16.040]  facilities, my commercial facilities in the state of Colorado.
[13:16.520 --> 13:19.440]  You're going to have to make your own personal decisions when it comes to
[13:19.920 --> 13:23.840]  what level of toxicity do you want in your facility?
[13:24.480 --> 13:26.800]  A lot of people want to stay organic.
[13:26.800 --> 13:30.000]  A lot of people don't care if they're using nuclear war in their grow.
[13:30.360 --> 13:34.880]  Uh, it's all chemicals, no matter how organic you go, no matter how abrasive
[13:34.880 --> 13:37.600]  of a product you use, it is all chemicals.
[13:37.840 --> 13:41.000]  Uh, people like to stick with the buzzword organic, but then I remind
[13:41.000 --> 13:42.960]  them that cyanide is organic.
[13:42.960 --> 13:44.520]  Does that make it okay to you?
[13:44.520 --> 13:47.440]  And then they get flustered with me, but keep in mind that you're the one
[13:47.440 --> 13:49.560]  making the ethical decisions in this grow.
[13:49.560 --> 13:52.560]  So if you want to use something that may stick around in that plant, that
[13:52.560 --> 13:56.200]  could cause harm to somebody, don't share it, don't sell it, smoke it yourself.
[13:56.200 --> 13:59.520]  But if you're going to share stuff, use things that are more, uh, health
[13:59.520 --> 14:00.800]  conscious to your consumers.
[14:00.800 --> 14:05.040]  Also the big hippie in me is going to remind you to be conscious of the
[14:05.040 --> 14:07.080]  environment, don't destroy the earth.
[14:07.080 --> 14:08.120]  Don't destroy the planet.
[14:08.360 --> 14:11.800]  Uh, that small patch of land right there is yours right now, but everything
[14:11.800 --> 14:15.000]  around it is other people's the part above it, below it, other people.
[14:15.000 --> 14:17.440]  And in a few years it will be somebody else's.
[14:17.680 --> 14:18.760]  So don't fuck that up.
[14:18.760 --> 14:22.240]  Now, my other rant when it comes to pesticides, uh, I am trained by the
[14:22.240 --> 14:24.080]  Colorado department of agriculture.
[14:24.400 --> 14:28.480]  Um, I was trained by a lovely lady named Theo Walker, took a nice long
[14:28.480 --> 14:30.240]  class, passed a really great test.
[14:30.600 --> 14:35.280]  And if I did not remind you guys to always wear your personal protective
[14:35.280 --> 14:39.200]  equipment when mixing and using a pesticide, I would be doing my friend
[14:39.200 --> 14:42.680]  Theo Walker a disservice and not honoring my education.
[14:42.680 --> 14:46.880]  So you guys out there, I'm, I have to say this as part of just who I am, my
[14:46.880 --> 14:49.160]  responsibility, my, my morals, my ethics.
[14:49.160 --> 14:52.800]  And I want you to be safe where the appropriate personal protective
[14:52.800 --> 14:55.880]  equipment, when you're applying a pesticide, when you're getting it off
[14:55.880 --> 14:59.400]  the shelf, have your eye protection and gloves on when you start mixing it up,
[14:59.600 --> 15:00.600]  have your long sleeves.
[15:00.600 --> 15:04.800]  And so on your pesticide container, um, if you grab the container, there's a
[15:04.800 --> 15:07.280]  little book that folds out inside that book.
[15:07.280 --> 15:11.760]  It will tell you the recommended, uh, clothing or personal protective
[15:11.760 --> 15:15.320]  equipment, the minimum personal protective equipment required for that
[15:15.320 --> 15:18.160]  pesticide, please wear that.
[15:18.840 --> 15:23.160]  Also inside of that booklet, you will find what is known as the re entry
[15:23.160 --> 15:23.800]  interval.
[15:23.800 --> 15:27.720]  What that means is from the time you spray it, this is how long you have got
[15:27.720 --> 15:30.040]  to wait before you can go back in that environment.
[15:30.040 --> 15:31.560]  They don't want you to get contaminated.
[15:31.800 --> 15:33.760]  Well, if you're spraying, you're creating air bubbles.
[15:33.760 --> 15:34.960]  There's a mist in the room.
[15:35.200 --> 15:38.160]  You don't want the misty part in your lungs and you don't want the wet, fresh
[15:38.160 --> 15:42.120]  pesticide off the plants on your skin and your eyes and your body.
[15:42.320 --> 15:43.520]  Now you're contaminated.
[15:43.520 --> 15:45.080]  Let's not do that to ourselves.
[15:45.280 --> 15:47.240]  Honor that re entry interval.
[15:47.400 --> 15:48.760]  Something I'm going to add.
[15:48.920 --> 15:52.800]  If you are in an indoor environment, which means your house inside your house,
[15:52.800 --> 15:58.240]  inside of a, uh, cultivation facility, uh, greenhouse may not be, uh, fall
[15:58.240 --> 15:59.080]  under this category.
[15:59.080 --> 16:03.560]  If you're an indoor enclosed environment or the sun is not getting into there, I
[16:03.560 --> 16:08.440]  recommend that you increase your re entry interval by a minimum of two hours.
[16:08.640 --> 16:10.160]  I would recommend four hours.
[16:10.160 --> 16:13.440]  My reason for this is I mentioned the sun a moment ago.
[16:13.680 --> 16:18.800]  Most of the time, the sun, the wind, the environment will break down a lot of the
[16:18.800 --> 16:20.800]  pesticides, which you have applied to the plants.
[16:20.800 --> 16:22.640]  Nature can happen better outside.
[16:22.880 --> 16:24.560]  We are in an indoor environment.
[16:24.560 --> 16:25.240]  There's no wind.
[16:25.240 --> 16:27.400]  We do have fans, but it's just moving it around the room.
[16:27.400 --> 16:29.360]  It's not traveling anywhere necessarily.
[16:29.680 --> 16:32.720]  Then we've got no sun in there to break down that pesticide.
[16:32.720 --> 16:34.240]  The light's not going to do the same thing.
[16:34.240 --> 16:35.680]  The sand, the sun is magic.
[16:35.960 --> 16:41.680]  So give yourself two to four more hours of re entry interval time before you enter
[16:41.680 --> 16:42.280]  that room.
[16:42.560 --> 16:47.600]  After applying a pesticide application, I recommend, uh, applying a pesticide
[16:47.800 --> 16:50.840]  right as the lights go out or right after the lights go, you can open it up and
[16:50.840 --> 16:51.720]  spray, spray them.
[16:51.720 --> 16:52.960]  You're not going to mess anything up.
[16:52.960 --> 16:55.640]  If you're just in there for one or two minutes, hit them with the pesticide
[16:55.640 --> 16:58.200]  spray, zip it back up, close it back up, whatever.
[16:58.320 --> 16:58.960]  Do it right.
[16:58.960 --> 17:02.240]  As the lights go out, then you've got at least eight, 12 hours before you're
[17:02.280 --> 17:03.400]  going to be in there again.
[17:03.480 --> 17:05.080]  So you've got plenty of time to dry up.
[17:05.080 --> 17:07.440]  Then when you go in there again, look at them, they should look super happy.
[17:08.000 --> 17:11.640]  Sometimes if I've applied an oily pesticide or something that is really
[17:11.640 --> 17:15.560]  abrasive, I will go in and just hose the plants down with just fresh water.
[17:15.560 --> 17:19.160]  I'll get my pump sprayer or my paint sprayer, whatever I'm doing, and just
[17:19.160 --> 17:23.200]  spray the plants down with clean pH balanced water just to wash off that
[17:23.200 --> 17:24.280]  extra pesticide.
[17:24.560 --> 17:26.120]  Uh, just give it a little bit of a rent.
[17:26.120 --> 17:29.600]  I'll turn off the lights, give it a spray, let them dry, turn the lights back
[17:29.600 --> 17:32.360]  on business as usual, keep rocking.
[17:32.360 --> 17:33.960]  So we talked about reentry interval.
[17:33.960 --> 17:35.280]  We talked about pesticide.
[17:35.280 --> 17:37.040]  We talked about your ethics.
[17:37.040 --> 17:40.640]  We talked about not sharing, uh, contaminated products with other people.
[17:40.640 --> 17:42.360]  Smoke, whatever you want, bro.
[17:42.560 --> 17:45.800]  If you're going to fucking smoke it by yourself, if it's not going anywhere,
[17:46.040 --> 17:48.160]  you can spray whatever you, I don't recommend it.
[17:48.160 --> 17:50.680]  It's not what I would do, but you can do whatever you want.
[17:50.920 --> 17:53.920]  If you've got to get rid of the bugs, just don't share that shit.
[17:55.000 --> 17:58.000]  Uh, we make medical marijuana was our goal here.
[17:58.200 --> 18:00.480]  Not make other sick, make other people sick.
[18:00.480 --> 18:01.000]  Marijuana.
[18:01.000 --> 18:01.840]  Keep that in mind.
[18:02.000 --> 18:03.400]  The people are already sick.
[18:03.400 --> 18:05.080]  They already have a compromised immune system.
[18:05.080 --> 18:08.160]  Possibly they could have cancer, they could have other conditions and you want
[18:08.160 --> 18:10.440]  to give them something to make them better, not sicker.
[18:10.720 --> 18:11.400]  That's your goal.
[18:11.400 --> 18:12.240]  Don't be that guy.
[18:12.240 --> 18:16.600]  Now let's actually talk about some of the pesticides that I will recommend.
[18:16.880 --> 18:22.040]  My strategy all depends on, um, the space, the environment, the room,
[18:22.200 --> 18:23.800]  the type, the time of the year.
[18:23.800 --> 18:26.560]  What am I going to be facing as a problem?
[18:26.560 --> 18:27.840]  As a, uh, a bug?
[18:27.840 --> 18:29.400]  What's my problem in this room?
[18:29.400 --> 18:30.680]  What am I trying to get rid of?
[18:31.200 --> 18:34.360]  Uh, we all know that most of the time we're trying to get rid of spider
[18:34.360 --> 18:37.720]  mites, thrips, fungus, gnats, white flies.
[18:38.040 --> 18:41.560]  Um, those are most and powdery mildew also is a very common thing that we're
[18:41.560 --> 18:45.720]  mostly trying to get rid of or keep away from our grow.
[18:45.960 --> 18:48.760]  I work in a lot of commercial environments, a lot of big spaces in
[18:48.760 --> 18:51.200]  Colorado where they get a lot of spider mites.
[18:51.200 --> 18:52.680]  It's like, they're just passing around the mites.
[18:52.680 --> 18:54.360]  It's the trim crews that are bringing them around.
[18:54.400 --> 18:57.760]  I suspect I can't prove it, but they're the only new people coming
