[00:00.250 --> 00:13.050]  Alright, here we go.
[03:08.690 --> 03:12.090]  As many people listen to this episode, it will be the first of the month.
[03:12.090 --> 03:16.490]  This is a good time to run through a checklist of things in our garden to make sure that
[03:16.490 --> 03:19.070]  everything is in top working condition.
[03:19.070 --> 03:21.190]  A lot of things get overlooked.
[03:21.190 --> 03:22.190]  We get busy.
[03:22.190 --> 03:23.190]  I'm extremely busy.
[03:23.190 --> 03:24.190]  It is outdoor season.
[03:24.190 --> 03:25.770]  It is harvest season.
[03:25.770 --> 03:30.270]  We're shifting from the summer to the fall, from the warm to the cold is what I call it.
[03:30.270 --> 03:33.350]  So we've got to rebuild all the indoor grows.
[03:33.350 --> 03:35.250]  It is harvest time for the outdoor season.
[03:35.250 --> 03:36.970]  They're going to be a lot of seeds to shuck.
[03:36.970 --> 03:38.550]  It is going to be busy.
[03:39.410 --> 03:40.990]  When you get that busy, a lot of things get overlooked.
[03:40.990 --> 03:43.870]  I always say that there's that one corner that doesn't get swept.
[03:43.870 --> 03:45.910]  There's always that one tray that doesn't get washed.
[03:45.910 --> 03:48.190]  There's that one plant in the back that gets ignored.
[03:48.190 --> 03:52.750]  It is now time to make sure we get to all those small details because over time they
[03:52.750 --> 03:55.710]  will build up and that's what causes us problems.
[03:55.710 --> 03:57.110]  Stay on top of your shit.
[03:57.110 --> 03:59.590]  So my point is it is the first of the month.
[03:59.590 --> 04:01.870]  It is a good time to go through the checklist.
[04:01.870 --> 04:02.870]  It's also payday.
[04:02.870 --> 04:07.310]  So you should have a few bucks to handle any supplies or corrections that need to be made.
[04:07.350 --> 04:10.990]  And if not, now's the time to start thinking about budgeting more properly for the grow
[04:10.990 --> 04:16.310]  because shit will come up, things will go awry, and we've got to return money into our
[04:16.310 --> 04:19.270]  investment if we want it to keep returning for us.
[04:19.270 --> 04:21.510]  All right, let me get myself back on track.
[04:21.510 --> 04:22.690]  First of the month update.
[04:22.690 --> 04:23.690]  The first of the month.
[04:23.690 --> 04:27.190]  The first thing I would think about is clean everything.
[04:27.190 --> 04:28.750]  Clean everything.
[04:28.750 --> 04:32.470]  Everything in the grow space, everything outside the grow space, everything involved in the
[04:32.470 --> 04:33.470]  grow.
[04:33.470 --> 04:34.470]  It is time to clean it.
[04:34.470 --> 04:35.470]  Let's clean.
[04:35.630 --> 04:38.310]  Let's clean the lights with the glass reflection, with the glass space there.
[04:38.310 --> 04:39.310]  Let's clean that glass.
[04:39.310 --> 04:43.510]  If you've got air conditioners, if you've got fans, let's clean all of that stuff.
[04:43.510 --> 04:44.510]  Clean everything.
[04:44.510 --> 04:45.510]  You know it needs to be cleaned.
[04:45.510 --> 04:46.510]  It is your facility.
[04:46.510 --> 04:47.510]  It's your grow.
[04:47.510 --> 04:48.510]  It's your space.
[04:48.510 --> 04:49.510]  Clean it.
[04:49.510 --> 04:50.510]  Start at the ceiling.
[04:50.510 --> 04:51.710]  Work your way all the way down to the floor.
[04:51.710 --> 04:52.830]  Clean the floor.
[04:52.830 --> 04:53.910]  Clean the tops of the lights.
[04:53.910 --> 04:55.590]  The tops of my lights get really dusty.
[04:55.590 --> 04:56.870]  I've got some HPS lights.
[04:56.870 --> 04:58.030]  They're big squares.
[04:58.030 --> 05:00.230]  The top of that gets really dusty up there.
[05:00.230 --> 05:01.230]  Clean that shit.
[05:01.230 --> 05:03.230]  If you've got LED lights, turn off the lights.
[05:03.230 --> 05:04.970]  If you're going to clean your lights, let them cool.
[05:04.970 --> 05:06.010]  That's a quick disclaimer.
[05:06.010 --> 05:08.430]  Let the lights cool down before you clean them.
[05:08.430 --> 05:09.430]  Clean all the glass.
[05:09.430 --> 05:11.610]  If you've got LEDs, clean the diodes really carefully.
[05:11.610 --> 05:13.570]  I don't know how you do that with your lights.
[05:13.570 --> 05:17.930]  Read the instructions, but it may be time to clean your lights and your equipment.
[05:17.930 --> 05:19.290]  I had some fungus gnats.
[05:19.290 --> 05:21.830]  A buddy gave me a clone, and it came with free fungus gnats.
[05:21.830 --> 05:22.830]  My fault.
[05:22.830 --> 05:24.370]  Should have quarantined that sucker better.
[05:24.370 --> 05:28.170]  But around my grow light, there are a bunch of fungus gnats right around the LED bulbs.
[05:28.170 --> 05:32.010]  I had to get some Q-tips and some rubbing alcohol and clean out all the dead fungus
[05:32.010 --> 05:33.010]  gnats.
[05:33.010 --> 05:34.930]  There's a lot of stuff like that that will need to be done.
[05:34.930 --> 05:36.050]  Clean everything.
[05:36.050 --> 05:38.130]  That thing you've been avoiding, there's something.
[05:38.130 --> 05:42.410]  We've all got that one area, that one little thing that's a pain in the ass to clean.
[05:42.410 --> 05:43.410]  Clean it.
[05:43.410 --> 05:44.410]  Now's the time.
[05:44.410 --> 05:45.410]  Just take a moment.
[05:45.410 --> 05:46.410]  Just dedicate that day to it.
[05:46.410 --> 05:47.410]  It is cleaning day.
[05:47.410 --> 05:48.410]  Let's do it.
[05:48.410 --> 05:50.250]  Let's talk about stuff in depth that we should clean.
[05:50.250 --> 05:51.250]  Filters.
[05:51.250 --> 05:52.810]  We often overlook cleaning filters.
[05:52.810 --> 05:55.570]  You've got air conditioner filters that need to be cleaned.
[05:55.570 --> 05:57.490]  Are your carbon filters still working?
[05:57.490 --> 05:59.830]  How long have those carbon filters been around?
[05:59.830 --> 06:01.490]  Do you need to replace them?
[06:01.490 --> 06:05.770]  The next time you replace your carbon filter, get a piece of duct tape and write the date
[06:05.770 --> 06:10.090]  on that duct tape and put that somewhere on your carbon filter just so you can look and
[06:10.090 --> 06:12.250]  say, this has been here for a year.
[06:12.250 --> 06:13.570]  It's almost time to change it.
[06:13.570 --> 06:15.010]  They're supposed to give you two years.
[06:15.010 --> 06:17.250]  They're supposed to be good for two years.
[06:17.250 --> 06:19.370]  Mine don't last that long, which is a compliment.
[06:19.370 --> 06:22.930]  I'm thinking that I'm growing the dank and you can smell it and that carbon filter just
[06:22.930 --> 06:23.930]  ain't working.
[06:23.930 --> 06:27.410]  So I replace it about every year or so, maybe every year and a half, even though you're
[06:27.410 --> 06:29.630]  supposed to get two years.
[06:29.630 --> 06:30.630]  Is it working?
[06:30.770 --> 06:31.770]  Put it aside.
[06:31.770 --> 06:32.770]  Give it a smell.
[06:32.770 --> 06:34.030]  Leave for a little while.
[06:34.030 --> 06:36.150]  Don't come back directly into the grow area.
[06:36.150 --> 06:39.550]  Walk around outside the grow area and see, can you smell it?
[06:39.550 --> 06:40.550]  Bring somebody new.
[06:40.550 --> 06:41.550]  See if they smell it.
[06:41.550 --> 06:45.310]  You've probably gone nose blind and you don't even smell your grow anymore.
[06:45.310 --> 06:46.310]  Let's be safe.
[06:46.310 --> 06:47.590]  Is the carbon filter working?
[06:47.590 --> 06:51.550]  So clean your filters, your air conditioner filters, your carbon filter.
[06:51.550 --> 06:53.670]  What about in your hydro setup?
[06:53.670 --> 06:58.350]  I know when I run a hydro setup, I put a filter that goes from the tank between the tank and
[06:58.350 --> 06:59.350]  the emitters.
[06:59.350 --> 07:00.430]  There is a filter thing.
[07:01.230 --> 07:04.270]  It's like a 45 degree angle that hangs down so that all the heavy shit falls into there
[07:04.270 --> 07:07.430]  as the water passes through the watering system.
[07:07.430 --> 07:10.270]  Has that filter been taken out and cleaned thoroughly?
[07:10.270 --> 07:14.390]  Have you cleaned your hydro lines like the whole system starting from the pump all the
[07:14.390 --> 07:15.650]  way down to the emitters?
[07:15.650 --> 07:20.110]  Maybe just take the emitters out of the plants if you can and just run some sort of cleaner
[07:20.110 --> 07:21.110]  through there.
[07:21.110 --> 07:24.710]  Maybe an enzyme, maybe some Fizan, something just to clean all that shit out of there.
[07:24.710 --> 07:27.850]  You may be surprised what comes out of your watering system.
[07:27.850 --> 07:35.170]  When I build tables with long, big auto watering systems and long PVC pipes and long flex tubes,
[07:35.170 --> 07:39.170]  we make a cap on one end so we can open it and actually blast water through and clean
[07:39.170 --> 07:43.590]  it and you would be amazed at all of the nutrient buildup and all the gunk and junk that builds
[07:43.590 --> 07:48.050]  up inside those lines and you don't know it's there and you're basically feeding the plants
[07:48.050 --> 07:51.010]  that stuff every time you're watering and you don't know it's there.
[07:51.010 --> 07:53.330]  So take a minute, clean out your hydro lines.
[07:53.330 --> 07:56.290]  All that stuff may be built up with gunk.
[07:56.290 --> 07:59.570]  Use an enzyme, an enzymatic product will definitely help break that down.
[07:59.570 --> 08:01.450]  Fizan 20 will push it out.
[08:01.450 --> 08:05.410]  Then make sure you rinse that stuff out of your system, out of the hydro lines, out of
[08:05.410 --> 08:09.770]  all the tubes, out of everything before you put the emitters back in the plants.
[08:09.770 --> 08:14.930]  We don't want to put too much hygrosime or too much Fizan into the plants.
[08:14.930 --> 08:17.770]  The natural part is fine but you don't want to do too much.
[08:17.770 --> 08:20.970]  The cleaning ratio will be stronger than what you're using for feeding.
[08:20.970 --> 08:22.870]  So clean all those tubes.
[08:22.870 --> 08:23.870]  Clean the glass on the lights.
[08:23.870 --> 08:27.670]  I talked about if you have vented lights, clean that glass between the bulb and your
[08:27.670 --> 08:28.670]  canopy.
[08:28.670 --> 08:29.670]  Clean that.
[08:29.670 --> 08:32.590]  That's going to reduce, if that is dirty, that's going to drastically reduce the amount
[08:32.590 --> 08:36.990]  of lumens that make it from the light bulb down to your canopy.
[08:36.990 --> 08:39.190]  That glass is already cutting enough down.
[08:39.190 --> 08:43.930]  Any speck of dirt, any foliar feed, any pesticide spray that gathered on that lens is going
[08:43.930 --> 08:47.070]  to drastically reduce the amount of light that makes it to your canopy.
[08:47.070 --> 08:50.910]  It will drastically reduce light penetration.
[08:50.910 --> 08:54.990]  Speaking of bulbs, how long has it been since you've taken a light meter, a lumen meter,
[08:54.990 --> 08:59.550]  a PAR meter, any sort of meter to your lights to test how much they're putting out.
[08:59.550 --> 09:04.910]  If you're using HPS or metal halides, they put out 100%.
[09:04.910 --> 09:07.910]  You can turn them down but they're still putting out whatever you've got it turned to.
[09:07.910 --> 09:09.990]  It's putting out 100% of that power.
[09:09.990 --> 09:13.910]  Is the bulb giving you 100% of those lumens?
[09:13.910 --> 09:19.730]  My recommendation, when you get a new bulb, get a PAR meter, some sort of a meter, something
[09:19.730 --> 09:22.570]  reliable that you're going to use next time also.
[09:22.570 --> 09:24.810]  A basic lumen meter is perfect.
[09:24.810 --> 09:30.170]  Get a piece of string or a ruler or a tape measure, some way that you can measure consistently.
[09:30.170 --> 09:32.970]  What I'm going to say is get a piece of string about 18 inches long.
[09:32.970 --> 09:34.250]  It's about 18 inches, right?
[09:34.250 --> 09:37.970]  Get a piece of string about 18 inches long and tie it to the end of your lumen meter.
[09:37.970 --> 09:41.330]  Put one end at the light and then hold it the length of that string.
[09:41.330 --> 09:44.010]  Now every time you measure, you're 18 inches from the light.
[09:44.010 --> 09:46.110]  See what the number is on your lumen meter.
[09:46.110 --> 09:47.850]  Write that number down.
[09:48.050 --> 09:51.450]  Every few months, every couple of months, hold that lumen meter up to the light at the
[09:51.450 --> 09:54.270]  same distance and see what number it is showing you.
[09:54.270 --> 09:59.450]  If it's gone down to, if it's 30%, 50% less than what it was showing you, it is definitely
[09:59.450 --> 10:01.370]  time to change that bulb.
[10:01.370 --> 10:06.970]  You're paying for 100% of that electricity and you're getting 50 to 70% of the output
[10:06.970 --> 10:08.210]  from that bulb.
[10:08.210 --> 10:11.530]  If you swap out that bulb, you'll get 100% output again.
[10:11.530 --> 10:13.930]  You'll be getting the electricity that you're paying for.
[10:13.930 --> 10:18.170]  Is the cost of that bulb offsetting the waste of electricity that you're spending?
[10:18.170 --> 10:20.490]  You're pumping the electricity into it.
[10:20.490 --> 10:24.850]  Let's have a bulb that will give us the light that we're paying for, right?
[10:24.850 --> 10:25.850]  Test your bulbs.
[10:25.850 --> 10:26.850]  Mark the date somewhere.
[10:26.850 --> 10:30.730]  When you do get a new bulb, when you do finally replace those bulbs.
[10:30.730 --> 10:34.330]  At the grocery store that I used to shop at a long time ago before things got real busy,
[10:34.330 --> 10:37.490]  when you would buy a new bulb, they would take the bulb out of the box and write the
[10:37.490 --> 10:41.570]  date on the little copper part that screws into the fixture.
[10:41.570 --> 10:44.730]  That was a cool idea, but if I wanted to see the date of my bulb, I had to unscrew
[10:44.730 --> 10:46.210]  it and take it out of there and look.
[10:46.210 --> 10:49.970]  Now I take a piece of duct tape and I write the date that I put a new bulb in my light
[10:49.970 --> 10:53.690]  fixture and I put that duct tape on the light fixture.
[10:53.690 --> 10:55.690]  I want to know when that light went in there.
[10:55.690 --> 10:56.930]  It's printed right there on the light fixture.
[10:56.930 --> 10:58.250]  I just got to look right there.
[10:58.250 --> 11:00.050]  It says that went in January 1st.
[11:00.050 --> 11:02.010]  I got plenty of time on that bulb.
[11:02.010 --> 11:03.010]  Let's measure the lumens.
[11:03.010 --> 11:04.010]  I know how long it's been there.
[11:04.010 --> 11:05.690]  I know how many lumens it's given me.
[11:05.690 --> 11:06.690]  Things are working out.
[11:06.690 --> 11:07.690]  Make some notes.
[11:07.690 --> 11:08.850]  Set yourself up for success.
[11:08.850 --> 11:11.970]  All the notes you make are setting yourself up for success.
[11:11.970 --> 11:12.970]  We smoke.
[11:12.970 --> 11:14.090]  That's why we grow.
[11:14.090 --> 11:15.190]  Most of us are consumers.
[11:15.190 --> 11:16.190]  That's why we grow.
[11:16.190 --> 11:17.730]  That's what inspired us to grow.
[11:17.730 --> 11:21.770]  I really enjoy getting just a nice little buzz, just getting in the zone.
[11:21.770 --> 11:22.770]  You know what I mean?
[11:22.770 --> 11:23.810]  Just a little stony focus.
[11:23.810 --> 11:26.690]  Get baked a little bit and then go in the grow and put on some music and just get in
[11:26.690 --> 11:28.450]  the zone and get work done.
[11:28.450 --> 11:31.090]  But then sometimes I'll come out and be like, I don't even know what I just did for the
[11:31.090 --> 11:32.930]  past four hours in the grow.
[11:32.930 --> 11:33.930]  Make some notes.
[11:33.930 --> 11:35.290]  Do some documentation.
[11:35.290 --> 11:36.890]  Set yourself up for success.
[11:36.890 --> 11:38.610]  Probably if you do something, you got a note.
[11:38.610 --> 11:40.050]  Like, hey, I did this and this and this.
[11:40.050 --> 11:42.810]  And the next time you want to do great results, you got some notes.
[11:42.810 --> 11:44.570]  You say, I did this and this and this.
[11:44.570 --> 11:47.810]  It works just the same when you're marking down your equipment.
[11:47.810 --> 11:49.010]  When did I buy these bulbs?
[11:49.010 --> 11:50.370]  When did I buy this carbon filter?
[11:50.370 --> 11:52.890]  When did I install whatever equipment I'm using?
[11:52.890 --> 11:55.130]  When did I buy that air conditioner?
[11:55.130 --> 11:56.850]  All that stuff, write it down.
[11:56.850 --> 12:01.130]  Keep your receipts also because when shit breaks and you want to argue with them for
[12:01.130 --> 12:03.130]  their warranty, you're going to need that receipt.
[12:03.130 --> 12:04.170]  Where am I on this list?
[12:04.170 --> 12:07.130]  I've got a lot of stuff going on.
[12:07.130 --> 12:10.610]  Mark all your dates and new stuff down somewhere easy to find, either on a clipboard, on the
[12:10.610 --> 12:14.130]  door, or put duct tape on the gear that you're marking the date.
[12:14.130 --> 12:17.170]  The filters and the emitters on your hydro setup, those need to be cleaned.
[12:17.170 --> 12:18.290]  I've talked about that already.
[12:18.290 --> 12:19.450]  They need to be cleaned.
[12:19.450 --> 12:22.610]  In a big commercial environment, I was cleaning those almost every day.
[12:22.610 --> 12:27.130]  We would walk through, as we're watering, walk the rows and make sure all of the emitters
[12:27.130 --> 12:28.130]  are spraying.
[12:28.130 --> 12:32.070]  And if one's not spraying, you'd have a little bucket or a little dish with more emitters
[12:32.070 --> 12:33.070]  in your hand.
[12:33.070 --> 12:36.950]  And we'd just pull one out, pull the dead one out, put the fresh one in, and then we'd
[12:36.950 --> 12:42.510]  go put those dirty emitters in a bucket with either rubbing alcohol or Fizan or H2O2, something
[12:42.510 --> 12:43.710]  just to kind of pre-clean them.
[12:43.710 --> 12:46.590]  And then later in the day, somebody would go and poke them, clean them up, put those
[12:46.590 --> 12:47.590]  in the clean bin.
[12:47.590 --> 12:51.070]  Then you got new fresh ones tomorrow so that when you find all the dead emitters, just
[12:51.070 --> 12:52.190]  replace them.
[12:52.190 --> 12:54.510]  And that's because we used a bunch of chunky nutrients.
[12:54.510 --> 12:59.550]  Some of the stuff we were using, the carbonaria and the Shine together would really clog up
[12:59.550 --> 13:00.550]  the hydro system.
[13:00.550 --> 13:02.670]  So we'd really have to do some cleaning on that.
[13:02.670 --> 13:04.070]  I am kind of rambling.
[13:04.070 --> 13:07.590]  Let's get myself back on focus.
[13:07.590 --> 13:08.710]  Clean all of the equipment.
[13:08.710 --> 13:10.190]  You know the equipment in the room.
[13:10.190 --> 13:11.190]  Clean that shit.
[13:11.190 --> 13:12.190]  Clean all of it.
[13:12.190 --> 13:14.190]  Then clean all of your tools.
[13:14.190 --> 13:15.590]  Your pH pen, clean it.
[13:15.590 --> 13:16.590]  It's dirty.
[13:16.590 --> 13:17.590]  It's really funky.
[13:17.590 --> 13:18.590]  All your scissors, they're dirty.
[13:18.590 --> 13:19.590]  Clean them.
[13:19.590 --> 13:20.590]  Just take out the trash.
[13:20.590 --> 13:21.830]  Clean all of the stuff.
[13:21.830 --> 13:22.830]  You know what is dirty.
[13:22.830 --> 13:24.270]  You know what's funky.
[13:24.270 --> 13:25.270]  Do you have...
[13:25.270 --> 13:26.270]  Let's see.
[13:26.270 --> 13:28.130]  Let me get myself back on notes because I do have some notes here.
[13:28.130 --> 13:29.130]  Clean the ceiling.
[13:29.130 --> 13:30.270]  Start at the ceiling.
[13:30.270 --> 13:32.030]  You may not think the ceiling's dirty.
[13:32.390 --> 13:33.390]  It is.
[13:33.390 --> 13:34.390]  Clean the ceiling.
[13:34.390 --> 13:35.390]  Clean the walls.
[13:35.390 --> 13:36.390]  Clean the floor.
[13:36.390 --> 13:38.310]  Everything in between there, give it a clean.
[13:38.310 --> 13:40.310]  Is the Dosatron working properly?
[13:40.310 --> 13:44.350]  I know that's a big facility device, but let's test that thing.
[13:44.350 --> 13:45.690]  Is it working properly?
[13:45.690 --> 13:47.070]  Let's go in and make sure.
[13:47.070 --> 13:52.550]  If you've got this bottle set up to spit 7 milliliters per dosing every time, just pull
[13:52.550 --> 13:56.270]  out the emitter and see if it's actually spitting out however many milliliters you think it's
[13:56.270 --> 13:57.710]  actually spitting out.
[13:57.710 --> 13:58.710]  Test the Dosatron.
[13:58.710 --> 14:02.990]  See if all the automated equipment...
[14:02.990 --> 14:04.270]  Automated was the word I'm looking for, I promise.
[14:04.270 --> 14:08.550]  See if all of the automated feeding equipment is working.
[14:08.550 --> 14:10.070]  Is all of the automation working?
[14:10.070 --> 14:11.670]  We pay a lot of money for automation.
[14:11.670 --> 14:14.270]  We pay a lot of money to rely on that stuff.
[14:14.270 --> 14:16.770]  Is it working the way we think it is working?
[14:16.770 --> 14:18.350]  Let's test all of those things.
[14:18.350 --> 14:22.390]  Anything you think you've got set to cycle on or cycle off at a certain time, have you
[14:22.390 --> 14:23.390]  checked it in a while?
[14:23.390 --> 14:24.390]  Have you checked the timers?
[14:24.390 --> 14:26.710]  Are the timers where you think they are?
[14:26.710 --> 14:29.670]  Because you think that you changed that fan to come on at a certain time and go off at
[14:29.670 --> 14:33.350]  a certain time when you changed the timer, but maybe you missed a fan or something.
[14:33.350 --> 14:34.350]  Check on all of that stuff.
[14:34.350 --> 14:36.710]  I'm just double checking because it's the first of the month.
[14:36.710 --> 14:40.570]  It is a good time to make a checklist and run through and make sure you've got everything
[14:40.570 --> 14:43.470]  because again, we do get overloaded as growers.
[14:43.470 --> 14:48.070]  We also smoke a little bit of ganja, so we do have a tendency to miss some detail.
[14:48.070 --> 14:52.430]  So I'm just trying to make a list to help you out to set you up for success.
[14:52.430 --> 14:55.750]  Now what else are we going to think about?
[14:55.750 --> 14:56.950]  Are the drains clear?
[14:56.950 --> 15:00.630]  I've got the luxury in a commercial environment to have a floor drain.
[15:00.630 --> 15:02.030]  Are all those drains clear?
[15:02.030 --> 15:03.110]  Do they need to be cleared?
[15:03.110 --> 15:04.390]  Do we need to run a snake down there?
[15:04.390 --> 15:05.790]  Do we need to get a plumber?
[15:05.790 --> 15:07.670]  Do we need some help getting those drains cleared?
[15:07.670 --> 15:09.350]  How are the drains?
[15:09.350 --> 15:12.790]  Now let's talk about stuff that everybody's got going on in their grow.
[15:12.790 --> 15:14.470]  The scissor and mix area.
[15:14.470 --> 15:19.110]  I've got a little table where I keep my scissors and all my mixing stuff and my notes.
[15:19.110 --> 15:20.630]  Is that area cleaned up?
[15:20.630 --> 15:21.930]  Is that clean and tidy?
[15:21.930 --> 15:25.430]  You can get more work done if you've got a nice area.
[15:25.430 --> 15:27.150]  Set yourself up for success.
[15:27.150 --> 15:30.090]  Don't have all kinds of excessive shit on your workspace.
[15:30.090 --> 15:33.230]  If you use these bottles, maybe have these bottles right here.
[15:33.230 --> 15:34.950]  Have some notes here on how to use them.
[15:34.950 --> 15:36.150]  Have your measuring equipment.
[15:36.150 --> 15:37.150]  Have some scissors.
[15:37.150 --> 15:40.690]  Have some towels or some rags to clean up some messes.
[15:40.690 --> 15:42.230]  Have your safety equipment.
[15:42.230 --> 15:45.310]  But then you don't really need a lot of other ... You don't need a bunch of excessive shit
[15:45.310 --> 15:46.310]  around.
[15:46.310 --> 15:49.110]  It just makes ... It's distracting and it makes messes and it will slow you down.
[15:49.110 --> 15:50.710]  So is your area clean?
[15:50.710 --> 15:53.190]  How about your scissors and your mixing cups?
[15:53.190 --> 15:54.230]  Are they clean?
[15:54.230 --> 15:56.750]  I use a scale for powdered nutrients.
[15:56.750 --> 15:59.190]  Is your scale for measuring nutrients clean?
[15:59.190 --> 16:00.630]  Is it calibrated?
[16:00.630 --> 16:02.070]  That's something important to think about.
[16:02.070 --> 16:03.630]  Is that scale calibrated?
[16:03.630 --> 16:08.870]  Because I'm using that to measure five grams of powdered nutrients per gallon of water.
[16:08.870 --> 16:13.510]  If that thing is off, then I am not feeding properly at all, which we can double check
[16:13.510 --> 16:15.630]  with our EC and our pH meters.
[16:15.630 --> 16:17.430]  Are those clean and calibrated?
[16:17.430 --> 16:20.170]  Those need attention as well.
[16:20.170 --> 16:24.530]  Something we may not think about, but I think needs attention are the smoke alarms.
[16:24.530 --> 16:28.250]  The smoke detectors and carbon monoxide detectors.
[16:28.250 --> 16:29.510]  Have they been tested?
[16:29.510 --> 16:30.750]  Are they working?
[16:30.750 --> 16:32.430]  Are they in good working condition?
[16:32.430 --> 16:34.650]  Those are going to possibly save a life.
[16:34.650 --> 16:39.530]  So fire alarms, CO2 alarms, and then you need that fire extinguisher.
[16:39.530 --> 16:42.550]  If you do have a fire, hopefully you've got a fire extinguisher.
[16:42.550 --> 16:43.850]  Check that bad dog.
[16:43.850 --> 16:45.970]  Do you know how to use the fire extinguisher?
[16:45.970 --> 16:47.250]  Having it is one thing.
[16:47.250 --> 16:48.990]  Knowing how to use it is another thing.
[16:48.990 --> 16:50.090]  Do you know how to use it?
[16:50.090 --> 16:51.210]  Are you ready to use it?
[16:51.210 --> 16:53.370]  Are you going to shit your pants and freak out?
[16:53.370 --> 16:57.090]  Or you're going to pull the pin, aim toward the bottom of the fire, and spray and burst
