[00:00.000 --> 00:02.180]  Welcome back, podcast world.
[13:41.320 --> 13:45.840]  If you've got two blowers and a carbon filter, it is really easy to put the carbon filter
[13:45.840 --> 13:47.160]  on some sort of a shelf.
[13:47.160 --> 13:50.320]  Just get it up off the ground, put it in the back corner of the tent.
[13:50.320 --> 13:54.160]  Then you've got carbon filter, put the blower on there, put a piece of duct tape between
[13:54.160 --> 13:59.000]  them so you make a nice seal, put ducting on there, put plenty of duct tape on there,
[13:59.000 --> 14:03.120]  a nice seal on that so you don't get any air leakage, then run that ducting wherever you
[14:03.120 --> 14:06.480]  need it to get it away from that tent or away from that room.
[14:06.480 --> 14:10.680]  Now at this point, all of the air leaving your grow tent should be passing through that
[14:10.680 --> 14:14.480]  carbon filter and should be odor free and you should be safe.
[14:14.480 --> 14:17.400]  Now let's talk about how to set up the grow lights.
[14:17.400 --> 14:21.440]  Our main option for hanging the grow lights is to use those provided bars and hang them
[14:21.440 --> 14:23.840]  from the ceiling just like recommended.
[14:23.840 --> 14:25.080]  I would do that.
[14:25.080 --> 14:30.160]  I don't like to hang much more than a grow light from that top bar, but let's go ahead
[14:30.160 --> 14:32.840]  and hang the grow lights from the top as recommended.
[14:32.840 --> 14:38.760]  I like to use some sort of height adjustable light hanger, something like a yo-yo or whatever
[14:38.760 --> 14:42.840]  is available at your local grow store because I like to be able to adjust that light very
[14:42.840 --> 14:48.400]  easily without any stress on my body and without risking causing any problems in the grow.
[14:48.400 --> 14:52.480]  So I recommend one of those ratchet style light mover hangers.
[14:52.480 --> 14:54.820]  Those will make your life much easier.
[14:54.820 --> 14:59.800]  So hang the light, install the bulb, don't leave any fingerprints or hand marks on the
[14:59.800 --> 15:00.800]  bulb.
[15:00.800 --> 15:05.320]  When you are screwing the bulb into your reflector, I recommend wearing a rubber glove or even
[15:05.320 --> 15:08.960]  one of those felty gloves so that you don't leave any marks on the bulb.
[15:08.960 --> 15:13.760]  Then when you are done, I also recommend wiping that bulb off with a paper towel or something.
[15:13.760 --> 15:15.600]  Please don't leave any fingerprints on it.
[15:15.600 --> 15:18.280]  That's not good for your bulb and it's very easy to prevent.
[15:18.280 --> 15:20.000]  So let's clean off the bulb.
[15:20.000 --> 15:24.760]  You are potentially going to hang two lights in this grow, so let's hang both of them up
[15:24.760 --> 15:26.600]  if that is what you choose to do.
[15:26.600 --> 15:28.800]  So now we've got two lights hanging.
[15:28.800 --> 15:31.520]  We don't have any ducting on there, but we've got the bulbs in.
[15:31.520 --> 15:35.300]  Now it is time to install that ducting.
[15:35.300 --> 15:39.400]  Now is the time to think about which direction you need to move the air.
[15:39.400 --> 15:40.840]  Where does that air need to go?
[15:40.840 --> 15:42.500]  How are you getting it out of that room?
[15:42.500 --> 15:44.520]  Where does it go once it leaves the tent?
[15:44.520 --> 15:49.200]  I would run that duct to where your goal destination for that air is.
[15:49.200 --> 15:52.600]  Are you going to dump it right by the doorway so that it can cycle out of that room into
[15:52.600 --> 15:53.660]  the other room?
[15:53.660 --> 15:57.160]  Are you going to run it just to the opposite side of the room, far away from the tent and
[15:57.160 --> 15:58.240]  hope that it works that way?
[15:58.240 --> 16:01.540]  It possibly will, but now is the time to think about that.
[16:01.540 --> 16:04.720]  Put that ducting there, then run it to your tent.
[16:04.720 --> 16:08.660]  And at the tops of the tents, there is an in and an out on each side.
[16:08.660 --> 16:09.820]  They don't come from the ceiling.
[16:09.820 --> 16:12.300]  They're toward the top of the tent on the sides.
[16:12.300 --> 16:16.420]  Most tents have these ducts in and out for this exact purpose.
[16:16.420 --> 16:21.220]  We're going to run a length of ducting in one side of the tent, and we will attach that
[16:21.220 --> 16:23.020]  to one of your grow lights.
[16:23.020 --> 16:27.960]  I recommend a piece of duct tape, and I also recommend a hose clamp around that.
[16:27.960 --> 16:33.580]  Then we're going to run another piece of ducting from the other side of that light to the other
[16:33.580 --> 16:34.580]  light.
[16:34.640 --> 16:35.920]  Make a nice little bend.
[16:35.920 --> 16:37.840]  Don't make a nice sharp angle.
[16:37.840 --> 16:38.840]  Make kind of a curve.
[16:38.840 --> 16:40.600]  The more of a curve you can make, the better.
[16:40.600 --> 16:46.120]  You don't want a super sharp angle that lessens the efficiency of your blower.
[16:46.120 --> 16:51.040]  We want a nice curve, and we need to attach that ducting securely to our second light.
[16:51.040 --> 16:56.720]  You've got ducting running from essentially your exit point into the tent, attached to
[16:56.720 --> 16:58.000]  the first light.
[16:58.000 --> 17:02.320]  Then off of the other side of that light, you've got ducting attaching that to the next
[17:02.320 --> 17:03.320]  light.
[17:03.320 --> 17:08.420]  The obvious next step in this chain is to run ducting off of light number two and out
[17:08.420 --> 17:10.860]  of that vent on the other side of the tent.
[17:10.860 --> 17:15.940]  Whichever side you went in, there was another exit port on the other side of the tent.
[17:15.940 --> 17:17.440]  Run it right through there.
[17:17.440 --> 17:22.700]  We have now created a tunnel that goes in one side of the tent, over light number one,
[17:22.700 --> 17:25.880]  over light number two, and out of the tent.
[17:25.880 --> 17:31.220]  Essentially the air that travels through that tunnel never makes it into your grow environment.
[17:31.320 --> 17:34.240]  Now how do we move that heat and that air away from the lights?
[17:34.240 --> 17:38.280]  We use that second six inch blower that we spoke of earlier.
[17:38.280 --> 17:43.880]  You can attach your second six inch inline fan to that ducting outside of the tent, and
[17:43.880 --> 17:48.960]  you can either hang that six inch inline fan from the ceiling, or you can set it on a cinder
[17:48.960 --> 17:50.400]  block on the floor.
[17:50.400 --> 17:55.640]  The main point of that fan is to blow air through the ducting, over the lights, and
[17:55.640 --> 17:57.240]  out of the other side.
[17:57.240 --> 18:02.700]  All you were doing is moving that heat away from the grow tent and away from the lights.
[18:02.700 --> 18:07.460]  You don't have to worry about that air being filtered because that air never comes in contact
[18:07.460 --> 18:08.700]  with your grow space.
[18:08.700 --> 18:12.760]  It's just simply blowing through a tube that goes right through the room.
[18:12.760 --> 18:16.500]  It's kind of a little subway tunnel that just runs right through the city of your grow.
[18:16.500 --> 18:18.780]  It doesn't interact with the grow in any way.
[18:18.780 --> 18:20.600]  It's its own little air chain.
[18:20.600 --> 18:25.100]  Now you will need to run that end ducting to your exit point, wherever you need to get
[18:25.200 --> 18:27.700]  rid of that heat, wherever you're running that other duct.
[18:27.700 --> 18:32.360]  I would recommend running them right to the same point and get that stale, stagnant air
[18:32.360 --> 18:36.560]  and that grow light heat right away from your grow tent as far as you can.
[18:36.560 --> 18:40.360]  So that sounded too simple in my mind when I said it, so I'm going to recap to make sure
[18:40.360 --> 18:41.800]  we got it correct.
[18:41.800 --> 18:47.080]  The first blower and carbon filter will simply set on the floor or on a shelf in the back
[18:47.080 --> 18:48.760]  corner of the grow tent.
[18:48.760 --> 18:52.240]  You've got the carbon filter, you've got the blower on top of that pointing to where it
[18:52.240 --> 18:56.100]  is sucking the air through the filter and up to the ducting.
[18:56.100 --> 19:00.580]  You run that ducting out of the ceiling of the grow tent and now your filtered air, your
[19:00.580 --> 19:05.540]  stale humid air is leaving that grow tent and now you run that ducting wherever that
[19:05.540 --> 19:07.180]  needs to go.
[19:07.180 --> 19:11.820]  That carbon filter and that blower creating that suction will result in fresh air coming
[19:11.820 --> 19:15.140]  in through the passive vents in the bottom of your grow tent.
[19:15.140 --> 19:19.980]  So now we are getting rid of stale air, we're getting rid of humidity and we're also replacing
[19:20.000 --> 19:26.480]  that with fresh air and the aroma of cannabis is not escaping the tent if we zip it up appropriately.
[19:26.480 --> 19:29.600]  Now we have installed the two lights, they're hanging in the middle of the tent.
[19:29.600 --> 19:34.520]  We've run ducting into the tent to the first light, out of the end of the second light
[19:34.520 --> 19:39.740]  into the end of light number two, then out of light number two we have ran ducting going
[19:39.740 --> 19:45.520]  all the way out of the tent, all the way to our second six inch inline fan.
[19:45.520 --> 19:50.440]  You can set that six inch inline fan to push or pull that air over the lights, whichever
[19:50.440 --> 19:51.440]  way you prefer.
[19:51.440 --> 19:57.160]  I do not have any science to back it up, but in my experience, I think that those blowers,
[19:57.160 --> 20:02.480]  those inline fans are more efficient at pulling air than they are pushing air.
[20:02.480 --> 20:06.340]  They've got more suction power than blowing power in my opinion.
[20:06.340 --> 20:10.200]  So simply run that ducting through the tent, through the lights and right back out of the
[20:10.200 --> 20:11.200]  tent.
[20:11.200 --> 20:14.200]  Make sure that it is sealed at every opportunity for air to leak.
[20:14.200 --> 20:15.720]  You need to seal that up.
[20:15.720 --> 20:17.680]  Make sure you seal everything.
[20:17.680 --> 20:23.200]  If you have got your blower pulling air across those lights and it is sucking air this way,
[20:23.200 --> 20:27.920]  you have got the opportunity to suck aroma up through the lights and then out of that
[20:27.920 --> 20:31.120]  ducting if it is not sealed appropriately.
[20:31.120 --> 20:33.360]  So make sure you seal everything.
[20:33.360 --> 20:37.600]  And even though it's more efficient to suck the air, you may want to push it because that
[20:37.600 --> 20:42.320]  way you're pushing air and if you have any leaks, the leaky air will leak into your grow
[20:42.440 --> 20:46.440]  tent and you won't be pushing odoriferous air out of the environment.
[20:46.440 --> 20:48.560]  So that may be a safety factor.
[20:48.560 --> 20:51.240]  If you don't seal it up all the way, push the air.
[20:51.240 --> 20:55.120]  That way the aroma gets left into the tent and it doesn't sneak out.
[20:55.120 --> 20:56.320]  I hope that makes sense.
[20:56.320 --> 20:57.320]  Think of it this way.
