[00:17.020 --> 00:19.540]  Welcome back, Cannabis community.
[08:29.300 --> 08:31.260]  Did he just say he had 50 grams? Yeah.
[08:31.260 --> 08:35.620]  He's got 50 containers that have all been being smoked from through the past six
[08:35.620 --> 08:36.740]  months through a year and a half.
[08:36.940 --> 08:41.300]  Yep. And so most of them have like a quarter gram or a half gram left in them.
[08:41.300 --> 08:44.340]  But at the size dabs you take, I mean, that's plenty of dabs left in there.
[08:44.580 --> 08:46.940]  Right. I haven't had to buy. I mean,
[08:46.980 --> 08:50.100]  I can't even remember the last time I bought hash.
[08:51.460 --> 08:54.740]  It's just, I haven't had extra money to spend on hash.
[08:54.740 --> 08:57.420]  I've been saving up for a handful of different things, including this trip.
[08:57.980 --> 09:01.820]  And so like I've got hash, I don't need to spend money on it. Um,
[09:01.940 --> 09:05.140]  I've been actively trying to get rid of, uh,
[09:06.500 --> 09:08.700]  um, the different containers that I've got.
[09:08.700 --> 09:12.180]  So if one starts getting much lower than the others, I'll focus on it.
[09:12.380 --> 09:15.380]  Just to smoke that one, smoke that one. Try to get it out of the pile. Um,
[09:15.420 --> 09:19.260]  you know, if you need help, bro, I know a guy that takes dabs. I was chuckling.
[09:19.260 --> 09:21.820]  I meant to bring two or three of the different containers over tonight.
[09:21.820 --> 09:23.220]  Then I left them all sitting on my desk.
[09:23.220 --> 09:24.740]  That's all right. You're a sidetrack sometimes.
[09:25.580 --> 09:26.980]  But, uh, I mean,
[09:26.980 --> 09:30.460]  I've actively been going through it and I've still got 40 or 50 containers.
[09:30.500 --> 09:32.060]  Damn. That's impressive. Yeah.
[09:32.100 --> 09:34.900]  I've probably got 10 or 12 different flavors on deck right now. You know,
[09:34.900 --> 09:39.700]  you burn, you've probably got more hash on the table than I've got at home.
[09:40.700 --> 09:43.620]  Um, but I have way more containers.
[09:43.620 --> 09:47.300]  There's about seven to 10 grams of one kind right here and similar on this one.
[09:47.300 --> 09:50.340]  And then I've got six stacks of this apothecary lemon Jeffrey right here.
[09:50.340 --> 09:54.940]  There's more in the bag over here. And this is some, uh, citrus sap shatter.
[09:55.380 --> 10:00.060]  Uh, that's some water hash. And then in here, this is a fun little container.
[10:00.820 --> 10:04.420]  This container, uh, I grabbed some shatter and put shatter in here.
[10:04.460 --> 10:07.260]  And then when it gets low, I just grabbed shatter from another container,
[10:07.300 --> 10:09.220]  whichever this is my little to go container.
[10:09.420 --> 10:11.220]  And this is what I dab on when I'm out and about.
[10:11.220 --> 10:13.140]  If I stop at someone's house or if I have a little break,
[10:13.140 --> 10:16.500]  this is what I dab out of. And everyone's like, Holy shit, I'm so high.
[10:16.500 --> 10:18.940]  What's in there. And I'm like, it's just a mix of shit. Everything.
[10:18.940 --> 10:21.460]  It's everything good for the last year. And it sits in the car.
[10:21.460 --> 10:24.380]  So it all just melts into one little puddle. It's nice and even.
[10:24.380 --> 10:26.660]  It's all congealed together. You don't know what you're getting.
[10:26.660 --> 10:29.060]  It always tastes so good, but that that's,
[10:29.300 --> 10:31.580]  that's my little time bomb right there of dabs.
[10:33.180 --> 10:36.260]  So what I was getting to before we got sidetracked on Mike,
[10:36.260 --> 10:38.100]  having 50 containers,
[10:38.460 --> 10:43.220]  what I was getting to is he smokes a gram of flour and
[10:43.420 --> 10:46.620]  like maybe a half a gram of shatter over a week.
[10:46.940 --> 10:49.780]  The one gram of flour a day and a half a gram of shatter over a week,
[10:49.780 --> 10:53.380]  probably if you put it all together and he's going to go to Mexico for like a
[10:53.380 --> 10:57.420]  week. Yeah. And when you come back, you think it's going to take one dab.
[10:58.060 --> 11:00.940]  Oh, easy. Yeah. One dad, just to make you have to lay on the couch.
[11:00.980 --> 11:01.820]  Feet go numb.
[11:01.820 --> 11:06.020]  Giggle high, like I haven't greened out in two years.
[11:06.220 --> 11:09.180]  The last time I took a tea break, I kind of, I should try that.
[11:09.940 --> 11:13.060]  Do it on vacation. Um, in my experience,
[11:13.060 --> 11:17.380]  the only thing you need to go to in your life to go from daily marijuana
[11:17.380 --> 11:21.980]  consumption to no marijuana consumption for a few days is some interesting shit
[11:21.980 --> 11:23.860]  in your life. Right. Just a break in the rhythm.
[11:24.140 --> 11:27.380]  Last time I went to the warmup half of Mardi Gras,
[11:28.020 --> 11:32.420]  the couple of weeks before actual Mardi Gras with the topless and in the
[11:32.420 --> 11:37.100]  drunkenness is just like family fun drunkenness where it's
[11:37.100 --> 11:39.100]  exactly the same, but everybody keeps their top.
[11:39.140 --> 11:43.100]  Well almost everybody keeps their top on the people that got the memo, right?
[11:43.100 --> 11:44.260]  People that know what's going on.
[11:44.260 --> 11:47.900]  There's always one or two people that clearly showed up in town this morning who
[11:47.900 --> 11:49.220]  are already way too hammered.
[11:49.220 --> 11:51.540]  And one of them keeps trying to take their shirt off while everyone in their
[11:51.540 --> 11:55.900]  group was like, no, it's two weeks from now. Um,
[11:56.140 --> 12:00.580]  but just checking out new Orleans was more than enough to take my mind off.
[12:01.340 --> 12:03.940]  And then you did get some weed and it was super impressive, right?
[12:05.820 --> 12:06.700]  Uh, no,
[12:06.700 --> 12:09.980]  I kept running into people that were offering to sell me weed and it made me
[12:09.980 --> 12:14.420]  laugh because more than one of them was like, dude, my guy gets Colorado.
[12:15.980 --> 12:19.900]  And one of them I'd been chatting with for like 10 minutes while we sat there and
[12:21.260 --> 12:25.740]  smoked a cigarette and he gets me on the phone with his guy.
[12:25.740 --> 12:28.660]  Like that's how far he takes this. He pulls out his cell phone. He's like,
[12:28.660 --> 12:33.460]  let me call my bro. He'll really appreciate the referral. Um, and you,
[12:33.500 --> 12:36.820]  you know, you seem like you, you'd really prefer to be stoned right now.
[12:38.500 --> 12:41.940]  And he calls the guy and he puts, he hands me the phone and he was like, yeah,
[12:41.940 --> 12:44.820]  he just said you're from Colorado. And I go, yeah, I'm,
[12:44.940 --> 12:47.740]  I'm really from Colorado. And the guy on the phone goes,
[12:48.060 --> 12:50.300]  my weed's not from Colorado and just hangs up the phone.
[12:52.660 --> 12:55.620]  He's like, this guy is going to call me out as soon as we try to take his money.
[12:55.620 --> 12:58.460]  He's like, I've done this before. I've hopped on my bike.
[12:58.620 --> 13:01.540]  Cause that's how everybody that was selling weed that I ran into did it down.
[13:01.540 --> 13:06.540]  There was just bike messenger everywhere. Um, I'm not riding my bike 15 blocks.
[13:06.900 --> 13:08.020]  Um, you know,
[13:08.220 --> 13:12.220]  a week before Mardi Gras when everything's nuts and crowded to show up when the
[13:12.220 --> 13:13.980]  guy's going to take one look at it and be like,
[13:13.980 --> 13:15.540]  get this fucking mids out of my face.
[13:15.660 --> 13:17.300]  New Orleans swamp weed away from me.
[13:17.380 --> 13:18.220]  I don't want none of this.
[13:18.220 --> 13:21.580]  The couple of times I ran into people smoking weed out in public,
[13:21.580 --> 13:24.020]  it smelled terrible. Um, we were laughing.
[13:24.020 --> 13:29.020]  My wife's not a cannabis aficionado like I am. Uh, doesn't partake at all.
[13:29.740 --> 13:31.340]  I mean, it hasn't for like 20 years.
[13:31.340 --> 13:34.580]  She can smell me when I show up from a mile away. She's like, God,
[13:34.580 --> 13:39.220]  you reek. And I'm like, yeah, yeah. He's coming over the bridge now.
[13:39.740 --> 13:42.380]  Um, but uh, when we were in new Orleans,
[13:42.380 --> 13:45.180]  she kept leading over and going, even I know that smells bad.
[13:47.180 --> 13:50.580]  Poor lady. Um, that was like nine or 10 days.
[13:51.300 --> 13:53.100]  And so it wasn't that the trip where she got pregnant.
[13:53.380 --> 13:55.900]  No, that's the trip where we found out we were pregnant. Okay.
[13:56.420 --> 14:00.780]  All right. Um, but close. Cool. Reminiscing.
[14:01.220 --> 14:04.300]  Yep. Um, so you have to keep talking.
[14:04.420 --> 14:05.740]  This one's going to be a short break,
[14:05.740 --> 14:07.780]  but my consumption has been lighter this round too.
[14:07.780 --> 14:11.340]  So I'm looking forward to it. Take a tea break every now and again, people.
[14:12.580 --> 14:13.580]  It's good for your brain.
[14:13.940 --> 14:15.740]  I'm going to use what you were talking about into a segue,
[14:15.740 --> 14:18.140]  but I want to finish this dab of lemon Jeffrey before I do it.
[14:18.180 --> 14:21.580]  I'm just hoping you turn at least some colors. Cause that dad was massive.
[14:22.020 --> 14:25.380]  Like I got a good hit just with the extra vapor in the room.
[14:25.420 --> 14:27.940]  I'm kind of a soldier, so it won't be as much, but look,
[14:27.940 --> 14:31.220]  the hair on my arm did move and Mike went to pull the extra leftover smoke.
[14:31.220 --> 14:32.140]  Cause that's so tasty.
[14:32.140 --> 14:35.260]  That's usually like a Mike dab left in the rig when he's done with it.
[14:36.580 --> 14:38.700]  It doesn't make me choke like mad cause it's the heat.
[14:38.740 --> 14:41.140]  It's the hot dab on my smoker lungs.
[14:41.220 --> 14:45.220]  Yeah. You melt that smoker tar back in there. Yep. All right.
[14:45.220 --> 14:47.180]  So I kind of set up something.
[14:47.180 --> 14:49.820]  I got an email from somebody today and you kind of went the right direction to
[14:49.980 --> 14:51.540]  make it a segue. I love it.
[14:52.220 --> 14:55.460]  I'm opening up the email on my phone because my iPhone locks cause I have it on
[14:55.460 --> 14:58.300]  this low battery mode. So it just locks every seven seconds.
[15:00.380 --> 15:02.180]  But this person asked, uh,
[15:02.220 --> 15:04.940]  they said I started listening to your podcast and I'm getting through some of
[15:04.940 --> 15:06.460]  the episodes and loving the info.
[15:06.780 --> 15:11.020]  I've started growing and I'm on my second grow at a boy or girl,
[15:11.660 --> 15:13.980]  a boy because he can sit well, it could be girl.
[15:13.980 --> 15:18.580]  It's 2017 continues to say my wife is a T1 diabetic and started getting a
[15:18.660 --> 15:23.380]  gastro, uh, peresis. I hope I said that correctly. I'm not a doctor. Uh,
[15:23.380 --> 15:26.300]  she has trouble with appetite and Indica's make her hungry, which is great.
[15:26.300 --> 15:30.300]  She's also starting to get anxiety and I know weed is great for that.
[15:31.860 --> 15:33.700]  Uh, the correct weed is good for anxiety.
[15:33.700 --> 15:35.900]  Some weed will give people a panic attack.
[15:36.060 --> 15:39.900]  Your favorite weed will give most people a panic attack, right?
[15:39.980 --> 15:42.860]  You're in luck though. Cause for most folks, uh,
[15:42.860 --> 15:47.180]  what stimulates hunger is also good for the anxiety. So, uh,
[15:47.220 --> 15:49.980]  you're not going to have to hunt real far from what you're already shopping for.
[15:49.980 --> 15:54.580]  Right? It'll be similar. Similar strains will have that effect. Luckily the, uh,
[15:54.620 --> 15:56.580]  the email goes on to say, sorry, I'm coughing after that. Dad,
[15:56.580 --> 16:00.140]  the email goes on to say, can you help me figure out medical type dosing?
[16:00.180 --> 16:03.580]  I know how to get high, but what does medical treatment look like?
[16:03.660 --> 16:07.140]  Small amounts each hour, every two hours, et cetera.
[16:07.500 --> 16:10.740]  He's ends the email with we're in Oregon. So strains here can be different.
[16:10.740 --> 16:14.940]  So knowing characteristics to look for in strains would be very helpful as well.
[16:15.140 --> 16:16.260]  Thank you in advance.
[16:16.740 --> 16:19.380]  I'm not going to say your name on the air because I don't know if you want me to,
[16:20.140 --> 16:24.340]  but it's a dude, it is a boy. So we did verify that by the name. Also,
[16:24.380 --> 16:27.700]  it's 2017. So that name could be a girl's name.
[16:27.700 --> 16:29.660]  I gotta be careful with all this new shit that's happening.
[16:29.700 --> 16:34.220]  I think he, I think he said in the email, but where's he located? Oregon. Okay.
[16:35.260 --> 16:39.060]  Um, and then looking for what does medical dosing look like?
[16:39.060 --> 16:41.820]  What does medical dosing look like? Which explains why you asked me that question.
[16:41.820 --> 16:44.180]  I was like, why do you want to know my consumption rates on the show?
[16:44.180 --> 16:46.540]  But you started talking about taking a consumption break and I was like, well,
[16:46.540 --> 16:48.900]  this will be a smooth segue if my high ass can make it work.
[16:48.900 --> 16:51.100]  No, that was smooth. But, uh, I mean,
[16:51.100 --> 16:54.860]  medical consumption is just, everybody's got to find that fine line.
[16:55.140 --> 16:58.460]  I think is what you're looking for is, uh, that,
[16:58.660 --> 17:03.660]  that space between I've consumed a dose low enough that it's non-intoxicating
[17:05.180 --> 17:10.060]  or it's not, um, reducing the number of things I feel comfortable,
[17:10.620 --> 17:13.740]  um, doing or participating in, in my daily life.
[17:14.300 --> 17:19.020]  And, uh, it's also a large enough dose that it's, uh,
[17:19.060 --> 17:22.060]  treating whatever medical condition you're seeking to treat with that.
[17:22.540 --> 17:27.500]  There may be a threshold, a short time period where you are too high.
[17:28.620 --> 17:32.260]  Uh, you are more high than you'd prefer to be to get the medicine to work
[17:32.260 --> 17:37.220]  medically for you. But over a small period of time, the high will wear off.
[17:37.620 --> 17:41.460]  You'll adjust to the high and the medicine part will still be valuable.
[17:42.060 --> 17:46.740]  Um, I always encourage people to start very, very low. Yes. Um,
[17:46.740 --> 17:51.180]  and slowly work up. Cause I mean, unless you're talking about, um,
[17:51.220 --> 17:55.420]  you've got a cancer diagnosis or something like that. Um,
[17:55.620 --> 17:58.340]  if you're looking to stimulate appetite or,
[17:59.060 --> 18:02.980]  or you some anxiety or help you sleep, um, start off really low,
[18:02.980 --> 18:07.700]  start off with five milligrams, um, you know, two and a half milligrams,
[18:07.740 --> 18:10.940]  seven milligrams, something light. Um,
[18:11.300 --> 18:14.380]  and see how that affects you and slowly build up from there.
[18:14.740 --> 18:16.220]  I talked to a couple of people that were like,
[18:16.220 --> 18:19.340]  I started with a hundred milligrams and it's just too much. Yeah.
[18:19.340 --> 18:22.380]  And it's like, well, duh, like you just told me,
[18:22.380 --> 18:24.140]  you started off with the whole bottle of whiskey.
[18:24.140 --> 18:25.620]  It didn't like what it did to you. Like, well,
[18:25.620 --> 18:30.060]  that's because you didn't do it right. Yeah. So start slow, start nice and slow.
[18:30.740 --> 18:31.580]  Uh, there's a,
[18:31.780 --> 18:35.620]  I don't know where to draw the line between medical dosing and getting high.
[18:35.620 --> 18:37.220]  Because like I said earlier,
[18:37.220 --> 18:41.580]  you may have to smoke until you feel a little head buzz before the pain goes
[18:41.580 --> 18:44.340]  away. But maybe that's part of the medicine also.
[18:44.380 --> 18:48.900]  Maybe that being high is actually part of what helps with the medication because
[18:48.900 --> 18:52.460]  you forget that you've got this condition that makes you anxious.
[18:52.820 --> 18:56.580]  And maybe that mental thing is actually part of the medical treatment for some
[18:56.580 --> 18:57.420]  people.
[18:57.620 --> 18:57.940]  I mean,
[18:57.940 --> 19:02.380]  this is a very individual topic because this is going to be very different for
[19:02.380 --> 19:03.420]  each person. Cause I,
[19:03.420 --> 19:08.420]  I know lots of people that need some of those intoxicating symptoms to start
[19:09.540 --> 19:14.540]  kicking in before the anxiety starts to dissipate before the hunger starts to
[19:15.020 --> 19:18.980]  kick in before the muscle spasticity starts to slow down.
[19:20.140 --> 19:23.180]  And then they just kind of have to chill for a minute and wait for a little bit
[19:23.180 --> 19:26.500]  of that intoxication to pass before they go about whatever else.
[19:26.780 --> 19:29.580]  I've got a, excuse me, I've got a traumatic brain injury.
[19:30.020 --> 19:31.340]  A lot of people that listen to the show,
[19:31.940 --> 19:33.740]  they've been through it with me honestly,
[19:33.740 --> 19:35.260]  if they've listened for the past two years,
[19:35.260 --> 19:35.620]  three years,
[19:35.620 --> 19:37.780]  it happened while you were recording.
[19:37.980 --> 19:39.700]  Like the injury didn't happen on the show,
[19:39.700 --> 19:42.260]  but like this events took place while you were doing it.
[19:42.260 --> 19:43.660]  And I never missed an episode.
[19:43.660 --> 19:46.620]  And there were a couple of episodes where I wasn't even fucking there.
[19:46.660 --> 19:49.620]  I don't remember sitting at this table recording. I don't remember it,
[19:49.900 --> 19:52.460]  but it happened. And I remember listening to those episodes going, wow,
[19:52.460 --> 19:54.660]  I said some dumb shit on those podcasts,
[19:55.180 --> 19:58.660]  but sometimes I have leftover effects from that traumatic brain injury.
[19:58.660 --> 20:00.540]  It'll bother me all day sometimes.
[20:00.900 --> 20:03.300]  And it's just things that you, if you have a brain injury,
[20:03.300 --> 20:05.060]  you know what I'm talking about. I'm not going to go into detail.
[20:05.380 --> 20:08.860]  Sometimes I have to get high to make that go away. There's not a pill.
[20:09.100 --> 20:10.340]  There's not a treatment.
[20:10.340 --> 20:13.740]  There's nothing that works other than me just being high enough to where I don't
[20:13.740 --> 20:17.300]  remember that that's bothering me because I have to get distracted from it,
[20:17.300 --> 20:21.420]  but it's so bothersome. One of them, I can't get, I can't get away.
