[00:00.000 --> 00:04.000]  Hello, my name is Ben Crabb. I do technical sales and support here at Apogee Instruments.
[02:09.000 --> 02:13.000]  That battery life will be dependent on the amount of time that you're connected with your phone,
[02:13.000 --> 02:19.000]  and the Bluetooth communication requires more power than just the logging.
[02:19.000 --> 02:21.000]  Let's see.
[02:21.000 --> 02:26.000]  The last thing on this that I'll point out is the ADC, the analog-to-digital converter resolution.
[02:26.000 --> 02:35.000]  This is 24 bits, so that's two-raised-to-the-24th power, number of intervals across the 2.5-volt measurement range,
[02:35.000 --> 02:42.000]  which is negative 1.25-volt to 1.25-volt, and so that's very fine resolution measurements.
[02:42.000 --> 02:48.000]  You can distinguish very fine changes in the voltage value from the sensors.
[02:48.000 --> 02:49.000]  Oh, one more thing I'll point out.
[02:49.000 --> 02:55.000]  A 2-thirds AA is what it runs on, so this is a little unusual battery size, but you can find it online in battery stores.
[02:55.000 --> 03:02.000]  It's not too hard to find, and it just looks like a AA battery, but it's a little bit shorter.
[03:02.000 --> 03:05.000]  It is a great solution for spot measurements.
[03:05.000 --> 03:09.000]  We're talking about, in particular, the PAR application now.
[03:09.000 --> 03:11.000]  Spot measurements, logging PPFD values.
[03:11.000 --> 03:18.000]  This is photosynthetic photon flux density, that value that's expressed in units of micromoles per meter squared per second
[03:18.000 --> 03:26.000]  of light within the 400- to 700-nanometer wavelength for plants, and calculating DLI and photo periods.
[03:26.000 --> 03:28.000]  DLI is the daily light integral.
[03:28.000 --> 03:33.000]  This is just the summation of all those PPFD values over the course of a day,
[03:33.000 --> 03:38.000]  and the photo period is how many hours over the last 24 has the light been above a threshold.
[03:38.000 --> 03:41.000]  You can set a custom threshold in here.
[03:41.000 --> 03:45.000]  By default, it chooses half a micromole, which is quite dark.
[03:45.000 --> 03:53.000]  Then these two graphics just show the concept of DLI across the country per month.
[03:53.000 --> 04:02.000]  This is just from sun, but of course, if you're growing indoors, electric lights will also contribute to your DLI situation.
[04:02.000 --> 04:06.000]  On the right, this is a document that you can link to on our website.
[04:06.000 --> 04:15.000]  It came through Purdue University's Extension Office, and it highlights the DLI values for a whole lot of different species.
[04:15.000 --> 04:25.000]  With our device, with this microcache logger, you can precisely measure your light levels for the optimum level for your plants
[04:25.000 --> 04:28.000]  and the optimum photo period for your plants.
[04:28.000 --> 04:33.000]  Here's an overview of the screens in the app.
[04:34.000 --> 04:41.000]  Just briefly, the overview screen gives you a look at all the microcaches you've been connected to.
[04:41.000 --> 04:46.000]  You can be connected to as many microcaches as you have with the app.
[04:46.000 --> 04:53.000]  In this screenshot, just one of them is connected, and you can see it's got a value of 18.4 micromoles per meter squared per second.
[04:53.000 --> 04:58.000]  The other ones aren't connected, but if they were, you'd also see live readings from those.
[04:59.000 --> 05:05.000]  The logging setup screen, you get to this by clicking on a little gear icon.
[05:05.000 --> 05:14.000]  This will allow you to set up your logging and sampling intervals, and the fastest sampling you can do is one-second sampling.
[05:14.000 --> 05:16.000]  Of course, that'll drain your battery a little faster.
[05:16.000 --> 05:23.000]  In this case, it looks like we have it set to 10-second sampling and one-minute logging in this screenshot.
[05:23.000 --> 05:25.000]  One-minute logging is still quite fast.
[05:25.000 --> 05:30.000]  You could log every 10 minutes or every 15 minutes and still get a real good idea of your light levels through the course of the day.
[05:32.000 --> 05:40.000]  Let's see, this live meter display, you can go to live meter mode, and then this graph will update every second with new values.
[05:40.000 --> 05:48.000]  You can walk around and put it under this light, under that light, and be able to see precisely the light levels.
[05:48.000 --> 05:50.000]  On this mode, you can also do a manual data collection.
[05:50.000 --> 05:57.000]  There's a button a little lower on this screenshot where you can push the button, and it'll timestamp, give a date and time, and your micro mole value.
[05:57.000 --> 06:00.000]  Those will be there the next time you open the app as well.
[06:03.000 --> 06:08.000]  Then over here on the far right side of the screen, this is after you've downloaded log data.
[06:08.000 --> 06:18.000]  You can take a look at what's been going on over the course of the previous days or weeks that you haven't been attending to your sensor, perhaps.
[06:19.000 --> 06:21.000]  In this case, I've pulled a fast one a little bit.
[06:21.000 --> 06:30.000]  This graph is not just from an SQ500, which is what this blue-headed sensor is, but this one's from a new sensor that we have, the PAR-FAR sensor.
[06:30.000 --> 06:40.000]  This has two diodes. One measures the PAR range, and the other diode measures FAR red light, which is also important for plant photosynthesis and morphology or shape.
[06:41.000 --> 06:49.000]  On this graph, you can see there's the green curves each day. That is the PAR level.
[06:49.000 --> 06:54.000]  Then the FAR red light is expressed with the red line, and those are smaller values.
[06:54.000 --> 06:58.000]  Anyway, you can get both values from this new PAR-FAR sensor.
[06:59.000 --> 07:03.000]  On the far right screen grab, you see the daily light integral.
[07:03.000 --> 07:10.000]  This is the value I was talking about previously. That's just the summation of all those PPFD values over the course of the day.
[07:10.000 --> 07:13.000]  It's expressed in moles per meter squared per day.
[07:13.000 --> 07:19.000]  Then you can also see your photo period, which is the number of hours over whatever dark threshold you've set.
[07:19.000 --> 07:29.000]  Those are the kind of summaries you can get from collecting the log data off of your PAR sensor with the microcache or from your PAR-FAR sensor with your microcache.
[07:30.000 --> 07:35.000]  I think I mentioned this before, but we do have two cable lengths.
[07:35.000 --> 07:43.000]  The approximately 1 foot or 30 centimeter length, which is the default length for all of our sensors before it gets to that little connector.
[07:43.000 --> 07:50.000]  For coral enthusiasts or underwater users, we do have a 2 meter cable length that you can order.
[07:50.000 --> 07:54.000]  That just gives you a little bit more leeway to put the sensor down in the water.
[07:54.000 --> 08:01.000]  I wouldn't go dunking the microcache in water, but it'd probably be fine for a brief dunk, but I wouldn't put it under for long.
[08:02.000 --> 08:08.000]  This just shows how it connects to our brackets. It's got that 1.25 threaded hole in the back.
[08:08.000 --> 08:14.000]  It's pretty easy to mount. It's got some grooves on here. You could use zip ties to connect it to things.
[08:16.000 --> 08:21.000]  Then our product webpage. You can go to our website, apogeeinstruments.com.
[08:21.000 --> 08:26.000]  You click on products up here, and you'll be able to quickly see microcache, Bluetooth logger.
[08:26.000 --> 08:31.000]  You get to this webpage, and there's more information and things you can see.
[08:32.000 --> 08:34.000]  There's the URL for you.
[08:34.000 --> 08:37.000]  I think that's the end of the slides that I have.
[08:38.000 --> 08:55.000]  Now I'll switch over to HDMI 2 and get this phone connected so we can show off the sensor or the functionality of the app.
[08:55.000 --> 08:59.000]  Let's see screen mirroring. Here we go.
[09:02.100 --> 09:03.100]  Okay.
[09:04.100 --> 09:10.100]  Apogee Connect is this app with the logo. It kind of looks like a planet. It's green colored.
[09:10.100 --> 09:12.100]  We click on that.
[09:12.100 --> 09:15.100]  Here's the Apogee Connect general screen.
[09:15.100 --> 09:20.100]  On this phone, there's been a lot of sensors that have been connected in the past, a lot of different microcaches.
[09:20.100 --> 09:24.100]  Each microcache is uniquely identified by its serial number here in this screen.
[09:24.100 --> 09:27.100]  That makes it a little easier to know which one you're connected to.
[09:27.100 --> 09:30.100]  The one I've got here is serial number 1085.
[09:31.100 --> 09:33.100]  I don't think that's connected yet.
[09:34.100 --> 09:40.100]  To connect, we just push the big green button on here for two seconds or so, three seconds.
[09:40.100 --> 09:44.100]  This little LED will start flashing. That means it's advertising.
[09:44.100 --> 09:48.100]  Now we click on this plus button up here to add a new device.
[09:48.100 --> 09:52.100]  It searches for the device. It quickly finds it. It's called microcache 1085.
[09:52.100 --> 09:55.100]  This is the default name. It gets it at the factory.
[09:55.100 --> 10:00.100]  You just tap on that, and it gets connected.
[10:01.100 --> 10:05.100]  In this case, this SQ500 is the correct sensor.
[10:05.100 --> 10:11.100]  If it wasn't, you could just click on Choose Model, and you can scroll through and choose the model that you want.
[10:11.100 --> 10:13.100]  I'll hit Cancel because it was correct.
[10:13.100 --> 10:19.100]  You could enter a custom calibration, but of course this one just has a standard factory calibration, so we'll leave it alone.
[10:19.100 --> 10:26.100]  If you wanted to, you could enter a new calibration number in there to multiply your millivolt value and get a calibrated value.
[10:27.100 --> 10:32.100]  We could rename it here, whatever we want, but we'll just leave it microcache 1085 for now.
[10:33.100 --> 10:36.100]  Now this thing that we just added should be at the bottom of the list.
[10:36.100 --> 10:40.100]  Here it is with the current micromole reading.
[10:40.100 --> 10:47.100]  Tap on that, and now we get to the microcache-specific display.
[10:48.100 --> 10:52.100]  We get an instantaneous update of the micromole value.
[10:52.100 --> 10:58.100]  If we cover this sensor up, it should drop to zero, a little bit of noise around zero, but that's what it's at.
[11:00.100 --> 11:04.100]  If we uncover it, it comes back to that approximately five micromole value in here.
[11:06.100 --> 11:10.100]  Let's see. I will show off the live meter mode.
[11:10.100 --> 11:14.100]  Let's click on that, and this will give a graph that's updated every second.
[11:15.100 --> 11:19.100]  Right now it's just going to bop around approximately five micromoles.
[11:20.100 --> 11:23.100]  If we were to cover this up, it will drop down to zero.
[11:24.100 --> 11:27.100]  Uncover it, it will go back to approximately five.
[11:28.100 --> 11:32.100]  If we were to point it at the lights in here, it will go up a little bit.
[11:33.100 --> 11:37.100]  If we were to get it closer to the lights, it will go up even more.
[11:38.100 --> 11:44.100]  If we were outside in the sun, of course, it would be much higher than what we're seeing in here.
[11:45.100 --> 11:49.100]  You can see that you can get instantaneous live meter mode graphical results right there.
[11:50.100 --> 11:54.100]  If you click on View Data, there's your data every second for what we've been doing.
[11:55.100 --> 11:56.100]  Let's go back.
[11:57.100 --> 12:00.100]  Down here, these are the manual data collection values.
[12:00.100 --> 12:02.100]  I'll clear this table. It must have been from before.
[12:03.100 --> 12:08.100]  If we hit Record Current Value, you get a timestamp, date, time, micromole value.
[12:09.100 --> 12:15.100]  You can walk around and take values by clicking this Record Current Value button.
[12:16.100 --> 12:19.100]  The next time you open the app, those will still be in there.
[12:20.100 --> 12:22.100]  You can export the data.
[12:23.100 --> 12:24.100]  You can look at the data.
[12:25.100 --> 12:31.100]  Then you click this little sharing icon up in the top right, and you can select the app you want.
[12:32.100 --> 12:37.100]  You can email it to yourself or send it to your computer in some other way.
[12:38.100 --> 12:40.100]  That will give you a CSV file.
[12:41.100 --> 12:47.100]  I think it's a semicolon separated file, but a tabular data file that you can use.
[12:48.100 --> 12:50.100]  That's the live meter mode.
[12:52.100 --> 12:55.100]  Let's see. I think we already went over settings.
[12:56.100 --> 12:59.100]  I went over it on the static screenshot.
[12:59.100 --> 13:02.100]  Here are the settings. You can adjust the logging and sampling intervals.
[13:03.100 --> 13:05.100]  You can turn logging on and off.
[13:06.100 --> 13:07.100]  If it's on, it's using up the battery.
[13:08.100 --> 13:11.100]  If you want to save your battery, just make sure you turn logging off in the settings.
[13:12.100 --> 13:16.100]  Even if you unscrew this, the microcache is still logging.
[13:17.100 --> 13:19.100]  It's just logging noise. It's not logging anything good.
[13:20.100 --> 13:22.100]  It will eventually eat up its battery.
[13:23.100 --> 13:26.100]  You want to turn logging off if you're going to store this for an extended period of time.
[13:26.100 --> 13:28.100]  To reconnect it, there's a little notch on this.
[13:29.100 --> 13:33.100]  You just twist it until it falls into place.
[13:34.100 --> 13:37.100]  Then you finger tighten it. You don't have to tighten it too much.
[13:38.100 --> 13:39.100]  Then it's good to go.
[13:40.100 --> 13:43.100]  Okay, what else? Water correction.
[13:44.100 --> 13:50.100]  You turn this on. When you take measurements underwater, the light bounces off the sensor more than it does in the air.
[13:51.100 --> 13:52.100]  The sensor reads inaccurately low.
[13:52.100 --> 13:56.100]  We've characterized that. On this model, it reads 32% low.
[13:57.100 --> 14:02.100]  If you put this correction on here, it will boost the values back up to the correct values for underwater measurements.
[14:03.100 --> 14:04.100]  We're not doing that, so I'll leave that off.
[14:05.100 --> 14:10.100]  There are some other settings in here, including this dark threshold that will help define the photo period.
[14:11.100 --> 14:18.100]  Down at the bottom, you get some information about the serial number of your microcache and the hardware and firmware versions and the current time.
[14:19.100 --> 14:25.100]  Your time on the microcache over the course of weeks and months might be off by a couple seconds.
[14:26.100 --> 14:32.100]  You can always go match current time. In this case, I think I matched it very recently, so it's still very accurate.
[14:33.100 --> 14:38.100]  Let's see. Now, let's show you how to collect some logs.
[14:39.100 --> 14:41.100]  Currently, there are just two logs available for collection.
[14:42.100 --> 14:45.100]  It was about 20 minutes ago I last collected logs off this device.
[14:46.100 --> 14:52.100]  We could do that. We'll just create a new dataset. It's called New Dataset 4.
[14:53.100 --> 14:55.100]  It's not going to be very interesting, but we'll hit Collect Logs.
[14:56.100 --> 14:59.100]  Boom! We got them. I don't even know if they display if there's only two of them.
[15:03.100 --> 15:07.100]  More interestingly, if there were more than two in there, we'd see a graph.
[15:08.100 --> 15:10.100]  Let's go Collect Logs. We'll hit Create New.
[15:11.100 --> 15:13.100]  Now, it'll be New Dataset 5.
[15:14.100 --> 15:19.100]  What you can do, I know this one has been logging data for about since early December.
[15:20.100 --> 15:28.100]  On this start time, I'm going to hit Start Time, and I'm going to roll back the clock by about four days to January 26th.
[15:29.100 --> 15:35.100]  I'm going to set that as my start time. Here's my end time right now, January 30th in the late afternoon.
[15:36.100 --> 15:37.100]  I hit Collect Logs.
[15:37.100 --> 15:41.100]  Oh, there's my two data points. They finally showed up. It's a very exciting dataset.
[15:42.100 --> 15:46.100]  Regardless, here's our new logs coming in. There were about 500 of them, and now they're all collected.
[15:47.100 --> 15:50.100]  Now, our display updates. Now, we're looking at New Dataset 5.
[15:51.100 --> 15:57.100]  If we wanted to go back, we could hit Switch Dataset, and we could look at New Dataset 4, which was our boring dataset of two data points.
[15:58.100 --> 16:03.100]  We don't want that. We'll switch back to New Dataset 5, which we just collected, which is these four days of data.
[16:04.100 --> 16:11.100]  You can see that there's a diurnal pattern as the lights come on and the sun comes up, and then everything's dark at night.
[16:12.100 --> 16:19.100]  In this case, we had an electric light. This was sitting in a window inside, but there was an electric light on it that was on a timer.
[16:20.100 --> 16:25.100]  At night, the electric light went off, and the day it was on, and then the sun came up, and so on.
[16:26.100 --> 16:31.100]  I guess the electric light must not have been on this day and this day. No, it wasn't.
[16:31.100 --> 16:33.100]  I remember we disconnected it.
[16:34.100 --> 16:42.100]  But anyway, you can view this data. You can click on View Data, and you'll see each timestamp, date, time, micromole value every 10 minutes.
[16:43.100 --> 16:49.100]  So 1030 p.m., 1040 p.m., and so on and so on over the course of time that you had data collected.
[16:50.100 --> 17:00.100]  If you grab this thing on the side and scroll all the way to the bottom, here's the most recent one that was collected at 420 today.
[17:02.100 --> 17:07.100]  The next graph on this log data summary is the daily light integral.
[17:08.100 --> 17:13.100]  Again, this is the summary of all the PPFD values over a 24-hour period.
[17:14.100 --> 17:22.100]  And you can see that it was inside, so we didn't get real high moles per day, but it was around 3.5 this day and around 2 moles on those days.
[17:23.100 --> 17:29.100]  And you can hit View Data, and you can see that. And if you wanted to share it, you'd click on that Share button up in the top right corner again.
[17:30.100 --> 17:32.100]  And finally, we've got the photo period.
[17:33.100 --> 17:39.100]  Now, this is a little fishy because there's three graphs here, three bars here that are all around 24 hours per day.
[17:40.100 --> 17:44.100]  And we saw that it was dark on these graphs. It looks like it's dark at night.
[17:45.100 --> 17:53.100]  Well, I think there was a little light on over the course of the night that kept the micromole values at around 3, where usually they would go down to 0.
[17:53.100 --> 18:01.100]  So what we can do is we hit this Setting gear, click on that, we go back down to our dark threshold.
[18:02.100 --> 18:10.100]  I'm going to put in a value of 5. This is kind of an unusually big value, but just to show off this photo period capability.
[18:11.100 --> 18:17.100]  If you set the dark threshold to 5, now this photo period summary updates.
[18:17.100 --> 18:25.100]  Rather than 24 hours a day, now it says it's around 12 hours a day, which makes more sense in line with our graph here.
[18:26.100 --> 18:32.100]  Let's see, what else do we have? We've gone through Settings, Live Meter, Switching Datasets.
[18:33.100 --> 18:39.100]  I think that's about all of the major functionalities of the MicroCache.
[18:40.100 --> 18:51.100]  Again, this little device will interface with a single Apogee sensor, any of our unamplified analog sensors that produce little millivolt outputs.
[18:52.100 --> 18:59.100]  It's small, it's rugged and weatherproof, and we hope that a lot of people find a lot of use out of this.
[19:00.100 --> 19:04.100]  So, thank you very much for watching, and see you next time.
[19:09.100 --> 19:10.100]  Microsoft Mechanics
[19:10.100 --> 19:12.100]  www.microsoft.com
